,dates,mex0447-0000,mex0447-0001,mex0447-0002,mex0447-0003,mex0447-0004,mex0447-0005,mex0447-0006,mex0447-0007,mex0447-0008,mex0447-0009,mex0447-0010,mex0447-0011,mex0447-0012,mex0447-0013,mex0447-0014,mex0447-0015,mex0447-0016,mex0447-0017,mex0447-0018,mex0447-0019,mex0447-0020,mex0447-0021,mex0447-0022,mex0447-0023,mex0447-0024,mex0447-0025,mex0447-0026,mex0447-0027,mex0447-0028,mex0447-0029,mex0447-0030,mex0447-0031,mex0447-0032,mex0447-0033,mex0447-0034,mex0447-0035,mex0447-0036,mex0447-0037,mex0447-0038,mex0447-0039,mex0447-0040,mex0447-0041,mex0447-0042,mex0447-0043,mex0447-0044,mex0447-0045,mex0447-0046,mex0447-0047,mex0447-0048,mex0447-0049,mex0447-0050,mex0447-0051,mex0447-0052,mex0447-0053,mex0447-0054,mex0447-0055,mex0447-0056,mex0447-0057,mex0447-0058,mex0447-0059,mex0447-0060,mex0447-0061,mex0447-0062,mex0447-0063,mex0447-0064,mex0447-0065,mex0447-0066,mex0447-0067,mex0447-0068,mex0447-0069,mex0447-0070,mex0447-0071,mex0447-0072,mex0447-0073,mex0447-0074,mex0447-0075,mex0447-0076,mex0447-0077,mex0447-0078,mex0447-0079,mex0447-0080,mex0447-0081
0,1986-04-23 17:19:16+00:00,194.8999388918309,201.92997612815293,200.01663056105087,195.86981647145137,190.3877297958286,198.05974076154206,196.68020302507162,200.69220335536846,200.88435342216053,209.43376152883786,212.8777973008692,212.9909765794681,213.0180019297347,207.2554915984457,204.34080974449313,202.4454089725839,198.13863060965605,200.59356978760758,202.67666099740342,201.810613455155,203.37762057427216,204.80030186411145,202.46316146418576,208.3051972602775,208.80392638354738,210.08492716586,211.9407944684493,211.6428224904655,215.13421560363875,214.7205578961656,215.97278584988288,219.72419761697955,219.61362415123122,221.02451674077201,219.54010973950483,219.20259280035265,221.80918450752287,226.2796911193356,224.02851127148222,221.84950994195185,223.81498641030709,221.06588578647273,227.3128730333618,227.50099291664733,229.42694394900872,227.5700120000438,229.24963984515324,228.3647485651785,232.64598103704873,230.09830609431202,237.63618621882642,233.13055740845127,235.26510192222662,238.5012712757268,244.15196780404867,238.5965542848851,242.99840118137996,238.26702820491454,241.83103885229679,237.0896225936374,240.52693502251987,237.87255904091973,237.0721097590001,238.74552795806437,242.5356176981195,244.20671989650603,241.45247554952815,234.51398169506473,233.3194180190651,233.58655175758696,233.52998392731294,231.1580622772783,227.5000873040392,228.5151747033779,231.36364156669038,226.1183245108208,228.66057658072066,230.4757661105808,231.71566205662808,228.28654767058575,226.10467575454788,222.49813013659596
1,1990-04-18 17:14:16+00:00,217.08898565642477,224.03996357481722,216.7645804765911,221.71007490223258,212.994884186163,224.9941659422318,230.1937424356646,224.6958378727131,225.5097793155685,233.52256732263663,234.59980929842237,224.156688317298,222.54936571136722,221.36042002595445,214.95501366256894,209.0611627360113,210.96195585166276,205.73172769583238,215.67350801116993,223.41009538604393,230.42563759673055,214.69331570295014,220.81981160853422,221.51013387517034,232.812277542291,235.12051121042,240.99580168087073,244.54671994760284,241.47494710753088,243.50789549445585,249.3713460724465,244.02135604448353,237.5014507825321,246.51718736015482,243.68057194630848,246.23671949673292,240.48562860524288,241.55637561937078,236.72405481359704,229.15405630711945,241.368993440312,238.50669642122983,239.7377815302798,239.20001681292595,241.1341246576659,241.73182449348715,243.8039954879792,253.3516904775231,250.47060755384777,246.53270466323096,247.75697292290258,248.2167952510629,251.85969970316808,255.90941946026587,247.1429224847829,246.94361022044546,250.21806717764707,249.65365655298766,248.8506886117575,254.90523657064338,251.67049597464677,261.9448516663544,256.3793674834767,254.80039270130243,252.75422347472207,247.2655726435625,252.87444898374247,249.6485882120412,246.1533693068402,248.56328245774017,244.4092872482463,244.02626992938576,241.78344910564522,242.33585404589633,245.44389669731743,243.38228622245697,246.60667172907284,243.1137897423198,245.02104121934485,241.5960155424995,240.54667366811265,234.93513040234478
2,1990-05-04 17:14:10+00:00,220.91013345035228,220.90112509216596,215.86033922347937,216.35178586725084,214.5161421910894,216.5617761780544,218.8099827610767,222.661223339941,228.23130443610623,233.68527290003888,228.77457010545936,233.71774781982447,223.2209787666368,223.68712819157815,209.02617242382746,214.74627334737266,207.32369385992982,214.20032160416417,213.27547164268333,218.1789117419428,215.5780523148346,219.80032779140504,224.3901724852411,229.72833199971427,231.59019138823248,235.59942626105274,237.58996740604977,242.98811456237604,243.04613284152632,247.28345176250764,251.29078109988058,242.24126996259162,236.45173219418405,239.8614300906023,238.41118175746567,239.45277184752513,244.53426789893496,241.81481035154266,237.1859497319454,233.3845419013937,237.46430769074118,237.34772481573214,241.37869223595524,242.26807653378182,246.97897265403122,245.6073290956082,244.82506518719347,240.92120832185674,241.76937906246496,249.2877973895853,251.99186942613736,252.6945810959914,257.98082652990524,252.15674374046398,255.23722691006458,254.27941255404352,250.4180815774935,252.68100594290888,255.06589027944892,248.06618580353847,252.59900874885548,249.6588745534329,252.91173835387573,259.5087788702924,251.9421619538851,256.57550765770236,252.71597147635995,253.99647495060265,253.4183377944011,253.16729162002332,248.5788944833558,247.5649198503176,247.41477323438923,242.62488826070324,236.38083658159846,236.10182461203786,247.63539805858485,247.67037267258883,248.44685823456203,247.4343234803493,241.15402770357008,239.12148441239833
3,1992-08-29 17:16:22+00:00,,,,,,159.74155557105604,156.88264491703302,170.83321302673744,178.76159014105218,178.99129826599818,180.53292753125362,178.47240546537455,178.00970649901558,174.62358685983426,173.4648240523958,172.9992526033426,170.27358554170803,168.41221296125633,173.7812366579888,173.28908253049855,168.77791430221401,176.0964967753319,175.1648753127082,180.8865716595467,179.24551508496157,178.33886470370527,174.10738435624856,181.47549105298188,184.84390701079374,182.62748600338605,183.1680043539051,178.69355018973687,179.45857795512273,184.2188871309903,179.89927273515184,189.16603375611706,189.71907526844615,192.12814317747103,190.44943112156648,186.35622716825625,187.66288393586757,194.4598614596161,191.84451985918292,193.7049275355727,190.75232443789338,194.8817860261278,190.4905419681748,194.55864408300226,194.40192910570266,203.4480936170591,203.16701739909027,199.67099075369003,203.1145406867193,203.35655784848473,203.70812810683555,202.8157453387193,206.4214585130528,207.63966606803362,210.65684148563076,205.0456819940274,203.53230869310414,197.80597415977428,199.1837384445293,200.6934698811726,204.68682750447707,194.99013640617784,197.04586733274937,196.44430880986565,195.23153494721424,193.8063311524462,196.86811374214997,188.19574360682313,188.3376073226467,183.99343060601691,184.41360629140456,183.41876882171795,187.23975206498164,190.1983231810595,187.0824948716985,188.87656433001007,191.4210707457415,184.79969298145772
4,1993-01-20 17:15:44+00:00,183.27967319709254,202.05934426466354,201.29897955760842,202.5869762474763,200.0114361828174,197.97237395086756,196.16644198439405,194.54143100020332,192.4470033411063,195.29581509544775,197.34336303319282,201.24137727867068,204.32926450545483,194.7923249590849,188.23684646449635,182.62053280701252,189.10421820825923,202.2485928096621,203.64218128836393,204.42604585523276,204.10646811388094,203.08581348400412,198.27255671289134,206.02483938474722,206.13899870639824,205.58046472318927,208.18750627832645,208.66601551478635,207.1515568489599,211.04029436004072,203.11003886115606,208.0207919303831,214.49521435408604,216.4946233550098,215.47701195999588,214.71641075404492,211.61433789996525,213.82172857793375,215.70616009008032,219.39434661012547,213.0007494474624,208.77321594288532,210.4518168569213,209.729182380725,216.48639113208287,221.9123698447313,224.6867339894132,223.56519822142724,215.140553900489,209.05039336900757,218.48090686857887,217.89899240102937,221.95058536746808,225.56913407405966,225.32484685941125,227.81013301110914,227.8501053149355,225.31729051774417,228.79656067271964,225.34690564003756,225.5194757870939,222.0393034898293,223.13510178105332,218.3634661813857,224.77332130433473,221.87679259540664,221.3800231555177,215.49434566164004,219.25143084606327,218.4320583188672,216.3260488006627,211.23438005698466,215.29226115815428,211.90258144017406,210.33198358520238,211.44112956974288,212.42167980127442,213.55135664547493,210.4948344954521,206.30722859610393,209.07044287973721,211.73028592347683
5,1993-02-05 17:15:54+00:00,187.39778367301994,208.53971658983613,217.14584073510673,208.68011829055467,203.54152797606946,202.09257492493887,198.32219760720193,194.65781056891248,201.2402185716153,200.31663074000264,202.91223640938637,205.39570804286677,204.8985187472647,195.98808654007732,197.86352162133863,198.3447121308156,192.30985444201752,202.83269898810119,203.80578484562844,208.8830723374396,204.3613001349455,202.52829541378355,199.19182590191443,208.31195341105848,212.636740916927,212.94485561005445,210.61204756563012,211.99970145993132,202.63491295487572,214.2111648699228,215.11546639755207,214.12477398560407,218.22574987145592,214.58781391777845,217.13457800996855,218.40565243363687,220.42254344169163,216.04128074777896,216.65543709685863,215.83082617329134,215.94694146206666,215.23598010487066,216.70782117002256,220.9442791690788,220.3867971653076,223.81150194964624,223.5462842056657,222.45995758672512,224.01040311185707,224.71987952934268,227.3349893610148,223.21653497140494,230.48007472514348,233.39721008556018,236.48880060034014,228.3806791008085,232.24957517820138,239.65087639825546,235.53035869754925,231.64288057087282,227.1207122808391,230.03861251595328,223.84452664614966,227.19125729087722,222.10593949319562,230.46848708771594,227.00851437084327,223.87131674387336,224.97745445820672,225.26133212590486,222.81073987603966,222.32938594284198,215.53916386812796,216.9204403021741,213.47129650421857,218.54598706529708,217.36185087991362,221.3139077082786,218.13412251545805,217.6313828265569,215.38066895995917,215.34619140149482
6,1993-02-21 17:16:00+00:00,181.41044801425835,187.6805392068119,190.36284444832702,185.5845824247654,187.05270046601953,186.21378690246638,190.13349391463606,179.42847605403625,183.69155330638614,192.46257606504503,192.3158176495694,191.08064229329483,188.35963371813233,186.29097983056766,182.21982411071554,182.12395242093444,183.05981999754005,184.5309312522901,189.03497637136724,192.69570486804366,191.4466056671541,195.96588533849257,197.0422289655242,204.25927231178306,199.00276764608026,202.159628331887,195.21112505311257,197.56747616398417,199.94461963296348,203.83350102619107,199.36739648003706,194.52218469395376,195.1355965297081,198.69829481856004,197.15820696951403,194.754471486311,199.14397679705849,198.36439723181752,202.39112739598517,202.35126949956683,206.5863285525597,206.01343958909456,210.83262763001855,202.91155394424047,205.7700768287603,203.38589469054858,205.8335937431043,204.3215568158982,201.85269587512624,206.3556119440187,214.15358881265857,218.97554936026145,221.4867665562192,225.10631584404993,223.95110861856836,213.68589024108672,217.50333236745664,215.0322537139304,208.7745167052297,208.36352738409033,206.72176720448473,209.21187620596504,208.01232846918646,218.02729020180146,220.1191079370515,225.57739177172556,217.54856346166866,212.87996321257907,207.85053168644018,207.59766644649272,203.0295108700739,200.86410513238272,198.32392530552,202.6599127153918,203.64224905668368,206.29724171083217,209.02822115940592,208.26920423395973,205.96528259948923,203.43152435404,200.94436522195176,198.88205648668946
7,1993-03-09 17:16:11+00:00,170.6622094294744,183.15625410417306,188.97399712347752,189.34488957904404,188.60232756483163,189.4501051752698,190.9742517398298,188.4639729009602,177.54419508063086,180.31290721362714,186.23217389024708,192.7498940051755,190.40191296816968,186.60514343716542,183.1265012747241,186.36573164026606,188.5563610147659,193.96654918433993,190.30735968872736,189.63915740756337,190.16507708236753,193.84172332378614,188.62696764593227,189.63494907855016,195.16018395901375,198.40681254668277,201.25063727372412,198.7003498040761,202.73422955865726,201.63737797754362,199.67872331218712,191.2396192304919,192.0959517295383,195.14202521722012,199.6865185714233,200.5380273000535,203.37803231189233,207.04149226913555,207.81303099117136,204.57954783503322,205.99969372199052,207.26280744015986,202.92097075867258,202.23730480757428,209.2236582771073,204.21070168721792,208.07417488377754,208.6783040815572,217.94578969034586,214.955139756048,208.49767653311994,209.01005451260318,221.26931957664678,218.99003989782858,215.78446809212252,215.97350034103272,215.90335521539424,212.25759000363735,207.44337835975278,208.6901522335669,210.5177362593805,213.72174187810901,213.07697990301403,219.22954740625403,213.11091718777806,213.80819720384653,209.97394698815,208.6109314384203,204.3793050972945,211.76453572408693,211.46248196498664,206.85481080354288,200.75349834496762,205.00496194581103,209.09939997749564,207.14775974997545,201.5085116804332,203.84550260634404,197.31157404047462,201.31262741652694,206.0533153458255,197.3123722138717
8,1993-04-10 17:16:19+00:00,198.20595483575767,212.67005342993,211.02306869470777,207.07559311376602,197.5745293706167,196.17676447827307,191.08645618553768,194.65910416028643,201.00501386815432,199.87141002156926,198.81332392282386,201.56730015712773,209.2298660063584,206.98760476313743,211.15174233730124,206.9415625601248,205.63573384921995,206.14968048338756,206.1629140952166,205.50669181845095,205.49761461598393,204.50568313782856,214.59961841706678,215.46734929634363,213.04272925588612,209.798358891708,211.7553275393846,208.23833673731596,210.48490846069922,207.4534659896274,210.83785586809216,203.45705991854445,215.18933416335938,216.84719848710995,222.1958702541353,210.354544208267,216.69817139143078,222.01790214308335,215.83420845006825,218.5915503545749,214.35729613509338,215.51011515105844,211.97686605779694,218.4711766976081,225.30232484414284,232.5356315689184,227.92001234176178,227.51545516112034,220.22892180999105,222.72016617002296,219.73135135822804,226.26255314719344,230.37840184857384,229.50637851565284,224.06479868336334,223.89686523732524,225.7825894441881,227.34634298862733,226.74387735741746,233.78981973581068,227.37674968778984,228.54500747227624,221.03897800129192,229.25295068039605,233.88314338339632,232.11488724025926,236.07864451126682,225.43674683419053,223.85026323920013,217.38562646800813,222.37943588838326,220.56341561031564,223.1825013230382,221.41982319636844,221.86223922754425,211.95362978189664,208.3008692791396,219.31526261685093,214.74445328360838,217.29491499740507,226.672181250621,229.15159134994767
9,1993-04-26 17:16:28+00:00,199.3080143712424,207.18799531855132,206.05331525437325,198.95605929516336,197.2958777300046,196.39907481103074,188.92518332992108,190.8300053535457,190.0762057803146,200.7852892988314,199.60599211319206,210.67271210085707,203.8126248035882,206.39000813402893,207.81353816542872,205.39276620100108,208.60049804610273,205.11731745222747,211.61397039152698,205.3764176449144,208.68442845824947,204.91305510179714,205.0551263818686,203.54743798913907,208.16534410137905,201.50531182609225,197.52386103370128,210.0320152694619,205.59078756408803,211.5339617400268,210.45476071995262,212.4817884427147,215.1328123757303,217.14933128734805,217.2709852225715,215.1654587500191,213.4250856956034,215.15649908047743,212.6650308332057,212.3031552030107,206.7305499091854,222.4527364794569,222.70063483026684,225.5564094138226,224.69867724842825,227.0638189754394,222.26443508635742,228.47031420328904,224.46108132091598,226.48986596258354,220.7241614129644,228.01336953053666,223.44248698874958,217.642640856657,217.58242239107128,222.66682170571448,231.09929583229797,225.67424978157263,229.09901340255985,224.89254667531756,231.07197000419808,226.79943924014339,232.18820571815084,227.49583908019585,229.15563425286075,219.88744576345343,222.5869284832111,215.6312012313909,220.06921237148913,220.37329643666436,225.69806753211338,216.4361154607185,216.06984491772863,218.65612760574956,219.07579191727038,215.2847574653578,216.48416693054406,219.33209150118216,219.96812249981085,219.08466790699717,220.47170106749024,214.591500668867
