dates,satname,nzd0084-0000,nzd0084-0001,nzd0084-0002,nzd0084-0003
1999-09-27 22:04:48+00:00,L7,325.74,318.66,328.06,332.25
1999-11-14 22:04:42+00:00,L7,333.83,324.30,327.93,335.30
2000-01-01 22:04:37+00:00,L7,332.77,326.06,333.65,338.99
2000-02-18 22:04:29+00:00,L7,333.86,318.09,324.51,332.72
2000-07-11 22:03:17+00:00,L7,337.08,331.23,329.66,332.23
2000-10-15 22:01:56+00:00,L7,303.73,302.03,301.46,315.10
2001-01-03 22:02:12+00:00,L7,335.39,326.23,328.92,333.09
2001-03-24 22:01:59+00:00,L7,324.44,315.70,311.18,314.36
2001-08-15 22:00:38+00:00,L7,332.50,329.59,340.04,344.06
2001-10-02 22:00:04+00:00,L7,307.04,309.48,311.75,314.68
2001-11-03 22:00:10+00:00,L7,,,,320.79
2001-12-05 22:00:18+00:00,L7,299.32,293.81,297.34,302.92
2001-12-21 22:00:29+00:00,L7,314.57,304.45,308.09,315.45
2002-01-06 22:00:31+00:00,L7,326.66,319.39,324.58,333.20
2002-01-22 22:00:40+00:00,L7,328.14,324.26,326.79,342.47
2002-03-27 22:00:37+00:00,L7,323.21,312.19,316.58,317.49
2002-04-28 22:00:38+00:00,L7,303.55,298.64,299.33,307.97
2002-06-15 22:00:19+00:00,L7,332.54,322.69,324.24,337.42
2002-07-01 22:00:15+00:00,L7,331.37,318.96,325.51,342.43
2002-07-17 22:00:08+00:00,L7,337.11,334.92,337.23,347.20
2002-08-02 22:00:01+00:00,L7,332.95,330.25,339.63,343.85
2002-08-18 21:59:57+00:00,L7,332.36,333.89,337.40,344.74
2002-11-22 21:59:57+00:00,L7,315.95,312.36,326.78,339.76
2003-01-25 22:00:18+00:00,L7,338.51,328.99,332.37,334.03
2003-02-26 22:00:28+00:00,L7,335.70,332.19,320.93,323.29
2003-07-28 21:48:28+00:00,L5,310.99,293.91,309.87,313.53
2003-08-05 22:00:11+00:00,L7,339.55,,,
2003-09-14 21:49:18+00:00,L5,327.74,319.15,315.95,323.51
2003-11-09 22:00:18+00:00,L7,322.60,319.94,322.32,334.67
2003-11-25 22:00:29+00:00,L7,298.66,295.63,289.71,306.81
2003-12-19 21:50:27+00:00,L5,345.49,338.10,341.01,350.41
2004-04-25 21:51:47+00:00,L5,338.10,331.84,325.16,330.00
2004-05-03 22:00:59+00:00,L7,338.41,339.14,334.08,338.13
2004-06-20 22:00:50+00:00,L7,,,,331.86
2004-07-22 22:00:44+00:00,L7,336.35,324.98,328.60,341.17
2004-07-30 21:54:28+00:00,L5,346.57,340.57,344.43,350.42
2004-09-16 21:55:41+00:00,L5,337.26,325.75,333.98,340.62
2004-10-18 21:56:23+00:00,L5,327.04,319.97,323.04,343.35
2004-11-19 21:56:55+00:00,L5,337.29,330.95,338.60,346.08
2005-01-14 22:01:13+00:00,L7,327.88,324.18,333.72,340.96
2005-02-23 21:58:31+00:00,L5,334.15,328.53,327.65,331.97
2005-03-03 22:01:30+00:00,L7,,332.58,333.02,340.41
2005-03-11 21:58:44+00:00,L5,330.33,320.67,328.93,336.59
2005-03-19 22:01:30+00:00,L7,,,344.77,343.11
2005-03-27 21:58:51+00:00,L5,335.63,325.15,322.10,330.55
2005-04-12 21:58:55+00:00,L5,314.73,316.79,321.69,
2005-05-30 21:59:15+00:00,L5,354.65,346.21,350.10,349.15
2005-07-09 22:01:14+00:00,L7,334.93,329.79,328.48,332.40
2005-07-17 21:59:35+00:00,L5,344.54,346.21,350.40,343.37
2005-07-25 22:01:13+00:00,L7,337.46,330.76,330.33,334.38
2005-08-10 22:01:10+00:00,L7,321.99,314.99,321.76,324.13
2005-10-13 22:00:54+00:00,L7,334.69,332.50,335.60,347.63
2005-11-30 22:01:24+00:00,L7,,,328.82,334.01
2006-01-17 22:01:43+00:00,L7,326.77,322.08,324.07,
2006-02-18 22:01:53+00:00,L7,,,309.82,317.44
2006-03-14 22:02:55+00:00,L5,325.25,308.33,309.69,312.74
2006-04-15 22:03:30+00:00,L5,333.61,328.56,329.61,343.90
2006-05-17 22:03:57+00:00,L5,345.04,338.02,335.27,336.26
2006-06-10 22:01:49+00:00,L7,344.54,,,352.65
2006-06-26 22:01:44+00:00,L7,337.01,326.48,323.90,331.15
2006-07-04 22:04:41+00:00,L5,339.40,,,
2006-07-28 22:01:30+00:00,L7,335.27,329.87,329.55,
2006-08-29 22:01:26+00:00,L7,339.97,,,355.44
2006-09-14 22:01:21+00:00,L7,335.06,332.17,336.63,
2006-10-16 22:01:19+00:00,L7,337.23,334.24,342.65,345.62
2006-10-24 22:06:02+00:00,L5,327.49,324.06,334.69,346.01
2006-11-25 22:06:19+00:00,L5,287.66,286.11,301.74,
2006-12-03 22:01:55+00:00,L7,336.83,332.47,345.25,354.31
2006-12-11 22:06:28+00:00,L5,255.31,259.66,273.37,310.87
2007-01-04 22:02:01+00:00,L7,,333.73,345.71,353.13
2007-02-13 22:06:47+00:00,L5,339.33,346.46,347.66,343.60
2007-05-12 22:02:11+00:00,L7,340.19,336.87,339.90,345.37
2007-05-28 22:02:04+00:00,L7,349.16,346.78,350.96,355.09
2007-08-16 22:01:50+00:00,L7,,304.04,304.35,312.49
2007-11-20 22:01:58+00:00,L7,334.78,333.90,334.47,339.70
2008-04-28 22:01:53+00:00,L7,336.22,326.03,327.49,330.77
2008-05-30 22:01:41+00:00,L7,356.60,351.35,345.58,351.01
2008-08-02 22:01:03+00:00,L7,317.08,308.30,306.70,317.23
2008-08-18 22:00:56+00:00,L7,,330.70,335.25,349.74
2008-09-19 22:00:40+00:00,L7,336.89,329.52,329.98,328.24
2008-10-21 22:00:36+00:00,L7,335.11,332.95,,
2008-12-16 21:56:05+00:00,L5,313.87,305.24,315.92,328.24
2009-01-01 21:56:31+00:00,L5,321.30,311.27,326.05,342.69
2009-01-25 22:01:34+00:00,L7,319.56,315.24,315.52,325.25
2009-02-02 21:57:22+00:00,L5,328.84,326.06,329.77,334.46
2009-03-30 22:02:04+00:00,L7,319.36,,,
2009-06-02 22:02:15+00:00,L7,345.06,341.19,330.53,334.40
2009-06-18 22:02:13+00:00,L7,,,335.15,340.70
2009-07-04 22:02:11+00:00,L7,342.22,339.82,336.76,347.95
2009-07-20 22:02:06+00:00,L7,343.13,342.20,340.08,343.91
2009-08-05 22:02:01+00:00,L7,340.91,333.98,330.30,337.91
2009-08-21 22:01:59+00:00,L7,310.78,304.37,304.04,308.51
2009-09-06 22:01:59+00:00,L7,305.99,303.38,305.10,310.33
2009-11-25 22:02:33+00:00,L7,331.13,324.55,331.95,340.14
2009-12-27 22:03:02+00:00,L7,338.55,334.36,336.71,344.78
2010-01-20 22:02:37+00:00,L5,328.43,315.60,316.02,323.80
2010-03-17 22:03:57+00:00,L7,,,307.49,316.61
2010-05-04 22:03:59+00:00,L7,335.89,331.30,334.50,340.78
2010-06-21 22:03:58+00:00,L7,343.84,347.47,348.14,362.05
2010-07-07 22:04:01+00:00,L7,342.26,340.84,342.67,347.09
2010-07-23 22:04:02+00:00,L7,355.05,344.47,340.85,341.85
2010-09-25 22:04:05+00:00,L7,,,333.99,346.41
2010-11-12 22:04:30+00:00,L7,332.08,323.66,,
