dates,nzd0084-0000,nzd0084-0001,nzd0084-0002,nzd0084-0003,satname
1999-09-27 22:04:48+00:00,336.80,332.09,341.49,343.31,L7
1999-11-14 22:04:42+00:00,337.61,330.98,337.50,341.60,L7
2000-01-01 22:04:37+00:00,333.84,326.72,333.59,338.57,L7
2000-02-18 22:04:29+00:00,333.91,324.63,331.39,337.17,L7
2000-07-11 22:03:17+00:00,331.06,319.31,321.73,328.06,L7
2000-10-15 22:01:56+00:00,321.05,317.42,316.35,324.31,L7
2001-01-03 22:02:12+00:00,325.08,319.45,319.63,326.49,L7
2001-03-24 22:01:59+00:00,325.18,319.51,318.71,324.85,L7
2001-08-15 22:00:38+00:00,325.24,318.72,321.68,325.98,L7
2001-10-02 22:00:04+00:00,316.12,315.11,321.47,325.73,L7
2001-11-03 22:00:10+00:00,316.12,315.11,321.47,327.37,L7
2001-12-05 22:00:18+00:00,313.78,311.96,317.38,323.70,L7
2001-12-21 22:00:29+00:00,314.71,310.98,315.95,322.64,L7
2002-01-06 22:00:31+00:00,316.63,312.09,317.10,324.01,L7
2002-01-22 22:00:40+00:00,318.16,313.64,318.24,326.31,L7
2002-03-27 22:00:37+00:00,318.12,312.57,316.16,323.81,L7
2002-04-28 22:00:38+00:00,318.65,312.12,315.45,323.81,L7
2002-06-15 22:00:19+00:00,323.74,316.39,319.39,327.96,L7
2002-07-01 22:00:15+00:00,326.11,318.28,321.77,332.03,L7
2002-07-17 22:00:08+00:00,327.60,320.56,323.57,334.11,L7
2002-08-02 22:00:01+00:00,327.93,320.99,325.13,333.86,L7
2002-08-18 21:59:57+00:00,327.18,321.16,325.21,334.04,L7
2002-11-22 21:59:57+00:00,330.11,325.18,331.46,342.29,L7
2003-01-25 22:00:18+00:00,328.35,324.44,332.12,339.00,L7
2003-02-26 22:00:28+00:00,330.68,325.27,327.45,332.99,L7
2003-07-28 21:48:28+00:00,319.81,308.76,311.12,314.88,L5
2003-08-05 22:00:11+00:00,325.49,308.76,311.12,314.88,L7
2003-09-14 21:49:18+00:00,328.05,311.75,318.12,322.81,L5
2003-11-09 22:00:18+00:00,328.04,316.67,321.71,328.57,L7
2003-11-25 22:00:29+00:00,324.50,314.94,317.25,326.04,L7
2003-12-19 21:50:27+00:00,326.58,317.52,319.94,329.22,L5
2004-04-25 21:51:47+00:00,329.15,324.95,323.12,333.41,L5
2004-05-03 22:00:59+00:00,330.35,326.99,324.51,333.70,L7
2004-06-20 22:00:50+00:00,338.20,335.42,329.55,335.45,L7
2004-07-22 22:00:44+00:00,339.62,334.42,331.71,338.41,L7
2004-07-30 21:54:28+00:00,340.18,334.53,333.46,339.87,L5
2004-09-16 21:55:41+00:00,341.34,334.89,335.68,341.45,L5
2004-10-18 21:56:23+00:00,340.68,334.50,335.67,343.20,L5
2004-11-19 21:56:55+00:00,340.62,332.96,338.24,346.43,L5
2005-01-14 22:01:13+00:00,340.44,333.85,339.85,348.81,L7
2005-02-23 21:58:31+00:00,339.31,333.87,339.40,347.19,L5
2005-03-03 22:01:30+00:00,339.31,333.80,338.48,346.18,L7
2005-03-11 21:58:44+00:00,339.52,333.70,338.89,346.27,L5
2005-03-19 22:01:30+00:00,338.23,333.27,338.19,344.77,L7
2005-03-27 21:58:51+00:00,339.29,333.66,337.53,344.11,L5
2005-04-12 21:58:55+00:00,337.13,332.98,337.04,344.11,L5
2005-05-30 21:59:15+00:00,339.82,335.06,338.52,343.05,L5
2005-07-09 22:01:14+00:00,340.11,335.45,338.34,342.58,L7
2005-07-17 21:59:35+00:00,339.42,334.94,337.29,340.19,L5
2005-07-25 22:01:13+00:00,340.35,335.74,337.73,340.59,L7
2005-08-10 22:01:10+00:00,338.95,334.37,336.92,339.52,L7
2005-10-13 22:00:54+00:00,337.98,333.34,336.04,338.45,L7
2005-11-30 22:01:24+00:00,335.22,331.45,332.99,336.34,L7
2006-01-17 22:01:43+00:00,334.23,329.94,331.92,336.30,L7
2006-02-18 22:01:53+00:00,331.15,327.79,326.97,332.13,L7
2006-03-14 22:02:55+00:00,330.59,323.02,324.54,328.34,L5
2006-04-15 22:03:30+00:00,336.00,328.70,327.54,331.73,L5
2006-05-17 22:03:57+00:00,340.14,333.32,330.36,334.14,L5
2006-06-10 22:01:49+00:00,340.36,333.32,330.75,337.28,L7
2006-06-26 22:01:44+00:00,340.45,332.89,330.39,336.91,L7
2006-07-04 22:04:41+00:00,339.61,332.89,330.39,336.91,L5
2006-07-28 22:01:30+00:00,340.42,333.76,330.73,336.91,L7
2006-08-29 22:01:26+00:00,341.06,333.76,333.12,342.93,L7
2006-09-14 22:01:21+00:00,341.65,337.30,337.28,348.12,L7
2006-10-16 22:01:19+00:00,340.31,334.95,336.40,345.59,L7
2006-10-24 22:06:02+00:00,339.81,334.83,337.80,347.05,L5
2006-11-25 22:06:19+00:00,333.70,326.65,332.69,347.70,L5
2006-12-03 22:01:55+00:00,333.69,326.93,333.93,348.28,L7
2006-12-11 22:06:28+00:00,332.85,326.93,333.93,342.45,L5
2007-01-04 22:02:01+00:00,331.46,328.81,337.89,346.92,L7
2007-02-13 22:06:47+00:00,330.22,328.97,338.27,345.74,L5
2007-05-12 22:02:11+00:00,324.06,327.36,336.28,340.37,L7
2007-05-28 22:02:04+00:00,335.23,335.40,342.04,341.67,L7
2007-08-16 22:01:50+00:00,336.44,326.18,328.69,335.14,L7
2007-11-20 22:01:58+00:00,334.33,325.67,327.36,333.64,L7
2008-04-28 22:01:53+00:00,330.50,323.89,324.91,330.24,L7
2008-05-30 22:01:41+00:00,340.76,331.83,329.68,335.24,L7
2008-08-02 22:01:03+00:00,334.95,326.51,324.54,331.32,L7
2008-08-18 22:00:56+00:00,334.95,329.70,329.36,337.69,L7
2008-09-19 22:00:40+00:00,338.17,332.32,332.14,337.99,L7
2008-10-21 22:00:36+00:00,337.53,332.40,332.14,337.99,L7
2008-12-16 21:56:05+00:00,333.18,330.29,333.18,340.10,L5
2009-01-01 21:56:31+00:00,332.52,328.85,333.84,342.34,L5
2009-01-25 22:01:34+00:00,330.95,327.52,331.50,340.08,L7
2009-02-02 21:57:22+00:00,332.26,329.39,334.56,342.30,L5
2009-03-30 22:02:04+00:00,329.20,324.73,330.07,339.46,L7
2009-06-02 22:02:15+00:00,329.31,324.12,327.87,336.56,L7
2009-06-18 22:02:13+00:00,329.86,324.98,326.38,334.65,L7
2009-07-04 22:02:11+00:00,330.91,327.37,324.72,332.58,L7
2009-07-20 22:02:06+00:00,331.66,328.45,325.71,333.17,L7
2009-08-05 22:02:01+00:00,335.36,332.01,326.48,334.32,L7
2009-08-21 22:01:59+00:00,332.46,328.23,324.19,331.21,L7
2009-09-06 22:01:59+00:00,329.74,325.58,322.75,329.29,L7
2009-11-25 22:02:33+00:00,329.69,325.09,323.60,330.39,L7
2009-12-27 22:03:02+00:00,329.26,324.73,325.05,332.24,L7
2010-01-20 22:02:37+00:00,328.48,322.42,323.73,330.09,L5
2010-03-17 22:03:57+00:00,332.78,324.93,325.62,333.45,L7
2010-05-04 22:03:59+00:00,334.24,327.35,328.05,335.46,L7
2010-06-21 22:03:58+00:00,335.42,330.65,329.35,338.24,L7
2010-07-07 22:04:01+00:00,335.61,331.38,329.82,338.12,L7
2010-07-23 22:04:02+00:00,338.53,334.06,331.16,338.74,L7
2010-09-25 22:04:05+00:00,338.53,334.06,336.43,344.67,L7
2010-11-12 22:04:30+00:00,337.81,332.43,336.09,344.97,L7
2011-01-07 22:01:44+00:00,341.84,333.25,339.24,344.77,L5
2011-01-15 22:05:06+00:00,340.16,333.11,337.82,343.04,L7
2011-02-16 22:05:15+00:00,337.47,332.08,339.58,341.54,L7
2011-03-12 22:01:43+00:00,337.56,334.56,341.87,344.05,L5
2011-04-05 22:05:26+00:00,338.80,335.17,341.21,341.43,L7
2011-05-23 22:05:23+00:00,340.24,336.80,341.05,341.48,L7
2011-07-10 22:05:20+00:00,339.91,337.14,341.24,340.04,L7
2011-07-26 22:05:18+00:00,341.51,332.38,337.53,337.55,L7
2011-08-11 22:05:13+00:00,337.38,330.46,335.06,336.22,L7
2011-08-27 22:05:11+00:00,335.62,329.64,333.14,336.47,L7
2011-09-04 22:00:27+00:00,335.48,329.88,333.30,337.32,L5
2011-09-12 22:05:05+00:00,333.41,326.92,330.60,334.96,L7
2011-11-15 22:05:23+00:00,331.95,325.20,329.56,334.12,L7
2012-01-18 22:05:49+00:00,329.55,323.34,325.50,332.39,L7
2012-04-07 22:05:52+00:00,324.97,317.97,315.31,324.45,L7
2012-06-26 22:06:18+00:00,325.90,320.89,320.47,331.57,L7
2012-07-12 22:06:34+00:00,326.92,321.70,321.45,331.57,L7
2012-10-16 22:07:34+00:00,331.52,325.59,329.78,349.63,L7
2012-11-17 22:07:47+00:00,331.52,325.59,332.45,347.01,L7
2013-01-04 22:07:58+00:00,325.70,319.89,328.31,340.60,L7
2013-03-09 22:07:57+00:00,322.72,317.50,327.68,340.60,L7
2013-03-25 22:07:51+00:00,322.72,323.69,328.54,339.83,L7
2013-04-26 22:07:43+00:00,328.66,328.50,330.59,340.36,L7
2013-05-12 22:07:41+00:00,332.40,330.16,330.59,340.36,L7
2013-05-20 22:13:50+00:00,331.80,330.57,330.99,339.29,L8
2013-05-28 22:07:35+00:00,333.67,330.57,330.99,344.64,L7
2013-06-05 22:13:51+00:00,332.87,329.81,331.00,342.81,L8
2013-06-21 22:13:43+00:00,333.02,330.00,331.30,342.33,L8
2013-06-29 22:07:21+00:00,333.93,330.00,331.30,342.33,L7
2013-07-07 22:13:48+00:00,335.73,332.25,333.46,342.67,L8
2013-07-15 22:07:11+00:00,336.20,332.96,333.46,342.67,L7
2013-08-16 22:07:07+00:00,336.59,332.87,332.77,342.67,L7
2013-09-17 22:07:29+00:00,337.11,332.39,332.51,340.55,L7
2013-10-19 22:07:51+00:00,337.29,331.51,332.86,341.14,L7
2013-11-28 22:13:25+00:00,335.79,330.48,331.16,337.27,L8
2013-12-14 22:13:21+00:00,336.03,330.59,331.49,338.48,L8
2014-01-15 22:12:57+00:00,335.37,329.12,332.19,340.42,L8
2014-02-24 22:08:31+00:00,334.36,328.64,332.53,339.36,L7
2014-03-12 22:08:38+00:00,333.79,328.00,331.70,338.73,L7
2014-03-20 22:12:13+00:00,333.42,328.71,332.16,338.31,L8
2014-03-28 22:08:46+00:00,333.75,329.30,331.86,337.30,L7
2014-04-05 22:11:58+00:00,332.70,328.15,330.24,334.93,L8
2014-04-21 22:11:42+00:00,333.08,328.06,330.29,332.84,L8
2014-04-29 22:09:01+00:00,333.65,328.24,330.21,332.32,L7
2014-05-15 22:09:08+00:00,334.50,329.33,331.20,333.36,L7
2014-05-23 22:11:18+00:00,335.23,329.60,331.02,333.32,L8
2014-05-31 22:09:12+00:00,335.22,329.25,330.44,331.96,L7
2014-06-16 22:09:12+00:00,335.21,328.96,329.26,330.56,L7
2014-07-02 22:09:19+00:00,335.77,329.35,329.92,331.35,L7
2014-08-03 22:09:27+00:00,335.36,328.39,328.35,329.30,L7
2014-08-11 22:11:51+00:00,334.68,327.65,327.91,328.84,L8
2014-09-20 22:09:32+00:00,335.44,328.28,327.95,328.82,L7
2014-10-06 22:09:44+00:00,335.64,327.64,327.72,329.24,L7
2014-10-14 22:12:02+00:00,334.62,326.92,327.05,328.89,L8
2014-12-01 22:12:00+00:00,328.92,322.22,322.60,327.77,L8
2015-01-02 22:11:50+00:00,326.08,320.18,320.80,325.69,L8
2015-01-10 22:10:23+00:00,324.88,320.18,320.80,326.09,L7
2015-01-26 22:10:26+00:00,324.70,319.53,319.76,324.67,L7
2015-02-27 22:10:40+00:00,326.20,320.46,319.27,325.15,L7
2015-03-07 22:11:30+00:00,326.99,321.24,320.13,325.05,L8
2015-03-31 22:10:52+00:00,327.44,321.60,319.81,323.83,L7
2015-04-24 22:11:08+00:00,327.59,321.34,318.84,323.35,L8
2015-05-02 22:11:08+00:00,328.52,322.81,319.84,324.41,L7
2015-05-10 22:10:52+00:00,328.67,322.91,320.43,324.78,L8
2015-06-03 22:11:21+00:00,330.28,323.66,321.82,325.53,L7
2015-06-11 22:11:04+00:00,330.25,323.76,322.77,327.17,L8
2015-06-27 22:11:10+00:00,331.39,324.88,324.15,329.42,L8
2015-07-21 22:11:34+00:00,334.02,325.34,327.55,332.33,L7
2015-07-29 22:11:25+00:00,334.66,326.62,329.62,335.51,L8
2015-08-06 22:11:37+00:00,333.50,325.37,328.49,335.14,L7
2015-08-14 22:11:31+00:00,332.54,324.37,327.91,334.54,L8
2015-08-22 22:11:39+00:00,332.87,324.94,328.03,334.89,L7
2015-11-10 22:12:26+00:00,333.57,325.77,332.77,340.70,L7
2015-12-20 22:11:57+00:00,333.68,327.20,333.22,341.32,L8
2016-02-22 22:11:42+00:00,329.83,328.63,329.77,336.23,L8
2016-03-09 22:11:40+00:00,331.45,326.58,328.28,336.15,L8
2016-03-25 22:11:32+00:00,327.75,324.44,326.77,333.45,L8
2016-04-02 22:13:58+00:00,327.80,324.21,326.11,332.72,L7
2016-04-10 22:11:25+00:00,328.53,323.53,326.39,332.63,L8
2016-04-26 22:11:21+00:00,329.13,324.73,327.57,333.28,L8
2016-05-12 22:11:20+00:00,330.21,324.54,329.18,334.97,L8
2016-05-20 22:14:14+00:00,330.16,325.01,330.55,335.88,L7
2016-05-28 22:11:27+00:00,329.39,325.04,331.33,337.18,L8
2016-06-13 22:11:30+00:00,329.88,325.77,332.23,337.24,L8
2016-07-15 22:11:46+00:00,329.71,325.08,331.63,336.54,L8
2016-08-16 22:11:53+00:00,329.71,325.08,331.37,336.54,L8
2016-09-09 22:14:31+00:00,329.98,326.16,331.86,336.92,L7
2016-09-25 22:14:33+00:00,331.07,326.85,332.02,337.64,L7
2016-11-20 22:12:09+00:00,331.92,328.52,333.48,340.86,L8
2017-01-31 22:13:49+00:00,334.15,327.91,333.75,343.05,L7
2017-02-16 22:13:47+00:00,336.42,330.07,335.53,343.67,L7
2017-04-29 22:11:06+00:00,338.16,331.80,337.97,343.36,L8
2017-05-07 22:14:16+00:00,338.16,334.05,336.97,341.23,L7
2017-06-08 22:14:24+00:00,337.15,334.80,334.80,337.70,L7
2017-07-02 22:11:35+00:00,335.49,333.85,333.57,336.15,L8
2017-07-10 22:14:28+00:00,337.56,334.41,333.71,336.31,L7
2017-07-26 22:14:27+00:00,338.80,334.49,333.71,336.31,L7
2017-08-03 22:11:47+00:00,337.61,334.07,331.66,333.91,L8
2017-08-11 22:14:25+00:00,337.20,333.40,331.39,333.62,L7
2017-08-19 22:11:53+00:00,334.84,331.73,329.81,331.85,L8
2017-09-04 22:11:55+00:00,334.42,331.30,329.43,331.40,L8
2017-09-20 22:11:58+00:00,334.89,330.98,329.74,332.73,L8
2018-01-10 22:11:54+00:00,334.07,328.42,329.80,335.99,L8
2018-01-26 22:11:45+00:00,331.91,328.08,330.94,337.36,L8
2018-02-03 22:13:27+00:00,328.27,325.53,329.65,336.77,L7
2018-04-24 22:12:23+00:00,324.86,325.81,333.19,339.91,L7
2018-05-18 22:10:46+00:00,328.89,328.17,335.15,340.41,L8
2018-05-26 22:11:51+00:00,330.33,327.25,334.52,340.04,L7
2018-06-27 22:11:16+00:00,333.47,329.92,335.65,341.12,L7
2018-07-05 22:10:54+00:00,336.62,332.44,336.32,341.93,L8
2018-07-29 22:10:41+00:00,339.84,334.90,337.05,341.81,L7
2018-08-06 22:11:10+00:00,343.46,337.93,338.86,342.88,L8
2018-08-14 22:10:23+00:00,342.54,336.87,337.72,342.32,L7
2018-08-30 22:10:04+00:00,340.50,334.92,336.09,340.09,L7
2018-09-07 22:11:24+00:00,339.15,333.90,335.13,339.37,L8
2019-01-05 22:06:53+00:00,333.46,330.82,332.13,336.40,L7
2019-03-02 22:11:29+00:00,338.04,333.99,333.98,335.82,L8
2019-04-11 22:03:48+00:00,345.68,342.02,340.55,340.32,L7
2019-05-13 22:02:36+00:00,346.84,342.24,343.12,342.40,L7
2019-05-21 22:11:27+00:00,351.18,346.86,347.27,347.24,L8
2019-05-29 22:02:00+00:00,350.06,345.75,347.78,348.11,L7
2019-06-06 22:11:35+00:00,350.03,346.67,348.26,349.84,L8
2019-06-22 22:11:40+00:00,349.29,346.52,348.70,350.73,L8
2019-07-08 22:11:44+00:00,349.54,346.56,349.16,351.19,L8
2019-07-24 22:11:48+00:00,348.12,345.33,347.29,349.63,L8
2019-08-09 22:11:55+00:00,347.38,344.23,346.03,348.57,L8
2019-08-25 22:11:59+00:00,346.97,344.16,345.59,347.89,L8
2019-09-10 22:12:03+00:00,345.51,343.35,345.69,347.82,L8
2019-10-04 21:56:51+00:00,344.95,342.95,345.10,347.54,L7
2019-11-21 21:54:43+00:00,340.11,339.17,341.54,345.37,L7
2019-12-07 21:53:57+00:00,339.23,338.11,340.19,344.15,L7
2019-12-23 21:53:08+00:00,337.63,335.72,337.82,341.86,L7
2019-12-31 22:12:02+00:00,338.36,336.37,338.00,342.20,L8
2020-01-16 22:11:59+00:00,338.81,337.11,338.28,342.98,L8
2020-02-01 22:11:53+00:00,341.01,338.79,340.33,344.64,L8
2020-02-09 21:50:42+00:00,341.41,339.39,341.20,346.46,L7
2020-02-25 21:49:52+00:00,342.53,339.46,341.54,347.16,L7
2020-04-21 22:11:21+00:00,346.95,342.03,343.71,349.99,L8
2020-05-07 22:11:12+00:00,348.12,342.99,344.60,350.65,L8
2020-05-31 21:44:18+00:00,350.08,344.06,345.65,350.31,L7
2020-06-08 22:11:24+00:00,349.78,343.85,344.69,348.16,L8
2020-06-16 21:43:22+00:00,350.33,344.12,344.76,347.20,L7
2020-06-24 22:11:32+00:00,350.36,344.63,344.55,346.38,L8
2020-07-02 21:42:25+00:00,350.61,345.31,345.83,346.36,L7
2020-07-10 22:11:39+00:00,351.03,346.04,346.27,346.35,L8
2020-08-03 21:40:27+00:00,350.89,345.86,345.78,343.97,L7
2020-08-27 22:11:56+00:00,350.21,345.79,345.32,342.49,L8
2020-10-06 21:36:19+00:00,346.55,343.70,343.39,341.91,L7
2020-11-15 22:12:06+00:00,340.73,339.58,340.05,339.15,L8
2020-12-17 22:12:09+00:00,336.71,336.64,338.39,339.47,L8
2021-02-03 22:11:56+00:00,333.59,331.53,334.75,341.76,L8
2021-02-11 21:27:17+00:00,333.21,332.39,336.22,341.76,L7
2021-02-19 22:11:51+00:00,334.36,333.24,336.71,342.66,L8
2021-03-31 21:23:31+00:00,332.32,330.98,335.18,339.25,L7
2021-04-16 21:22:11+00:00,336.67,333.28,337.74,341.07,L7
2021-04-24 22:11:25+00:00,337.51,333.51,338.38,341.84,L8
2021-05-02 21:20:50+00:00,338.65,334.20,339.23,342.23,L7
2021-05-18 21:19:29+00:00,339.15,334.49,340.29,343.17,L7
2021-05-26 22:11:31+00:00,336.34,331.72,336.30,339.41,L8
2021-06-03 21:18:07+00:00,336.34,331.72,336.30,338.31,L7
2021-06-11 22:11:38+00:00,335.69,330.85,335.26,337.13,L8
2021-06-19 21:16:49+00:00,336.08,331.39,334.40,336.65,L7
2021-07-13 22:11:43+00:00,335.47,331.02,332.95,335.71,L8
2021-07-21 21:14:07+00:00,335.26,331.29,333.06,336.22,L7
2021-08-22 21:11:18+00:00,332.99,328.83,330.87,334.62,L7
2021-09-15 22:12:06+00:00,332.65,328.30,330.54,334.74,L8
