dates,nzd0084-0000,nzd0084-0001,nzd0084-0002,nzd0084-0003,satname
1999-09-27 22:04:48+00:00,336.80,332.09,341.49,343.31,L7
1999-11-14 22:04:42+00:00,338.42,329.87,333.50,339.89,L7
2000-01-01 22:04:37+00:00,326.30,318.20,325.79,332.52,L7
2000-02-18 22:04:29+00:00,334.10,318.38,324.80,332.96,L7
2000-07-11 22:03:17+00:00,328.02,320.23,318.66,323.17,L7
2000-10-15 22:01:56+00:00,314.08,314.60,314.03,325.45,L7
2001-01-03 22:02:12+00:00,333.15,323.52,326.21,330.85,L7
2001-03-24 22:01:59+00:00,328.32,320.41,315.89,318.24,L7
2001-08-15 22:00:38+00:00,322.15,317.02,327.47,333.71,L7
2001-10-02 22:00:04+00:00,310.10,313.19,315.46,317.74,L7
2001-11-03 22:00:10+00:00,,,,330.67,L7
2001-12-05 22:00:18+00:00,309.08,305.67,309.20,312.68,L7
2001-12-21 22:00:29+00:00,317.51,308.02,311.66,318.39,L7
2002-01-06 22:00:31+00:00,324.31,316.53,321.72,330.85,L7
2002-01-22 22:00:40+00:00,325.79,321.40,323.93,340.12,L7
2002-03-27 22:00:37+00:00,321.92,310.62,315.01,316.20,L7
2002-04-28 22:00:38+00:00,313.31,310.50,311.19,317.73,L7
2002-06-15 22:00:19+00:00,339.60,331.26,332.81,344.48,L7
2002-07-01 22:00:15+00:00,331.72,319.39,325.94,342.78,L7
2002-07-17 22:00:08+00:00,333.23,330.21,332.52,343.32,L7
2002-08-02 22:00:01+00:00,327.77,323.96,333.34,338.67,L7
2002-08-18 21:59:57+00:00,322.71,322.18,325.69,335.09,L7
2002-11-22 21:59:57+00:00,325.60,324.07,338.49,349.41,L7
2003-01-25 22:00:18+00:00,337.33,327.56,330.94,332.85,L7
2003-02-26 22:00:28+00:00,329.11,324.19,312.93,316.70,L7
2003-07-28 21:48:28+00:00,310.52,293.34,309.30,313.06,L5
2003-08-05 22:00:11+00:00,336.84,,,,L7
2003-09-14 21:49:18+00:00,336.80,330.15,326.95,332.57,L5
2003-11-09 22:00:18+00:00,328.01,326.51,328.89,340.08,L7
2003-11-25 22:00:29+00:00,310.31,309.77,303.85,318.46,L7
2003-12-19 21:50:27+00:00,337.02,327.81,330.72,341.94,L5
2004-04-25 21:51:47+00:00,341.28,335.70,329.02,333.18,L5
2004-05-03 22:00:59+00:00,335.12,335.14,330.08,334.84,L7
2004-06-20 22:00:50+00:00,,,,338.33,L7
2004-07-22 22:00:44+00:00,342.47,332.41,336.03,347.29,L7
2004-07-30 21:54:28+00:00,341.86,334.86,338.72,345.71,L5
2004-09-16 21:55:41+00:00,345.97,336.32,344.55,349.33,L5
2004-10-18 21:56:23+00:00,337.39,332.54,335.61,353.70,L5
2004-11-19 21:56:55+00:00,335.41,328.66,336.31,344.20,L5
2005-01-14 22:01:13+00:00,339.53,338.32,347.86,352.61,L7
2005-02-23 21:58:31+00:00,338.27,333.53,332.65,336.09,L5
2005-03-03 22:01:30+00:00,,333.44,333.88,341.12,L7
2005-03-11 21:58:44+00:00,340.57,333.10,341.36,346.83,L5
2005-03-19 22:01:30+00:00,,,339.63,338.87,L7
2005-03-27 21:58:51+00:00,344.57,336.01,332.96,339.49,L5
2005-04-12 21:58:55+00:00,324.14,328.22,333.12,,L5
2005-05-30 21:59:15+00:00,351.83,342.78,346.67,346.33,L5
2005-07-09 22:01:14+00:00,341.87,338.22,336.91,339.34,L7
2005-07-17 21:59:35+00:00,334.66,334.21,338.40,333.49,L5
2005-07-25 22:01:13+00:00,346.87,342.19,341.76,343.79,L7
2005-08-10 22:01:10+00:00,327.75,321.99,328.76,329.89,L7
2005-10-13 22:00:54+00:00,324.93,320.64,323.74,337.87,L7
2005-11-30 22:01:24+00:00,,,328.39,333.66,L7
2006-01-17 22:01:43+00:00,337.36,334.94,336.93,,L7
2006-02-18 22:01:53+00:00,,,318.82,324.85,L7
2006-03-14 22:02:55+00:00,329.49,313.47,314.83,316.98,L5
2006-04-15 22:03:30+00:00,341.14,337.70,338.75,351.43,L5
2006-05-17 22:03:57+00:00,352.57,347.16,344.41,343.79,L5
2006-06-10 22:01:49+00:00,341.25,,,349.36,L7
2006-06-26 22:01:44+00:00,340.89,331.19,328.61,335.03,L7
2006-07-04 22:04:41+00:00,334.58,,,,L5
2006-07-28 22:01:30+00:00,343.03,339.30,338.98,,L7
2006-08-29 22:01:26+00:00,345.50,,,360.97,L7
2006-09-14 22:01:21+00:00,334.24,331.17,335.63,,L7
2006-10-16 22:01:19+00:00,330.41,325.95,334.36,338.80,L7
2006-10-24 22:06:02+00:00,335.84,334.20,344.83,354.36,L5
2006-11-25 22:06:19+00:00,297.54,298.11,313.74,,L5
2006-12-03 22:01:55+00:00,333.65,328.61,341.39,351.13,L7
2006-12-11 22:06:28+00:00,,,,314.40,L5
2007-01-04 22:02:01+00:00,,344.30,356.28,361.84,L7
2007-02-13 22:06:47+00:00,334.39,340.46,341.66,338.66,L5
2007-05-12 22:02:11+00:00,330.66,325.30,328.33,335.84,L7
2007-05-28 22:02:04+00:00,342.22,338.35,342.53,348.15,L7
2007-08-16 22:01:50+00:00,,314.90,315.21,321.43,L7
2007-11-20 22:01:58+00:00,326.43,323.76,324.33,331.35,L7
2008-04-28 22:01:53+00:00,334.57,324.03,325.49,329.12,L7
2008-05-30 22:01:41+00:00,346.95,339.64,333.87,341.36,L7
2008-08-02 22:01:03+00:00,323.32,315.87,314.27,323.47,L7
2008-08-18 22:00:56+00:00,,339.27,343.82,356.80,L7
