,dates,nzd0273-0000,nzd0273-0001,nzd0273-0002,nzd0273-0003,nzd0273-0004,nzd0273-0005,nzd0273-0006,nzd0273-0007,nzd0273-0008,nzd0273-0009,nzd0273-0010,nzd0273-0011,nzd0273-0012,nzd0273-0013,nzd0273-0014,nzd0273-0015
0,1999-12-25 21:59:16+00:00,163.87933538864579,166.0499551620356,165.7504630170248,174.79025874755516,,185.03668121145407,,,,157.37312296192124,158.55696882791395,141.13641697181862,149.19214006061867,143.49275108764593,,160.27394535737653
1,2000-01-10 21:59:16+00:00,170.57561432199674,173.10670210195892,177.10718549204694,184.067094090839,,186.48074421218183,,,,157.00746066717858,152.1100289941657,,148.37799731299603,144.56208536221644,,182.24827953398622
2,2000-01-26 21:59:14+00:00,,,,,,,,,,,,,,,,206.49324873355027
3,2000-03-30 21:58:57+00:00,166.04589281389926,159.21264272347398,161.7033297112895,175.72005973448688,,183.1444165540214,174.72753933848273,178.14641258034155,165.66710764281405,161.41176333155158,164.8185593138774,142.24469284444467,154.8913382141722,129.4012385894207,,
4,2000-06-18 21:58:15+00:00,146.56700038288037,141.32469999763177,142.06466843752682,155.2581659849768,163.63751400901026,171.48229355646077,,152.20747873951183,150.7953376920941,140.72183422556785,143.93310299755566,129.93364677093783,142.3369734444686,121.82187671580166,130.1550474803553,136.12184907655183
5,2000-07-04 21:58:02+00:00,159.14541565914385,148.48850660449395,152.75804031698217,161.61643328210087,,185.95610518063936,,170.9015706615372,163.02571583816564,157.74178358217213,154.62651613992207,146.27353369733063,,127.77402623812748,139.63578896151827,138.63300035881832
6,2000-08-05 21:57:32+00:00,144.45855827945778,142.54609854276728,140.02358758289796,165.90233325803328,169.66857947645184,172.34236164536816,,,,142.79142222326703,150.43806040677936,129.23349317669104,145.6686006251319,113.73469794642489,129.01609894261273,129.47770979298573
7,2000-11-09 21:56:45+00:00,161.86866080782207,167.10002208238882,162.94731342263282,176.5503509457321,189.43071615598217,189.41171325028986,,,,168.1376147623434,167.29984320210085,155.6707121034543,163.24530993958453,151.26357717608693,157.0112505555243,186.99980732563304
8,2000-11-25 21:56:47+00:00,156.00836787054544,162.06983436181864,159.53313008810798,170.4493691743578,173.09670486309523,180.13451614960152,177.75075304088534,176.5961262064307,171.0592307021253,,,145.31437147642575,147.46088294830574,138.7234523209567,144.4230113221444,
9,2001-03-17 21:56:40+00:00,175.24722554111753,,,,,,,,,187.27735148450805,179.9555498307015,157.7608836297133,170.5457676036578,,,186.33897555498442
