,dates,mex0265-0000,mex0265-0001
0,1985-01-04 16:48:49+00:00,191.12134078507177,193.90243917368664
1,1985-01-20 16:48:54+00:00,182.09179077987164,186.7070057158054
2,1985-10-03 16:47:38+00:00,160.0236941619719,160.22032462880387
3,1986-01-07 16:46:05+00:00,193.3891019162308,195.04139754027176
4,1986-03-12 16:44:40+00:00,183.6944202025794,174.51364464274627
5,1986-03-28 16:44:21+00:00,182.14509079874705,176.7070995050704
6,1986-04-13 16:44:01+00:00,182.51546445094345,180.9628629758446
7,1987-09-14 16:51:34+00:00,169.24603725939943,166.3505393529038
8,1987-09-23 16:45:35+00:00,182.86356364478826,173.54083249169224
9,1990-02-03 16:40:25+00:00,198.7695223556024,191.92020150942574
10,1990-02-19 16:39:55+00:00,196.73710914666617,190.74652517280015
11,1990-03-07 16:39:20+00:00,202.3709905982529,193.07159433765113
12,1993-01-26 16:40:18+00:00,,
13,1993-02-11 16:40:28+00:00,167.26032091644822,171.72832890388025
14,1993-02-27 16:40:33+00:00,194.00744658689288,184.3417056985823
15,1993-03-15 16:40:43+00:00,205.44637048783875,196.09832181404587
16,1993-03-31 16:40:46+00:00,183.01105562557683,171.4299069089705
17,1993-04-16 16:40:54+00:00,188.47682063993798,173.71763195975953
18,1993-05-02 16:40:59+00:00,198.62653823191516,184.01604830598484
19,1993-05-18 16:41:01+00:00,193.8190106497273,180.31068001939377
20,1993-07-21 16:40:57+00:00,196.02713961729987,181.22556995997317
21,1993-09-07 16:40:54+00:00,171.1374138113304,170.9768069100516
22,1993-10-25 16:40:40+00:00,169.19082141347616,179.00269078726973
23,1993-11-26 16:40:27+00:00,182.06434778419532,185.00332191416172
24,1993-12-12 16:40:22+00:00,,181.89705955712884
25,1993-12-28 16:40:12+00:00,182.0968598637611,182.76877553646892
26,1994-02-14 16:39:35+00:00,196.1489877197128,189.374482330665
27,1994-03-02 16:39:21+00:00,177.0995795584229,176.59370235219188
28,1994-03-18 16:39:07+00:00,174.41560059497056,180.1448382914191
29,1994-04-03 16:38:50+00:00,189.5866604370486,183.13700809824059
30,1994-04-19 16:38:32+00:00,172.35568426373055,171.94145212566752
31,1994-05-05 16:38:14+00:00,184.4853522208198,178.18374315664676
32,1994-05-21 16:37:57+00:00,166.16426683354234,
