,dates,aus0190-0000,aus0190-0008,aus0190-0010,aus0190-0011,aus0190-0012,aus0190-0013,aus0190-0014,aus0190-0015,aus0190-0016,aus0190-0017,aus0190-0018,aus0190-0019,aus0190-0020,aus0190-0021,aus0190-0022,aus0190-0023,aus0190-0024,aus0190-0025,aus0190-0026,aus0190-0027,aus0190-0028,aus0190-0029,aus0190-0030,aus0190-0031,aus0190-0032,aus0190-0033,aus0190-0034,aus0190-0035,aus0190-0036,aus0190-0037,aus0190-0038,aus0190-0039,aus0190-0040,aus0190-0041,aus0190-0042,aus0190-0043,aus0190-0044,aus0190-0045,aus0190-0046,aus0190-0047
0,1987-05-22 23:07:44+00:00,202.69669717284836,201.3513065607064,208.44295694242166,206.6427976352621,206.21224986860324,208.80493784108506,195.41231257455385,203.15153542243635,214.1501850204991,216.39497270350924,213.17389848484007,209.42154629254588,195.79418294477733,193.9401745119651,186.5985914988814,186.16888797054412,193.34307523015957,192.73150837438016,207.5478853994142,204.70154116198933,211.91608161563101,205.2358487555064,206.71422802778943,206.77328980689026,216.35117512086686,210.46682326993025,208.01873472196698,219.49461396584942,210.28829832126087,215.2487731695145,220.55505292636207,221.43895498423763,218.63052040086916,219.24813032418953,219.32936137315568,224.7955645904216,220.4080596970256,220.30478410595217,218.09221420889787,218.90327024398027
1,1987-09-11 23:10:29+00:00,205.6405578333908,204.99312531894603,238.1794098016821,213.56383367055102,206.2550966328508,202.47947494951518,175.48866660841142,196.12139120843486,214.1554780361168,209.78653269129288,212.95211843243726,223.28357194730125,228.85887599244376,225.36852289152029,216.96613540931236,200.82446882443725,213.1143675769776,210.05438819378026,224.51688911062433,219.885788433858,229.5936369717965,230.24394255808147,234.62674724438511,230.24114906671858,230.06626328341218,220.84401333383212,224.56599788015745,226.60986380307497,215.49159120870542,216.65434016143473,221.09877131745242,217.06348025839887,215.548521738763,211.26942818624448,228.4847363022154,228.12899092386186,228.079852008694,230.5222948914675,217.50927320036308,215.19804405197948
2,1987-09-27 23:10:51+00:00,220.34111882182648,215.93378911111725,265.57856082847456,233.34438092845718,225.30680435534478,215.12076554084993,196.1559715462986,213.49626809759565,237.986623676558,236.43406458555847,,239.63258249656138,243.56921945991076,241.34270543728775,228.27153174880283,224.1651213478766,222.79350788386506,221.61757702832261,242.64964710450906,236.36039398508322,246.08239931485312,251.34970583692237,246.19979787049385,250.65482198102458,246.22835931610476,240.3888972743488,235.07192776138268,234.34329571991285,229.01204814238082,223.4578841602497,228.61618171786543,229.517027419558,232.1748484525305,234.93693520154284,231.41085328863224,230.57965460789003,227.89620742051375,233.73603977580845,225.6207797492033,224.78239624623976
3,1988-02-18 23:13:23+00:00,212.30781934141183,211.46954827606618,234.48183859681856,225.16093767684256,226.01934387261028,226.18328644282838,209.62814695278706,212.36475773548202,222.58960781147115,226.52248251631315,234.3010784970651,237.52376214018898,230.49465835300504,227.9942638740905,216.432178566682,216.82761576287305,224.39914636557216,210.98812736725304,223.7346359031734,213.6201603405326,217.30221915973152,214.80707773148094,212.26037589075284,217.5315880568729,218.82320376260884,209.99192533015682,201.16379364904654,208.62398977774015,199.2590788031886,195.84249199223387,198.77681837833393,198.14075076286076,186.541692360735,185.3473219027758,215.01112540271313,213.7755999547018,207.14892593560631,214.91331694554725,210.52013186150117,211.31114958779315
4,1988-06-09 23:14:15+00:00,196.47273898336778,192.05306387525857,,200.9463728080426,201.97807359563427,200.6361635628372,190.3676815238104,200.36813138710428,211.85788415412716,211.52020725539347,203.98210648573829,214.49841728277588,197.31298753224607,201.2638739674779,188.48162283891995,181.52280434376252,187.40453765456854,207.9301656623699,229.0463908733079,216.43447059025095,218.25820703135363,211.61901431522114,212.18292775758695,214.01428591718334,230.2380317964866,217.20866905341876,210.38694683310214,207.87295236708388,204.6742362238787,198.01020446269212,206.15299776715116,200.5738330348436,194.12210910546094,194.86100143386793,205.44344806917886,211.41194073325997,221.34364746152235,225.11156309470323,217.65233358554187,209.54798697041014
5,1988-06-25 23:14:20+00:00,201.57390766466438,197.6590255009983,228.56481032453556,202.99862359488358,209.1228889064705,200.50385389357032,182.98080509010376,202.79218409278343,220.66680439198478,228.7446808131239,225.58527731077294,221.3816912904799,210.70078826645332,209.96158401183945,201.31510397578634,183.27840235126453,198.82199880775696,206.04508092782984,220.84876513199956,226.75530029894296,227.09870693531983,212.96830260615113,215.87481309772167,220.56977094319072,230.49938775573077,218.56440852571714,211.3028540390287,202.88154254318022,190.27867662957672,197.04554349143072,192.40248693918718,192.2482444337272,190.43778697771285,190.8584143317976,210.0379440949684,218.67897152548102,222.12291769094765,221.77381967737395,214.6974584592986,211.81258673973355
6,1988-07-27 23:14:26+00:00,198.1327761984597,202.3984225037077,214.9633730799669,210.0136563852447,201.4907929796693,203.70151835065445,180.81563977144813,197.08837484886823,200.28254907953553,212.21652422878142,196.94014071360468,212.5370519325738,206.85899331870303,208.4478608244219,201.00502454065125,186.5003531295162,163.4711818375359,205.49734710353394,219.4176791925075,207.1110843880663,212.90096358709175,217.90912335995333,219.0441819647219,223.41929962150652,224.85267810119834,217.57504317202222,216.30147736914196,209.13252961423746,189.04834294538566,191.166102821139,199.77206119415234,196.6000238298128,198.54931515917562,200.1092351566913,204.97185867715783,212.8007507654083,217.60245209946987,219.91597549136674,210.4536660173748,210.0055856423714
7,1988-08-28 23:14:30+00:00,210.0857525967239,209.63964890273454,235.63461513575464,217.4599273135267,211.430542211218,205.87247573342054,182.30930898316416,201.1370061064041,219.34799159232787,227.7485907753619,221.94858626429303,225.08838053092853,219.0439697208595,217.7109822239894,205.1563392657437,206.9538606365236,204.09873650544847,198.8782382246816,223.5263130188053,212.61377620777031,223.55882332796472,222.3620383888586,224.602047975924,220.1313445363479,233.79327819139843,227.3720842907269,219.62575668692307,215.87785045413003,214.07699617638156,202.50747006829278,209.42495288234903,199.9484035664294,209.48699510566644,206.22711553991138,210.40066682939744,213.11663792259668,213.67202908439754,214.29936313201048,208.77422420228424,211.7229012590574
8,1988-09-29 23:14:21+00:00,213.83489062147345,211.60368818725766,234.9634410676633,218.0409698963317,208.74728096262106,208.65767699714073,188.7699642114181,216.80138197585381,219.37529621647698,221.07810844713418,235.77772247562547,224.86354960670386,220.0557209025695,219.07796466974875,218.82076234081933,213.10112999710486,208.10957309607883,210.36631457626027,226.69590614648507,220.16197311773,223.46953899799252,220.40000033095814,223.70613630291106,228.32358582127182,229.6550533777759,233.317087131262,226.87578234974012,228.94429923437465,222.80319187050708,219.33182217651472,218.74787464412066,212.54090803747488,209.25214160909013,206.00250740891371,212.14785714447638,209.51804967568475,211.42550116895927,219.2719364802123,210.27982183306864,209.93297515068315
9,1988-10-15 23:14:16+00:00,207.48741779056294,204.78329871288688,244.97640417837363,220.8326839970551,212.06680541232208,205.33084884800974,178.61321931774637,215.27450734299742,219.53094560464763,225.14206867549584,234.25583254720587,226.31410577101903,223.6576590612238,215.5528884285059,209.92741988269196,214.88821463598518,212.39991622182788,211.92608605488476,224.1791430555699,225.41629260148082,230.6387669961789,225.14063712762947,222.2693072440281,225.0719678294861,228.4809827062867,223.8954001686826,227.16037665110937,230.01648551941477,218.9977741770944,221.47482489174158,217.89444588844313,221.58513988548177,215.36591046717106,218.16736189298496,212.7487222167537,211.94950378357075,209.60021296890798,213.6047925612191,214.70838412962496,208.57000461323415
