,dates,jap0317-0000,jap0317-0001,jap0317-0002,jap0317-0003,jap0317-0004,jap0317-0005,jap0317-0006,jap0317-0007,jap0317-0008,jap0317-0009,jap0317-0010,jap0317-0011,jap0317-0012,jap0317-0013,jap0317-0014,jap0317-0015,jap0317-0016,jap0317-0017
0,1984-06-09 01:09:32+00:00,,119.30952741959437,122.81661426913278,,141.46257527708835,,,,,141.7656784333277,134.5129659155621,,,,,,,
1,1984-09-22 01:05:16+00:00,162.7967642418854,148.24710963031146,157.48667619729798,164.14687554543454,174.58240212714102,173.0947109679156,181.7829909993519,179.3727371726393,181.40237480583465,173.81928222138313,171.47945271102608,177.35438281763936,185.35213959043838,198.60643785291177,199.21111639290714,194.81436680243002,193.99007678437818,183.56744191290562
2,1984-10-08 01:05:16+00:00,149.52578485955937,143.98303327802662,145.25903457225556,160.66644256784818,163.78224110366978,170.21130239763878,168.91866867908564,173.76675637823806,172.32195375223705,160.24886691481728,163.93733823013633,162.28604090312953,171.36324313332364,175.0585457879746,185.06842923997385,177.48874330454228,175.94502637714413,171.70348944428525
3,1984-10-31 01:11:19+00:00,151.02527056484493,146.06218811366966,149.7517230437076,160.5852676628645,173.0712519015275,165.03153941284714,166.96548808541922,176.43131580454286,171.58374865050558,166.1407237519113,168.95358587357816,167.37194465476597,174.31389909320905,185.73473909701997,196.10038026209298,184.0970293271739,186.70477948622613,179.97485666889952
4,1984-11-09 01:05:04+00:00,142.37367107156794,144.56877849824573,147.92905463243272,159.70769369243715,164.71685253466666,161.14296391732015,164.84784105627335,169.69841839139627,168.699950587824,161.11766320610616,160.02839969560313,161.88344472561545,165.12109114760915,180.8703482440912,183.13079159080763,179.57366394350402,177.16529264231292,171.3626082478184
5,1985-01-28 01:05:33+00:00,141.7962784485771,142.55264489839948,146.05283977848234,153.01262804642568,156.16244325698082,153.43118001256406,160.60074063088132,165.00914303458546,160.01650598501664,164.6969650758745,151.86652853594467,158.85306312490337,159.8425672193174,182.04573688735442,182.13556311961628,184.8183021223835,179.79576992431274,172.19555371726588
6,1985-04-25 01:11:34+00:00,112.29702379488677,124.69006795793489,128.48052181307597,135.3249987953687,140.86297108898566,130.375219920354,140.4952578459245,150.2408053354503,149.23200260948428,150.37717571688438,146.55296071101955,131.24188275223196,140.36383978755623,,,,158.2127931870592,153.20112352907978
7,1985-06-05 01:05:16+00:00,124.735189546104,134.69495665090534,136.89395949028628,146.8129284747955,148.73923253066852,147.68285603029835,152.34975263065078,164.43242370287464,152.65192134351094,154.25698522888703,149.6960190674953,147.67497166668656,158.71837339155147,175.8572972151377,,177.6713489391476,177.5897447184185,176.4292769791832
8,1985-07-23 01:05:02+00:00,128.91358316285593,137.19878227812646,139.52210027848142,141.76303153473808,148.08121983345094,149.37003116587672,159.49114909920567,162.63738236453582,163.24376123582502,161.01115003888634,157.48592997917004,154.1738950310884,163.95574910783307,164.65343986829274,,171.53288402989983,171.59923125897546,159.79516412558976
9,1985-07-30 01:11:09+00:00,127.83311750060088,135.3464685284037,137.5097931795608,140.44723989820824,147.39713207681228,146.01533794078742,152.60473316442807,156.3471513737992,154.9206435885592,146.655621261732,140.69317537039285,139.74874880036026,151.26763196003608,151.55330106750213,,160.218374093588,161.76867199635853,148.2971752748777
