,dates,jap0348-0000,jap0348-0001,jap0348-0002,jap0348-0003,jap0348-0004,jap0348-0005,jap0348-0006,jap0348-0007,jap0348-0008,jap0348-0009,jap0348-0010,jap0348-0011,jap0348-0012,jap0348-0013,jap0348-0014,jap0348-0015,jap0348-0016,jap0348-0017,jap0348-0018,jap0348-0019,jap0348-0020,jap0348-0021,jap0348-0022,jap0348-0023,jap0348-0024,jap0348-0025,jap0348-0026,jap0348-0027,jap0348-0028,jap0348-0029,jap0348-0030,jap0348-0031,jap0348-0032,jap0348-0033,jap0348-0034,jap0348-0035,jap0348-0036,jap0348-0037,jap0348-0038,jap0348-0039,jap0348-0040,jap0348-0041,jap0348-0042,jap0348-0043,jap0348-0044,jap0348-0045,jap0348-0046,jap0348-0047,jap0348-0048,jap0348-0049,jap0348-0050,jap0348-0051,jap0348-0052,jap0348-0053,jap0348-0054,jap0348-0055
0,1984-07-02 01:16:26+00:00,129.98194134138916,143.3672049269854,154.97223055384995,149.45370244740963,147.82465228754867,152.74806934737174,158.4043616611152,146.61230174239336,159.37045413679084,160.85959561644347,169.96577288172674,172.29694582602235,166.03087450684097,164.06963576587597,176.1908774571479,164.46476693248573,152.68034069119028,149.64333150080796,158.85202713603846,157.179176913381,153.43564756418928,159.57201735974814,163.7944231990845,160.30504471609,162.87727108363836,167.6337865237065,167.82798293663782,162.58113399830805,151.6770652388988,151.1165629942182,148.54962409964676,145.1912037440794,149.85471694432346,149.75332372740286,153.08517929138506,156.9377969460872,158.4064292398822,,,,,,,,,,176.3764246923319,175.84741080316365,176.162451064523,172.04860315390252,160.67229054857188,156.1814579049621,154.33408198414156,165.1497763820866,154.20626855111755,146.0413689439912
1,1984-07-18 01:16:43+00:00,100.38803627520487,135.9824891818698,145.1263132550577,146.19303184369323,143.95657614631742,143.27493957296858,149.4487270876662,145.37278016117762,158.37209799568734,153.60103338837035,155.66490439986185,152.06434914371002,147.75800957642812,155.6394216290767,152.7238807083396,152.02652034690234,135.24248334625477,138.0331514200762,139.29151762655323,152.7915672534968,143.46827251399583,157.59630340089657,161.76714996637594,155.46620176899177,155.9524732949325,162.51560945792318,161.3403749833131,151.94138691942635,151.24093602462028,145.59382778148725,141.99701182842497,142.9934827287631,142.3509115201157,145.6998765618532,151.78678219629933,151.6774272468028,161.2343280961026,160.59825532743375,160.38878789988092,152.81629039425604,157.34282434662285,164.2052732714519,170.59396671903747,170.24490830687904,167.70565641512218,176.58543759901738,174.31290989097008,175.3103434495431,177.91797153789057,171.28581146300678,161.47138552423138,153.15119803436536,154.23432820668293,156.33637518461225,155.47171964208823,141.20640677036843
2,1984-09-04 01:17:59+00:00,132.02533741063033,147.34915915839977,149.114900901857,149.14313829553583,149.0987503593491,148.1280144977902,159.6608373838988,150.10492751399454,169.60834846133895,166.99883682339768,153.25966478563538,150.3217463674228,151.54500905172574,149.37068684933172,156.60580706253427,149.58797005330402,142.0651714553355,137.7144163711708,133.69208042806085,155.87752364629912,151.49813337987177,155.92610001648166,160.6516677804113,154.48841413771217,154.9618979346031,161.8232123962727,160.78667642916383,156.46229865091004,155.14473657816055,139.2965883007739,144.6405736463488,142.95488279061308,140.33980489724226,137.79022937020304,138.5851632648178,147.0512148249085,155.08062925400978,149.34499697967487,146.95190234330477,154.02679103042482,161.9895135954154,154.9992272732873,166.135027428617,165.22116128208924,162.54384853518914,165.14792067991408,169.0068984509185,186.33526433111282,183.23697320491334,169.24608830445953,162.2733709450285,157.3219498980735,152.02426128263775,150.97185230529158,148.88945883166906,142.17040425497493
3,1984-10-22 01:17:58+00:00,138.99692734187832,147.41892391972863,153.80215842600788,155.79719450045084,153.20478975928606,162.87707971716517,169.08932250647325,156.65223993720497,171.76805075817003,168.70599465366683,166.97967004062525,160.40577735205005,157.20490637352208,156.370011532492,163.89952646721017,156.6059036276009,150.54144327472403,153.97915404313247,160.35601478217995,170.05513374157465,166.29316790418036,173.25361410919655,174.3025484804899,169.66674784956027,160.8954518599903,172.1997999291678,175.09669000949114,163.74145282414716,162.72269940743968,162.08128559413154,157.81829694885087,153.84044092580683,155.17398695743367,158.02445954979376,158.451780184801,155.23502694981056,156.14301112956522,164.3603467477593,167.75232690170597,165.04773207928983,167.71609491364052,178.45093298114972,177.89644895734978,181.05889533822508,189.3098398571366,188.78348270473433,177.4124947075292,173.54743700057386,176.4523026272796,178.8275940633852,161.653171242459,168.4757498257202,160.4751839605325,162.39487758521847,164.83545561635825,173.2194068279412
4,1985-01-10 01:18:13+00:00,,,129.88183210204096,116.88404587955195,114.95253138874193,,,,,,,137.78611143841923,126.41630414338037,123.2104360346343,,,,,,,,127.7293946741935,146.0025615984659,140.04838547577222,137.33268669734906,157.15131900894514,157.16421451471479,156.8832491773689,162.26091127328246,160.52744514669925,147.8271760509345,152.1238599082429,152.91294852228168,153.3410174179674,152.44554704405874,153.56248217538655,162.9444658854222,159.71992261963115,159.84605020660894,156.81695570907152,155.09787236744083,143.0643849552902,,,142.7435620994548,,,,,,,,,,,
5,1985-05-02 01:18:05+00:00,104.2005606508516,129.44883767805044,137.28728004268498,141.27022680232378,145.80500595997364,142.3864046062306,148.49374936037276,142.48901027569252,154.8486616159024,152.30451536942107,152.64318169063856,148.83316686080957,149.05161015271443,153.69730089832854,152.3918028036444,144.12044355886277,,,,,147.0967150066378,151.69958661117872,156.92544277211465,149.91676531202248,152.8289444017642,158.5083770426047,155.58865384909726,149.71905455263345,149.15945453178895,149.0318214522941,139.38271002668108,135.42976635502657,137.95109382271565,133.51265979341434,134.82978528919642,139.9318784817501,146.47030344213792,138.38702605510235,141.82021038395234,148.73508179082646,150.1900385450113,150.24438116727478,155.61566041955206,160.18241354114897,157.20141595648215,163.70084820163717,160.35875542381822,166.01270154583443,167.15940018876037,161.6884290008883,145.99610814601985,151.46977564585117,145.94779408221925,149.81450322662857,147.484672802816,143.83509704001924
6,1985-05-18 01:18:02+00:00,119.69085159259194,134.20236421653334,137.07250898957736,146.97507498957557,147.71789772125476,148.59679340503095,157.63559769198557,144.27581840623742,158.18906332132332,157.63073130968374,156.80146256065234,149.2166869990783,148.41209905974748,155.7796917576291,156.1041653943501,148.83507780721118,144.5515709488283,142.94103790413777,149.4357700345001,159.9006519515754,154.54263780562295,160.08834821057764,163.4960174710787,158.03708746766594,157.62566001605325,161.9572403423793,161.61990621486618,157.30185394310863,153.57102493691235,157.9099116041957,156.21774805645748,148.8595068771811,144.91682750188565,148.75164486157973,148.30062200271078,149.77617961131912,148.804801136391,149.00086818568099,146.47282141807514,155.27202017420345,152.6143611802432,155.33516325896747,163.73218856673873,167.94602211687882,167.51698557329718,173.50211685888445,166.5719411957919,165.58336191931235,165.85467020273296,165.7904302262842,156.92876192985204,151.93199973176223,152.41057702682636,163.20153242770266,159.46322804072264,148.9484019239616
7,1985-10-09 01:16:57+00:00,131.81594351931543,144.68958425760493,143.215222518452,148.75825690224312,149.9579877738997,146.4142202273756,154.44911902144267,146.87863324923867,156.89376405779282,157.03023664913025,156.11695446357612,148.87462052098454,149.7695231528761,156.8543403516048,156.93791512737636,144.8622093256244,136.6594551122134,142.10216594645664,144.68444956325567,151.93151557300797,149.4945420724865,157.43897918391463,161.3408089889796,160.37141079261335,157.2951463660356,165.2947269586666,164.7405195589833,154.17751133542498,153.87733540072594,144.9509196634471,142.3299050828041,139.56428794051868,143.72623302376638,153.78921097164132,146.40029023862394,151.7338530367572,161.300491256223,156.54940001943294,160.03847328423223,,,,,,,,,,,,152.24381158112178,146.00215248247656,153.15030020564893,154.054798435361,155.75488147363757,157.3958807247934
8,1986-02-14 01:14:38+00:00,117.33518200207553,137.5389648948184,144.66994858520974,146.74811300479084,147.087281365132,147.70135116796456,152.44557794553148,147.46964968816232,158.24235129383752,157.6501873457713,158.85109175068493,156.62775714994135,159.73617618707152,163.49317575806378,156.79636685591717,155.20871174741123,145.99768391651492,143.5709766018784,145.4849194515503,157.15307409315196,157.07379249161835,160.21988577142707,164.9195860870724,163.54005711417736,164.31043706888843,170.68546813658585,171.3739197125423,159.2780891348315,154.61637101205963,150.0413230485289,140.88031714723084,146.006249687578,145.1662463670405,151.6567577468306,146.93397257135865,153.40753869271114,157.74261672975078,155.55738628433318,158.18104213540866,161.6170429764295,162.77029884412605,164.48639738149734,168.0604796525882,175.65876040470218,172.2428148451241,175.3389440528305,174.08813147106272,186.18431037821958,182.95206555889692,177.1736135023606,165.68165903947155,161.78270774018813,162.67491575389923,161.38644532942124,,168.18721919104215
9,1986-09-26 01:08:08+00:00,111.41089294827219,132.09545701871514,142.71832233540738,145.36193460033093,145.60680688514128,145.96001215202622,159.56242478247373,149.25693307750245,162.46692465020493,154.51380668899142,157.11740719391904,155.72398519148746,153.8227001185144,158.56598807734605,159.24032305363056,155.0632084731159,146.6970972922052,141.20259821576482,148.63021010791795,160.16698031901427,156.64685802602605,154.58412742214645,159.50882498666795,157.809356576182,151.99474994385207,162.32867701387136,156.0972680880387,156.36652561806557,152.20322711100346,144.39180453916296,148.17537624511496,141.33498461048967,145.82137982483488,139.85187915019742,142.83111004745905,150.0959687786972,150.59674435395763,145.47849228949852,150.8394011831532,156.407580480608,157.4652793972328,157.3813041893053,167.59778539625682,170.31092955340472,169.42205827288052,166.2737160357859,169.02575763223953,171.259232371232,176.2713994572016,166.24814666945247,156.35712023711727,153.83370741829742,151.7544539115648,153.96444536139722,156.526835100971,139.9545909320665
