dates,nzd0012-0000,nzd0012-0001,nzd0012-0002,nzd0012-0003,nzd0012-0004,nzd0012-0005,nzd0012-0006,nzd0012-0007,nzd0012-0008,nzd0012-0009,nzd0012-0010,nzd0012-0011,nzd0012-0012,nzd0012-0013,nzd0012-0014,nzd0012-0015,nzd0012-0016,nzd0012-0017,nzd0012-0018,nzd0012-0019,nzd0012-0020,nzd0012-0021,nzd0012-0022,nzd0012-0023,nzd0012-0024,nzd0012-0025,satname
1999-08-17 22:10:26+00:00,,370.14,,,,,,,368.11,,,,,,,,,,,378.71,374.22,374.81,378.52,385.03,,,L7
1999-10-04 22:10:38+00:00,412.20,388.45,407.28,409.86,414.27,422.67,405.95,407.79,384.34,415.37,410.59,,415.34,408.38,422.32,438.50,,428.67,,397.72,393.69,374.81,378.52,401.35,,419.50,L7
2000-03-28 22:10:07+00:00,400.91,398.68,396.07,399.73,396.91,402.85,396.54,399.09,397.41,403.68,400.02,382.33,400.86,400.18,409.59,420.86,403.48,416.15,404.93,405.78,398.82,385.54,393.37,412.12,384.54,402.31,L7
2000-08-03 22:08:44+00:00,389.63,390.60,374.23,374.51,364.27,368.14,371.78,390.38,394.27,391.98,389.46,382.33,386.38,391.97,396.86,403.22,403.48,403.64,404.93,380.41,374.37,376.65,383.03,406.57,379.90,385.16,L7
2000-09-20 22:08:03+00:00,380.29,380.72,370.09,366.13,362.95,371.87,377.52,382.14,381.94,379.76,378.93,376.04,378.69,382.69,386.33,391.85,390.80,390.95,391.15,381.92,374.85,378.78,383.60,395.23,380.32,384.29,L7
2000-10-06 22:07:59+00:00,375.22,378.50,370.21,365.40,362.61,367.16,379.54,382.56,382.18,370.92,379.53,374.66,378.84,368.88,374.36,387.12,380.55,380.25,381.03,379.52,373.55,376.18,382.76,393.76,382.81,387.21,L7
2001-01-26 22:08:07+00:00,377.99,376.61,371.07,367.02,363.08,366.57,377.03,379.31,380.96,373.45,379.30,376.71,382.32,374.58,378.04,383.53,379.81,379.61,374.91,378.68,373.57,377.59,384.70,395.33,385.44,389.77,L7
2001-02-27 22:07:54+00:00,376.08,373.63,371.97,367.29,365.93,367.43,378.95,376.51,377.89,373.64,377.87,376.37,380.63,375.33,377.79,379.52,377.87,376.55,372.48,380.93,376.51,378.10,386.91,393.89,388.26,389.77,L7
2001-04-16 22:07:42+00:00,369.79,366.84,368.97,364.70,360.97,360.83,366.21,370.46,373.61,376.37,376.21,378.07,382.43,381.77,381.22,371.92,375.19,372.85,363.93,375.59,374.82,375.82,386.02,394.02,389.93,391.32,L7
2001-05-18 22:07:26+00:00,369.79,366.84,368.97,363.09,358.54,360.83,366.21,370.46,373.61,376.37,376.21,374.15,378.05,375.30,364.65,360.59,364.43,365.78,363.93,375.59,374.82,375.82,386.02,394.02,389.93,391.32,L7
2001-06-03 22:07:16+00:00,374.37,376.07,375.60,369.28,358.54,360.83,371.24,370.46,373.61,376.37,376.21,374.15,378.05,375.30,364.65,360.59,364.43,365.78,363.93,375.59,374.82,375.82,386.02,394.02,389.93,391.32,L7
2001-06-19 22:07:05+00:00,373.12,375.74,374.94,367.08,357.98,360.32,370.19,367.51,370.70,373.62,372.07,372.06,376.75,374.04,361.36,359.89,363.83,364.63,362.68,375.59,374.82,375.82,386.02,394.02,389.93,391.32,L7
2001-11-26 22:06:09+00:00,363.54,373.60,369.61,360.22,343.60,349.05,366.68,355.46,361.39,360.68,358.34,359.72,357.79,370.26,339.15,354.71,360.10,359.01,357.02,349.76,342.39,343.07,345.78,366.76,364.84,354.44,L7
2001-12-28 22:06:14+00:00,354.63,356.91,352.65,340.58,346.44,356.73,354.82,349.33,357.90,353.22,352.88,353.63,342.75,,326.81,358.69,359.51,358.90,359.14,355.00,347.62,350.75,357.08,370.32,366.42,361.07,L7
2002-02-14 22:06:29+00:00,358.29,360.08,357.30,346.86,352.20,356.27,353.68,349.58,361.45,359.84,359.22,361.00,354.74,364.89,347.62,360.02,360.54,361.00,357.26,357.96,350.55,352.48,362.77,370.32,376.21,369.28,L7
2002-07-08 22:06:00+00:00,365.61,366.21,370.39,364.38,351.25,355.74,355.49,352.65,366.07,379.19,380.22,386.55,382.75,372.87,360.19,362.67,372.25,365.19,353.48,363.90,356.39,355.96,374.13,,395.80,385.70,L7
2002-07-24 22:05:50+00:00,350.49,359.89,364.25,357.29,348.61,353.52,355.94,353.68,364.77,374.47,375.15,380.75,382.75,372.87,350.61,358.67,369.18,363.85,350.97,360.53,356.08,357.36,368.80,372.44,384.01,380.33,L7
2003-05-24 22:06:17+00:00,312.40,339.90,344.81,322.95,316.03,333.20,347.32,348.46,343.08,345.88,341.78,346.35,,,331.37,335.14,353.87,355.32,357.82,343.02,341.58,,,,,,L7
2003-08-28 22:05:57+00:00,321.89,342.95,348.15,328.97,316.02,329.62,340.72,348.46,343.08,345.88,341.78,346.35,,,331.37,335.14,353.87,355.32,357.82,343.02,341.58,,,,365.80,324.43,L7
2003-10-31 22:06:00+00:00,335.43,350.12,352.58,339.10,330.52,338.08,346.94,354.50,357.39,355.66,354.25,360.92,375.04,,341.40,335.14,353.87,355.32,357.69,352.77,350.82,362.95,368.00,377.61,369.33,339.34,L7
2004-02-04 22:06:41+00:00,352.86,355.23,356.46,350.27,345.42,348.25,352.58,361.83,370.17,370.94,371.27,376.41,376.00,380.40,351.43,372.77,380.51,374.01,364.87,370.02,366.55,369.64,372.73,377.61,369.33,339.34,L7
2004-03-07 22:06:48+00:00,352.29,354.03,354.20,351.31,352.49,354.74,356.90,358.15,364.95,370.94,371.27,372.01,371.38,380.40,340.94,361.25,369.61,367.44,359.76,367.37,364.85,366.86,368.51,377.61,374.31,355.35,L7
2004-03-23 22:06:52+00:00,355.47,358.67,359.88,354.37,353.12,355.06,356.90,358.15,364.95,371.80,372.57,372.79,372.85,371.38,348.86,363.34,369.62,369.50,360.00,367.37,364.85,366.86,368.51,377.61,374.31,355.35,L7
2004-04-08 22:06:49+00:00,358.14,360.30,362.81,355.70,353.46,354.65,356.90,358.15,364.95,371.80,372.57,372.79,372.85,371.38,348.86,363.34,369.62,369.50,360.00,367.37,364.85,366.86,368.51,377.61,374.31,355.35,L7
2004-05-18 21:58:14+00:00,355.02,356.71,360.14,352.57,349.72,353.05,354.25,355.05,359.77,369.48,369.36,370.00,368.90,363.17,351.52,363.43,369.91,369.36,362.30,369.84,367.07,368.64,370.44,384.11,377.80,362.17,L5
2004-05-26 22:06:45+00:00,356.18,356.71,360.14,353.43,350.48,352.81,354.05,357.98,362.64,368.81,368.81,370.08,368.00,360.77,357.90,369.18,371.37,370.11,367.15,372.34,367.07,368.64,370.44,384.11,377.80,362.17,L7
2004-06-11 22:06:38+00:00,360.15,362.36,365.85,358.44,353.68,357.05,355.24,358.57,367.89,371.74,373.59,376.07,373.00,367.02,365.26,375.31,375.18,376.57,374.57,372.34,367.07,368.64,370.44,384.11,377.80,362.17,L7
2004-07-13 22:06:34+00:00,360.15,362.36,365.85,358.44,353.68,357.05,353.58,355.84,364.61,367.46,373.59,372.72,367.49,367.02,362.83,373.55,372.61,373.15,372.49,371.40,365.99,366.88,367.22,377.69,372.14,365.25,L7
2004-07-29 22:06:27+00:00,360.15,360.73,364.24,355.93,351.47,354.86,352.19,354.23,362.24,365.56,370.52,370.16,363.88,367.02,362.99,371.16,370.48,372.82,370.57,371.72,364.88,365.41,367.10,375.55,369.61,364.63,L7
2004-08-22 22:00:48+00:00,359.39,360.73,364.24,356.70,352.14,356.27,352.66,355.08,362.84,367.69,373.43,370.65,363.05,365.21,365.96,372.91,370.20,372.82,370.67,373.34,366.59,368.03,369.38,375.55,369.61,364.63,L5
2004-08-30 22:06:20+00:00,359.52,360.79,364.33,357.26,353.15,356.24,353.73,356.23,363.60,367.69,373.43,371.19,363.80,365.08,366.60,372.62,371.10,373.53,370.75,374.55,369.44,371.37,372.32,381.32,374.61,369.72,L7
2004-11-02 22:06:28+00:00,363.27,362.20,362.80,358.17,356.27,358.78,354.47,356.93,364.90,366.71,373.08,371.76,362.12,365.62,372.04,376.61,373.08,375.33,375.21,376.63,371.04,373.38,374.77,381.32,374.32,373.04,L7
2004-12-04 22:06:44+00:00,368.16,365.09,365.42,362.20,361.51,364.04,357.75,358.30,366.31,368.75,380.38,373.53,364.25,375.13,374.32,377.34,375.79,379.19,375.64,378.84,374.22,377.34,380.02,387.14,380.05,378.55,L7
2005-01-13 22:03:41+00:00,362.70,363.41,364.28,359.62,361.51,360.43,360.61,361.01,366.06,372.85,372.86,370.44,364.51,369.08,373.43,373.07,378.09,380.27,370.98,383.17,380.18,381.85,389.43,397.37,395.51,390.92,L5
2005-02-06 22:07:07+00:00,354.38,357.39,360.35,357.95,359.13,357.99,364.24,361.50,365.25,370.71,370.85,369.54,363.21,369.08,375.79,369.96,376.64,382.69,369.67,380.31,379.46,381.45,387.42,406.06,406.67,392.02,L7
2005-02-14 22:04:09+00:00,357.37,357.47,360.79,358.07,358.65,358.04,363.17,362.42,368.19,374.51,374.56,371.94,365.58,368.95,375.25,371.29,378.92,384.41,372.65,381.11,380.36,382.15,387.49,405.98,405.57,394.60,L5
2005-02-22 22:07:14+00:00,354.96,354.79,359.31,354.60,357.41,355.21,360.71,359.29,365.07,365.24,365.23,367.24,361.09,360.96,365.53,365.01,374.95,381.28,370.09,376.63,377.14,377.80,384.93,401.26,400.36,392.65,L7
2005-04-19 22:04:43+00:00,353.90,353.51,363.97,357.82,358.28,357.96,364.15,363.76,369.97,371.78,371.00,369.64,359.33,360.11,363.97,363.95,374.28,381.79,375.80,379.78,379.56,380.19,387.86,406.01,404.77,397.56,L5
2005-06-06 22:05:05+00:00,357.15,356.66,367.76,359.98,360.31,359.26,367.19,368.03,373.62,375.11,373.90,370.76,360.82,355.89,359.27,359.04,370.05,382.15,376.86,381.46,380.18,380.62,386.99,405.40,404.80,399.60,L5
2005-06-14 22:07:02+00:00,352.67,353.25,364.23,356.86,355.61,355.78,363.93,365.93,371.06,372.06,371.16,368.14,356.16,341.13,349.40,355.70,365.70,375.35,376.86,381.46,380.18,380.62,386.99,405.40,404.80,399.60,L7
2005-08-01 22:06:59+00:00,349.69,348.25,361.10,354.18,352.16,354.79,363.87,366.74,369.32,373.18,372.39,366.45,353.16,329.76,346.86,357.75,364.12,374.84,380.34,381.94,380.50,377.11,381.58,398.83,393.63,396.44,L7
2005-09-02 22:06:46+00:00,347.29,350.93,362.18,359.84,354.15,358.90,364.34,373.26,372.58,376.31,375.01,366.45,352.52,316.39,342.42,362.08,364.30,370.86,385.44,386.86,385.78,381.31,385.41,397.84,391.63,401.07,L7
2005-09-18 22:06:39+00:00,339.90,346.07,358.08,353.39,343.43,351.61,356.61,363.63,365.57,369.28,368.32,360.15,346.70,316.39,334.64,354.23,356.92,363.91,373.72,377.28,374.96,381.31,379.13,397.84,391.63,401.07,L7
2005-09-26 22:05:42+00:00,339.90,346.07,358.08,353.39,343.43,351.61,356.61,363.63,365.57,369.28,368.32,365.74,354.70,316.39,334.64,354.23,356.92,363.91,373.72,380.83,377.62,384.22,379.13,404.33,391.63,401.07,L5
2006-01-08 22:07:25+00:00,326.42,335.35,336.89,333.69,316.96,333.66,337.37,340.16,357.11,362.76,362.52,364.14,358.00,326.16,339.59,358.19,359.79,360.02,358.66,372.51,370.29,376.00,365.40,398.30,373.49,391.30,L7
2006-02-01 22:07:49+00:00,334.96,345.93,346.89,340.67,321.44,337.27,341.38,343.95,356.79,356.26,357.02,363.74,356.91,318.00,332.37,347.83,351.84,350.54,340.92,365.10,360.80,375.24,364.28,407.79,367.52,380.68,L5
2006-02-09 22:07:38+00:00,342.64,350.22,350.51,345.25,330.95,343.70,346.58,348.31,358.34,358.32,358.94,364.41,357.92,335.16,342.07,347.83,351.84,360.56,351.15,368.32,363.92,374.34,368.37,402.09,373.10,382.95,L7
2006-02-17 22:08:11+00:00,348.44,354.27,354.54,348.89,337.26,346.37,348.18,350.24,358.47,358.71,360.44,364.43,359.49,341.92,347.71,353.48,358.21,363.83,354.64,370.84,365.80,374.54,371.04,401.57,377.01,386.48,L5
2006-03-13 22:07:41+00:00,352.90,357.25,359.41,351.76,341.71,348.38,349.19,349.71,358.39,359.01,360.72,364.55,360.62,347.11,346.88,350.19,355.82,368.06,357.60,373.28,366.82,374.52,372.70,402.40,374.48,384.61,L7
2006-04-14 22:07:36+00:00,361.69,363.70,363.84,357.80,351.99,354.87,355.07,355.85,363.97,365.24,367.18,364.78,361.25,347.11,364.08,366.36,371.85,378.19,368.13,380.86,376.07,373.62,378.71,395.10,379.44,388.19,L7
2006-06-25 22:10:20+00:00,358.91,360.87,361.61,354.99,350.18,353.54,355.07,355.85,363.97,365.24,367.18,364.78,361.25,347.11,364.08,366.36,371.85,378.19,368.13,380.86,376.07,373.62,378.71,395.10,379.44,388.19,L5
2006-07-03 22:07:28+00:00,357.01,358.47,359.16,353.05,349.92,352.72,355.07,355.85,362.45,363.10,365.17,363.50,358.91,346.71,360.05,363.33,368.50,374.93,367.87,380.86,376.07,373.62,378.71,395.10,379.44,388.19,L7
2006-07-19 22:07:20+00:00,357.01,358.47,352.94,346.72,349.92,348.05,349.82,350.76,354.15,353.13,362.12,355.78,349.74,346.71,360.05,358.69,363.86,371.08,365.56,375.15,370.35,373.62,373.87,395.10,379.44,388.19,L7
2006-07-27 22:10:47+00:00,358.18,359.04,354.66,348.51,352.31,349.62,351.95,352.51,356.69,355.33,364.93,357.90,352.21,349.93,360.37,361.16,366.16,372.74,365.17,375.15,370.37,374.98,376.64,395.91,381.87,390.29,L5
2006-08-12 22:10:59+00:00,359.80,360.37,355.72,349.34,357.75,351.43,353.83,354.88,357.87,357.12,369.31,358.73,355.52,359.72,362.98,367.00,371.85,375.15,367.12,378.87,373.97,380.48,379.28,398.22,390.48,394.59,L5
2006-09-21 22:07:05+00:00,359.50,361.05,355.31,349.17,359.80,349.59,353.50,358.82,360.44,360.03,370.66,362.25,358.00,366.41,362.57,367.90,372.36,375.89,368.94,378.70,374.60,386.04,378.91,400.80,397.88,401.45,L7
2006-12-10 22:07:44+00:00,359.50,361.05,355.31,349.17,359.80,349.59,353.50,358.82,360.44,360.03,370.66,366.47,363.43,371.83,365.38,370.03,374.77,377.60,370.67,377.85,373.52,387.10,383.17,402.42,399.31,399.69,L7
2007-02-12 22:08:00+00:00,367.75,355.88,359.98,355.95,357.99,342.52,353.73,363.92,366.05,375.23,373.34,374.41,376.13,386.75,381.17,377.58,380.04,384.21,383.05,389.75,388.21,385.62,386.62,398.10,395.90,387.37,L7
2007-05-03 22:08:02+00:00,385.95,367.50,368.36,364.20,370.84,366.62,370.48,374.67,375.97,390.10,391.84,379.32,384.37,393.50,394.14,383.41,385.75,387.00,386.03,392.63,389.09,388.49,391.11,401.48,399.31,392.31,L7
2007-07-22 22:07:45+00:00,374.60,369.40,371.63,368.02,372.03,367.06,365.87,370.27,372.58,381.71,383.98,374.20,378.43,334.73,384.77,384.10,383.76,383.02,383.69,389.57,384.76,385.48,386.11,399.27,397.20,391.64,L7
2007-09-16 22:10:40+00:00,368.35,373.18,375.31,368.92,374.98,371.40,370.06,375.20,378.20,381.10,382.70,380.46,383.49,344.85,368.49,386.96,390.56,387.03,383.30,390.04,381.09,385.21,391.65,406.40,406.13,402.20,L5
2007-10-02 22:10:31+00:00,366.89,371.34,372.22,367.32,372.50,368.68,368.50,372.21,376.13,380.45,383.12,381.44,385.32,360.64,371.00,385.51,390.97,389.19,384.34,389.01,380.94,382.30,395.74,410.56,413.15,405.22,L5
2007-10-10 22:07:19+00:00,366.72,370.70,371.71,366.33,370.62,367.24,368.05,370.69,374.78,379.39,381.04,378.74,381.90,360.35,363.76,380.14,387.12,386.03,381.50,384.57,377.78,377.23,392.19,408.52,409.26,400.51,L7
2007-11-27 22:07:48+00:00,361.59,365.72,367.68,361.17,361.30,358.36,361.16,362.90,368.83,373.66,375.62,373.21,373.57,360.35,354.49,374.15,384.54,383.91,378.95,379.96,373.43,371.57,389.55,408.61,410.82,399.66,L7
2007-12-29 22:07:56+00:00,361.78,365.03,366.06,360.36,360.42,357.34,361.29,362.91,368.03,372.96,374.67,373.21,373.57,360.35,354.49,373.44,382.44,381.79,377.61,379.78,374.04,372.01,387.86,405.51,406.15,398.67,L7
2008-08-09 22:06:47+00:00,351.05,363.74,366.09,353.30,343.80,344.83,349.44,364.72,369.83,373.31,360.49,365.21,375.31,351.96,385.20,386.49,387.60,368.55,369.81,,,,,,,,L7
2008-08-25 22:06:40+00:00,350.02,358.31,360.93,348.46,340.94,342.78,347.65,359.57,362.05,365.40,364.04,372.80,379.89,351.96,387.12,387.93,390.89,374.37,369.81,,,,,,,,L7
2008-09-26 22:06:23+00:00,346.74,353.25,357.97,347.38,343.16,342.71,348.20,356.62,359.71,364.32,363.68,370.40,375.55,357.55,387.26,388.49,391.60,374.47,371.23,381.17,375.38,377.18,381.03,388.82,376.62,375.37,L7
2008-10-12 22:06:13+00:00,344.34,350.24,354.87,347.61,343.05,344.77,348.90,355.76,359.99,363.96,364.45,368.72,371.22,362.83,386.23,387.43,389.29,374.12,374.45,383.23,383.20,381.62,377.28,387.10,379.62,377.32,L7
2008-11-13 22:06:43+00:00,341.22,349.58,355.18,346.48,337.39,342.24,347.48,353.71,358.03,363.96,364.45,366.94,371.22,362.83,386.23,387.43,389.29,374.12,374.45,383.23,383.20,381.62,377.28,387.10,379.62,377.32,L7
2008-11-21 22:01:05+00:00,341.85,350.05,355.35,347.17,338.11,342.12,347.73,354.17,360.08,366.12,365.63,367.78,368.37,364.57,385.50,388.73,392.58,378.67,382.64,385.00,383.94,383.53,386.01,395.04,387.09,385.95,L5
2009-01-24 22:02:55+00:00,343.07,351.03,357.28,351.49,343.53,346.03,349.90,355.40,360.08,366.12,365.63,367.78,368.37,364.57,385.50,388.73,392.58,378.67,383.31,385.34,383.76,382.99,387.84,397.67,388.87,385.06,L5
2009-03-21 22:07:47+00:00,344.63,350.69,356.09,352.27,345.19,347.13,350.81,354.66,361.21,371.56,371.91,369.02,365.71,371.37,382.87,388.08,392.40,383.24,388.39,386.33,384.62,382.76,388.12,398.82,386.12,382.03,L7
2009-05-08 22:08:01+00:00,343.83,352.56,356.24,351.79,345.20,347.33,353.11,355.02,360.42,372.38,370.94,368.40,363.07,365.70,372.48,379.48,388.23,385.11,396.14,388.40,385.56,383.52,395.35,406.63,390.45,385.17,L7
2009-06-09 22:08:01+00:00,347.00,353.05,355.57,351.66,352.48,351.61,354.54,355.16,356.98,364.07,365.17,365.65,362.86,363.67,367.44,370.29,372.33,379.23,390.61,388.34,385.63,381.60,391.28,404.49,384.66,376.15,L7
2009-10-15 22:07:44+00:00,343.51,351.19,355.60,348.43,348.03,345.21,348.57,350.66,350.54,352.44,354.14,363.96,350.68,348.17,356.67,366.99,377.06,378.39,379.46,378.85,381.46,,364.19,369.45,355.55,364.93,L7
2010-01-27 22:08:26+00:00,369.66,370.37,376.30,374.66,375.66,371.75,364.03,370.69,369.25,372.44,373.82,388.19,371.83,402.29,407.27,393.03,407.53,396.72,393.59,390.08,385.07,390.54,383.85,386.76,371.37,376.28,L5
2010-02-04 22:09:23+00:00,364.78,364.20,370.08,368.18,375.66,371.75,364.03,370.69,369.25,372.44,373.82,388.19,371.83,402.29,407.27,393.03,407.53,396.72,393.59,390.08,385.07,390.54,383.85,386.76,371.37,376.28,L7
2010-02-12 22:08:30+00:00,364.78,367.54,371.65,370.30,376.20,372.32,366.77,370.57,373.96,380.15,381.10,387.84,373.94,393.15,398.76,392.96,402.62,392.22,388.49,387.22,383.88,384.36,387.18,390.05,376.50,379.65,L5
2010-02-20 22:09:33+00:00,367.84,368.19,370.09,369.59,373.76,369.16,367.35,370.75,374.55,379.56,380.62,384.57,372.25,385.36,398.76,392.96,402.62,389.60,384.01,384.75,383.88,384.36,387.18,390.05,376.50,379.65,L7
2010-03-24 22:09:46+00:00,370.92,372.51,373.90,369.59,373.76,373.57,367.35,370.75,374.55,379.56,380.62,384.57,372.25,385.36,398.76,392.96,402.62,389.60,384.01,384.75,383.88,384.36,387.18,390.05,376.50,379.65,L7
2010-06-12 22:09:43+00:00,374.93,374.45,373.32,366.71,371.66,379.16,370.71,376.53,382.63,388.89,389.34,379.64,373.61,385.36,398.76,402.11,402.58,390.59,385.53,386.71,385.09,384.36,398.68,387.67,386.97,387.01,L7
2010-06-28 22:09:46+00:00,372.29,372.28,371.44,364.12,367.19,372.45,368.04,371.66,378.08,382.24,383.45,376.89,370.28,376.23,386.22,388.35,390.75,384.55,385.53,386.71,385.09,384.36,398.68,387.67,386.97,387.01,L7
2010-10-02 22:09:49+00:00,371.50,369.09,365.34,357.22,360.88,364.33,367.66,375.78,381.38,362.27,365.79,362.55,353.31,348.84,361.12,360.83,367.10,366.43,,,,393.51,416.60,362.31,418.01,408.05,L7
