dates,satname,nzd0012-0000,nzd0012-0001,nzd0012-0002,nzd0012-0003,nzd0012-0004,nzd0012-0005,nzd0012-0006,nzd0012-0007,nzd0012-0008,nzd0012-0009,nzd0012-0010,nzd0012-0011,nzd0012-0012,nzd0012-0013,nzd0012-0014,nzd0012-0015,nzd0012-0016,nzd0012-0017,nzd0012-0018,nzd0012-0019,nzd0012-0020,nzd0012-0021,nzd0012-0022,nzd0012-0023,nzd0012-0024,nzd0012-0025
1999-08-17 22:10:26+00:00,L7,354.47,363.81,359.10,351.14,349.31,349.22,353.07,351.38,364.66,364.14,363.41,359.50,353.92,354.47,344.42,362.93,374.43,372.52,371.30,374.91,370.77,371.01,374.30,380.28,372.49,370.51
1999-10-04 22:10:38+00:00,L7,438.87,433.43,430.14,432.72,437.13,437.22,419.28,420.10,415.11,429.92,425.14,436.28,435.34,431.24,445.18,454.50,463.33,446.45,454.08,432.73,427.70,,,437.67,452.98,446.17
2000-03-28 22:10:07+00:00,L7,397.96,398.93,392.00,396.74,386.70,387.58,391.30,394.23,398.82,396.53,394.01,386.50,392.63,399.11,404.00,408.22,408.48,409.20,407.01,399.83,389.05,390.54,398.93,412.82,392.87,393.46
2000-08-03 22:08:44+00:00,L7,272.49,,337.30,333.14,322.70,336.52,341.11,,,,,,,,,,,,,347.60,347.51,349.37,352.25,,344.59,354.53
2000-09-20 22:08:03+00:00,L7,369.96,369.84,360.95,348.51,359.43,378.79,388.50,373.45,369.05,367.00,367.85,369.26,370.25,372.55,374.94,379.87,377.52,377.59,377.12,384.34,375.25,382.43,384.07,383.14,380.16,381.54
2000-10-06 22:07:59+00:00,L7,394.15,400.82,397.79,399.97,391.11,376.90,400.51,397.98,402.75,382.29,398.66,386.89,397.67,376.92,385.48,402.57,391.78,392.03,388.36,396.41,388.61,386.53,400.64,414.63,406.69,408.55
2001-01-26 22:08:07+00:00,L7,353.85,343.18,348.22,346.44,339.05,348.62,354.66,359.11,362.34,362.33,362.65,365.97,367.04,360.56,359.98,358.54,360.54,358.53,355.26,358.38,357.46,364.04,370.74,376.23,363.65,367.80
2001-02-27 22:07:54+00:00,L7,343.70,338.03,344.33,337.66,337.53,342.13,350.81,355.82,354.15,359.67,359.04,362.01,355.58,354.69,354.17,351.51,356.04,349.61,358.51,359.00,361.45,353.80,363.75,369.56,359.87,358.51
2001-04-16 22:07:42+00:00,L7,367.14,374.64,376.07,371.72,368.04,367.38,370.83,,,,,,,,,,,,,,,,,,,
2001-05-18 22:07:26+00:00,L7,,,,375.41,368.38,,,,,466.50,,376.30,384.27,379.49,348.66,349.92,354.90,364.97,,,,,,,469.87,473.65
