,dates,nzd0047-0000,nzd0047-0001
0,1999-08-17 22:10:26+00:00,173.85592407344467,176.36496977200036
1,1999-08-26 22:04:21+00:00,170.8372897878162,188.61034555366388
2,1999-09-27 22:04:25+00:00,171.66954855736836,180.4222414874943
3,1999-10-04 22:10:38+00:00,182.52428005293694,188.11637056522497
4,1999-11-14 22:04:18+00:00,177.80653546533063,190.109130037564
5,2000-01-17 22:04:11+00:00,205.12514962320614,197.952559994931
6,2000-02-09 22:10:19+00:00,183.66667357254613,194.83888722029295
7,2000-02-18 22:04:05+00:00,189.79834421508963,192.08119706626982
8,2000-04-13 22:09:54+00:00,204.76232829868852,203.70617577467368
9,2000-04-29 22:09:53+00:00,198.6118535424393,204.60792588971992
10,2000-05-15 22:09:42+00:00,202.09611369495553,199.71807854288647
11,2000-05-24 22:03:22+00:00,198.70962026470966,204.908333004096
12,2000-06-09 22:03:16+00:00,177.8984102330956,191.03700961715754
13,2000-06-16 22:09:26+00:00,179.4120658302734,198.62976051075154
14,2000-08-03 22:08:44+00:00,181.74549732791888,186.82241066663317
15,2000-08-12 22:02:30+00:00,202.72852918442732,207.71219606937245
16,2000-09-04 22:08:22+00:00,176.9533074375831,181.07060300012202
17,2000-10-15 22:01:32+00:00,176.42794623253084,188.5226489849035
18,2000-10-22 22:07:50+00:00,191.50930467302865,204.44365353139983
19,2001-01-03 22:01:48+00:00,201.66015236691686,209.0539490919283
20,2001-01-26 22:08:07+00:00,198.5602726465564,203.37658385578428
21,2001-02-11 22:08:01+00:00,176.34451386618895,179.14920340983548
22,2001-03-08 22:01:45+00:00,200.93557393315112,196.4256003752414
23,2001-03-24 22:01:35+00:00,208.40813403266208,211.26602181547617
24,2001-06-03 22:07:16+00:00,210.18995140223637,226.47073157337996
25,2001-06-19 22:07:05+00:00,215.9985848278901,223.69679678374513
26,2001-08-15 22:00:14+00:00,217.26759240927456,221.40464678817082
27,2001-08-31 22:00:05+00:00,201.63302557217972,205.5092892431756
28,2001-09-23 22:06:03+00:00,211.76950016978859,209.50349293163097
29,2001-10-02 21:59:40+00:00,205.2339681397516,205.98157388342491
30,2001-10-18 21:59:42+00:00,193.89375945457618,191.34250976377552
31,2001-11-26 22:06:09+00:00,,
32,2001-12-21 22:00:05+00:00,201.47155515144695,203.01873065549927
33,2001-12-28 22:06:14+00:00,199.81825873931427,209.2089662604214
34,2002-01-22 22:00:16+00:00,205.08157120137412,216.45083997846055
35,2002-01-29 22:06:21+00:00,,
36,2002-02-14 22:06:29+00:00,201.85019871553556,202.95505961828727
37,2002-03-27 22:00:13+00:00,217.77311139651266,205.7065984665812
38,2002-04-28 22:00:14+00:00,199.52820350234276,195.49092327544798
39,2002-06-15 21:59:55+00:00,184.5268063220937,193.94034131101193
40,2002-06-22 22:06:03+00:00,208.6677754124926,214.67623004129044
41,2002-07-01 21:59:51+00:00,187.57494405566388,197.1408302265017
42,2002-07-08 22:06:00+00:00,,
43,2002-07-17 21:59:44+00:00,200.5604585278268,209.0644674521313
44,2002-07-24 22:05:50+00:00,182.55959544735555,184.85186236398482
45,2002-09-19 21:59:11+00:00,174.0046438330466,189.52921981695755
46,2002-10-12 22:05:14+00:00,186.28753025256066,200.95602884628676
47,2002-10-21 21:59:12+00:00,,
48,2002-10-28 22:05:22+00:00,188.14176636869232,203.8495931850083
49,2002-11-13 22:05:30+00:00,200.4289295709446,214.08130922168178
50,2002-11-22 21:59:33+00:00,185.3694441859357,201.54336884365972
51,2002-12-08 21:59:39+00:00,184.34968752208547,194.61428189551674
52,2002-12-31 22:05:56+00:00,182.08688896483173,195.8444231425381
53,2003-01-09 21:59:45+00:00,198.350357718891,196.55535202782045
54,2003-02-01 22:06:10+00:00,176.5070117330368,178.95233653092737
55,2003-04-06 22:06:21+00:00,204.7809106220788,200.86341559721495
56,2003-04-22 22:06:19+00:00,221.3595671937897,218.59483888944783
57,2003-05-08 22:06:20+00:00,227.7396408240479,213.4226941354369
58,2003-05-24 22:06:17+00:00,226.4792895972158,215.83999464525272
59,2003-07-28 21:48:04+00:00,190.6915777232943,187.41848617057195
60,2003-08-29 21:48:38+00:00,204.8203158142252,207.12700151562694
61,2003-09-05 21:54:56+00:00,181.66832791317523,197.1326583969278
62,2003-10-31 22:06:00+00:00,,
63,2003-11-09 21:59:54+00:00,186.33837429592262,203.26988879430422
64,2003-11-16 22:06:11+00:00,,
65,2003-12-18 22:06:24+00:00,202.96073084617186,207.0079631212805
66,2003-12-19 21:50:03+00:00,215.80978745075964,228.14570625892443
67,2003-12-26 21:56:18+00:00,181.35843962248043,193.45708918913175
68,2004-01-19 22:06:35+00:00,,
69,2004-02-05 21:50:17+00:00,193.05776478115052,203.25692135049107
70,2004-03-07 22:06:48+00:00,166.68596739138235,174.6406580146629
71,2004-03-23 22:06:52+00:00,181.63288915364225,193.83935466727252
72,2004-04-01 22:00:40+00:00,198.75323046454017,203.36815580923846
73,2004-04-17 22:00:33+00:00,179.20627551773293,190.65240231340178
74,2004-05-03 22:00:35+00:00,176.85675262789636,190.06596739038184
75,2004-05-18 21:58:14+00:00,187.26823698890823,195.73716813445503
76,2004-05-26 22:06:45+00:00,,
77,2004-06-11 22:06:38+00:00,191.94323063734413,205.4412066714812
78,2004-06-12 21:52:47+00:00,188.89649093075624,199.71979679108202
79,2004-06-20 22:00:26+00:00,,
80,2004-07-06 22:00:24+00:00,,
81,2004-07-22 22:00:20+00:00,,
82,2004-07-29 22:06:27+00:00,183.69100447574004,196.68518674239334
83,2004-07-30 21:54:04+00:00,178.88507921792313,192.2773656923032
84,2004-08-15 21:54:25+00:00,154.63206835021606,167.96774148548477
85,2004-08-23 22:00:11+00:00,175.66934267786644,173.5086010901514
86,2004-08-30 22:06:20+00:00,180.47671064245944,199.08024582679002
87,2004-10-10 21:59:56+00:00,,
88,2004-10-17 22:06:14+00:00,,
89,2004-10-18 21:55:59+00:00,180.05345208545933,191.82313266264845
90,2004-11-18 22:06:34+00:00,,
91,2004-11-19 21:56:31+00:00,189.26502585523738,197.58753419861063
