dates,satname,nzd0590-0000,nzd0590-0001,nzd0590-0002,nzd0590-0003,nzd0590-0004
1999-07-16 22:13:59+00:00,L7,210.42,207.35,241.28,275.66,208.59
1999-08-17 22:14:01+00:00,L7,225.96,202.51,242.09,200.36,205.15
1999-12-07 22:14:05+00:00,L7,225.17,202.22,224.09,195.73,200.00
1999-12-30 22:19:45+00:00,L7,211.14,202.05,241.65,184.08,198.14
2000-04-13 22:13:30+00:00,L7,233.49,196.30,227.45,184.30,193.51
2000-04-20 22:19:15+00:00,L7,228.79,231.56,276.06,209.25,213.93
2000-05-15 22:13:18+00:00,L7,384.41,374.72,508.37,436.64,199.23
2000-05-31 22:13:06+00:00,L7,250.65,266.52,278.26,174.54,190.83
2000-06-07 22:19:12+00:00,L7,121.56,147.76,230.61,225.50,289.31
2000-07-25 22:18:09+00:00,L7,218.46,207.05,246.83,201.00,218.22
2000-08-10 22:18:26+00:00,L7,329.90,379.91,490.05,364.78,322.65
2000-09-04 22:11:58+00:00,L7,234.53,198.47,221.47,196.59,214.64
2000-09-27 22:17:48+00:00,L7,217.67,203.98,229.44,199.79,210.70
2000-10-06 22:11:35+00:00,L7,217.43,194.17,204.10,181.40,193.91
2000-11-07 22:11:29+00:00,L7,209.60,192.04,496.59,498.96,195.71
2001-02-11 22:11:36+00:00,L7,227.28,217.09,260.96,283.45,277.67
2001-04-16 22:11:18+00:00,L7,224.21,194.02,227.26,185.55,196.78
2001-04-23 22:17:26+00:00,L7,209.98,207.64,244.11,201.29,201.20
2001-05-25 22:17:11+00:00,L7,407.79,295.55,450.69,430.13,266.14
2001-07-05 22:10:33+00:00,L7,219.67,218.59,265.01,208.06,201.64
2001-09-07 22:09:46+00:00,L7,225.13,224.63,464.23,200.82,205.73
2001-09-23 22:09:38+00:00,L7,225.06,209.37,233.39,189.66,190.12
2001-11-26 22:09:45+00:00,L7,224.38,196.66,238.71,195.54,201.01
2002-03-02 22:10:08+00:00,L7,221.50,206.03,211.97,191.07,193.22
2002-03-25 22:15:47+00:00,L7,237.44,199.32,242.65,188.69,205.49
2002-05-21 22:09:53+00:00,L7,225.04,202.08,245.90,196.05,208.10
2002-05-28 22:15:58+00:00,L7,221.15,204.78,240.93,,
2002-07-31 22:15:35+00:00,L7,299.47,317.49,354.70,269.49,219.16
2002-09-17 22:14:43+00:00,L7,233.38,198.11,215.45,188.26,200.06
