dates,nzd0550-0000,nzd0550-0001,nzd0550-0002,nzd0550-0003,nzd0550-0004,nzd0550-0005,nzd0550-0006,nzd0550-0007,nzd0550-0008,nzd0550-0009,nzd0550-0010,nzd0550-0011,nzd0550-0012,nzd0550-0013,nzd0550-0014,nzd0550-0015,satname
1999-07-16 22:13:35+00:00,274.28,247.39,284.37,286.40,295.18,290.18,289.87,,281.28,274.90,263.38,270.16,273.31,279.57,278.34,308.09,L7
1999-08-08 22:19:52+00:00,274.28,247.39,293.25,296.20,301.96,302.12,302.08,,288.92,287.39,279.42,277.95,276.35,280.22,288.50,307.30,L7
1999-08-24 22:19:53+00:00,274.28,261.06,288.66,287.82,296.00,302.27,286.58,249.08,271.28,269.52,270.18,267.51,266.35,264.70,277.77,293.12,L7
1999-10-04 22:13:49+00:00,277.69,263.17,282.71,281.64,290.42,297.34,285.89,263.71,270.96,267.63,268.03,265.35,263.18,262.79,276.10,289.88,L7
1999-11-05 22:13:40+00:00,285.34,271.65,285.39,284.43,291.59,298.03,289.79,275.77,273.67,270.96,272.19,267.52,264.44,263.35,276.77,290.02,L7
1999-12-07 22:13:41+00:00,292.74,278.23,287.47,287.18,292.59,298.54,291.42,280.16,276.05,272.75,272.25,267.29,264.39,263.36,277.15,289.20,L7
1999-12-30 22:19:45+00:00,294.34,281.26,288.73,288.02,293.04,298.80,291.90,283.03,275.39,272.99,273.27,267.69,264.40,263.77,277.98,290.31,L7
2000-01-15 22:19:46+00:00,295.46,285.15,287.60,285.39,289.84,297.17,290.30,282.32,273.57,271.68,273.08,265.21,260.62,260.52,276.95,285.64,L7
2000-04-20 22:19:15+00:00,296.03,294.42,295.60,294.34,295.39,298.26,297.60,293.81,280.85,279.61,278.30,269.22,264.96,267.86,281.91,290.68,L7
2000-05-31 22:12:42+00:00,290.09,293.75,295.49,293.74,295.84,298.98,297.62,292.29,279.94,278.44,274.34,267.63,263.27,266.41,282.53,287.53,L7
2000-06-07 22:18:48+00:00,281.17,290.16,294.69,296.56,297.82,300.41,299.15,291.94,277.28,277.36,278.68,271.54,268.40,271.17,286.77,290.86,L7
2000-08-10 22:18:02+00:00,283.18,305.91,313.75,306.63,302.92,307.90,304.73,297.84,293.37,290.84,282.30,274.95,277.85,274.71,287.92,293.05,L7
2000-09-04 22:11:34+00:00,283.51,297.04,310.40,305.43,303.30,307.38,305.25,298.36,290.70,288.76,282.98,276.07,277.86,276.82,290.21,294.19,L7
2000-09-20 22:11:14+00:00,283.86,293.83,305.30,302.46,299.79,304.32,303.86,297.50,289.32,286.15,280.33,273.44,274.85,274.92,287.21,291.77,L7
2000-09-27 22:17:24+00:00,284.69,293.30,302.69,300.95,299.10,302.79,302.72,295.21,287.29,283.25,277.99,272.12,273.18,273.89,285.82,291.22,L7
2000-10-29 22:17:19+00:00,284.82,290.80,300.54,298.75,296.51,301.54,301.58,293.38,286.16,281.08,276.21,270.66,272.07,271.67,284.23,289.91,L7
2001-02-11 22:11:12+00:00,293.84,289.78,295.68,296.84,296.51,295.77,298.84,290.07,282.57,275.93,266.95,263.46,261.67,268.89,282.17,289.92,L7
2001-02-27 22:11:06+00:00,302.72,296.63,300.99,302.44,300.85,299.70,300.52,291.48,283.40,276.64,269.08,265.21,264.38,269.67,283.30,291.47,L7
2001-03-22 22:17:09+00:00,314.00,308.63,305.99,307.29,305.03,302.80,300.17,288.83,283.21,275.02,267.94,264.16,262.63,266.21,282.22,291.34,L7
2001-04-16 22:10:54+00:00,315.69,314.44,310.13,310.08,307.38,305.01,302.03,291.06,282.17,274.58,268.07,261.37,259.70,262.41,280.53,288.78,L7
2001-05-02 22:10:51+00:00,310.94,305.77,306.79,308.54,306.78,306.53,303.62,291.06,282.17,274.58,269.01,260.78,258.94,262.18,278.05,285.24,L7
2001-05-25 22:16:47+00:00,309.57,303.38,305.30,307.58,305.42,304.97,301.52,287.06,282.17,274.58,269.01,259.79,255.50,262.58,278.95,283.84,L7
2001-07-05 22:10:09+00:00,304.64,303.38,305.30,307.32,305.48,304.81,300.96,287.06,282.17,274.58,269.01,259.79,255.50,262.58,278.95,283.84,L7
2001-11-26 22:09:21+00:00,290.50,311.41,314.84,305.37,308.15,305.81,302.48,300.98,289.27,293.28,289.41,280.48,272.66,270.54,294.67,308.58,L7
2001-12-19 22:15:37+00:00,290.50,311.41,314.84,305.37,308.15,305.81,302.48,246.86,289.27,293.28,289.41,280.48,272.66,270.54,294.67,308.58,L7
2002-02-14 22:09:41+00:00,305.95,311.41,314.84,304.99,310.45,307.81,307.35,246.86,289.27,293.28,289.41,280.48,272.66,270.54,302.16,308.05,L7
2002-05-21 22:09:29+00:00,291.86,311.41,314.84,304.86,307.25,308.62,305.83,241.23,256.82,293.28,270.44,279.85,269.18,262.21,302.16,300.42,L7
2002-07-31 22:15:11+00:00,278.15,,317.00,310.64,307.11,309.89,306.64,229.98,228.56,,277.79,285.25,275.69,268.03,307.31,301.02,L7
2002-08-25 22:08:48+00:00,277.71,,301.95,305.23,304.04,302.02,297.89,249.69,242.03,261.97,274.15,278.51,271.34,265.58,292.29,294.52,L7
2002-09-17 22:14:43+00:00,281.75,299.96,302.00,303.09,302.33,301.73,296.82,263.49,253.42,273.26,276.64,277.42,271.50,267.62,289.68,294.15,L7
2002-10-03 22:14:41+00:00,285.64,308.33,306.69,304.33,304.07,303.99,298.77,273.63,261.76,279.10,278.21,277.01,272.29,269.22,287.75,293.23,L7
2002-10-28 22:08:34+00:00,286.74,304.86,304.06,302.02,301.70,301.89,296.66,275.04,263.66,276.09,275.68,274.54,269.48,267.85,283.60,290.67,L7
2003-01-07 22:15:16+00:00,294.19,307.76,305.66,303.62,302.57,301.36,296.53,288.33,273.96,277.67,279.85,273.13,269.40,270.33,282.54,291.94,L7
2003-02-24 22:15:37+00:00,302.05,307.47,306.49,300.97,299.32,299.83,295.11,289.49,279.73,275.49,273.04,267.04,263.39,265.41,274.68,285.24,L7
2003-03-21 22:09:27+00:00,309.14,310.94,309.26,305.68,302.69,302.04,297.50,290.21,280.74,277.16,272.43,268.59,265.48,266.17,275.30,287.89,L7
2003-04-13 22:15:43+00:00,308.47,309.50,307.85,305.64,301.86,301.90,297.72,289.76,278.81,276.17,273.35,269.87,265.17,266.09,277.18,290.10,L7
2003-05-15 22:15:40+00:00,308.04,313.36,308.95,308.71,304.86,304.36,300.60,289.96,279.50,278.27,274.46,270.37,266.88,265.28,276.05,291.95,L7
2003-08-03 22:15:22+00:00,299.49,311.82,308.88,308.72,306.03,305.25,302.07,288.35,277.83,279.48,275.89,271.85,269.68,268.08,278.72,294.10,L7
