,dates,per0022-0000,per0022-0001,per0022-0002,per0022-0003,per0022-0004,per0022-0005,per0022-0006,per0022-0007,per0022-0008
0,1985-03-27 15:04:03+00:00,,,211.5492876980529,213.83234745206067,206.99963561185706,201.58593681256787,203.8044912351204,216.52306508952492,215.28969587731586
1,1985-09-03 15:03:06+00:00,190.93934095067652,170.33704661293606,180.91039085342666,190.29423751571892,,,,,
2,1985-10-05 15:02:44+00:00,,,,,,,,,
3,1985-12-08 15:01:45+00:00,191.63066498601222,156.12465308876273,159.74141637113144,172.28219974558561,185.34637288345334,188.3396977808842,192.43152277513187,209.20352808534852,205.45399443362027
4,1986-01-09 15:01:10+00:00,,242.16958026386527,221.18866942830135,217.79015708683147,212.17352828656448,202.74986611774165,205.44217784194888,212.80232104001576,213.24417508617654
5,1986-03-14 14:59:46+00:00,,,246.6585268025009,231.24399343263124,198.94785891205208,177.55777807959242,179.18561514928984,175.11302624019947,179.64846096719523
6,1986-05-17 14:58:17+00:00,226.11976104663617,226.62575581910465,210.7828621718934,199.22058781299572,184.57560392649893,185.91165761642768,180.93429849753693,189.83777561226498,179.91988218688053
7,1986-07-20 14:56:15+00:00,211.42789957911634,210.08621723646993,212.57777083102968,215.48469601146013,220.80272298087385,220.6971517325048,210.97085573728336,211.62346289806067,218.8691679114847
8,1986-08-05 14:55:41+00:00,200.73260665628726,200.1646039776282,218.41288370055528,210.42311858567416,216.46992253617066,215.2736354203608,214.84062362115264,223.97330971778007,230.97617003023038
9,1986-09-06 14:54:29+00:00,206.20975297681784,201.35320032080696,208.95543979973468,214.9806087150287,225.06642232722862,222.62270256316893,212.44952843211234,217.76589056290996,233.10959233676704
10,1986-11-25 14:51:54+00:00,249.88635195020208,222.32700364358533,211.1476751008667,211.1362543196566,207.24669224406074,202.03949580430455,207.56192158029916,213.54679240824325,227.72290894317808
11,1987-04-18 14:56:42+00:00,307.272770486367,275.28218053041667,239.46125303189436,219.10440110308033,210.2808713250248,196.75411355433977,187.31285649078194,194.56317912310638,198.25145655976598
12,1990-01-20 14:56:00+00:00,270.21722872738025,240.84565222473165,228.56533522042014,233.71244775962163,234.694952212352,225.43560899422295,214.95582902390302,217.9806901140558,216.10965684548222
13,1990-02-05 14:55:29+00:00,287.4746229185456,255.415490183876,224.53339586068842,221.99871665127756,226.56308673705234,206.28606314651648,,,
14,1990-02-21 14:54:59+00:00,306.7497524076715,273.2739678897785,263.289334184355,246.7113893043529,245.7650553495446,237.0222254830554,216.83646673054525,225.31519706320165,226.55897371721562
15,1990-04-26 14:53:52+00:00,280.79929966404325,266.07093820980543,272.9118373927296,278.6348313775414,253.21851772421732,244.22088378576103,232.92925799039392,240.51384881609832,230.13013179302934
16,1991-03-28 14:55:13+00:00,305.4702172013109,278.21437127272304,249.4219493485392,255.76022216813323,247.35391712234076,238.13485076483562,227.60174357397582,227.91727378394916,223.9783673624402
17,1991-04-13 14:55:35+00:00,325.35739868695373,298.3992220181744,265.4321112634586,260.0470092559387,252.02620752441328,238.886601251759,236.71295909968313,233.6268801167914,226.97920741300493
18,1991-04-29 14:55:50+00:00,307.6283451761396,286.3585207728895,263.39507818349745,253.7551503547221,244.8929816433553,237.50831655348682,226.25071795664348,225.235226177777,229.6081813556837
19,1991-05-31 14:56:21+00:00,254.6065981578302,244.3370239712807,247.2986593339317,247.2270562459347,229.30402969157376,221.86918807598144,213.58549569489884,214.7337674065713,214.98123101247282
20,1991-06-16 14:56:31+00:00,240.11403594345336,234.6415013181546,240.53584887847026,231.38382922612192,224.52998239186306,214.3108792169478,205.2640493710467,204.2307833290758,208.87388119058073
21,1991-08-19 14:57:14+00:00,219.0399923355168,206.16092678412247,210.78963185633165,212.85287167361642,209.52860963898192,199.1000045054247,183.4560685447203,183.76634905619142,187.90786972284485
22,1991-11-07 14:57:50+00:00,252.1637676030923,244.3038959949816,,,,,,,
23,1991-12-25 14:58:01+00:00,269.666378744113,258.73322275555483,241.60556654891693,240.25371539601477,228.14938086073977,221.78957474181422,213.32547359208942,215.35712929656572,212.50980923763913
24,1993-02-13 14:55:37+00:00,256.7399315233165,225.90326199518591,223.5629933138915,225.33826377989146,212.34277589130073,199.92790107140792,195.00172643311197,,
25,1993-05-20 14:56:10+00:00,265.2297827194714,247.6979725118965,237.800485180537,228.33444520530844,224.98108706394635,214.75139221391555,206.3959372814747,201.38981299099976,209.53938225174264
26,1993-06-05 14:56:13+00:00,234.41360264483922,,,,,,,,
27,1993-06-21 14:56:10+00:00,227.75955979422537,216.75887353429673,221.56731678887314,221.73093406058604,214.2979136508376,202.03074728938242,189.5865192202746,196.43118345894527,202.3132159663947
28,1993-07-07 14:56:04+00:00,215.42071213635361,207.09775197680057,208.49687149580276,215.7193128583779,217.0276093339401,202.112654159123,188.50254942560792,195.59287423523503,203.21440315961976
29,1993-10-27 14:55:47+00:00,210.32893996684874,199.81981626141516,205.62831739880895,219.11236924818326,220.47672849937422,212.6150645003019,205.93329851292958,198.47513370664538,204.43936410936203
30,1993-12-14 14:55:28+00:00,280.36212739481493,226.94464285174155,252.71136869225006,244.6237993674302,225.89218408719455,221.20450905371223,212.2482532969124,224.40123015984815,217.1432028814167
31,1993-12-30 14:55:18+00:00,292.22490970465356,269.72379713983224,233.6070425688295,240.31984155386067,235.3653260379706,226.32608160470883,212.68655399152317,227.45304066836403,224.6224565653145
32,1994-03-04 14:54:27+00:00,280.75699362403094,262.83911337779267,250.34348696509673,242.70032716771073,225.95741516505444,222.77029145636095,210.10236405681553,206.59395870959804,205.75292276764907
33,1994-04-21 14:53:38+00:00,238.75381175111593,232.40371855444644,222.35343154552632,219.88684014799196,215.75629361193,205.22780493597224,191.46709055869593,193.82220537948442,196.5512982790637
34,1994-06-08 14:52:45+00:00,247.98905092319416,230.968502871896,238.3371889220762,239.89800307925177,229.17266873249432,222.5996333309007,210.84570160578463,210.84791356889338,217.7445655271431
35,1994-06-24 14:52:23+00:00,205.5626703788415,199.4487885471916,204.88303537784563,212.58474396716085,221.31554778895236,210.4368721438654,189.47722690841215,192.2874593717671,197.7542551674487
36,1994-07-10 14:51:57+00:00,214.53990459015475,206.52240301471758,210.15163056197366,222.68583563230254,223.7762552349112,211.14161184232967,200.89173995891417,202.4261336366315,203.62160040380124
37,1994-07-26 14:51:30+00:00,207.22472099763843,198.6729959601433,203.94564177449118,210.27430240400133,215.38965568365802,195.84306444738434,192.0656669474355,194.05529672760684,202.2146565786107
38,1994-08-11 14:51:05+00:00,204.94634617613733,192.32191298072865,201.6141269630494,206.59942177837559,208.19254066916312,202.3044764903027,191.11475300414554,189.03437977447192,197.19894870493056
39,1994-10-14 14:49:21+00:00,211.48623867282066,197.4846577874991,203.3279179058759,213.07913010086372,216.67925295299673,213.65336624334253,207.04356809251624,208.4902179890346,211.44947540229646
40,1994-12-01 14:47:44+00:00,227.21011718322023,214.9002977737092,219.29141377819573,221.4863068967528,218.2241459143246,213.99990095423536,203.08151292117373,203.3477399606338,208.92130448129666
41,1994-12-17 14:47:15+00:00,250.9680924634415,233.33095149550257,225.52772128287728,228.0473952129381,230.0407713520257,223.40233017400664,219.51526412790145,219.8072428649266,226.8070099573763
42,1995-08-30 14:36:23+00:00,234.3999289672294,228.4948206076589,227.23906564955317,224.3294039823439,223.74331304083978,221.12110686403366,211.06907968446592,218.13773115895648,228.29806652023382
43,1995-12-04 14:33:55+00:00,236.67734756879364,232.57028916260185,232.0398168177482,233.67935174669503,232.78092039199225,220.84352635555197,213.00352143858532,213.1517271896271,218.66156808608758
44,1996-02-22 14:39:36+00:00,,269.84287465611476,246.05268772260393,239.79697266331098,226.34282203457286,218.27417038300678,202.16770497366323,195.98526468956865,198.82061792961503
45,1996-03-25 14:41:42+00:00,249.56354854530082,254.3472973172872,233.6372336532021,222.88364269540773,215.96934042365314,210.54628476419666,195.38199425583667,199.51576722885926,204.2967370511101
46,1996-04-10 14:42:41+00:00,,283.3874681275888,273.21312066373724,,,,,231.54074702035498,234.03215529633445
