,dates,mex0444-0000,mex0444-0001,mex0444-0002,mex0444-0003,mex0444-0004,mex0444-0005,mex0444-0006,mex0444-0007,mex0444-0008,mex0444-0009,mex0444-0010,mex0444-0011,mex0444-0012,mex0444-0013,mex0444-0014,mex0444-0015,mex0444-0016,mex0444-0017,mex0444-0018,mex0444-0019,mex0444-0020,mex0444-0021,mex0444-0022,mex0444-0023,mex0444-0024,mex0444-0025,mex0444-0026,mex0444-0027,mex0444-0028,mex0444-0029,mex0444-0030,mex0444-0031,mex0444-0032,mex0444-0033,mex0444-0034,mex0444-0035,mex0444-0036,mex0444-0037,mex0444-0038,mex0444-0039,mex0444-0040,mex0444-0041,mex0444-0042,mex0444-0043,mex0444-0044,mex0444-0045,mex0444-0046,mex0444-0047,mex0444-0048,mex0444-0049,mex0444-0050,mex0444-0051,mex0444-0052,mex0444-0053,mex0444-0054,mex0444-0055,mex0444-0056,mex0444-0057,mex0444-0058,mex0444-0059,mex0444-0060,mex0444-0061,mex0444-0062,mex0444-0063,mex0444-0064,mex0444-0065,mex0444-0066,mex0444-0067,mex0444-0068,mex0444-0069,mex0444-0070,mex0444-0071,mex0444-0072
0,1986-03-15 17:13:55+00:00,240.4211666697616,267.18889646415823,265.1208279932797,278.11868597337957,280.68135782606674,286.83694190227357,295.766135240714,304.3071789136682,298.5295715594944,300.4954704769573,298.1851268182922,277.97547462853254,262.2890793926871,251.00286725607882,256.083364704368,260.5904071585338,267.98786168382793,261.59799084370286,255.1186450692231,245.8869475423787,253.23908385542592,248.9958480141312,241.44623414542403,235.49070532300877,233.53299618204673,238.2183442346292,246.55636468178238,248.13432751993838,240.65738416932177,241.19027851296383,233.08712389861532,244.46860841633054,240.56113968543698,253.17198676498236,256.1560083995251,243.41472898729185,237.17866857780353,237.05585229167264,242.75278743194593,245.64685932480958,262.2657304244463,271.56136308915376,277.35197897414724,277.98827179974046,274.79202539407055,270.66522519821405,262.3456785376157,261.7499383785694,255.04431171882064,257.9313077219449,264.8122262682499,268.72000720047964,268.3120001218485,267.5923632176484,265.35063269767716,267.73930532128225,266.511918140205,263.9779585816971,260.56597116051523,254.6736693938657,262.45289297504456,285.9042804107027,284.2265207094624,292.23942570290995,283.64673500447594,294.0925212468188,305.1682367710677,310.9311264507056,318.75454812339575,331.91445644325677,325.2698735599496,315.62794131147365,302.7838650463007
1,1986-04-23 17:19:16+00:00,242.6861221813189,264.6808889794546,275.49058156526365,282.19446205216826,289.80158094672305,298.5945240337716,309.279212317773,322.85793331699057,326.2038553429909,311.6796392943904,295.2077362778201,286.23771529098906,275.9110602612665,265.64136952672317,254.18835188726226,257.7867950187278,272.81944802813325,276.52064577451875,267.0461301573959,269.19739147633624,258.68134502954484,250.51462977654532,245.55914827657588,242.85551959771576,251.73269481169504,251.69518220271277,249.63068239723123,249.7924676212635,247.32650123756358,246.0392812028972,245.96863693393345,249.61430107399073,254.44470189933742,264.89540354690814,264.971986120913,261.8963924307934,257.8811251860176,257.75145185277154,250.02042350054631,262.2899604342793,271.7538149969607,277.9064403719814,283.747821769295,282.9383229948876,276.0579331222378,284.8039888156828,270.78744643709433,274.01505855688924,267.62131409186304,267.2606790934578,267.25238711138985,265.36284119681306,269.00860998364385,273.52899093925265,266.33821050205245,275.2171150785408,270.107413951499,279.3265724714861,262.4927630580076,282.8862040936205,280.8443625994243,288.5977345027149,293.6797066254332,295.83944363541235,299.14415943210395,295.2912208090905,302.4403201198817,315.0971277292132,342.084133374687,347.59932073980985,333.1772020522025,312.685693481199,307.63077059281176
2,1990-04-11 17:08:02+00:00,241.00432153926076,262.5547550773257,270.6044899616356,273.98026187043905,280.1779733638095,295.6400204552082,301.140514189408,305.18371626829367,290.4967036667822,268.67190247915516,263.1433356883209,250.37103814844318,246.36505760455987,243.63485483670314,253.59964881349254,257.6978867370671,267.61319447548294,266.68532580179885,258.5874914409758,255.81061302544032,244.8738203028708,244.43998789714624,238.06798669166062,244.12340171984545,245.74306527172405,252.80188089399707,260.88205917100413,257.879387017049,246.44708902933937,247.4585041806677,246.31069453396154,248.18005514995193,247.44633673411968,249.6548574746123,247.09964133751518,246.4076108473802,248.15485166981478,252.31808053710444,263.35339298372406,268.7365708253979,271.30669093728704,277.19016859802383,278.29638954172833,281.41459659856315,286.39319746405334,285.35160156206763,281.97945116759473,280.84339757568995,279.48772584005775,277.20840907510325,276.70880827576264,271.5896710730934,279.08049435071695,273.4955961470258,280.956163821609,278.50935141064986,287.3293059766288,286.1061004366203,285.7656920527362,278.0147260917243,283.0227564175105,280.03119613250993,286.85252204377707,292.7597181537811,288.82447674867655,273.9251545994102,278.52956314041865,293.37280904392395,326.7595174214931,343.90197873816976,338.9789387292878,326.9131822752305,316.1947135666761
3,1990-04-18 17:14:16+00:00,240.91444896638782,263.42022986791534,271.3774258558081,277.69898743408646,285.66180499152523,295.41236754964746,300.62458015675156,302.0483190146675,291.6358685693499,268.51657631578837,262.37295156532895,255.24671159286092,252.48368669028721,249.4338748218535,253.2056345861387,262.12856001922455,268.1095737313688,263.2540320942382,259.10820804233185,249.1038869740291,250.9084572526019,230.9413409815959,244.20507149144507,245.27853664106433,253.8208631461193,255.80377062617308,258.9631044916147,255.8208544819798,249.86133633069986,244.52337372144135,243.64323630658083,244.41068784891397,248.3572004181136,247.26507672963655,245.44446707673526,250.37141372987,250.03281189920682,259.98717551300854,272.47861801821904,278.7684970214939,281.0014836880409,281.031621885353,282.39472650151015,286.49414476704226,285.5050138194811,289.42306767589355,285.88840039181713,285.12557512697526,282.30283913357846,284.4353432203142,279.69671570378694,281.79861027732994,278.8740458972348,280.940956956208,284.8332357554442,285.1410217654315,288.7375056992495,285.8006173439531,289.13496137319584,281.1501647325417,283.03021162991416,278.59092351955206,283.14044597658193,290.59422885331236,288.33945607408435,276.18468837809843,285.81142933967527,299.5033030194374,334.07067143013705,350.3679730252661,341.14161427645433,327.55195499514303,313.0241532530324
4,1990-04-27 17:08:01+00:00,246.82583471835832,260.42232405763673,269.8867957040687,271.94372193242765,283.93494895766526,288.5435336339193,297.99784348675917,300.3353080720894,295.8359817214076,272.55589002382004,263.65818246267577,256.2782940753763,248.9182668769469,245.70533265509155,249.40265528403197,258.1049864937876,261.84329693931846,261.8958415724969,258.310906919379,255.96846269416977,247.70263600515935,249.3563078790473,244.482323050779,246.70262798587763,251.28678887506985,260.3124729714336,257.3917544024952,253.6275069796777,246.2038781117567,244.41369075586994,241.10187330741448,250.08110526692352,252.33863728251575,254.1830489490388,253.67306402121696,251.20431398451566,255.04664385725962,259.8352209948275,266.13282400703287,269.366532651657,271.0701666349134,273.7035742161574,277.3399746518907,276.4953463494508,283.0053220182014,278.71644298340226,277.70423675734213,287.14254658169546,284.03162162274526,279.5610541147673,279.4325067049355,274.00298690394067,279.9507950676128,278.6384966957525,281.19805830899986,282.90972352503644,281.5887056264302,280.1664707638571,281.2138397144856,276.7128873286185,277.55685549841706,276.9616830645841,288.76172838677667,292.4705165918978,293.24875887556135,277.1745255971392,279.1448813525013,289.9869432424577,325.5992518962559,342.022270457452,331.5949240427419,318.6758013582587,303.83053850513863
5,1990-05-04 17:14:10+00:00,242.99269247846794,258.2488636157899,261.09295930954937,272.8587842716651,284.5508271252244,291.6390164298444,298.33012622419864,299.9037979118521,293.10487432876215,268.5295220996416,264.6921893109869,254.07152314748407,249.38157666587486,249.86873342973416,257.6482507300193,259.67171073566516,268.7337664423762,260.96344995515494,257.7635875703863,250.8726891533812,247.58428655824213,242.57919255527088,242.8280921832388,247.86912359297912,247.41760619773797,255.39975220114812,258.6299404447432,256.9656267587398,252.5866788087349,245.94555675817784,249.4026953200221,245.81992509005437,249.88846798262145,247.1911549856846,250.8217595691654,251.28478287441484,257.4822701213184,261.10513563416004,269.7814174012295,272.2229592837668,276.1668490524527,287.24403917494806,284.8853536236807,289.78602530124044,289.0582702333233,293.7318481030324,291.2512530440622,288.54860418508605,285.703557737148,285.5676143203322,279.67391529646864,285.0098582370585,278.8435640341552,283.9402425220405,278.9224201085712,282.9354394893249,290.37475619675376,288.72088046242646,291.98175985619014,285.8562038741175,284.9501199993765,284.1268789905527,286.13554954685446,294.0872767573044,292.76142731033985,279.139693944058,281.36730918191853,301.52427179708974,323.91891509166584,340.54187984869094,342.31250117222163,326.5002410360169,315.7060777716388
6,1990-05-13 17:08:07+00:00,245.75984607911766,260.6355364432779,274.81173641268816,283.1600840609738,292.1055618002196,299.77435697976375,304.1813784908248,306.76033435988796,296.71471291117126,278.7581338775868,267.73228415686026,261.07040942166043,260.05510792057726,255.03381628254996,261.2290557902601,263.9199254131843,274.62213546339314,268.04151481089804,263.97935228459914,256.60348347471705,249.13511467319498,248.13085775644697,247.69954790153187,254.21697444141452,261.538989336618,258.0661219942302,263.9032167067036,264.59882796392907,256.47846993840176,253.59717987057758,249.8612567282337,251.70874146094073,249.39351189087662,252.39714947736064,250.58695658505818,258.2027252444551,258.4315276203568,266.71027795643784,280.59016277061767,288.3105597427136,287.7109517072245,288.50673352186817,287.8776027800537,292.35966564596356,290.03187358549974,296.88554291087974,290.0292019733157,294.5375050487551,286.6475590086031,289.9769417833408,283.7696228466978,286.3877684645848,282.89027089201994,291.4652768333341,288.79177650009234,294.112283383976,289.8396594264562,294.79891663133276,289.10048854621755,290.5439380689966,286.76599307405604,288.54479558639116,284.0180302510743,297.80086234255094,297.51509168782485,289.2011574781815,292.1719004593136,308.3275068220799,328.6737455855201,353.17693957407613,344.42769439686333,330.301403821444,321.28898109725367
7,1992-08-29 17:16:22+00:00,236.8502749016257,250.03182547594668,244.6742783424702,258.59292860402456,268.15581072304093,270.067756127794,265.5874777533294,267.1653850474833,262.56896831974854,247.4920701813028,234.83282462280272,228.16426736818872,222.51729593260902,227.7154848673892,222.6690003321017,222.87308144596108,229.59103108828702,229.94036649519694,229.11928948025047,228.41637647799715,219.40314244597687,216.76154670742955,219.02665128138045,220.97620539413276,220.6321700395019,231.14985033970672,234.11966257235923,237.97664749446744,237.0947110041981,228.84955926909475,219.74595664632506,216.9977305510464,217.03622284315787,215.35099904481726,217.36287634466865,224.76654273073677,221.46895845002282,226.50092213717707,228.82693631702034,230.37519772444324,242.88333749950635,244.4116940851858,246.20013645498273,252.20982899198873,251.81252098212536,254.52832441944264,251.8434603507181,248.78119191131617,251.43774385553309,258.45761905666603,253.24786902243264,251.61580601581082,258.51162302489047,253.38154255510705,249.40777190495118,254.34491271157387,261.47286853551634,262.00839002278667,261.6569043956347,262.9441436908715,263.7771651457555,260.45856576980964,257.8509352849596,274.65699970466017,275.9165947724033,269.91393693550714,265.8670118649641,268.1433230832993,278.3433260138953,297.86422220966597,300.1480153899447,286.5383389090915,279.9571070369291
8,1992-09-07 17:10:04+00:00,227.8880628546094,242.30008381452214,234.48249240220568,248.7928409724994,251.3422937006676,260.6929866947487,259.2229021152281,261.49197715594903,255.09843623346245,241.22176562291975,234.2716867306595,224.59753890157518,225.4096601021269,222.09788628221798,224.65424457234704,224.24863244233032,234.01197907876957,228.92004985912803,226.9349965356155,220.1305456597387,213.65163867406295,211.04185817399923,210.89169671363638,210.59353885278477,216.17442763292377,220.01882068149936,232.55700579139167,230.94555848457767,222.415609998187,210.59511043062705,209.18356000805673,211.23345616853402,209.10535335707473,209.34093728764518,207.89062294303227,216.2879215269378,217.241843994582,218.93147568428287,223.56723902163537,231.8112604384251,231.9463972632421,235.35821813504623,231.88061556824826,238.17150816982456,240.8578122885129,246.24635998396172,240.80740961859044,233.96057039803233,234.41566719506642,240.5877000226685,242.88216029794492,243.96426663205924,242.7402512922852,243.09584511863636,249.06592652785656,257.5386570578976,256.8649335245825,256.5361219771076,257.2624252438645,260.51886948602373,255.71492536128383,256.08493300651384,254.06700912185983,267.36693863887587,264.26997713637974,257.55590737455447,250.40219334971502,260.9421828878631,277.1043070297014,297.0656858987696,292.250205820857,287.01080043726176,276.682223682076
9,1993-01-13 17:09:28+00:00,244.40400823220358,259.02132743573543,259.73011276136094,259.69669579301313,263.35778165173133,269.38716220599264,274.68603599894766,276.66751807453556,266.8764954813432,255.42748633087325,246.79433820478846,240.73330290417243,234.05332202065284,234.2862928527885,236.96820062445494,247.56010523611826,256.29777227904555,259.43458733502666,251.8996091663794,239.86760918261004,234.78338838018743,234.428602838053,231.15395527403075,238.1908272242021,234.3929029216282,236.09115923525863,243.94833750001723,240.35468495156633,239.8342988976292,233.88035694290818,233.17428668621912,228.96055443722213,236.20420435384816,234.21719405758762,235.88215947340038,236.96473199385383,241.56244559382705,240.9116335543442,248.8133764059369,252.16260809636867,259.0392741983122,260.1763668898014,263.77627644501655,262.2221107901635,263.1025343394688,262.2670261668289,260.8451177252533,259.2099561155776,260.8715253810646,259.29841194339787,272.39161279484364,267.0037248243725,268.573013223736,269.2553933854084,266.158094425798,268.7816189926333,272.575863191842,279.5131980832583,278.6742808967226,278.32575704802207,279.06964717549266,275.5245434578669,272.9407517254866,276.8360843569844,281.1745876898034,285.030835932523,285.05687553331643,286.77923152092296,301.7218074265668,322.6823048768643,317.51917952429284,312.4634384922321,301.36467469726665
