,dates,nzd0333-0000,nzd0333-0001,nzd0333-0002,nzd0333-0003,nzd0333-0004,nzd0333-0005,nzd0333-0006,nzd0333-0007,nzd0333-0008,nzd0333-0009,nzd0333-0010,nzd0333-0011,nzd0333-0012,nzd0333-0013,nzd0333-0014,nzd0333-0015,nzd0333-0016,nzd0333-0017,nzd0333-0018,nzd0333-0019,nzd0333-0020,nzd0333-0021,nzd0333-0022,nzd0333-0023,nzd0333-0024,nzd0333-0025,nzd0333-0026,nzd0333-0027
0,1999-08-26 22:05:56+00:00,227.38258614274326,207.9923560972111,,,217.73412927117406,220.93945301280826,224.71277765921388,195.70513765851408,204.07188278580026,222.85675463773,,230.5158382241259,215.99146829448773,212.85362204218478,230.33493307211782,241.59734209105744,240.66339069150536,258.6568642382177,246.5892937513207,234.83429797419427,,,230.61766717888332,,,,241.2623395252232,
1,1999-10-13 22:06:00+00:00,220.088508493114,211.59687421140598,200.2315086103519,202.9371012257214,204.32252519218986,205.04442591916023,205.2223423847035,,,205.16682037402634,,208.40725342325942,212.25968793302525,219.22518092039934,212.56006983882097,226.52014814106042,233.88581675763453,228.60786996495884,230.20767808773812,,233.62622398054108,,,222.6245211941133,222.29449185820474,222.0269427358632,,
2,1999-11-21 22:12:00+00:00,252.15250292330927,,222.77028863923223,229.7251932070201,224.4643415855637,218.66111302789074,235.1565929940862,,,243.82395949438254,,,242.10462793571156,241.0909848188751,230.86525520422174,246.49786617729814,260.48122528285603,260.6840379636089,251.9791121520406,,257.6599974151947,,265.567957509105,,266.51516502643506,,,268.74210188652484
3,2000-02-18 22:05:41+00:00,,228.08720258082928,221.27429785987468,234.93417277625946,226.71209348824775,231.60631439253416,237.17892107304132,,229.78191257268622,233.91626245098163,,238.81390053998314,240.7312036943747,247.96525361561572,230.81631582303038,259.5880451283326,266.21347996868656,,256.37735765071153,,260.8485977296608,,,,,264.7266723536771,275.6768302427581,
4,2000-03-21 22:05:37+00:00,,189.94923941766896,,193.31400188193473,212.86502165545366,204.54686244058075,215.1183165424217,209.55655216616015,218.44050612700576,219.50473131562498,,229.75129021640367,228.48601635680845,220.9589371281371,,230.23444518579024,232.9078738292003,236.32991126940487,234.3476506688837,233.1345981247422,235.4755963499979,225.95030888452192,242.47328760542894,239.28347683088268,243.04587972716237,246.61600225275544,255.61890930600333,251.63883918407817
5,2000-04-13 22:11:30+00:00,213.02297148565106,206.41403294167165,,195.0851942402644,227.5771355481438,226.4136335580406,220.22133797937968,209.462467173285,213.24940809982502,211.8234491287632,,215.3787375983698,221.45306484184104,235.90535445249282,226.84206258425388,220.445605091511,213.9016252218395,230.59432718382425,246.41691248755612,,,,,,,241.30706468520498,261.4302190975164,236.747358035351
6,2000-05-24 22:04:58+00:00,,,,,191.6753205130447,210.5585076109965,209.87637694985222,222.53374875074513,236.60907249461437,231.99143503779482,,228.4990161342659,238.74566495991527,246.03916119858627,228.33384766439758,234.24903640148418,238.90289367788287,237.07587680770266,240.9177692331091,,,,232.94113491314474,,,221.53831491028134,224.14217096607916,237.64189361025055
7,2000-07-11 22:04:53+00:00,,,,,,,,214.64777599002167,220.2120700624548,,,229.11797490606259,228.17611883151017,,210.30388446885436,234.20804347042943,238.53991176631664,253.3856423183438,242.98049914338694,,251.43506923449831,,,,238.30501500147244,245.35517097835637,240.1080951272133,
8,2000-08-12 22:04:29+00:00,,,,,,,,,,,,,196.7723892774218,,,,,,,202.55862910016867,,198.1005670021512,,207.01391539067328,194.9351371774348,,,
9,2000-08-19 22:10:13+00:00,225.18708184485627,209.77868252662665,,,208.57163211424253,200.75471209731927,195.34019988272243,200.3844949347187,243.09051509828345,243.374365645104,,204.03732377723674,211.19713689436432,220.60645927650828,223.08474886987645,232.42465293244956,241.0455601272802,244.6432276769569,,,240.47320562309935,,242.1964756714344,,,238.50971951625073,229.93118262906088,
10,2000-09-13 22:04:02+00:00,,,,,,,,,,,,,,,,,,,,206.41572891105042,,207.89608927052325,,199.69079501651262,183.41232111274977,,,
11,2000-09-20 22:09:39+00:00,222.29075580716415,215.35354144402214,204.3991201653489,196.90733595903288,197.20515106833847,208.90862428493318,,223.32456483112858,221.45634384003256,213.22455503195079,212.4415984189086,222.63913466196192,230.33708740210258,235.14000674685556,225.20023538555378,242.68495820021997,244.88605128742336,248.34175464968317,245.74868448949593,,254.25626209365865,256.9922889088817,238.0268146957303,,,,191.01975117028965,204.57431030927555
12,2000-10-15 22:03:32+00:00,,,,,,204.1228738144016,205.14597796398323,,,214.90864674850405,,,,,205.7516387207106,219.4609719967214,223.0115076680034,229.6533947810737,,208.67773295721875,,,,201.4170168064437,203.67458417581503,,204.54672930372368,
13,2000-11-07 22:09:29+00:00,,,196.13727220892147,189.3722823543142,208.41963208717578,223.01736858578124,,,,241.02981542929857,235.48382792415052,240.6952424359711,236.69021177598782,234.00535321306327,229.78055968395864,240.25734785090705,244.03186607575267,232.00590881803475,,230.86373238381012,,240.32468123989145,,,,,210.6546878934018,
14,2000-11-23 22:09:30+00:00,242.01102416578308,229.20382896527082,211.88430203342355,215.1778525194897,206.20449859854565,221.41925307486053,232.3884117202066,228.7223407600172,,238.03845413068206,,250.63303628531048,233.12233645486504,227.59509846273176,225.20502370280025,235.49831803828175,241.6695151339898,251.7902210794894,,245.01662313899618,,224.872131334258,,,230.77677950387067,,233.91805703062275,
15,2000-12-18 22:03:25+00:00,,,,,241.73644322790568,,248.0421728499307,,236.52150500994833,,,,,246.53897086183986,,,245.65822044675969,,251.68133034462136,252.40838548165624,252.60177862707496,,255.9977683840141,241.89246007193495,252.53926405750298,243.11491110340611,237.79862815942823,257.3117078886238
16,2001-01-03 22:03:48+00:00,260.63586028107443,,,,241.09005192266778,,248.91540687918555,,248.67126311014343,,,,,,,,,,,,253.81465136646318,,272.8278821868739,267.5572897664209,271.8110157761789,270.579000157327,,
17,2001-01-10 22:09:39+00:00,,253.62644347705813,249.76081943246223,255.4361583684036,242.2818852554172,247.7553151756668,257.35066056490695,,,253.643951641914,257.36994464914005,280.77371200341275,271.86747933059024,275.90304691250816,266.74928120177833,243.73737186015063,256.0770795314314,256.6941504418319,264.5461265836411,,,259.0812155443519,271.9534699303224,,,,,
18,2001-01-19 22:03:31+00:00,250.40610583149987,,236.00743081343992,238.66669462201108,234.63262402280694,230.95580967299637,236.3744721660482,,243.34764456903198,,230.34634599139036,253.85171301980145,271.0218056564606,266.67911060478434,255.80572805328498,237.0277032853194,242.76747932979706,244.82782905544448,250.378308928995,,,237.27973001827604,239.83485054216524,,,,257.4554432482735,248.32682416971795
19,2001-02-20 22:03:24+00:00,248.89895330102533,229.1045035263373,225.3601560329364,229.1450756327031,235.18298963106207,243.899546420663,,245.9705810433101,254.2815606575262,270.4193258074392,250.04444548020751,259.51898941926163,249.48874162646598,248.05341044832994,254.97454062134165,254.9798948273374,,256.4845259812035,247.0730043397281,,256.77179460094715,,278.16775974246235,,,,288.19267841480143,289.97189969171944
20,2001-03-15 22:09:27+00:00,205.0724403318464,206.32638800601114,200.735840321171,205.02044715961443,221.7987182138209,223.11926884959502,218.18717136438775,,237.82375381230506,240.55348028595935,238.47689455976877,245.60416855845693,252.96919168554604,241.24472524547642,225.33517701803407,242.46293168787625,,256.6063550149194,247.1661282250991,253.8778075163704,253.86659443777233,,258.6194020577036,261.2383117136845,262.13544070525666,,256.97452298994716,246.80882773820957
21,2001-03-31 22:09:19+00:00,241.8905528649938,232.9143992350857,,219.35024828551076,232.89551386393583,242.87839195994889,247.03670145214525,245.62530246506958,257.76585136669377,243.15287814361224,245.81305673200595,266.17136168640207,274.2460953743094,255.84263584535157,225.71988749395425,243.4545882966148,,262.66078922876824,267.1069891264221,,259.5317677748065,,,,,301.2307365039254,279.97428982582875,
22,2001-04-16 22:09:18+00:00,,,,,,194.28906872681063,200.38817213678522,203.76114326796008,210.47644761089825,209.1037718288427,200.4157078134343,230.8835264846205,231.42973690900197,224.14605360879116,212.84430087279023,210.6184509063914,214.32140214773142,224.3092150821999,232.93338993717154,,222.70740844990667,243.38176618314293,257.0747021495151,249.57221523503114,252.37176355281582,243.3386716660012,230.21638903381006,216.79822192680396
23,2001-05-02 22:09:15+00:00,,,,,,198.39113947472075,202.73458848961292,220.22232485253252,236.35085944052983,242.53699271982845,238.37217758948054,232.82555682030372,223.703131707654,229.53738389294227,224.67417203152868,243.11710033664343,240.22447372529328,237.97479058335972,246.5963679997422,241.47382096054093,244.9257783662035,242.9216789888219,251.06651163238428,274.12947212882756,264.67514923245534,262.93543530948074,261.2432670735576,247.3489506743635
