,dates,aus0343-0000,aus0343-0001,aus0343-0002,aus0343-0003,aus0343-0004,aus0343-0005,aus0343-0006,aus0343-0007,aus0343-0008,aus0343-0009,aus0343-0010,aus0343-0011,aus0343-0012,aus0343-0013,aus0343-0014,aus0343-0015,aus0343-0016,aus0343-0017,aus0343-0018,aus0343-0019,aus0343-0020,aus0343-0021,aus0343-0022,aus0343-0023,aus0343-0024
0,1987-05-22 23:08:56+00:00,196.0549436061573,188.17304805641282,186.24414515083143,189.1384910765972,181.61349083101703,174.16033657119766,165.0885329484895,157.14945853118695,160.20705668767977,167.6310598731896,180.81524163265843,186.23155902785282,191.0049116299291,211.26265806825745,203.99284071105782,216.98107718485775,215.626433598835,207.79256677638242,214.55670197013947,224.3271219567612,217.16381645807758,208.43131004466727,,,210.16830741792342
1,1987-08-17 23:17:12+00:00,195.52561552977627,188.71864309009592,188.54903928240856,190.74099526471093,177.18202703612832,176.3156950244818,165.4846497032986,164.08787137354807,162.441520890811,167.83849907428691,182.81461351243993,182.3315084416057,188.3319118720834,193.83117566174684,195.8133315658773,208.4821569051258,211.23857760521219,199.36949651366922,204.5564134610531,218.1163158928063,210.54562502049927,210.29577339000775,204.11290320563842,215.09874587472405,208.30628438842604
2,1987-09-18 23:18:02+00:00,206.89835556880146,188.48854690972684,189.46619957119228,189.4803296144881,179.68330029105525,176.0306830693909,167.64684917370286,161.78244592884118,160.16440077028247,165.93180712175692,178.24970336334795,181.8239680728882,185.24871584416556,196.48062699115124,196.34193095220905,210.64064946887405,211.6085839207766,201.27482340190198,210.895473556235,214.3420235681583,218.33137883680845,214.40274658176625,211.73106133903752,219.95192830376482,213.34687122854052
3,1987-09-27 23:12:03+00:00,217.75797457783335,191.17096924102808,188.0500094853387,191.3999488944326,179.46769463573153,170.96755491848936,167.9137816466029,171.13645925340882,168.2276954615375,170.09732274343224,185.17406177894688,184.30366747951493,184.6785785967725,187.20530733075438,193.46175211666414,212.9503086223767,211.77738806555254,199.75197422197158,207.7404977137093,214.87938930130701,214.33515325228487,203.77476676260417,198.27274245696827,212.11284338025732,211.42565833293693
4,1987-10-13 23:12:21+00:00,208.3244722513406,191.22182661377565,191.69030399563027,202.44151054291427,188.08181592150203,182.26671190347565,176.4625453196791,172.18106662231628,170.22840817522598,177.17236979428506,191.00681912274584,187.8021636569976,194.61519987215206,190.19898895733004,199.47575938892848,203.60626797174842,208.09143692364094,199.1522639036803,205.21828326403696,212.46261858520563,213.74898127815712,209.6269895083877,211.584176964017,220.13730910307743,217.1142722984976
5,1987-10-29 23:12:37+00:00,,182.63130302342154,179.87241144589015,189.75527988790722,177.53241941684814,165.6808937200486,158.33288636670912,153.1367834343336,153.03952651029866,164.780283771088,176.9533344650019,180.39609593807225,179.12951487457266,187.597428956588,192.36305733806725,205.52965441355008,208.08860556423866,203.38222464869807,200.79440704968218,213.02768964136192,211.26826890704248,208.3301111481936,214.2801993535776,216.52082418891203,218.01588372775657
6,1987-11-14 23:12:59+00:00,,189.1799459657555,184.9613703115778,193.11947717716842,179.82443195093856,165.69589493055938,163.39174922627345,156.0976077154844,155.88357478637374,164.42116158144748,177.16855446575386,180.57956433073932,184.71330166025635,189.7677268611538,195.29129752506458,210.7774179496514,209.01637762414435,203.37274283062717,205.35646049949565,215.28595778012553,213.66396736995904,210.5294263402921,206.52783045530884,218.08659311446385,213.15441848523545
7,1987-11-21 23:19:17+00:00,,,,,,181.8047426183765,170.37440299516481,164.85540070587166,152.73054570736903,158.79255414092836,173.4675545691029,176.97679029061626,179.3429725163184,190.15859056101942,190.97619266845982,209.71950788837358,207.2959298026482,202.0364691682244,209.22505327006323,216.96553324841605,207.25199469360024,199.83305294740413,201.76850741539144,202.91979039804582,206.31000576286075
8,1988-01-24 23:20:20+00:00,190.56509602519955,174.09434271956695,175.09600155670464,177.02015773714888,165.20587517740537,157.0114039585815,145.98155552616436,144.65000144363304,143.17569111790448,148.977889802716,161.5248253163972,164.36585383808543,166.212381327438,174.65939986871226,181.37037074457402,198.03891817733577,202.5607891301197,195.7585386449912,195.1800280556339,213.60745982831872,207.2028475887293,194.13110363347272,196.56835633207302,199.33193761722885,208.03871182674123
9,1988-02-18 23:14:35+00:00,220.8778492346932,183.65628165664273,179.1983834986079,180.60959666400302,172.97496486589787,164.90777868681855,153.65192595280038,152.07131404516088,149.94676436036843,156.49561708395277,173.9283423599336,175.67116327701214,184.6109183849159,182.50961745665174,198.89800254855666,207.30546188280522,209.86275147742413,199.9057461964987,212.66016223173835,219.00145325460716,210.28694969726627,198.57303371785795,197.46231448995556,195.02139137409108,206.41711911552392
