,dates,jap0082-0000,jap0082-0001,jap0082-0002,jap0082-0003,jap0082-0004,jap0082-0005,jap0082-0006,jap0082-0007,jap0082-0008,jap0082-0009,jap0082-0010,jap0082-0011,jap0082-0012,jap0082-0013,jap0082-0014,jap0082-0015,jap0082-0016,jap0082-0017,jap0082-0018,jap0082-0019,jap0082-0020
0,1984-10-12 00:38:08+00:00,160.78978281730804,153.62266486813778,163.9660770371648,161.69516693383153,162.36442072882627,159.89938889799092,166.07103366866932,158.6980416395823,146.85069315060107,143.46808754126403,137.16538181574126,131.6174562710441,130.64197650836016,132.04237408470567,143.2450073648904,141.88138493667205,141.2258362342379,143.87295575855268,143.5920606246081,131.9300227014599,130.59253380333982
1,1984-12-22 00:44:23+00:00,,,,,,,,,,,,,,,,,,,,,
2,1985-05-24 00:38:10+00:00,149.49570642003764,143.80509188263258,148.44029045260856,149.39968764447036,153.18837348467756,161.08402160429753,166.30167243165374,158.03751811688198,152.0722903962727,147.3703337699061,137.8289403080142,130.49277686316464,133.1524803019845,138.91529547793422,143.02211216913176,139.2674919965304,137.3532685040367,138.02774728378387,114.35919181582756,114.0977590298386,114.35756318035277
3,1985-05-31 00:44:21+00:00,,,,,,,,,,150.52885010229616,135.1314844571075,124.35327150823085,123.44268799118113,135.4249172164648,138.55100239377347,135.38193125037583,132.75704476491975,133.12792528214493,,93.82913975926238,97.20371128697965
4,1985-06-16 00:44:19+00:00,150.6334940076157,146.1611408429465,149.58606078326002,149.7472199887962,149.89571528152706,158.2299918509907,166.47206851077013,157.76990131370755,150.0168982973841,149.87996662354777,139.3808360188422,129.2936521737106,129.41229315379445,134.76066649303598,142.07184827889256,138.77197425828953,137.33815763395242,134.2660021477139,114.70657775926767,122.73265805380102,115.54147828575806
5,1985-08-03 00:44:00+00:00,143.80731662531966,137.38956598390237,138.65829885088812,135.85616698173146,140.34377801457663,143.71249894973843,147.91252469547416,143.56797051388625,136.6169155131787,133.05885259911884,126.85788279571234,116.42355076584666,113.73351879454631,113.76435486441312,128.4087375771907,120.49910514756529,119.22153051765068,120.30192089316603,,,
6,1985-09-13 00:37:21+00:00,158.97466116331114,149.59073144449061,153.52696516237927,151.80501406142116,158.512407928716,159.54210936837043,167.0723088422748,155.9114919908635,147.6814344725059,144.59217925161397,138.45486481293273,129.47370337586017,136.36348680704316,137.44276283006042,146.79108333915084,141.55616781277493,145.9729838490794,146.5030361343108,135.90334246739118,127.3508819621716,125.43010203945722
7,1985-10-15 00:37:01+00:00,154.32746607029384,152.83144600469814,158.6311885991185,157.82366779810934,166.49709243591906,162.17170331843892,166.9075831166712,155.62418280288767,147.1681887299536,152.16880578668983,148.14417278767226,143.26243852033588,137.97656888882233,143.1190845455846,150.30824638704064,146.89886550660634,152.31698439054767,159.52380080546416,112.2068814694531,135.28254083256556,138.6564072411076
8,1986-03-15 00:40:19+00:00,149.57838461160512,146.0818956819382,149.7785857604005,149.0040182383789,158.00180014308202,166.8713022143625,172.91149975897306,,,164.52453090986828,151.13461369254432,136.51171082009498,134.30531818366836,,,,,,103.74802043296825,118.86236719162582,116.04803344662916
9,1986-06-28 00:31:23+00:00,152.31807417399904,144.516371505081,153.22184145900817,147.93895021134475,155.293744838984,157.55198551347468,161.5549919313549,160.33347478993272,158.20624007510818,154.38309264608145,145.77365291388722,134.81154096740215,133.2196157319424,136.97067361297414,141.44739580153603,137.92430092035943,134.44499695911145,135.7080115595077,,117.2623930012011,121.72789376864726
10,1986-07-30 00:30:17+00:00,159.9796954167304,153.43951054987355,161.24515580149233,152.22483971732578,153.22567806037574,153.55401017581892,156.08625079041056,156.09824563637264,146.93306648008536,146.31775215817217,139.03723798416428,132.24277399990723,133.7170989702094,138.22263011988701,145.60594057859703,143.67538721088874,145.78069254667537,147.98466898624534,126.38986796077099,127.37742331495181,136.74982957017818
11,1986-09-16 00:28:35+00:00,161.71102937915325,149.8656746085655,155.3043677933283,140.32566570684122,147.73734620994176,142.86457341546821,147.0484019643996,141.79145918029232,136.4521515013302,137.8345267856578,140.72168857842385,135.76127904694476,139.72455497756903,145.43444578081585,153.99113410287958,152.1696891527177,151.79013182402542,155.96176039780434,142.0026504910618,144.87432210465838,147.91598276014048
12,1986-09-23 00:34:32+00:00,155.09298457413277,145.1476647237409,146.76240417550972,136.0390188377482,141.86633680729494,140.7863437017803,142.64350112476117,139.0648366319799,132.586668350001,133.64114112011524,132.3939661634942,130.88477256379016,127.10509425954449,126.29461170641432,128.07774933159115,133.21078978854098,130.54982102800025,132.18445173891197,121.25985078195626,124.27570451077496,124.48992760848645
13,1986-10-09 00:34:02+00:00,116.7650985294224,,,,,119.69562632960958,131.8385336387528,130.34665318663286,117.81546711971075,113.77826772043993,122.84079844452428,118.40076302126384,113.56485327715318,107.42899443343403,114.08102726991588,105.03969021528313,,,,,
14,1986-10-18 00:27:33+00:00,161.5287236072349,158.03940730481517,162.86304907736434,151.4316189468005,155.56663024056752,147.03961095063838,152.13479992477053,146.7744613516007,146.36641578593844,145.646323468475,139.0602891507415,140.18313185582343,141.06420467081708,151.08636083724275,157.94544648346528,150.2113905258967,147.59851180913438,143.0084938889723,139.9009740423362,138.0635615845797,139.20629641861433
15,1986-12-28 00:33:25+00:00,166.93498383490663,137.72470044052193,148.3570816833144,155.9591805750094,151.7486388632223,156.68170494032006,180.75958643988398,180.05889170045964,,173.7900790995554,163.7725358851284,154.59149440954724,149.52780473651373,,,129.65491599414943,,,143.6045434204634,135.1787501567593,120.56453156321932
16,1987-03-02 00:35:36+00:00,149.0858718484997,144.05077534665722,149.87364073831668,149.59689782542642,163.50031884664088,174.25160159516957,184.18847705065198,176.02545032669752,170.3660331632534,168.20332283190734,157.18968602840891,146.59961621461633,143.692825282118,,,,,115.97186582816182,128.1199714202869,116.01602947753958,115.39173687313439
17,1987-05-14 00:31:50+00:00,156.91142111386185,150.45958121888532,157.0702095919692,172.50689430477678,173.09703856383692,174.36630186126195,179.75653673186397,174.0188378331899,166.69468388289994,163.01820785402646,149.7203047944965,140.07510857050087,134.99659041369765,136.70817769332697,137.5445374592281,131.81967663331147,129.69922208071205,126.93469225513257,131.91575939591277,123.50235686845332,110.13684621256783
