dates,nzd0442-0000,nzd0442-0001,nzd0442-0002,nzd0442-0003,nzd0442-0004,nzd0442-0005,nzd0442-0006,nzd0442-0007,nzd0442-0008,nzd0442-0009,nzd0442-0010,nzd0442-0011,nzd0442-0012,nzd0442-0013,nzd0442-0014,nzd0442-0015,nzd0442-0016,nzd0442-0017,nzd0442-0018,nzd0442-0019,nzd0442-0020,nzd0442-0021,nzd0442-0022,nzd0442-0023,nzd0442-0024,nzd0442-0025,nzd0442-0026,nzd0442-0027,nzd0442-0028,nzd0442-0029,nzd0442-0030,nzd0442-0031,nzd0442-0032,nzd0442-0033,nzd0442-0034,nzd0442-0035,nzd0442-0036,nzd0442-0037,nzd0442-0038,nzd0442-0039,nzd0442-0040,nzd0442-0041,nzd0442-0042,nzd0442-0043,nzd0442-0044,nzd0442-0045,nzd0442-0046,nzd0442-0047,nzd0442-0048,nzd0442-0049,nzd0442-0050,nzd0442-0051,nzd0442-0052,nzd0442-0053,nzd0442-0054,nzd0442-0055,nzd0442-0056,nzd0442-0057,nzd0442-0058,nzd0442-0059,nzd0442-0060,nzd0442-0061,nzd0442-0062,nzd0442-0063,nzd0442-0064,nzd0442-0065,nzd0442-0066,nzd0442-0067,nzd0442-0068,nzd0442-0069,nzd0442-0070,nzd0442-0071,nzd0442-0072,nzd0442-0073,nzd0442-0074,nzd0442-0075,nzd0442-0076,nzd0442-0077,nzd0442-0078,nzd0442-0079,nzd0442-0080,nzd0442-0081,nzd0442-0082,nzd0442-0083,nzd0442-0084,nzd0442-0085,satname
1999-10-27 22:19:03+00:00,361.70714285714286,348.71,320.21,,406.75545454545454,398.1575,392.15272727272725,401.0342857142857,409.7857142857143,416.3627272727272,412.21181818181816,409.78000000000003,407.47086956521736,402.97076923076924,407.62,403.3735483870968,389.44428571428574,384.5814285714286,381.17689655172416,370.7322222222222,361.71222222222224,363.97272727272724,357.42272727272723,355.0257142857143,350.97272727272724,349.96,345.67,341.2257142857143,342.5108695652174,344.01,337.03000000000003,333.0157142857143,326.02,328.3118181818182,323.57428571428574,326.1366666666667,326.58222222222224,333.6808695652174,336.85086956521735,345.25272727272727,346.61,352.4157142857143,351.4118181818182,353.2008695652174,349.39272727272726,349.44272727272727,352.6957142857143,348.3,344.66,342.6808695652174,342.6,345.22086956521736,350.97086956521736,352.3908695652174,347.89,341.38354838709677,342.77,339.89076923076925,344.73,350.52222222222224,351.5508695652174,348.52086956521737,344.51,347.37,353.77222222222224,351.46076923076924,341.91,336.8008695652174,332.43,329.13,324.44,326.6042857142857,329.6708695652174,317.4118181818182,319.2008695652174,315.28076923076924,311.5,304.7607692307692,296.81,287.87,289.26272727272726,290.78,287.86,284.28076923076924,298.57641509433967,289.7322222222222,L7
1999-11-05 22:12:52+00:00,,,,,,,,,,,,,,,,,,380.62,370.6286206896552,370.3992592592592,362.10925925925926,359.4290909090909,351.0590909090909,350.6133333333333,349.64909090909094,346.68666666666667,340.01,343.37333333333333,344.1117391304348,335.67,329.06,327.8233333333333,327.9166666666667,324.06939393939393,321.85,318.1644444444445,317.23925925925926,324.92173913043473,,,344.42999999999995,346.4133333333333,342.7693939393939,344.3417391304348,339.1090909090909,,,,344.3866666666667,339.2417391304348,341.0166666666667,344.9717391304348,341.14173913043476,342.7017391304348,344.0766666666667,331.2425806451613,334.8266666666667,334.83846153846156,,,,,,,,,,,,323.59,322.05,315.19,315.9617391304348,318.2193939393939,315.66173913043474,308.05846153846153,298.69,301.26846153846157,296.96999999999997,295.04,292.65909090909093,293.8066666666667,292.3366666666667,286.09846153846155,294.92622641509433,288.3992592592592,L7
1999-11-21 22:12:47+00:00,393.3542857142857,365.92,,,413.6272727272727,403.6125,418.50363636363636,429.6485714285715,448.01476190476194,455.37363636363636,438.95575757575756,442.24,440.9895652173913,436.9553846153846,441.05333333333334,433.5345161290323,419.15857142857146,409.34285714285716,401.54068965517246,391.05925925925925,383.81925925925924,381.5436363636364,376.38363636363636,368.9847619047619,369.2136363636364,367.7766666666667,366.25,367.76476190476194,361.9795652173913,357.64,355.39,354.44476190476195,347.2766666666667,344.75575757575757,343.29857142857145,341.9244444444445,348.23925925925926,351.6895652173913,353.9195652173913,363.19363636363636,359.01,363.7247619047619,361.3657575757576,363.6795652173913,365.0336363636364,362.5236363636364,363.8547619047619,358.2266666666667,360.43666666666667,362.90956521739133,362.2966666666667,361.34956521739133,365.90956521739133,370.7995652173913,366.7066666666667,360.38451612903225,360.6466666666667,358.2653846153846,360.12,361.9092592592592,357.4295652173913,361.0195652173913,361.8266666666667,352.07,361.7092592592592,361.21538461538466,350.0466666666667,347.46956521739133,338.8566666666667,334.33,331.4,325.4485714285714,322.0395652173913,314.46575757575755,320.5795652173913,308.08538461538467,299.61,291.09538461538466,289.28,283.16,281.94363636363636,273.4266666666667,278.5266666666667,275.1353846153846,284.8339622641509,280.5992592592592,L7
1999-11-28 22:18:56+00:00,350.4,335.71000000000004,357.75,364.1333333333333,371.01454545454544,387.4825,399.91727272727275,407.81,413.7233333333333,419.60727272727274,423.9848484848485,415.86,414.3369565217391,417.2,420.49333333333334,408.78903225806454,397.09,386.76,376.12413793103445,373.11925925925925,368.0892592592592,360.35727272727274,352.90727272727275,346.7633333333333,343.1972727272728,344.8466666666667,347.64000000000004,346.93333333333334,345.1769565217391,338.29999999999995,334.48999999999995,331.1533333333333,332.2766666666667,332.9148484848485,323.47,321.70444444444445,321.3392592592592,322.5369565217391,336.5969565217391,340.33727272727276,346.31,348.24333333333334,345.0348484848485,343.24695652173915,343.21727272727276,345.90727272727275,347.3533333333333,347.81666666666666,349.4266666666667,350.30695652173915,351.4066666666667,349.0269565217391,349.4769565217391,346.43695652173915,342.8466666666667,341.4090322580645,340.8866666666667,336.72,334.44,337.06925925925924,341.3369565217391,341.5269565217391,342.4166666666667,340.61,342.31925925925924,344.38,337.8566666666667,332.63695652173914,328.6066666666667,323.44000000000005,315.67999999999995,312.58,305.88695652173914,306.6948484848485,300.4869565217391,295.24,288.0,281.46,272.44000000000005,267.21999999999997,266.79727272727274,267.2166666666667,266.3966666666667,269.91,277.3620754716981,282.94925925925924,L7
1999-12-07 22:12:53+00:00,389.1,,383.39,389.64,405.13272727272727,395.72,407.11636363636364,422.27,427.79,432.8463636363636,422.05090909090904,419.67,425.81434782608693,425.1815384615385,421.77000000000004,418.7493548387097,405.39,395.66,393.1031034482759,382.9922222222222,376.72222222222223,370.0763636363636,367.7263636363636,362.9,361.1963636363636,361.48,353.70000000000005,353.38,348.02434782608697,345.40999999999997,341.28,340.53,337.46,328.6309090909091,322.52,327.44666666666666,336.2922222222222,336.78434782608696,342.1943478260869,349.87636363636364,353.76000000000005,356.42,349.68090909090904,356.49434782608694,354.9763636363636,353.10636363636365,357.36,348.3,349.84,352.5843478260869,355.75,354.0843478260869,353.30434782608694,352.09434782608696,354.55,352.1893548387097,349.41,344.82153846153847,346.08,342.3622222222222,342.87434782608693,343.62434782608693,344.63,344.99,344.09222222222223,349.44153846153847,339.54,340.6343478260869,334.29,327.44000000000005,327.23999999999995,320.35,317.79434782608695,315.62090909090904,313.4443478260869,306.11153846153843,300.92,288.27153846153846,284.26000000000005,282.12,284.0263636363636,280.25,283.0,292.45153846153846,304.1096226415094,304.1622222222222,L7
1999-12-14 22:19:07+00:00,354.9057142857143,346.52,359.68,377.95,379.38454545454545,393.6575,394.35727272727274,396.1114285714286,416.72857142857146,417.54727272727274,410.3381818181818,410.68,416.9,419.3623076923077,425.29999999999995,413.2283870967742,402.6014285714285,390.87714285714287,385.3813793103448,379.80888888888893,371.9488888888889,367.36727272727273,362.8772727272727,357.7685714285714,360.85727272727274,358.55,353.66,349.9485714285714,352.34,344.96000000000004,345.79,338.18857142857144,338.89,342.0981818181818,335.95142857142855,338.7166666666667,334.23888888888894,332.29,342.85,343.42727272727274,348.38,353.49857142857144,357.3881818181818,350.32,350.07727272727277,348.7572727272727,350.27857142857147,354.42,352.56,354.86,355.78,354.63,352.14,355.94,351.33,351.8283870967742,347.29,346.5023076923077,345.14000000000004,349.7688888888889,352.25,353.39,353.9,350.89000000000004,345.3388888888889,345.8123076923077,334.67,331.29,329.22,321.71000000000004,321.70000000000005,321.64142857142855,313.84,317.7481818181818,308.09,304.9823076923077,296.53000000000003,295.7323076923077,287.45000000000005,287.20000000000005,291.97727272727275,290.35,287.46,292.77230769230766,308.3924528301887,325.1888888888889,L7
2000-02-09 22:12:43+00:00,350.7,346.58,347.2,396.0233333333333,402.2509090909091,396.0175,400.0254545454546,404.21,420.30333333333334,416.5254545454546,416.00030303030303,414.40999999999997,414.4291304347826,417.60076923076923,418.17333333333335,410.56870967741935,401.95,394.56,385.0106896551724,376.6103703703704,369.3803703703704,363.99545454545455,362.67545454545456,357.6333333333333,356.24545454545455,350.7366666666667,349.87,352.6333333333333,349.58913043478265,342.05,337.93,336.37333333333333,331.5466666666667,325.470303030303,324.3,324.09777777777776,328.89037037037036,333.08913043478265,335.6391304347826,342.73545454545456,348.58,348.0433333333333,346.260303030303,346.1191304347826,348.73545454545456,346.04545454545456,349.9833333333333,351.0766666666667,349.8566666666667,350.83913043478265,349.43666666666667,345.21913043478264,346.0491304347826,343.7491304347826,344.1166666666667,338.2187096774193,335.9066666666667,327.1807692307692,332.3,330.76037037037037,329.2591304347826,332.6991304347826,332.7366666666667,331.15,334.45037037037036,337.90076923076924,329.7266666666667,329.2391304347826,321.0166666666667,315.68,318.56,315.11,312.6291304347826,314.360303030303,314.4491304347826,306.39076923076925,305.27,293.8607692307692,285.76,282.35,279.99545454545455,280.19666666666666,288.2266666666667,297.2307692307692,306.7518867924528,309.57037037037037,L7
2000-04-13 22:12:18+00:00,364.75,369.10999999999996,366.53,394.65,410.9981818181818,400.9325,407.46909090909094,407.61,421.37,425.62909090909096,420.90272727272725,421.33,419.07608695652175,418.97538461538466,420.15999999999997,411.51483870967746,403.36,398.8,393.57827586206895,379.86555555555555,376.23555555555555,372.64909090909094,366.4290909090909,360.93,362.77909090909094,363.85,359.64,359.96,355.4760869565217,348.98,347.94,343.39,337.26,333.16272727272724,334.31,335.0566666666667,332.71555555555557,337.9260869565218,345.30608695652177,346.0590909090909,351.79,354.3,354.70272727272726,356.64608695652174,357.7390909090909,361.57909090909095,361.05,365.4,368.72,361.6060869565217,364.15,359.36608695652177,358.96608695652174,356.15608695652173,352.44,348.71483870967745,343.3,341.2553846153846,335.62,335.50555555555553,344.03608695652173,339.71608695652174,336.23,336.28000000000003,339.2055555555555,341.42538461538464,332.25,328.52608695652174,325.97,320.11,316.38,319.81,318.30608695652177,318.7427272727273,320.49608695652176,320.62538461538463,315.45,314.3253846153846,316.95,314.23,317.25909090909096,321.14,325.65,334.29538461538465,338.55490566037736,338.7655555555555,L7
2000-04-20 22:18:27+00:00,365.41285714285715,372.16,377.38,382.72,409.93090909090904,397.1375,410.13545454545454,411.79571428571427,423.4242857142857,424.05545454545455,422.6636363636364,422.48,423.3713043478261,422.47,422.74,417.88612903225805,406.4057142857143,400.42857142857144,393.2596551724138,385.9188888888889,376.9988888888889,376.7054545454546,373.78545454545457,367.9842857142857,366.9654545454546,364.8,357.7,358.62428571428575,353.3113043478261,349.51,348.9,347.9042857142857,347.9,339.9736363636364,340.0257142857143,339.9266666666667,339.2588888888889,340.41130434782605,348.98130434782604,352.19545454545454,352.78000000000003,356.2142857142857,355.1036363636364,357.2513043478261,356.37545454545455,354.8354545454546,354.0842857142857,358.17,356.21,355.3713043478261,359.99,352.60130434782604,354.9913043478261,357.02130434782606,349.38,346.39612903225805,346.79,339.48,340.42999999999995,333.8288888888889,333.89130434782606,333.2513043478261,334.38,339.11,338.2588888888889,344.47,337.4,332.73130434782604,,,323.16999999999996,321.61571428571426,322.3713043478261,321.8536363636364,325.54130434782604,316.91,313.97,310.86,313.27,319.88,321.41545454545457,323.56,325.0,328.76,335.1633962264151,211.13888888888889,L7
2000-05-15 22:12:06+00:00,385.65142857142854,385.3,,377.4566666666667,407.6718181818182,396.99,403.34090909090907,406.3028571428572,418.8638095238095,425.42090909090905,419.94060606060606,419.61,424.09565217391304,416.6023076923077,419.2366666666667,414.2516129032258,405.48285714285714,396.81428571428575,388.2865517241379,381.8874074074074,379.3974074074074,372.8209090909091,367.2009090909091,367.0338095238095,362.5009090909091,353.00333333333333,353.47,354.9038095238095,350.51565217391305,341.14,345.86,339.0138095238095,331.7933333333333,323.63060606060606,327.47285714285715,325.59555555555556,337.5474074074074,338.02565217391304,345.59565217391304,355.03090909090906,360.31,358.0538095238095,355.7206060606061,360.65565217391304,360.12090909090904,360.17090909090905,360.88380952380953,355.2133333333333,354.2333333333333,354.7356521739131,349.4133333333333,349.64565217391305,349.8056521739131,350.19565217391306,350.8533333333333,341.5816129032258,339.24333333333334,335.6323076923077,335.88,331.18740740740736,329.2956521739131,329.90565217391304,337.5433333333333,342.01,341.1474074074074,342.3523076923077,326.5733333333333,326.1756521739131,319.0133333333333,316.76,312.47,311.3028571428572,314.2956521739131,305.37060606060606,314.78565217391304,314.90230769230766,308.33,294.64230769230767,308.29,310.92,314.72090909090906,317.5333333333333,319.4233333333333,334.1123076923077,319.93716981132076,240.03740740740741,L7
