,dates,usa_CA_0081-0000,usa_CA_0081-0001,usa_CA_0081-0002,usa_CA_0081-0003,usa_CA_0081-0004
0,1984-05-04 18:02:09+00:00,199.05246297271313,185.5518984037256,179.98570035120883,178.07242359475535,183.91567684555903
1,1984-05-20 18:02:40+00:00,203.3999870206315,189.1233933715413,184.21518222466545,176.68908994835647,182.82328023012303
2,1984-06-21 18:03:18+00:00,210.81460234138936,193.89933757417307,193.25493859965604,186.2028716828417,190.8906057788854
3,1984-10-27 18:04:31+00:00,,206.75322176616143,194.3054294927169,188.8195630491315,186.5699150414686
4,1984-11-28 18:04:48+00:00,194.1181482628448,180.30488639580926,179.35387424358652,183.20925572077215,191.84718653505072
5,1984-12-14 18:04:59+00:00,191.23172294758092,174.67115082486674,174.29138855960417,173.73246672551002,176.5081986843281
6,1984-12-30 18:05:08+00:00,206.9788118780096,193.45316886487487,184.98586550383695,184.8871323453133,189.29355764259145
7,1985-01-15 18:04:51+00:00,,176.96012169055157,180.5787925238201,174.88452058351297,188.26185190303204
8,1985-01-31 18:05:19+00:00,,181.3239436070195,185.4991434496826,180.9513089728706,196.18545879105366
9,1985-03-20 18:05:19+00:00,189.853202091778,175.11288828583943,176.11030131631452,176.79258405647937,183.04212398439432
10,1985-06-08 18:04:37+00:00,,204.99767529361273,190.6149792510147,179.6679617369714,179.15789759562549
11,1985-09-12 18:04:13+00:00,,226.51066323969212,210.09444269472297,189.56416854041495,183.81162513396404
12,1985-10-14 18:03:52+00:00,219.94767422396197,208.9491060653099,202.81249472206684,182.57095828963466,177.05953021652167
13,1985-11-15 18:03:25+00:00,,224.35250691969384,212.49992777796447,198.82440665457946,197.52680351406957
14,1986-01-18 18:02:13+00:00,193.81903385721776,179.5506525784545,174.5076361336071,179.97553028236638,188.07383953478646
15,1986-02-03 18:01:52+00:00,174.60658358194786,153.67924765284607,142.57492971152942,152.1573721217139,165.93511287203313
16,1986-02-19 18:01:05+00:00,184.09226158386872,163.2402581053115,142.98939622162595,147.4336489121327,161.4995734047152
17,1986-03-23 18:00:25+00:00,194.5750517390444,170.83768722115738,160.97806143304055,162.76400077356246,182.04424555778783
18,1986-04-08 18:00:29+00:00,199.34786146360312,172.97710770196255,171.7869363534535,169.17797947387007,183.5875975280943
19,1986-05-10 17:59:18+00:00,198.45009138111234,178.0585165108638,171.722519298629,166.75868490589767,177.17624273455095
20,1986-06-11 17:58:46+00:00,,193.7540877638241,185.3267653880354,188.33443407323657,192.52755992700986
21,1986-07-13 17:57:43+00:00,,,189.90471072101073,177.91553069371875,176.61471394111183
22,1986-07-29 17:57:09+00:00,,222.42338294677788,201.31832521527429,183.27499896438906,172.150461702993
23,1986-09-15 17:55:26+00:00,,229.32519732197846,206.8413841459249,188.9741557431594,180.32184788502744
24,1986-10-17 17:54:01+00:00,219.3174697156788,205.5652274660049,196.50604730720642,,
25,1986-11-02 17:53:51+00:00,,202.32886423644314,198.06636057296745,187.38071234379098,186.6526471008156
26,1986-12-20 17:53:52+00:00,,192.36740821531222,186.92686196565157,189.43870013523514,186.24006306710007
27,1987-01-05 17:54:20+00:00,185.21990444936756,165.12249866984507,160.75612880357218,169.55902662106544,176.1753058209399
28,1987-01-21 17:54:48+00:00,,178.41616352847333,178.22767458253028,180.70104080760026,197.63372325009118
29,1987-02-06 17:55:21+00:00,,172.68187221709923,167.7739423097102,173.35779428184534,185.5497871449326
30,1987-03-26 17:57:11+00:00,189.6332763397722,176.50191703930892,176.30969639746306,174.6228296296954,188.35986992773854
31,1987-04-11 17:57:44+00:00,204.3116918894788,187.34313745135978,187.44980707579631,181.50652463681524,194.3666005188511
32,1987-08-01 18:00:32+00:00,233.20464248261132,223.60005877010096,208.78788838529218,196.69998056497712,192.13076078979225
33,1987-09-02 18:01:03+00:00,254.65286036611607,220.7717029135756,197.8578066793272,180.43635503352934,169.75357495428108
34,1987-10-20 18:02:27+00:00,,225.2819484677855,204.34306868124366,192.9377879304913,177.08534526907786
35,1988-03-28 18:04:57+00:00,195.86748248043546,182.82375359911396,179.71886235121013,175.02263836925093,180.95608483890152
36,1988-04-29 18:05:06+00:00,202.28147637670972,182.7681225280464,176.1589502862383,172.4939477018308,180.3899795381203
37,1988-05-31 18:05:24+00:00,204.97597182728634,191.59826062897733,184.6911481571745,168.93903442181482,176.08877519964526
38,1988-08-03 18:05:38+00:00,249.4228583138589,224.23998780948966,204.1666830086186,187.44775800714123,177.08347002578228
39,1988-09-04 18:05:42+00:00,234.2554630170405,227.49372415150117,206.79877941194394,186.81857695970868,189.78987924206072
40,1988-09-20 18:05:37+00:00,331.31093700466494,222.31859099523237,199.12801853008213,181.1520118910201,175.84441841093528
41,1988-12-09 18:04:56+00:00,344.4223331440753,203.12841149647497,192.8966077890755,181.19942355769976,189.62257439153896
42,1989-01-26 18:04:28+00:00,323.52079635826567,191.17831047319143,191.39328964984813,185.7465455703822,194.6283457264342
43,1989-02-27 18:04:43+00:00,328.43031028515395,201.5094187915126,198.60894807211767,191.09339275672826,193.46682132908018
44,1989-03-15 18:03:46+00:00,307.97414502514084,204.08060964414634,195.48532284094975,192.2242633762218,187.8558612610003
45,1989-05-02 18:03:40+00:00,296.6364915091413,202.78539346472698,198.82439920426182,182.71009514015245,183.88410319022503
46,1989-05-18 18:02:55+00:00,264.5311355514813,213.30720532497588,198.12803844399855,178.36006113511482,175.24087726159485
47,1989-06-19 18:02:19+00:00,,202.03751771174353,186.4464735579224,170.79302897615116,169.1311014251409
48,1989-07-05 18:02:28+00:00,,233.49885516990366,223.2900430164065,195.01138033732155,189.1754044860106
49,1989-07-21 18:01:45+00:00,234.74996097705167,211.6317850341627,198.92519176138308,186.32726602450674,174.24605230807657
50,1989-08-06 18:01:49+00:00,271.74714895519713,230.41720543521848,206.36780458358228,189.2586520878298,189.8787995694296
51,1989-08-22 18:01:03+00:00,,,191.92007992309613,170.04683404053512,172.2404117424021
52,1989-09-07 18:01:05+00:00,237.64328560384132,209.28673226691882,192.91404220013843,171.21923699198544,166.86813280370532
53,1989-09-23 18:00:14+00:00,266.9204159288437,210.58256987741328,196.23135892245065,175.12923975223794,162.18974294238183
54,1989-10-25 17:59:39+00:00,,218.7961263249022,206.77851047367972,193.43845774873623,187.5498436201183
55,1989-11-10 17:59:20+00:00,,228.2566636989109,205.31433476507436,182.74248106057402,177.8505848494475
56,1989-11-26 17:58:52+00:00,236.70598408024233,215.67360730473933,203.22034674776415,186.5105586671279,183.68409000906075
57,1989-12-12 17:58:03+00:00,,206.0792976027385,200.85979906610734,193.5780984777304,201.13183097771665
58,1990-01-29 17:56:32+00:00,,194.80218908934134,193.6526523535022,181.28059807736804,193.42285015303113
59,1990-02-14 17:56:01+00:00,,176.8990865960238,177.27860412152555,176.62415122931284,190.04789771014057
60,1990-03-18 17:55:21+00:00,212.43894482073316,198.58587106058764,185.32927031085015,180.82909973680208,192.56096597979865
61,1990-05-05 17:55:03+00:00,,212.7419683519682,203.22267796723256,204.92394085273548,202.0784703530805
62,1990-06-06 17:54:41+00:00,209.25628145784466,195.01096107160942,181.00914102799842,173.53037297765607,180.4123872214771
63,1990-08-25 17:54:24+00:00,,225.0627783490537,202.3836526468533,182.00033268302238,176.37700103886812
64,1990-09-10 17:54:21+00:00,239.0416746730155,211.798643703077,196.5598732780202,175.0301700477768,173.54969983971898
65,1990-10-28 17:54:23+00:00,233.98022246633894,207.42074116339685,198.86015776411364,181.61816327704165,181.5827337718892
66,1991-05-08 17:57:14+00:00,,189.0085037572295,188.49667119507478,184.68656726345876,193.25689399712346
67,1991-06-25 17:57:57+00:00,234.65119670352863,214.27518142568061,194.71123283776458,181.68874935138885,176.11091183639044
68,1991-07-27 17:58:22+00:00,224.07948327560754,198.09164352505977,176.82024289394346,169.7765688477617,163.50451465050455
69,1991-08-28 17:58:34+00:00,,217.05373573247405,207.02885839230856,190.6981615864187,187.43067599516397
70,1991-10-15 17:58:39+00:00,,,,,
71,1991-10-31 17:58:37+00:00,,221.142131688508,210.2507328149891,188.0946712997225,194.6530367673422
72,1992-03-23 17:59:02+00:00,,,,,
73,1992-04-08 17:58:53+00:00,194.12622947924137,186.93641746497826,184.00491361208162,180.30180235454796,188.03285436697067
74,1992-06-27 17:57:44+00:00,,214.4758130561886,199.12911715770647,185.9375973861107,178.03382973509116
75,1992-08-30 17:56:50+00:00,,231.28637463131707,205.84157994204224,184.37357209582518,187.84491141756544
76,1992-11-02 17:56:11+00:00,202.88563240397613,193.6121368089612,187.7801365761257,174.80441904591893,181.5391506583319
77,1992-11-18 17:55:54+00:00,224.69243862193534,207.81587158808227,201.73104374539125,183.44993024804958,196.40634501505423
78,1992-12-20 17:56:16+00:00,202.60801745615956,187.68866262165693,182.54078510592407,182.0758077741092,192.59667057614945
79,1993-02-06 17:56:47+00:00,192.4850698606226,168.11595412161336,160.5107638547927,156.57634042521815,168.72904939297592
80,1993-03-10 17:57:04+00:00,192.84113931283068,168.88875316375803,160.63859526498175,162.25035757157426,171.66032586957283
81,1993-04-27 17:57:20+00:00,193.76654635234507,176.7142335271217,173.36618176985962,173.06689776107908,183.0398209169006
82,1993-05-13 17:57:23+00:00,228.87178198660473,192.32377317591101,183.17952410590448,181.91074353876618,183.39302815159903
83,1993-05-29 17:57:02+00:00,249.01852196288505,209.63755978441986,197.73793781977346,189.13594199339073,185.97232483640644
84,1993-06-30 17:57:19+00:00,235.60445826019176,213.7988682664794,204.71372042849737,191.44306087255808,189.33602589420886
85,1993-07-16 17:57:19+00:00,239.89418480797897,216.54506784790783,191.86815433099176,176.96403534631082,169.2701435074378
86,1993-08-01 17:56:54+00:00,256.4935536907277,224.96763958479363,202.73779984054204,191.14423942078247,178.07147889292875
87,1993-10-20 17:57:03+00:00,,231.69219695419676,211.32784581008727,186.16195045707343,176.3059858882537
88,1993-11-05 17:56:33+00:00,254.40314660627521,228.6552793524592,212.11674680183918,195.96916147460237,190.83762648003486
89,1993-12-07 17:56:22+00:00,208.8502263913427,189.25004690236918,190.04293658484102,178.85309848444933,182.37671643957876
