dates,sar2324-0000,sar2324-0001,satname
1984-04-13 09:26:43+00:00,251.94,265.26,L5
1984-05-06 09:33:03+00:00,263.84,265.49,L5
1984-07-18 09:28:46+00:00,262.03,260.77,L5
1984-08-03 09:29:20+00:00,260.72,259.52,L5
1984-08-19 09:29:51+00:00,260.61,259.05,L5
1984-08-26 09:35:45+00:00,260.51,257.19,L5
1984-09-04 09:29:37+00:00,260.51,256.86,L5
1984-09-11 09:35:50+00:00,260.56,256.76,L5
1984-09-20 09:30:04+00:00,260.56,256.51,L5
1984-10-22 09:30:00+00:00,261.65,255.36,L5
1984-11-07 09:29:53+00:00,258.96,254.04,L5
1984-12-09 09:29:34+00:00,259.12,253.67,L5
1985-01-17 09:36:05+00:00,258.27,253.02,L5
1985-02-02 09:36:09+00:00,258.65,252.80,L5
1985-03-31 09:30:19+00:00,255.90,252.17,L5
1985-04-23 09:35:59+00:00,254.23,251.02,L5
1985-05-02 09:30:07+00:00,255.28,251.92,L5
1985-06-03 09:30:04+00:00,255.29,251.04,L5
1985-06-26 09:35:47+00:00,253.48,250.22,L5
1985-07-05 09:29:33+00:00,254.28,251.05,L5
1985-08-13 09:35:25+00:00,253.27,250.82,L5
1985-08-22 09:29:32+00:00,255.07,253.17,L5
1985-11-10 09:28:33+00:00,256.33,252.41,L5
1985-12-03 09:33:55+00:00,255.65,250.97,L5
1986-01-04 09:33:20+00:00,254.77,247.42,L5
1986-01-13 09:27:22+00:00,255.84,248.23,L5
1986-03-18 09:25:58+00:00,253.08,243.84,L5
1986-03-25 09:31:37+00:00,254.45,246.43,L5
1986-04-19 09:25:17+00:00,255.84,248.98,L5
1986-05-12 09:30:29+00:00,256.05,250.85,L5
1986-05-21 09:24:03+00:00,255.91,250.98,L5
1986-05-28 09:30:02+00:00,256.50,252.01,L5
1986-06-06 09:23:59+00:00,260.10,254.61,L5
1986-06-22 09:23:04+00:00,260.17,254.61,L5
1986-07-08 09:22:57+00:00,261.40,257.04,L5
1986-07-24 09:22:23+00:00,261.28,256.90,L5
1986-07-31 09:27:55+00:00,261.20,256.46,L5
