dates,satname,sar2324-0000,sar2324-0001
1984-04-13 09:26:43+00:00,L5,251.94,265.26
1984-05-06 09:33:03+00:00,L5,275.74,265.71
1984-05-31 09:27:59+00:00,L5,,
1984-07-18 09:28:46+00:00,L5,258.40,251.34
1984-08-03 09:29:20+00:00,L5,256.80,255.77
1984-08-19 09:29:51+00:00,L5,260.19,257.16
1984-08-26 09:35:45+00:00,L5,259.98,247.92
1984-09-04 09:29:37+00:00,L5,260.54,254.88
1984-09-11 09:35:50+00:00,L5,260.85,256.02
1984-09-20 09:30:04+00:00,L5,260.64,254.55
1984-10-22 09:30:00+00:00,L5,261.70,254.89
1984-11-07 09:29:53+00:00,L5,251.52,253.82
1984-12-09 09:29:34+00:00,L5,260.57,250.38
1985-01-17 09:36:05+00:00,L5,249.87,244.78
1985-02-02 09:36:09+00:00,L5,260.68,253.64
1985-03-31 09:30:19+00:00,L5,251.05,255.52
1985-04-23 09:35:59+00:00,L5,251.71,247.97
1985-05-02 09:30:07+00:00,L5,261.56,257.30
1985-06-03 09:30:04+00:00,L5,251.57,247.71
1985-06-26 09:35:47+00:00,L5,247.93,244.65
1985-07-05 09:29:33+00:00,L5,259.86,256.84
1985-08-13 09:35:25+00:00,L5,249.20,245.74
1985-08-22 09:29:32+00:00,L5,267.65,269.61
1985-11-10 09:28:33+00:00,L5,261.76,249.89
1985-12-03 09:33:55+00:00,L5,247.52,239.07
1986-01-04 09:33:20+00:00,L5,247.74,232.77
1986-01-13 09:27:22+00:00,L5,261.18,252.28
1986-03-18 09:25:58+00:00,L5,247.21,245.17
1986-03-25 09:31:37+00:00,L5,261.28,259.41
1986-04-19 09:25:17+00:00,L5,264.19,264.24
1986-05-12 09:30:29+00:00,L5,263.24,262.99
1986-05-21 09:24:03+00:00,L5,254.96,251.92
1986-05-28 09:30:02+00:00,L5,261.18,260.20
1986-06-06 09:23:59+00:00,L5,279.94,262.52
1986-06-22 09:23:04+00:00,L5,260.77,254.58
1986-07-08 09:22:57+00:00,L5,260.09,257.08
1986-07-24 09:22:23+00:00,L5,259.96,250.87
1986-07-31 09:27:55+00:00,L5,260.33,252.09
1986-08-16 09:27:20+00:00,L5,260.53,260.53
1986-09-17 09:26:13+00:00,L5,260.25,255.07
1986-10-12 09:19:38+00:00,L5,254.13,254.50
1986-12-31 09:18:50+00:00,L5,260.73,250.31
1987-01-07 09:25:13+00:00,L5,266.02,244.96
1987-01-16 09:19:18+00:00,L5,261.43,254.66
1987-02-01 09:20:12+00:00,L5,246.67,254.55
1987-02-17 09:20:35+00:00,L5,260.00,247.88
1987-03-21 09:22:02+00:00,L5,266.19,258.15
1987-04-29 09:29:06+00:00,L5,260.84,253.39
1987-05-08 09:23:11+00:00,L5,261.12,258.06
1987-05-15 09:29:33+00:00,L5,247.72,247.88
1987-06-09 09:24:23+00:00,L5,256.57,253.44
1987-06-16 09:30:19+00:00,L5,250.37,244.95
1987-06-25 09:24:44+00:00,L5,261.47,266.17
1987-07-02 09:30:39+00:00,L5,257.17,250.42
1987-07-11 09:25:03+00:00,L5,260.27,255.76
1987-07-18 09:30:57+00:00,L5,260.80,256.28
1987-07-27 09:25:25+00:00,L5,260.42,252.15
1987-08-03 09:31:25+00:00,L5,262.02,253.83
1987-08-12 09:25:55+00:00,L5,255.31,250.57
1987-08-19 09:31:54+00:00,L5,261.76,255.40
1987-08-28 09:26:22+00:00,L5,261.01,250.02
1987-09-04 09:32:19+00:00,L5,261.04,250.86
1987-09-13 09:26:45+00:00,L5,260.41,258.88
1987-09-20 09:32:42+00:00,L5,254.30,250.05
1987-10-06 09:33:02+00:00,L5,260.29,255.83
1987-10-22 09:33:17+00:00,L5,251.18,237.11
1987-10-31 09:27:40+00:00,L5,222.46,217.95
1987-11-07 09:33:38+00:00,L5,260.84,252.91
1987-11-16 09:27:39+00:00,L5,261.89,253.55
1987-12-02 09:27:54+00:00,L5,257.47,243.60
1988-01-10 09:34:42+00:00,L5,264.03,262.01
1988-01-19 09:28:41+00:00,L5,236.82,231.07
1988-01-26 09:35:22+00:00,L5,244.92,235.72
1988-02-11 09:35:17+00:00,L5,262.43,260.78
1988-02-20 09:29:14+00:00,L5,247.69,243.81
1988-03-07 09:29:48+00:00,L5,239.28,241.35
1988-03-14 09:35:39+00:00,L5,260.10,247.57
1988-05-01 09:35:57+00:00,L5,275.64,260.05
1988-05-17 09:36:08+00:00,L5,260.11,254.85
1988-06-02 09:36:14+00:00,L5,260.11,252.55
1988-06-11 09:30:29+00:00,L5,257.89,260.81
1988-06-18 09:36:19+00:00,L5,251.08,255.91
1988-07-04 09:36:24+00:00,L5,251.84,246.61
