dates,sar2324-0000,sar2324-0001,satname
1984-04-13 09:26:43+00:00,251.94,265.26,L5
1984-05-06 09:33:03+00:00,275.74,265.71,L5
1984-07-18 09:28:46+00:00,258.4,251.34,L5
1984-08-03 09:29:20+00:00,256.8,255.77,L5
1984-08-19 09:29:51+00:00,260.19,257.16,L5
1984-08-26 09:35:45+00:00,259.98,247.92,L5
1984-09-04 09:29:37+00:00,260.54,254.88,L5
1984-09-11 09:35:50+00:00,260.85,256.02,L5
1984-09-20 09:30:04+00:00,260.64,254.55,L5
1984-10-22 09:30:00+00:00,261.7,254.89,L5
1984-11-07 09:29:53+00:00,251.52,253.82,L5
1984-12-09 09:29:34+00:00,260.57,250.38,L5
1985-01-17 09:36:05+00:00,249.87,244.78,L5
1985-02-02 09:36:09+00:00,260.68,253.64,L5
1985-03-31 09:30:19+00:00,251.05,255.52,L5
1985-04-23 09:35:59+00:00,251.71,247.97,L5
1985-05-02 09:30:07+00:00,261.56,257.3,L5
1985-06-03 09:30:04+00:00,251.57,247.71,L5
1985-06-26 09:35:47+00:00,247.93,244.65,L5
1985-07-05 09:29:33+00:00,259.86,256.84,L5
1985-08-13 09:35:25+00:00,249.2,245.74,L5
1985-08-22 09:29:32+00:00,267.65,269.61,L5
1985-11-10 09:28:33+00:00,261.76,249.89,L5
1985-12-03 09:33:55+00:00,247.52,239.07,L5
1986-01-04 09:33:20+00:00,247.74,232.77,L5
1986-01-13 09:27:22+00:00,261.18,252.28,L5
1986-03-18 09:25:58+00:00,247.21,245.17,L5
1986-03-25 09:31:37+00:00,261.28,259.41,L5
1986-04-19 09:25:17+00:00,264.19,264.24,L5
1986-05-12 09:30:29+00:00,263.24,262.99,L5
1986-05-21 09:24:03+00:00,254.96,251.92,L5
1986-05-28 09:30:02+00:00,261.18,260.2,L5
1986-06-06 09:23:59+00:00,279.94,262.52,L5
1986-06-22 09:23:04+00:00,260.77,254.58,L5
1986-07-08 09:22:57+00:00,260.09,257.08,L5
1986-07-24 09:22:23+00:00,259.96,250.87,L5
1986-07-31 09:27:55+00:00,260.33,252.09,L5
1986-08-16 09:27:20+00:00,260.53,260.53,L5
1986-09-17 09:26:13+00:00,260.25,255.07,L5
1986-10-12 09:19:38+00:00,254.13,254.5,L5
