,dates,chi0429-0000,chi0429-0001,chi0429-0002,chi0429-0003,chi0429-0004,chi0429-0005,chi0429-0006,chi0429-0007,chi0429-0008,chi0429-0009,chi0429-0010,chi0429-0011,chi0429-0012,chi0429-0013,chi0429-0014,chi0429-0015,chi0429-0016
0,1986-02-04 14:07:59+00:00,,174.99589252826894,176.37506993629148,182.5815532878129,169.53445623846702,181.5699210208577,199.4390854350685,204.3802809199586,213.63750292979282,217.4248195609054,230.1925199995191,235.00810187365542,,220.99523954461205,220.4743704162247,220.71425749255508,213.29623629226646
1,1986-08-15 14:02:41+00:00,,,,,167.1142526203173,190.67632511133448,220.29068155336515,219.04887071374625,216.81629565848218,218.7028908913412,226.9630978022741,199.9298338768147,172.0788572679479,195.7128969474795,221.07428389037986,,180.1388479543033
2,1986-10-18 14:00:32+00:00,147.35392076806232,146.48324670662922,172.20356597189826,173.69755341667397,181.41902362482116,187.49958914368176,218.37088339199522,213.90881457399072,224.3637270500501,205.7111717265893,213.60456081853334,219.73233743638957,196.74105787701592,204.77426404505366,211.3154163747791,214.95631915703044,189.155068979383
3,1986-12-21 14:00:01+00:00,173.05746857583608,172.32206020039354,167.87823150286277,172.6723334990246,206.38531084225505,248.4114133224526,225.82291816968336,198.92094416349389,203.3699975107871,219.5867945537106,234.19626676336125,230.74329393483038,216.41135858787152,215.90311135713014,214.72906914501127,221.88657758138277,214.09606882490888
4,1987-01-06 14:00:30+00:00,169.03230488531713,165.46723495567912,164.95530571143786,173.98734496925445,198.48401041251103,225.67105214350013,223.09253608380763,199.3797707726355,196.0607018842484,216.494366246853,228.36151004093622,227.91499646005997,211.46573929433399,203.65942227107794,201.4305537212492,214.82051039543572,210.25536690813965
5,1987-01-22 14:00:58+00:00,169.52074580626427,162.2276084792389,173.73811714285867,189.01617464125786,216.9951538006173,225.7089128865819,225.58849866105962,205.62394231491032,195.17399848466405,199.63920340356938,219.4247906014206,231.1920979753895,215.81296648924675,207.0751099831624,204.95579171593224,208.69472335430396,206.50682470165293
6,1987-02-07 14:01:33+00:00,190.4238823004521,167.43003836542968,194.1010426430069,213.47866949324992,224.71078418203615,238.70107066833995,243.78407133508605,236.69291341555947,201.09861885802596,196.49060346445594,214.6862111172879,239.82073711265642,226.66609419155847,213.54872166056376,206.6434980519035,211.93026880147184,207.10212150848923
7,1998-03-09 14:17:33+00:00,158.81116459786617,157.04206757321103,190.08696409395367,217.6311341651567,244.2692558541522,251.03453416470919,215.2768266465732,176.0909891788828,177.4806120873297,207.5708723544833,229.81822250041924,229.73814443326384,227.4978999041541,213.9688094914128,187.2850970799528,174.69121427672886,184.21958473733412
8,1998-03-25 14:17:47+00:00,169.80114547117526,184.78591716907198,208.09658987552382,215.65717346967838,243.8391196661568,250.9100758354435,219.80242787759948,176.4519850781861,184.09869722527932,217.69386882548753,222.9284890997524,214.17349387283772,221.8733251453417,220.50669357383666,190.45632782080474,184.30394995146122,187.45944829252818
9,1998-09-17 14:19:50+00:00,,152.748952185449,156.56099464183737,159.75607901859686,142.9247922401215,184.42210838479602,208.30707724114723,202.03575294430408,197.83314425067667,194.08592308348142,183.15026847272125,,,,179.59930707959768,154.8189820952436,141.24720694789877
10,1998-12-22 14:20:06+00:00,169.77763957539963,162.42720183764143,169.8001333391255,139.69844985850193,159.49726762162229,190.5247757936786,209.97308806612486,204.09354959541233,183.8609151081314,179.13797027662352,201.4694917988149,222.495201194089,218.5800275694788,206.12772158166473,164.5643519263918,141.35636400306421,151.25891236422257
11,1999-09-20 14:17:38+00:00,,140.1213920627227,153.97336120170684,123.0547690257585,143.21062162889956,181.26557237639872,192.93365505188578,173.3036348183783,169.72527977354105,174.67180574112393,159.2338202277203,,198.24746488979073,204.5297381804297,191.5865964440721,178.54128283265837,169.86414669173985
12,1999-09-28 14:34:03+00:00,,,166.7762168355414,143.2466765625474,162.56980474408144,203.09008161323186,197.19390598258298,178.0410516837821,181.12080971111118,184.55203452389554,146.21736105952493,,216.6082046800896,206.0875983122644,188.18307245279772,182.08132591097436,181.90248709332923
13,1999-10-06 14:17:39+00:00,,149.95714708473673,176.12037573305992,156.5829019418582,186.87752817855718,202.62954006970858,204.3070440534792,198.54849378207365,203.90680758127513,203.48369988591807,154.23540257350305,213.81014145978938,235.87782299642166,225.3299186331014,204.3292368489161,206.30295281237827,202.80571898181222
14,1999-10-30 14:33:56+00:00,170.25663950126682,161.1537370701425,160.9633612118515,151.49913410355325,169.7230306936581,180.37761337567267,201.21864739077088,206.98727940853374,210.65078958453432,183.04266702240196,182.36185435876115,209.34874127999132,206.74762771945535,198.0186188905482,187.63179577181623,184.3562914857663,182.27779728286484
15,1999-12-09 14:16:10+00:00,172.5275259661878,170.40557986022236,168.67566387126223,143.05882055184176,167.50076289434796,207.72635792434758,240.12185217751338,234.20180299922865,219.85141732516584,214.54736850346072,221.37709136153887,213.48924782912943,219.2001307625817,211.33614116223657,194.32499297471594,188.3114249945547,179.75211724534861
16,1999-12-25 14:16:08+00:00,160.4787927116327,162.47648758224398,168.43924107035033,146.19055617313023,162.57142604655795,217.4900085583808,232.17839015884076,215.96064820268668,212.63851201018957,211.76935024733427,219.7029745863428,205.35736647308104,211.96287190085636,218.19166648076143,199.90170425070332,191.91438239909374,179.0286742093991
17,2000-01-18 14:33:49+00:00,166.01260979683644,153.42449783251968,168.786504711384,,166.89155252943516,216.11287599846204,223.79940193452168,202.49081958147903,204.86486208196817,218.20355617555768,209.89202300606246,208.81311026771584,224.67695991969816,221.20897491390537,187.05921938237495,170.2967185113413,161.62343165090553
18,2000-02-03 14:33:49+00:00,167.10941361539588,149.52402089670395,160.4339603946326,170.2645739890971,190.40586566170148,203.29558426776944,216.31757131448606,196.45152291253572,197.66002546509395,205.43571631195664,196.69490277134756,199.06605623527452,218.49438588014524,214.41915652572558,190.09937161916838,159.20104099324448,158.34141500240673
19,2000-02-19 14:33:42+00:00,,144.06141379184066,163.81834087004867,167.47088787485555,186.54133914027994,199.19776364307592,211.9611663732784,195.82533967498887,189.86185117934403,192.70628062904436,185.49001435364463,201.83046017165165,209.29910924164582,208.42891834470066,178.30689086369782,161.74309889430089,147.7435043699437
20,2000-04-23 14:33:21+00:00,159.00610285150884,136.47052643152267,155.9798022421994,179.28006837106955,180.35452535335818,197.04044145712024,205.703005859454,193.51020304603793,196.21651090979896,183.99267873693063,179.63005368373328,,183.35145976132782,164.94443948807455,176.54332950811227,180.35045917681143,153.01633724524115
21,2000-05-09 14:33:10+00:00,,148.88516488568254,163.32981515106914,189.9269564211755,184.70930716841087,208.94892429685078,221.35953482878188,198.24131039414715,207.09817852033663,181.73973740545551,172.99592995804778,192.84255406985767,188.40783967054756,166.9808575052282,,160.9836370134326,159.1180771500464
22,2000-07-12 14:32:32+00:00,,128.68200718258953,152.04116859029128,163.21187016494446,161.64097072552445,200.64933178674744,217.068782380881,208.03045579970487,190.2147047469264,164.977331347603,158.00421436726933,,190.39483248144802,194.5911273362116,179.7924852532697,156.50123556383264,136.63996017314972
23,2000-12-03 14:31:23+00:00,172.09958600842913,178.0162214790825,188.37931906137175,200.57787541693554,198.75730584987883,232.02580292391195,222.39253427848467,186.19916518654975,198.20658526462284,218.05565539379273,234.21372253337623,214.4957157283532,,234.8919508512175,206.38829297431803,186.34490001806168,188.95564025093896
24,2001-01-28 14:20:59+00:00,174.79206829133037,188.40477446244935,191.38411399945588,178.62286816242064,198.98911379393738,227.67512343060892,214.72240214045686,192.08741284807948,186.6224831275406,216.43094893551827,208.074074344844,192.7518484786502,205.18300742494773,228.82624086031308,209.5696155980443,178.8877181262329,168.12321858059963
25,2001-02-05 14:31:27+00:00,177.36933531867416,189.87995697682607,195.73964279421375,180.65692109087217,194.4556569438374,225.01360076875122,211.8413335853885,196.15243150123294,199.6415679059441,220.06644295099855,207.94845115374028,,,211.8750773053445,213.1136997104942,175.65049693149666,177.44312565582004
26,2001-02-21 14:31:26+00:00,,165.7668749443984,161.96051678142504,156.62898610230957,179.7659363211384,210.27542688173378,199.31447304644286,179.683728562078,186.368190114181,206.61424225879063,191.33691978366969,,,194.78381041236838,186.62720231110558,155.0471283265576,161.4653327317878
27,2001-03-01 14:21:11+00:00,165.12224597474162,177.57251183472565,154.4655340117783,160.57965526492941,178.8120771105748,196.73283046921492,186.4426628299219,171.89128169391168,189.6934904668571,209.17104511204852,189.11656476829367,160.3314086645942,153.42488854182776,180.78309864840318,180.13318322421907,160.98439137047183,159.30524935656848
28,2001-08-16 14:29:52+00:00,167.56908390744877,134.8766802664183,156.48068351407758,165.73090665255367,184.4863964428338,172.784529254519,170.34853884703017,177.86508966975268,200.23169527695362,,,152.31811227739402,,126.47326246105483,165.02861404119474,166.77477736763572,153.4634558786215
29,2001-09-25 14:21:05+00:00,156.9012369099536,140.81777555697673,143.44869150847873,183.87010598581702,178.1605052235091,165.97002018276112,167.8606957041421,174.80901178154355,207.87937854356446,216.16228895885854,193.27557894945951,164.67063686723392,144.90298490397643,150.8196239240948,175.65238803717162,195.75214128023114,167.36303745905008
30,2001-11-28 14:20:36+00:00,161.53548971611855,157.45531083780503,165.4905886689931,153.9415667439652,164.39509503842592,192.47627164525173,210.10483567943666,217.98005120352155,221.18616023470872,217.03911382495252,206.50309536023866,199.2843844818595,193.51962371177768,191.83679812678966,169.3605486008035,148.65545150595867,149.89640685382446
31,2001-12-06 14:29:34+00:00,160.81183195958326,156.74370939099617,156.76736631156044,143.44347594136022,163.1233578750924,188.51122614915948,206.2349864403401,209.86823073727749,219.84160064123566,211.29160464739581,196.31288836573046,183.94735731949166,185.50173766168874,175.635591438226,168.68394251003343,154.09195680424628,147.06247557476354
32,2001-12-22 14:29:44+00:00,158.83970468365968,160.7279119502193,162.55946639144025,154.87068137333003,171.66248578469427,185.086023554182,202.1839533518234,215.36848694022592,214.702184691413,203.03052032626638,191.0263126538856,189.0607746982578,189.21303333551634,180.0371404415562,178.5704029981484,154.77176508689746,145.65743838321973
33,2002-01-15 14:20:06+00:00,159.3213269403925,158.3414899969458,167.29673648955983,170.51586991422883,159.83339646898912,182.99560087586772,212.5647759988047,218.32147634464755,201.3256624499441,191.31721736383693,184.5716204389,189.44846791050867,193.5893754556799,183.2214797254434,186.94760732448725,161.95523253336768,150.40377023238096
34,2002-01-23 14:29:55+00:00,179.0533769515923,167.6719903481706,178.66868808257513,187.11517917405837,161.63160287110492,186.37503385815086,224.71460950883835,232.0918120162357,208.3213122191502,192.48617173709212,196.16300185289506,199.14154117017304,210.2453453418113,217.10658589971897,192.26546595846096,170.7693585656318,149.86757818703154
35,2002-02-24 14:29:58+00:00,161.9298557613808,153.344562583234,168.6225852728271,157.8685584003746,164.3771823988592,198.41006142039603,228.0734347237183,208.5752070822954,186.3447380889193,195.57503466405285,195.09413012462628,195.41790229384736,199.38790532950512,209.83926050267286,179.73396848695916,145.54662550589126,155.74197668838113
36,2002-03-20 14:19:06+00:00,,175.142348606468,157.5979607283558,135.7714543466991,165.8921136595348,219.6839275427001,221.87973904688693,191.90935481464092,191.15757204382112,196.56306432048734,200.42300576154287,201.69565066073505,201.58913536714886,198.99254113170667,194.53141377547104,149.03247836929623,129.63774832928118
37,2002-04-13 14:29:51+00:00,,148.26336673065822,160.35437272176324,142.69894517172108,166.76741935285028,203.79873359992126,213.07230023846182,197.83522084214243,184.43424752253287,189.09534550023628,180.72311069293588,187.55286343704898,180.40739202080624,,176.85157738004742,153.28239559221836,139.66067535122085
