dates,satname,nzd0339-0000,nzd0339-0001,nzd0339-0002,nzd0339-0003,nzd0339-0004,nzd0339-0005,nzd0339-0006
1999-08-17 22:12:02+00:00,L7,380.09,376.12,371.49,359.48,345.42,338.92,343.07
1999-08-26 22:06:20+00:00,L7,347.46,349.88,350.95,314.74,316.84,324.52,326.73
1999-10-13 22:06:24+00:00,L7,351.11,338.79,337.37,300.08,,,
1999-11-21 22:12:00+00:00,L7,351.82,353.34,350.86,339.79,317.02,318.89,335.35
2000-01-17 22:06:11+00:00,L7,,,,,342.57,341.36,346.26
2000-02-18 22:06:05+00:00,L7,346.89,342.91,347.79,330.87,330.08,324.76,334.57
2000-03-21 22:06:01+00:00,L7,335.47,316.58,320.82,315.64,311.17,308.24,315.47
2000-04-13 22:11:30+00:00,L7,371.89,356.31,354.32,346.44,344.37,338.20,342.81
2000-05-24 22:05:22+00:00,L7,375.17,315.23,364.52,360.45,353.04,346.75,339.26
2000-06-25 22:05:07+00:00,L7,413.36,431.14,444.10,383.94,377.70,399.07,396.34
2000-07-11 22:04:53+00:00,L7,257.36,,,340.82,346.86,330.34,321.89
2000-08-12 22:04:29+00:00,L7,329.64,315.34,312.32,306.07,308.32,290.01,311.95
2000-08-19 22:10:13+00:00,L7,373.95,350.83,368.20,355.44,340.49,343.43,342.82
2000-09-13 22:04:02+00:00,L7,336.05,319.42,314.45,307.75,303.69,293.23,312.22
2000-10-15 22:03:32+00:00,L7,345.86,335.32,331.91,318.65,307.46,303.33,319.13
2000-11-07 22:09:29+00:00,L7,359.80,347.20,348.54,349.45,329.23,326.75,337.39
2000-11-23 22:09:30+00:00,L7,349.42,345.18,344.34,335.73,331.93,322.28,342.13
2000-12-18 22:03:49+00:00,L7,366.65,367.71,370.68,366.12,352.79,348.48,360.66
2001-01-10 22:09:39+00:00,L7,345.97,345.78,346.63,341.09,325.07,323.32,328.76
2001-01-19 22:03:55+00:00,L7,362.77,356.07,359.61,354.01,341.22,337.00,344.15
2001-01-26 22:09:42+00:00,L7,353.32,343.98,341.10,335.20,330.90,334.42,329.50
2001-02-20 22:03:48+00:00,L7,363.23,348.52,354.47,356.00,348.21,341.70,343.16
2001-03-15 22:09:27+00:00,L7,380.47,370.58,372.85,367.69,346.57,345.96,358.61
2001-03-31 22:09:19+00:00,L7,388.10,382.00,389.66,384.02,363.06,351.21,363.42
2001-04-16 22:09:18+00:00,L7,354.52,360.21,354.10,349.59,332.72,328.51,329.52
2001-05-02 22:09:15+00:00,L7,368.69,353.95,358.32,354.93,355.04,341.64,333.59
2001-05-11 22:03:21+00:00,L7,565.26,351.67,359.10,350.78,349.70,337.67,328.02
2001-05-27 22:03:12+00:00,L7,382.50,379.81,386.48,413.43,401.08,396.50,396.13
2001-07-05 22:08:33+00:00,L7,282.02,,381.82,376.28,380.17,369.58,373.62
2001-07-14 22:02:45+00:00,L7,,416.12,459.19,433.53,355.84,343.61,345.34
2001-08-31 22:02:05+00:00,L7,359.55,354.33,357.52,339.20,323.37,316.66,335.41
2001-09-23 22:07:39+00:00,L7,340.99,343.56,352.09,346.30,333.62,328.68,318.09
2001-10-02 22:01:40+00:00,L7,363.18,369.88,365.28,355.16,347.13,343.43,339.01
2001-11-03 22:01:46+00:00,L7,343.25,340.73,338.67,326.80,309.55,297.72,316.52
2001-12-21 22:02:05+00:00,L7,378.67,370.34,368.13,362.69,354.24,357.09,362.76
2002-01-29 22:07:57+00:00,L7,373.39,356.22,357.80,354.46,346.00,342.17,348.20
2002-02-07 22:02:17+00:00,L7,408.64,401.13,402.41,392.44,379.69,377.06,373.36
2002-03-02 22:08:08+00:00,L7,508.97,535.19,358.74,351.19,347.58,339.49,341.79
