,dates,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071
0,1999-10-04 22:10:38+00:00,187.43556434106006,183.42076843981386,207.14759039342312,227.3269048914714,234.93537844335336,216.20780561775155,212.61466607003067,206.3088867444115,203.87857807081733,191.67250293488584,,,186.48572029179016,190.56092257206274,184.76191372852713,176.63920557548548,180.83482894273317,181.91826152793038,187.07978481020484,201.86478096055316,,215.70964837908426,201.74197278570546,196.62790323732767,195.95236632515832,199.17767388923667,206.11457697070097,211.16101673063633,,,,215.41814234680032,217.31265466097582,217.82450744125896,226.80602159772877,,231.18938832615885,226.62504678058627,227.87336201977232,225.9254578665703,218.35107714091396,218.0760877388593,222.19309092053237,218.52278904513926,211.56648230782076,199.7433638722099,224.02772734667278,220.49099117170553,214.98337761684655,202.69203606714433,198.70423923251678,163.06006239455917,182.36900760322175,180.10570079628238,174.2275677009619,170.56896421343453,163.40051174447473,158.89066358800653,171.7100256394677,157.75440045689137,179.51987822624048,177.4371210406569,,,187.62949956302512,187.6243962993206,172.245117558163,170.04721261514612,181.70377875483666,,192.17843802675733,
1,2000-04-29 22:09:53+00:00,205.59074631035452,194.1644746235583,197.23331315742226,196.39476721571015,201.3702576374771,216.8679689833132,200.2063699037522,199.92352631854865,,,,,,,,,,,,,,,,,,,,,,,,,207.18795669733498,213.84708578880418,,,,220.72245979181235,227.5678046050031,223.18541609095712,228.5400611232829,227.15872644239494,220.38470017830133,208.54148085549937,203.81238057763784,200.62804532038388,189.02851242974876,199.99807918063158,195.2882850556228,186.38006413539426,196.18784590144656,164.07071054740817,189.77036798744933,182.04193440629263,177.61720077034084,186.57917462153677,185.67361386662532,169.12256670936137,180.68392030012828,160.64504861614506,176.6146791539624,183.10512179421153,188.33325508368915,178.7140058304689,185.59936024868531,172.2808217350803,173.69950702594613,183.22233163539096,186.1998266183444,173.83378674191172,189.1203708158494,167.16050765143882
2,2000-08-03 22:08:44+00:00,174.21524566944953,167.63714281181058,171.98645319402817,169.76948237282224,171.18188451443604,187.82139141303776,188.95402364043184,181.36905265413708,177.32920307397123,156.45005573379748,159.90391121055893,,,,,,,,,,,,,181.79887520405816,187.36915042281765,188.42622026690793,182.84689405482084,178.5960061933292,169.81471212166315,165.94955994856096,167.1399277948733,178.27809270134355,180.9050666198039,187.40467657234427,198.3617605006989,198.60402328537862,203.4170900517253,200.7730673377891,190.8392990018956,187.81839913811,200.6832524376992,207.55125464475879,209.103014720057,199.50133081140046,194.823191441447,182.8376501169823,168.56115479988983,166.65904189948355,170.47275520735596,157.30559809297398,169.29046219730196,154.08648403996978,159.49058543728904,161.8429731602011,167.54569504433374,171.8013373629711,180.26488098087074,164.69935160060368,167.47324006858338,153.70016750593913,162.69839483183102,168.72897955150398,166.32368960974787,156.56625810139045,,,,155.80464521523805,156.67572277771387,158.29682517961353,175.96413791051276,138.8361953874517
3,2000-08-19 22:08:38+00:00,166.4537400027338,157.77898420601122,165.05565732566663,160.82141219905847,161.92978194835547,173.55496044273642,167.20632104841735,159.83430343221215,154.7587713435334,143.93049532260008,137.51299617716015,,,156.2667061130391,154.6550347321439,155.12083877122222,148.74812464599475,147.39254175049496,,,,,,,,173.41677379840334,172.9699016238357,172.10477408580948,164.16056503300476,158.85612728756067,153.5562257460059,166.53142633976262,158.54489351269157,178.23192282225307,185.9603498623021,178.93878412907395,191.8647477172339,187.7820663034691,174.10990625923426,177.68193004499514,197.76399737771462,203.78817293812403,201.18068281489437,194.4433188864687,190.0130738619506,170.47037680569917,158.27157097088514,144.89829992248218,150.02469445255616,147.68615552180773,156.1487486221733,137.51455412380062,148.3421700964547,162.79043999186098,157.50789784389536,164.62873048999154,172.04615358815948,156.33403235312494,159.13825320585227,144.77082526627055,154.6558635362391,158.2459586275698,160.34693861207927,164.72740802037373,,152.3239400792766,153.29351303934968,147.50499169558822,141.15536444946767,147.31013597211594,165.53554438096876,115.568421837568
4,2000-09-20 22:08:03+00:00,196.4783320721146,198.5117762997907,214.011650415089,200.0681730248753,197.94028132911174,191.8555786850481,184.72408669950792,189.52043272087445,189.51892168060633,187.59551530446373,,,,182.68898493083825,183.0974656531492,177.32164546531237,171.00602970580314,164.29571780663966,172.01295626696162,181.54107439211327,182.51679265734202,177.44759970198908,183.73245035823888,188.8461351564212,195.24939983286242,198.298331236745,198.61875894723448,191.087987240595,185.97817982419411,180.24085489464068,194.7751815099247,203.73705010797238,,208.20711958397993,200.42497308967904,201.4421924243112,216.17175970727465,216.83681845055108,203.27969162486153,219.05297614191204,228.04941218132507,220.69985453513902,214.4918014057614,211.07931158777058,210.9013245946688,197.76027727955085,,,180.69121199828606,175.65663392042552,195.58023223694107,148.82320548532886,176.36222163190428,177.17666925497528,175.36559745036723,189.74303604570525,188.842592168338,163.6592861076934,178.04896734955713,160.90352569497236,166.88467155440838,175.50712477685082,173.48408605888454,183.8897045205535,,175.33607784770294,167.07372214856696,156.82935074775196,157.524044521237,160.89278392578234,185.3415357792355,134.8345681997384
5,2000-11-07 22:07:53+00:00,198.246057635121,193.78439111881465,204.24490352900392,199.84221333794335,,197.267102297709,193.22950645292113,193.3531169087122,199.2341204920304,205.86244838005854,,,,179.7251605353881,176.96846218896738,185.1354161220427,193.42433228749974,202.7780251489203,204.0411215742427,201.18674544203384,190.70436488602866,185.13798244765877,180.8092432178138,180.2668002364229,185.59381931734356,197.46591873985966,198.38976303661815,199.57439885540703,200.2487458413864,199.08116912033933,194.44920197545824,200.93863509948767,,214.2501199451097,220.63016549702778,218.92566783916533,221.26088260871927,212.7620718185673,218.6801678464891,208.4184637304759,218.54784899063048,201.59060937705448,200.38869784687202,209.88473414512848,219.96403074872086,213.41003179036903,,,190.4273690650886,190.65434734129627,196.26038153825027,185.43124051167155,183.53917254237194,183.8616297444342,175.6734308362582,177.00302005855133,179.43349442329998,171.80992033563962,173.4123944132533,161.06358859128295,173.81343476743982,185.37909740247142,196.41032712278178,169.6202397355595,195.80483875971163,177.87480129625538,170.04507731243132,165.42735094811485,166.9757074134808,178.53040955008254,195.27450374512324,154.8117965198865
6,2000-12-25 22:08:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.89119453013234,191.4997987880447,182.1427453782312,172.3799727852815,,,126.1003910701276,120.48066537836817,,,,,,145.75870609616294,143.1211039928885,146.1737318519161,142.92062272234298,134.97307592496566,140.52855641400032,123.99944686827737,139.77456822957583,154.15376519943922,160.60679783750876,156.15121589071543,,124.4788013040431,129.45232582016735,,,,,
7,2001-05-18 22:07:26+00:00,224.28169237281736,220.76006759647834,224.2079219834749,223.9276465262845,230.9264792209724,219.11919738977286,207.1361181037311,207.1265215611039,211.64772206161842,203.74667870808844,,201.07285231498432,191.31422375474614,191.7464394368008,195.787244261861,195.56923545989167,186.51082778002925,184.6507214136207,185.21777537088886,188.51617910638834,199.4849419576367,210.10504999581977,207.32215285909422,205.4544340806281,189.43660931532366,178.5304743844633,179.45246240595873,198.3279950785209,211.54184336052583,211.3729882050846,192.48415776184288,204.2329675352025,200.3723168989802,203.77837387520424,223.21036221585575,228.50629607083988,225.96022600723404,221.4148468361115,220.67229137883237,229.8385004447582,243.84781073724093,241.30317870792413,235.84007003771913,220.45920519831765,209.9650735065717,204.5728467006432,181.06155616286281,194.68435255699188,204.1690710752411,195.38234717129757,207.11948599206633,202.75114250973672,201.12748447940191,198.02059244480068,185.2638202684328,194.03138488772805,193.77896662681275,179.9839137200048,195.29364228013782,162.87809759834104,179.60374331746175,179.21290721412174,177.4325430410789,204.60010609586624,175.30352014046656,,,187.39013495947853,187.68444157206656,188.5347665410353,202.90695062943428,175.97223278975423
8,2001-06-03 22:07:16+00:00,190.00945697342567,194.71272506121255,204.8500386206717,198.83592297556845,201.32821179100705,186.81572115907693,,,,,,,,,,,,,147.961217681209,156.57856284444267,163.4412096061538,,164.33710336584085,165.87669570418225,164.66151319109602,161.6933574216897,161.54662666914953,174.72325469852316,181.48278575147555,,,,,,,,,,,,,,,,,,,,,,,,,,166.72032040143424,161.802750043314,160.79327577917587,155.7327184925877,161.56341448143652,152.88842938644822,158.46587311455147,158.81809996577073,161.27790441665502,168.90592363548146,153.0154863799754,,,163.66841697157844,159.98630266948658,162.39360365207708,177.51792012397146,127.25251579795935
9,2001-12-12 22:06:14+00:00,191.79031130355116,197.20322119577884,199.4861331763807,,158.73938391109988,180.08909190112053,169.76055591042098,168.2191831887371,,158.73668853149212,160.9385424321734,164.2993559522085,160.0974973132731,150.61467887780725,154.90865506678173,138.72366778941029,,141.87509814299162,147.16820385807338,148.6071844906029,146.15208608638937,,144.20677659538842,167.970589484642,178.69077926225378,179.2880220356805,175.91952505837224,175.40591979078272,167.5745513134425,172.3996456723524,163.9061434491713,166.83120690077277,165.6088933289628,168.8277450404252,168.02894824556552,171.51258488229536,196.563356855925,189.07086415359367,180.5604308521202,190.01726498995953,204.52625819806326,201.75984832726658,199.4906561297939,190.42969136884463,182.65590262653313,168.22461845860818,153.52602493171355,156.1894315495574,158.80231086071313,153.4482529683405,167.3299275481187,149.11676692169434,163.773522591796,167.55231565435582,158.2226884554843,148.3189669951795,149.16420871162222,150.78646155607223,158.7906571644518,151.77506413639324,158.22844378754075,170.2301333416736,172.9871966333896,176.17976050260538,150.68889646020074,151.18803655199267,157.18835089120034,150.09395967693257,146.36794816749983,156.07073005768498,171.79368745801162,134.91024244041137
