,dates,jap0081-0000,jap0081-0001,jap0081-0002,jap0081-0003,jap0081-0004,jap0081-0005,jap0081-0006,jap0081-0007,jap0081-0008,jap0081-0009,jap0081-0010,jap0081-0011,jap0081-0012,jap0081-0013,jap0081-0014,jap0081-0015,jap0081-0016,jap0081-0017,jap0081-0018,jap0081-0019,jap0081-0020,jap0081-0021
0,1984-04-26 00:41:23+00:00,172.92857160557568,160.40674439192827,162.47200494990452,,170.78875955796786,179.42505564339623,168.59215860882358,174.2154400588085,,,,,,,,,188.5810530588721,193.04719726266538,190.41885594768382,,,
1,1984-05-21 00:35:49+00:00,151.43372952052394,142.12176130222872,,,,165.60104879445302,164.1164421537162,156.18273541416266,,145.31404325063076,,,,,,,158.16853083058368,171.96959884514777,,192.3230453198965,184.99745758676576,180.54049869819468
2,1984-10-12 00:38:08+00:00,173.3924834484244,147.14088801907084,160.4505483235015,165.06883934665427,166.4627757713939,166.9187920538508,170.51774683852307,172.07621356587055,,,,,190.13665391750638,,,196.67786132950894,205.33514960258196,205.43834504897313,213.54182408429622,,200.68772361565436,
3,1985-05-24 00:38:10+00:00,162.8876134201881,141.78168095533982,156.15757237369206,165.72485514383467,172.91503878496977,167.4732765950429,167.03427472919822,174.17752764347426,,,,,,,,,,182.42388412768608,191.04793139808797,203.71464559062673,,197.33435781840953
4,1985-06-16 00:44:19+00:00,150.87871321730927,148.5611479749141,147.8915024007431,162.53478587129823,172.7963851193117,168.3323585559534,164.56841185629617,172.46935808340493,,,178.29209905525622,,,,,,195.96520258622908,216.24250061563578,218.55497715534054,,,197.6338085474489
5,1985-08-03 00:44:00+00:00,,,,,,167.95253555395308,172.58408778183755,171.66390103173435,,178.00030970332597,,,,,,,218.018895102637,223.05182706829396,,,,194.69802689045352
6,1985-09-13 00:37:21+00:00,157.11065020939844,134.72498566511754,142.6491882211397,,167.3691194712705,178.68936489900037,173.20979805447914,171.5601903283765,,178.68788109416727,,,,,,,210.74124692923002,224.4388917425569,220.97471120247772,,,
7,1985-10-15 00:37:01+00:00,185.1519474983494,152.47101010001117,159.92013068486477,158.30304791807728,172.23065244774503,170.0598656008115,179.94079589566599,171.51176933825835,,182.89632367211328,,,190.63939765808692,,,,215.06461454756743,230.08670925414884,223.9316418567311,,,195.9699195380428
8,1985-10-22 00:43:06+00:00,174.3834825970211,160.4339256471781,166.91913219487935,179.76657471693852,192.33033992969519,200.49558536801382,197.62915070041132,,,,203.079000513218,,,,,,241.62135589922173,245.7539464839258,243.5142590548802,248.43527877211832,,
9,1985-10-31 00:36:48+00:00,137.0592291031658,,,,,,134.38033026144083,129.77581317041563,139.29401092573957,,,,,,,,171.2089954510104,183.9080628926986,,185.64860502698184,167.91337303504332,
10,1986-06-12 00:31:54+00:00,,,,,,,,,,,,,,,,,187.08418047504452,196.2805290084667,196.36220639779506,,,
11,1986-06-28 00:31:23+00:00,160.70832006429845,143.53308174270467,141.4631632179037,,,165.95051007578084,160.2317017577031,157.40340796952387,,,,,,,,161.6114554276363,,,186.3196423190687,203.06544676131873,202.61930320836734,183.15885739213255
12,1986-07-30 00:30:17+00:00,151.178674696793,127.11759356877114,,,,171.6317728438327,164.30567563336461,161.15076266997502,,,,,,,164.39121790520682,,,195.5570743516248,203.38471707170524,,,
13,1986-09-16 00:28:35+00:00,169.43640116143666,154.905377864707,158.0962571371173,170.2450745341133,176.49803211329305,180.3265940347538,178.42213173902417,171.6836287875625,,,,,165.25818598483968,,,,,206.69413806339705,214.2009084654321,216.7366536839241,,196.50872772321634
14,1986-09-23 00:34:32+00:00,150.16849371323352,147.75102755425905,,155.82794240060252,174.8854854781661,184.4197503087785,180.27394220804,171.49224741854812,,,181.53109646570323,,,,,200.23241574722053,205.90949998335682,227.25829579540246,222.08297915024946,228.36966773114045,203.06581451237025,
15,1986-10-09 00:34:02+00:00,128.38609105210597,134.23726161749036,,133.75505225074258,,,,,110.29649266869552,,,136.38960222854845,,149.05275308936834,,,182.59267278082564,190.83916499882645,188.72541990689567,204.5460552668597,182.41268514701363,164.80151556419918
16,1986-10-18 00:27:33+00:00,179.2938363618751,165.92443560602464,166.28534310266562,174.37777222626806,185.38184109082886,196.22492692935654,184.4131854618407,,,,,,,,,194.291065048011,206.13286105923598,203.8937292748396,217.4227885838827,,,
17,1986-12-28 00:33:25+00:00,,,,,,,,,,,,,,,,,188.76668738880107,190.6152666956039,,226.8470354859382,,
18,1987-01-22 00:27:57+00:00,,,,,,,,,,,,,,,,,,,,,,
19,1987-03-02 00:35:36+00:00,172.22923230908114,162.53369144832357,167.46671810291582,,,,,,,,,,,,,,,,,,,177.68643426313233
20,1987-05-14 00:31:50+00:00,155.06353439548235,148.30270999455195,165.56362960692056,169.2789681235989,177.07654746919715,169.26545051217147,164.8035700689635,160.42156771385334,,,,145.72206020929838,,136.06533213021817,,146.12556343427275,,163.808410541129,172.9556046882184,197.70614992383685,,
21,1987-05-21 00:38:12+00:00,146.8001339819691,160.19534923939295,168.80344546960362,173.71302353617259,174.59247788432313,178.3901655927797,168.65032682135467,161.34299849799342,,,,,,,144.36630743067676,160.18233544205586,,166.44123434591555,186.689578528052,208.02221647138683,,184.01971196864622
22,1987-05-30 00:32:14+00:00,162.91640749057626,151.85568520047258,161.02606496918617,164.12505802972737,172.95754948811765,174.06416543094858,158.5833961524896,155.77404146924832,,,,,,,135.09440456442618,,164.11416809943282,179.87257345143746,181.0561871754181,205.97557949924152,,
23,1988-03-29 00:38:05+00:00,197.0982032635729,180.85989967224134,177.5628535086214,184.244187790954,183.95064968985034,183.3668941118217,170.43040508827713,165.9564500845455,,,,,,,,,,,162.7999383774671,195.33114287690282,,
24,1988-05-23 00:44:40+00:00,149.1407517819356,128.05354468185396,,153.46923037537002,,143.76716410677193,142.71075049785173,136.38281945878512,123.68732133892718,127.46059759522565,,,,,,,133.96565415608177,,138.79600995611406,175.99582299035166,177.40822414523754,
25,1988-07-26 00:44:58+00:00,137.51769528656678,144.4649760261066,154.0351801267059,164.93650026376443,178.03337464016116,174.62941391800072,175.47761530509925,165.81589280705523,156.37015264286177,161.00971552171708,152.88064190825003,,146.98061929771055,,,,195.36898966706016,212.30575928495966,215.79354055966635,221.53274828710838,,
