dates,nzd0219-0000,nzd0219-0001,nzd0219-0002,nzd0219-0003,nzd0219-0004,nzd0219-0005,nzd0219-0006,nzd0219-0007,nzd0219-0008,nzd0219-0009,nzd0219-0010,nzd0219-0011,nzd0219-0012,nzd0219-0013,nzd0219-0014,nzd0219-0015,satname
1999-07-20 21:46:27+00:00,,,,407.15,395.49,389.76,392.46,395.83,392.72,374.85,367.02,360.01,349.56,348.50,346.60,324.23,L7
1999-08-21 21:46:33+00:00,385.93,378.93,379.48,392.23,382.23,383.63,385.76,374.67,376.49,363.38,357.02,352.76,346.07,346.35,342.45,325.57,L7
1999-09-22 21:46:36+00:00,407.84,394.18,399.80,407.53,402.48,399.43,399.42,394.24,390.14,385.36,372.73,371.31,356.09,359.57,351.03,358.75,L7
1999-09-29 21:52:52+00:00,400.68,394.98,396.81,403.50,401.59,400.96,398.94,398.27,397.40,384.77,374.85,370.10,351.32,349.73,352.04,354.15,L7
1999-10-15 21:52:49+00:00,401.80,392.65,394.07,406.30,403.28,398.01,398.75,397.01,388.57,381.78,372.99,365.63,355.12,351.14,346.38,349.58,L7
1999-10-24 21:46:32+00:00,407.47,395.70,396.47,408.05,405.43,401.98,401.92,399.73,397.07,386.32,373.60,367.97,362.31,358.66,347.29,342.91,L7
2000-02-04 21:52:37+00:00,389.81,386.75,384.65,393.04,388.87,384.50,387.19,386.97,380.12,362.65,361.77,353.08,343.44,345.15,346.19,353.42,L7
2000-03-16 21:46:15+00:00,403.09,393.41,392.69,400.78,399.66,398.72,396.87,391.44,384.39,384.20,368.54,366.65,356.53,353.48,352.97,357.21,L7
2000-05-03 21:45:55+00:00,402.37,392.02,398.19,402.98,395.53,394.43,394.85,392.32,385.79,370.74,362.62,360.89,348.96,350.65,354.64,340.84,L7
2000-05-26 21:51:48+00:00,414.95,406.42,401.99,407.90,406.00,403.28,398.63,399.71,391.95,382.56,376.06,371.96,359.25,355.32,347.95,334.41,L7
2000-07-06 21:45:15+00:00,419.77,392.50,403.65,401.02,404.20,402.99,392.95,386.79,378.78,356.64,347.01,349.89,340.31,340.01,332.19,323.38,L7
2000-07-13 21:51:19+00:00,403.68,394.43,401.34,408.10,403.17,398.42,400.74,395.51,390.74,382.44,366.95,369.92,355.91,357.86,354.96,344.70,L7
2000-08-07 21:44:45+00:00,404.95,399.92,402.10,409.47,407.06,405.64,404.81,402.92,397.74,387.96,368.83,367.65,354.07,358.28,350.20,340.95,L7
2000-08-14 21:50:56+00:00,403.62,392.73,398.96,410.48,402.20,402.18,404.09,404.94,400.82,393.03,381.13,378.45,366.34,365.47,356.62,350.31,L7
2000-10-17 21:50:01+00:00,383.39,374.55,375.12,387.94,384.90,392.76,390.37,395.86,398.86,386.89,377.03,375.45,370.29,370.06,369.32,375.98,L7
2000-11-02 21:50:13+00:00,381.50,376.87,379.95,387.50,384.24,385.09,377.61,384.06,376.84,366.22,358.91,361.36,347.19,353.56,355.14,365.13,L7
2000-11-11 21:44:00+00:00,388.13,384.39,385.14,391.96,391.29,389.24,385.14,381.23,384.00,379.01,352.06,353.35,356.06,365.09,355.33,365.31,L7
2001-01-05 21:50:16+00:00,376.24,373.72,376.63,388.31,380.95,379.30,381.39,381.39,381.42,376.10,360.84,363.12,361.64,361.93,361.98,363.35,L7
2001-03-10 21:50:10+00:00,394.49,386.74,390.31,395.33,393.19,394.94,394.81,402.58,393.73,379.45,377.63,374.60,365.67,365.55,369.73,371.69,L7
2001-04-04 21:43:43+00:00,390.62,380.61,385.69,393.21,393.80,389.61,394.36,387.66,383.72,381.08,371.21,373.04,362.99,365.31,367.22,363.66,L7
2001-04-20 21:43:46+00:00,399.59,382.50,384.04,394.59,390.00,388.25,389.89,385.34,375.13,365.61,365.29,358.37,347.65,354.50,356.15,351.40,L7
2001-05-06 21:43:42+00:00,399.23,392.59,395.86,407.38,407.07,404.33,404.06,394.55,386.36,377.61,367.35,331.25,324.78,,,,L7
2001-06-07 21:43:18+00:00,394.03,385.86,388.98,396.28,394.92,393.85,396.70,,,378.56,372.66,366.66,356.09,353.31,348.95,319.78,L7
2001-06-30 21:49:12+00:00,412.80,399.16,401.95,409.57,404.30,403.06,408.60,,399.71,385.65,380.27,374.64,366.24,357.83,350.86,,L7
2001-07-25 21:42:54+00:00,,,,,,,,,,,,,364.11,358.52,350.58,335.00,L7
2001-08-26 21:42:25+00:00,391.87,385.63,391.07,394.13,389.76,391.31,394.55,389.12,382.41,377.15,368.34,371.05,362.36,353.96,355.11,349.65,L7
2001-09-02 21:48:29+00:00,391.36,387.61,389.95,400.94,402.75,398.63,397.86,395.83,396.98,389.61,374.33,368.04,359.20,358.95,359.06,352.65,L7
2001-09-11 21:42:14+00:00,396.43,390.12,392.70,402.06,402.55,402.15,397.38,397.24,390.39,388.92,374.73,369.17,358.69,359.54,358.24,363.53,L7
2001-09-18 21:48:17+00:00,393.65,389.87,386.87,392.85,393.97,393.57,384.87,393.58,386.44,379.54,365.78,363.28,347.68,348.45,346.46,352.20,L7
