,dates,per0236-0000,per0236-0001,per0236-0002,per0236-0003,per0236-0004,per0236-0005,per0236-0006
0,1984-06-20 14:16:12+00:00,166.36295535330413,149.39398222272695,,150.91493848050595,158.64627968108545,165.23254087066772,
1,1985-03-03 14:18:15+00:00,131.16942912258006,126.75900980380462,,128.15138465170344,134.25100945700183,137.80220123970744,
2,1985-03-19 14:18:14+00:00,104.20342508286836,101.18632216296095,,111.74043681977416,120.49534215038159,,
3,1985-04-20 14:18:05+00:00,161.47392211878403,152.5947167400992,,150.09900183324993,153.16514082936692,157.8410701806617,
4,1987-02-21 14:08:52+00:00,183.0041102491587,182.72932316204114,193.97479984701843,186.7637838735644,188.7753467161591,181.01594904245383,170.25368653244274
5,1987-03-25 14:10:03+00:00,,,,,,,
6,1988-02-08 14:17:20+00:00,184.67625804114374,188.68682107269987,192.22067767386145,188.81037122633947,188.32073808833752,181.50941817409384,175.03391539849676
7,1988-02-24 14:17:33+00:00,175.04111138663444,171.52190131361442,188.51191808664402,173.95907654902658,178.81819835728413,177.57454789960357,154.32866789508626
8,1988-03-11 14:17:43+00:00,,,,,,,
9,1988-03-27 14:17:51+00:00,,,,,138.6875185878791,147.40065220407175,
10,1988-06-15 14:18:24+00:00,,,,,,,
11,1988-11-06 14:18:26+00:00,183.48106599887709,191.5048443151533,197.5692756441401,188.48601760360083,192.12116487789936,182.29798130985793,155.5504581697213
12,1989-12-11 14:11:24+00:00,189.059513519195,189.73426893829622,197.33713317172584,188.81357944745315,193.0769579152701,182.0869297659257,158.52310976072062
13,1990-03-01 14:08:49+00:00,182.7309628370501,176.120532802276,190.73959735448855,178.08118643043588,177.6999842763518,180.08159629962225,158.1489778612809
14,1990-04-18 14:08:03+00:00,185.06689298921918,187.75890905807012,193.82747336095866,185.33441035694452,186.39028666201273,183.08988636891027,154.1147617756477
15,1990-05-04 14:07:57+00:00,196.8129215496673,196.19987012409754,196.84999662201668,190.98953997321547,197.7358207347777,191.50495391301615,169.39507115686285
16,1990-12-14 14:07:11+00:00,,165.26331737895677,,,,,
17,1991-01-15 14:08:05+00:00,169.9667237538721,149.6534412628916,167.42431852619296,167.55492120267408,179.86062438513378,179.94719138316978,154.95024288498774
18,1991-01-31 14:08:23+00:00,180.35285480294885,174.4843909561013,183.27824744927548,178.7936686313861,173.9411876811396,169.89574282060087,155.52337289532738
19,1991-02-16 14:08:41+00:00,151.99132882052183,136.6692964835101,,137.3049137453249,138.10222648627658,142.59951084646192,127.71565433960623
20,1991-03-04 14:08:58+00:00,177.1146118915243,173.16177592115628,180.7427471133862,172.46548694538194,169.69225196411293,167.24858630550042,153.2090600138914
21,1991-04-05 14:09:31+00:00,179.8801048908515,179.09879819266615,191.3225159204606,181.4372962850965,183.3773684099695,181.47640335483143,163.16605501048878
22,1991-09-28 14:11:46+00:00,144.5196835724451,149.98244183842797,156.99440414742804,150.7965307184165,155.85429152681664,163.56009772574942,
23,1992-02-03 14:12:07+00:00,,,,,,,
24,1992-03-06 14:12:00+00:00,126.90466458737022,117.41784781636072,,118.44656139254107,123.54862641331172,129.68140851321948,
25,1992-11-01 14:09:07+00:00,118.57327861803648,,,,,,
26,1993-01-20 14:09:31+00:00,,,192.2767173958472,,,,155.59201090121394
27,1993-06-29 14:10:15+00:00,,,,107.15559499924426,121.80195551596256,132.81018394658727,
28,1993-10-19 14:09:59+00:00,,,,,,,
29,1993-11-20 14:09:44+00:00,,,,,,,
30,1994-01-07 14:09:20+00:00,,93.92849020457246,,113.36932847426343,,,
31,1994-03-12 14:08:28+00:00,153.97456162576347,,,141.87586762745772,147.54974161055878,154.38348963258647,129.6224638401872
32,1994-12-25 14:01:08+00:00,180.062195413543,179.6220661949864,188.2068438233452,181.2656251400955,185.9297579509226,173.65044650262087,154.48997406521735
33,1995-03-31 13:57:23+00:00,187.7118243580563,201.76236279405992,199.5260833089492,195.02900098602748,199.6355363080294,190.95530539016502,184.20412825458487
34,1995-04-16 13:56:43+00:00,,,,,,,
35,1995-05-02 13:56:01+00:00,,,191.8493898558879,182.97631497550495,184.23786582100894,179.27474356343927,139.57465021913083
36,1995-06-03 13:54:32+00:00,,,,,,148.00451930997792,
37,1995-07-21 13:52:22+00:00,,,,,,,
38,1996-01-13 13:50:59+00:00,171.72161075092774,171.4741587927884,185.301620436905,175.51323322442505,175.7821270334241,170.7341577472364,154.66688769045334
39,1996-01-29 13:52:07+00:00,184.82039097425908,160.0607457634357,184.44807027938538,160.98130595257837,157.58459446734042,154.77453588545032,130.9571658140538
40,1996-03-01 13:54:17+00:00,,,,,121.99068256386882,,
41,1996-04-02 13:56:20+00:00,177.4459339143175,173.98321527931247,189.82115360532953,173.48158474827454,174.43022795281593,176.57803710960988,161.6964654468135
42,1996-04-18 13:57:20+00:00,153.46949734441463,164.4503405889448,157.283941819809,154.5454238549372,158.84444045386263,154.88781540871875,143.56573423182286
43,1996-05-04 13:58:17+00:00,150.7786637054156,,,144.45450805375037,152.40777563565283,156.4371460523576,120.13296882512196
44,1996-11-28 14:09:15+00:00,153.82209663587437,165.48562103522823,167.73891961318984,157.4466936656103,161.6159757240815,154.24977905768353,137.505113588688
45,1997-01-31 14:12:15+00:00,141.32014109267797,127.50423122985396,,134.39741005681157,139.62978040342438,136.21625438803892,
46,1997-02-16 14:12:56+00:00,172.65631140861007,,178.56644803315143,,,,
47,1997-03-04 14:13:35+00:00,135.23083435658455,,,137.24777852625215,146.2181730210565,153.4890771575203,144.98384705800282
48,1997-03-20 14:14:12+00:00,144.87044289526278,,,135.91289395522296,139.88932723126737,152.5222744379995,126.21284961699972
49,1997-06-08 14:17:02+00:00,,,,,,,
50,1997-08-11 14:19:12+00:00,,,,,,,
51,1997-10-14 14:21:02+00:00,,,,116.33811230438813,,,
52,1998-02-19 14:24:02+00:00,178.64339413662978,196.67714596233137,198.86413234302876,,,174.94058556210476,165.4303664152946
53,1998-03-07 14:24:17+00:00,138.5743905894433,,,132.99212932591894,130.38242076161916,,
54,1998-04-08 14:24:44+00:00,180.0836337620145,190.16115498560924,200.1580839987357,187.33665854119982,186.89537941559308,181.9263178524613,160.45188021311307
55,1998-04-24 14:24:56+00:00,158.4753304505567,,171.270360013083,154.64146255484394,158.12574019620135,157.20200697436937,
56,1998-06-11 14:25:40+00:00,187.15129404122953,190.10044966639205,199.12521491920162,191.26152838237735,181.7112149786814,183.4608788790479,159.43027808483146
57,1998-07-29 14:26:10+00:00,,,,,,,
58,1999-01-05 14:26:53+00:00,193.90400735057278,200.19099745734772,203.20398745895383,200.32856850788716,203.21262440491182,196.06887675698468,193.7648816911376
59,1999-01-21 14:26:51+00:00,173.02743778568828,171.82224121807312,,,147.95217436245878,158.22895027952993,166.64357969883073
60,1999-02-06 14:26:58+00:00,132.03372033120385,,,,170.0519722762953,185.9559937926069,171.4220386131039
61,1999-02-22 14:27:04+00:00,181.07892023700023,192.75671698881806,184.94435242691173,196.66350532014613,190.5375544649459,,
62,1999-03-10 14:26:54+00:00,185.1623149094275,196.2434089189857,194.50255804399166,189.81513656922613,193.17751509211553,179.37475405051168,164.6567478716704
63,1999-03-26 14:26:38+00:00,181.70851164557095,184.66785276525783,182.99801686307612,178.10520229428974,183.9500450478474,173.49855791044516,164.46777866739507
64,1999-04-11 14:26:32+00:00,175.3099884064031,185.9629177206524,187.59237034944385,179.860560969091,186.6777795556235,180.90712666435795,177.32816560596348
65,1999-07-08 14:40:36+00:00,188.13418640008703,192.35476901823228,194.66476150494026,187.0335282745875,191.92485166508087,186.58903583776092,148.43269225061528
66,1999-07-16 14:25:33+00:00,,,,,,,
67,1999-07-24 14:40:38+00:00,,,,,,,
68,1999-11-21 14:23:16+00:00,,,,,,,
69,1999-12-07 14:22:56+00:00,125.29946596567939,,,,,,
70,1999-12-15 14:40:46+00:00,159.97703738418903,159.380565641994,175.1795552636688,162.50899543559814,166.48841270081476,159.23570370449954,149.77509094160126
71,2000-01-24 14:22:25+00:00,,,,137.9103348862855,136.38231007862123,130.8952628620063,125.46436436064405
72,2000-02-09 14:21:54+00:00,166.99532036706614,166.74173195536474,168.43786284382278,152.0058629259029,155.57476905590272,148.2531258232151,147.35986231940043
73,2000-02-17 14:40:30+00:00,190.2753994354331,190.51294226510313,195.11632813092416,193.8621616214069,194.8176785862155,185.19837655966617,180.1448944718998
74,2000-03-20 14:40:25+00:00,190.64882248523983,192.7449897301283,194.64837196097136,192.2500969806768,193.04067343689476,185.71019621296895,166.7955779602099
75,2000-04-21 14:40:07+00:00,175.1925267542334,177.90129032146407,178.92591429796104,176.54496639700776,177.8471451643278,175.89129962425608,156.8539712330194
76,2000-05-23 14:39:47+00:00,166.4745816505709,159.85109720001145,,161.84283492320125,161.33445269214585,162.66648011531487,
77,2000-06-24 14:39:34+00:00,187.70177866104424,193.22230697774202,190.56834704180426,190.683427101702,193.210093992802,186.3077041736199,161.38575835430083
78,2000-08-19 14:25:31+00:00,190.55707733746448,202.74836857569323,215.63048218675914,208.48238991321537,203.3268901833948,196.6785125813826,174.65791827612838
79,2000-11-23 14:26:59+00:00,,,,,,,
80,2000-12-01 14:38:11+00:00,195.63313132641514,197.97058003427435,201.75282979409056,197.76268848621478,200.0738637347655,194.02923279115814,187.9630780324454
81,2000-12-17 14:38:14+00:00,182.29731918286373,187.05227969613426,187.6640054100489,183.0194059297679,190.02031659603546,181.4571054962992,160.40120173321043
82,2001-01-26 14:27:44+00:00,169.11462607570925,168.263076563265,180.72999882103093,157.0302859080139,159.64343254610947,154.91594071722292,144.03409365144438
83,2001-02-11 14:27:50+00:00,155.5792031423988,158.49866318708794,170.39838009415865,165.9120754881818,165.43821329987173,162.78823177871067,144.95986889234268
84,2001-02-19 14:38:14+00:00,188.2304638320253,189.69766773915146,196.52957052684152,191.64517398296974,194.16642165168415,186.74028306153863,172.39976460938408
85,2001-03-23 14:38:00+00:00,187.19505786284154,195.9292622405733,193.3700159265415,193.01510751643588,193.71071220374344,186.43363370843096,164.77838827332172
86,2001-03-31 14:27:56+00:00,185.86424805095726,187.94957366686555,187.01263887802318,183.89885852256631,186.6143970514016,181.14010139540866,157.7834466497688
87,2001-04-08 14:37:53+00:00,177.9273500703328,177.1731432594656,190.3833518603599,183.0621329067344,187.0285040302184,176.3020141639899,158.743817605325
88,2001-04-24 14:37:53+00:00,184.4561533080036,187.67630675383586,193.48230888350633,191.64425890909231,195.0307909790428,188.59665203946602,169.97489128866164
89,2001-05-02 14:28:01+00:00,185.10072367225487,196.61113757893304,193.78447928302637,190.76352273693476,194.90728233363131,191.4541704856795,161.55983663958148
90,2001-06-11 14:37:26+00:00,164.0745657218669,,,159.05852112327725,163.81070662768076,171.38950004123132,
91,2001-06-27 14:37:09+00:00,,,,,,,
92,2001-07-21 14:28:10+00:00,187.10788819899685,199.62161701027262,191.4366651282599,190.346229892782,192.24584988691052,187.43719431096892,164.75585401725618
93,2001-10-25 14:27:37+00:00,184.2208180300384,189.12430531579233,191.77761130183282,188.0499663531178,195.46560016890132,186.75048646656793,161.78166751939838
94,2001-12-20 14:36:29+00:00,165.79324927910858,170.1084302038601,177.17679277256886,169.84759196515955,176.36724385333738,166.36792882967728,151.62380113837668
95,2002-01-05 14:36:31+00:00,175.92033808497948,180.18418946483234,189.89172189423707,188.2913086600674,192.12823541130535,184.76497474670828,166.14922052211713
96,2002-01-21 14:36:41+00:00,,,,,,,
97,2002-02-06 14:36:41+00:00,187.02360077213945,185.3303482915927,196.18335448255377,187.75966749116682,191.9569139568049,185.34010905495387,174.14972015688102
98,2002-03-26 14:36:38+00:00,163.83570392761328,159.30065221104834,169.61886599110673,158.27874443593143,162.2197564425068,164.4570000327754,148.96454549551314
99,2002-04-11 14:36:38+00:00,,,,,,,
100,2003-02-09 14:36:29+00:00,156.94056554768497,151.13530199437372,167.5896470839242,153.4944881095449,157.47436630129022,154.04988022635385,153.9881731337624
101,2003-03-13 14:36:33+00:00,188.42346196033367,189.2083393530518,195.5355392592106,189.42418119866167,190.2367927054808,184.5573365363259,165.9683958529033
102,2003-03-29 14:36:30+00:00,180.54186214205194,182.86889046967656,190.06165129305393,185.05464965698596,190.23217690713562,187.20801664539584,183.5842805288529
