dates,satname,nzd0474-0000,nzd0474-0001,nzd0474-0002,nzd0474-0003,nzd0474-0004,nzd0474-0005,nzd0474-0006,nzd0474-0007,nzd0474-0008,nzd0474-0009,nzd0474-0010,nzd0474-0011,nzd0474-0012,nzd0474-0013,nzd0474-0014,nzd0474-0015,nzd0474-0016,nzd0474-0017,nzd0474-0018,nzd0474-0019,nzd0474-0020,nzd0474-0021,nzd0474-0022,nzd0474-0023,nzd0474-0024,nzd0474-0025,nzd0474-0026,nzd0474-0027,nzd0474-0028,nzd0474-0029,nzd0474-0030,nzd0474-0031,nzd0474-0032,nzd0474-0033,nzd0474-0034,nzd0474-0035,nzd0474-0036,nzd0474-0037,nzd0474-0038,nzd0474-0039,nzd0474-0040,nzd0474-0041,nzd0474-0042,nzd0474-0043,nzd0474-0044,nzd0474-0045,nzd0474-0046,nzd0474-0047,nzd0474-0048,nzd0474-0049,nzd0474-0050,nzd0474-0051,nzd0474-0052,nzd0474-0053,nzd0474-0054,nzd0474-0055,nzd0474-0056,nzd0474-0057,nzd0474-0058,nzd0474-0059,nzd0474-0060,nzd0474-0061,nzd0474-0062,nzd0474-0063,nzd0474-0064,nzd0474-0065,nzd0474-0066,nzd0474-0067,nzd0474-0068,nzd0474-0069,nzd0474-0070,nzd0474-0071,nzd0474-0072
2001-03-08 22:04:32+00:00,L7,362.97,368.30,355.46,360.50,359.50,348.30,345.37,351.49,357.37,365.06,372.16,362.06,356.41,362.16,358.06,351.54,341.81,338.21,336.23,333.98,334.25,326.82,328.67,331.49,323.23,322.72,321.37,323.04,324.35,322.63,317.79,319.28,318.78,319.54,318.70,323.12,319.56,322.64,327.13,331.82,332.84,328.99,328.12,331.38,335.67,348.53,344.52,343.35,343.40,338.05,327.26,326.76,326.27,326.13,326.62,334.54,328.50,323.09,322.39,326.59,334.29,344.65,349.19,349.52,351.20,352.30,353.40,353.90,354.30,354.59,352.99,350.98,351.47
2001-04-09 22:04:17+00:00,L7,358.46,363.59,349.40,348.41,349.66,337.07,332.74,340.70,345.16,353.10,360.15,350.48,343.42,346.60,338.44,329.13,322.79,318.24,318.16,318.96,318.59,312.65,319.78,324.51,320.01,316.97,314.45,311.56,313.22,314.24,310.80,304.20,304.44,309.38,312.71,313.35,309.93,308.72,316.00,324.23,327.43,323.48,324.87,325.80,326.95,334.62,332.52,338.41,338.12,336.28,325.60,319.65,319.16,323.34,327.27,332.03,326.26,317.70,314.14,321.92,328.70,343.21,350.08,345.32,345.11,345.33,347.93,350.92,348.20,347.19,343.67,339.09,339.84
2001-06-28 22:03:32+00:00,L7,,,,,,,,,,,,269.53,248.29,,,,283.52,298.49,300.75,305.42,304.04,300.64,303.72,308.78,301.07,298.31,298.52,298.89,301.87,303.89,296.70,295.54,298.13,296.96,294.83,296.81,295.77,295.90,300.91,299.82,304.25,301.04,306.17,309.66,310.11,319.52,317.89,320.33,324.93,323.66,315.44,310.78,313.72,315.76,318.79,322.78,314.53,306.25,308.99,312.86,323.90,329.05,337.56,338.15,338.08,338.30,339.70,341.72,337.49,338.02,334.12,326.51,325.94
2001-07-14 22:03:33+00:00,L7,,339.46,,330.31,324.08,311.92,,,,,338.48,332.71,328.17,,,319.16,303.74,300.67,292.61,304.54,299.11,298.43,296.62,298.94,296.09,290.12,290.95,,291.12,293.08,,286.31,287.49,289.20,292.94,291.84,289.11,290.94,298.69,303.74,305.71,304.75,306.67,308.17,316.09,320.22,318.53,320.83,324.86,320.80,310.26,308.41,301.93,306.47,309.70,318.12,307.43,302.23,305.13,309.24,318.81,327.53,333.48,334.76,338.98,337.47,331.92,334.08,334.15,336.41,327.21,319.76,311.40
2001-08-15 22:03:02+00:00,L7,364.62,363.01,348.72,351.64,344.04,334.83,341.95,347.15,353.97,359.38,360.94,358.49,355.39,358.23,350.04,341.61,333.33,332.05,338.18,336.89,337.20,322.84,327.88,330.32,328.24,325.17,321.32,329.08,316.25,318.68,317.62,317.33,317.11,317.12,317.54,313.84,319.09,317.14,325.07,325.57,333.96,327.60,329.92,333.82,335.43,347.32,338.17,349.62,352.41,344.04,328.75,328.30,329.79,327.66,331.54,341.47,324.63,320.76,330.53,334.73,340.36,352.87,353.75,355.01,358.29,355.46,355.11,355.14,351.98,358.11,350.34,345.54,343.64
2001-11-03 22:02:34+00:00,L7,337.97,344.04,330.07,331.04,333.71,324.57,320.73,326.78,331.12,337.87,343.97,338.23,332.27,337.21,332.81,323.31,315.30,313.04,315.15,314.71,312.12,310.18,312.24,317.28,306.19,301.40,307.76,312.95,310.17,308.16,297.82,299.89,301.96,303.96,305.58,307.68,300.68,305.74,311.65,311.72,316.16,311.37,312.56,313.85,319.49,332.81,321.53,320.58,326.32,323.04,307.46,306.86,309.27,314.36,318.45,323.45,313.19,308.67,312.22,316.22,324.01,332.91,335.37,335.15,335.60,334.54,338.25,335.70,338.05,337.96,336.43,336.92,334.50
2002-03-11 22:03:07+00:00,L7,340.41,347.17,334.02,337.72,340.30,327.44,328.04,330.27,333.84,337.28,341.37,334.09,334.34,342.87,338.31,332.27,318.84,321.04,322.37,321.72,324.73,316.37,319.88,322.84,321.57,314.17,316.10,316.80,318.71,317.72,310.62,312.69,312.84,313.10,319.07,318.08,317.61,321.39,326.63,325.27,328.56,321.57,321.42,327.79,325.14,339.23,338.96,341.01,344.94,337.32,331.67,331.50,335.28,332.10,334.51,334.52,330.02,323.20,328.69,334.19,332.58,344.32,348.84,353.31,353.14,355.16,349.19,356.68,358.15,352.26,348.23,352.25,356.39
2002-04-12 22:03:01+00:00,L7,338.58,348.87,333.10,337.03,339.51,326.18,320.65,323.73,326.54,327.09,338.01,331.33,330.16,337.94,331.25,326.59,317.18,313.30,314.80,320.60,320.47,317.08,318.65,322.02,315.20,310.02,312.44,313.20,317.46,314.54,311.41,313.55,312.61,309.59,308.99,315.41,312.52,315.45,317.36,323.38,326.22,319.55,320.37,319.02,326.26,334.17,327.48,333.07,333.19,331.74,319.78,320.36,319.43,320.68,324.00,332.67,326.87,319.02,318.44,329.31,330.61,339.87,341.36,343.14,340.96,339.86,346.26,346.30,349.52,345.94,346.51,344.45,344.09
2002-05-14 22:02:55+00:00,L7,302.30,352.45,334.17,341.04,339.78,329.71,326.17,329.46,334.97,345.27,350.61,343.47,341.69,348.37,342.10,335.42,325.98,322.93,328.94,328.24,329.81,323.08,328.29,334.81,325.66,324.37,324.51,325.33,325.67,323.72,317.76,317.06,318.80,313.82,310.97,315.59,312.50,319.14,328.46,325.08,328.04,326.08,325.79,327.36,336.44,346.80,343.73,339.80,344.14,341.14,327.61,329.69,329.31,328.35,329.68,336.38,324.71,317.76,318.09,324.68,331.26,337.99,344.42,347.69,345.37,347.62,346.15,351.64,351.00,347.09,343.08,342.89,339.30
2002-05-30 22:02:49+00:00,L7,239.37,337.87,,327.75,326.96,315.34,,,,,337.77,332.31,328.38,336.99,329.88,327.62,315.41,312.69,310.74,316.09,321.85,312.79,313.34,319.97,307.15,307.52,307.27,,310.92,310.97,304.09,301.79,302.22,296.18,296.69,307.42,299.15,303.03,308.71,313.69,316.85,312.21,317.20,321.25,323.66,329.77,326.12,331.72,331.56,330.73,311.34,312.33,314.80,318.69,321.34,325.30,319.92,308.98,309.76,321.18,327.28,333.37,335.13,,,,,,,,,,329.32
2002-06-15 22:02:43+00:00,L7,,329.62,,333.14,326.24,318.38,,,,,337.19,333.46,329.24,,,327.56,310.90,311.97,310.47,317.04,315.45,305.99,317.28,315.24,305.97,310.58,307.94,,301.42,305.64,,296.41,290.77,292.36,294.95,298.79,296.32,293.40,308.69,310.41,314.22,312.39,319.37,323.88,324.99,331.16,327.15,329.37,328.67,323.07,311.90,315.81,317.93,321.70,323.06,324.16,315.30,307.76,308.38,313.79,322.00,333.87,334.88,337.27,337.62,336.94,338.61,342.58,341.77,339.36,336.18,322.81,327.17
2002-07-01 22:02:38+00:00,L7,,305.80,,324.47,317.16,304.61,,,,,328.18,323.54,322.70,,,318.87,310.09,305.06,298.99,303.80,295.23,291.50,294.72,304.16,297.89,289.74,292.10,,296.16,295.26,,282.37,281.43,286.73,291.41,288.20,289.16,286.40,297.74,296.59,300.77,305.86,305.91,304.36,316.61,324.80,319.06,322.27,325.56,323.28,311.67,309.20,308.71,312.30,312.98,319.64,307.69,303.04,303.79,311.10,320.72,330.56,332.02,330.62,332.96,332.66,329.83,334.82,336.10,333.33,326.67,323.19,322.62
2002-11-22 22:02:21+00:00,L7,334.77,346.19,336.07,337.76,341.75,330.03,327.95,326.97,332.86,343.91,354.15,348.06,341.54,345.67,337.02,330.83,326.29,323.48,321.48,320.93,322.65,318.24,322.57,325.96,321.48,316.57,320.17,320.56,316.66,315.58,308.87,309.83,307.26,306.61,307.44,305.73,301.64,303.46,312.70,313.41,316.64,310.67,310.82,314.28,317.43,325.63,318.74,325.03,330.29,325.94,311.20,310.35,310.48,314.99,317.69,324.61,316.86,311.69,315.64,315.57,323.07,336.26,343.83,343.82,342.53,341.98,340.66,341.31,340.07,334.27,334.96,331.91,335.07
2002-12-08 22:02:27+00:00,L7,320.63,324.47,315.49,324.48,323.43,313.40,312.66,314.49,318.34,321.38,327.53,322.44,318.62,321.60,319.76,309.61,303.20,304.81,305.49,,,,,,,,,,,,,,,,,,,,,,299.31,298.25,303.92,304.02,,,,,,,,,,,,,,301.13,308.37,310.78,316.31,326.36,323.20,328.27,331.00,331.68,332.35,333.72,330.88,325.08,323.76,324.31,325.54
2002-12-24 22:02:33+00:00,L7,320.83,325.06,320.09,325.62,323.89,313.07,312.65,315.44,316.27,326.81,331.85,325.71,322.07,328.12,324.38,321.49,309.95,312.65,314.10,314.23,315.03,309.33,310.93,318.45,307.12,306.35,305.23,306.88,309.57,308.65,304.83,301.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.72,336.23,333.29,333.81,337.93,335.55,334.18,332.51,332.15,333.03
2003-08-05 22:02:35+00:00,L7,168.10,344.86,336.68,342.96,336.63,327.30,328.77,330.23,335.16,340.06,345.19,341.24,331.64,338.47,333.81,326.71,322.35,,,,319.63,312.09,316.80,319.28,309.01,307.50,307.01,305.10,301.56,310.61,301.13,299.56,302.45,298.10,297.79,,,299.57,310.57,311.39,312.16,311.05,313.05,320.34,319.35,327.38,325.97,321.94,327.06,322.99,311.96,,,310.82,313.07,324.38,317.93,311.91,311.40,323.48,327.14,337.02,337.02,341.84,340.79,337.27,339.74,,,330.61,329.46,335.59,339.09
2003-08-13 21:51:08+00:00,L5,355.69,370.76,358.08,353.27,354.91,340.90,342.35,349.58,349.36,358.56,367.21,356.44,351.38,355.72,353.91,346.11,341.15,340.14,345.15,343.68,338.48,326.95,332.31,333.63,322.91,321.66,319.73,321.24,323.81,322.69,320.41,322.53,320.92,319.39,317.00,321.89,322.76,328.64,326.13,326.28,326.53,318.55,319.97,327.99,331.91,340.61,334.61,339.42,340.60,336.32,324.64,324.95,322.99,326.51,325.02,336.01,331.47,327.13,328.07,335.05,341.31,345.05,350.44,353.52,355.54,356.34,360.64,357.81,354.92,350.51,352.49,356.47,356.16
2003-09-14 21:51:42+00:00,L5,320.26,339.52,331.64,340.68,335.90,320.12,326.85,330.71,332.84,342.38,347.66,337.35,334.77,343.14,343.31,336.56,327.10,330.87,327.45,323.56,323.01,317.88,321.09,329.06,319.99,316.29,316.43,316.07,316.30,318.97,313.35,312.87,310.17,309.45,318.06,317.37,309.48,311.97,318.65,322.46,318.90,311.72,314.69,320.76,322.20,329.76,330.59,334.94,338.72,334.93,321.35,316.62,309.37,315.32,319.65,329.60,320.76,313.74,320.85,322.89,333.23,341.40,342.77,341.47,345.09,345.93,345.66,336.99,336.61,335.49,339.65,348.18,361.78
2003-10-16 21:52:08+00:00,L5,330.05,335.94,327.96,320.33,322.62,316.64,311.77,318.82,324.42,331.94,335.93,330.05,328.45,338.52,336.85,328.35,323.75,323.71,325.65,325.22,325.39,316.69,312.36,316.82,302.46,302.77,305.74,307.35,306.55,303.60,301.39,309.02,310.00,305.59,314.07,317.01,307.55,312.51,308.57,308.48,309.17,307.85,311.30,310.34,317.92,328.39,328.77,337.63,333.36,328.84,318.23,315.29,315.35,315.04,310.88,316.27,307.27,300.56,306.44,316.42,321.22,333.05,339.30,343.96,344.36,345.33,347.67,344.87,346.46,344.99,340.25,344.45,347.83
2003-11-17 21:52:33+00:00,L5,331.07,341.67,331.69,330.92,333.50,323.15,324.85,310.59,312.63,318.80,326.34,320.16,312.47,321.65,321.64,316.36,317.34,315.64,316.19,316.82,316.59,309.14,314.67,322.10,316.98,298.56,299.69,297.20,299.28,301.52,297.37,301.24,298.01,311.29,311.33,313.14,308.07,314.57,318.73,325.12,329.48,315.59,304.55,306.07,311.43,322.05,317.06,325.09,329.02,325.99,318.96,312.37,312.84,316.37,322.86,329.01,320.39,309.40,300.65,315.11,323.81,335.61,334.14,335.07,333.74,344.07,346.86,347.27,349.68,357.48,355.66,358.32,358.83
2003-12-27 22:03:06+00:00,L7,,336.36,328.89,326.69,324.27,316.40,318.11,320.55,323.50,330.90,336.76,328.15,323.56,331.97,327.94,313.34,304.85,304.37,308.56,,309.31,305.20,308.24,316.09,303.09,302.75,307.05,305.62,304.92,302.65,298.75,300.28,302.79,300.87,299.85,,,,306.42,305.64,307.80,307.12,311.71,313.06,314.65,321.16,316.76,320.91,324.16,320.47,302.42,295.77,,,306.37,312.71,311.34,304.49,302.81,311.44,321.53,336.81,336.75,338.11,338.48,332.44,333.03,334.42,,,340.48,339.47,336.58
2004-01-12 22:03:07+00:00,L7,334.27,342.67,336.10,335.00,333.06,320.42,322.02,322.50,330.01,341.07,345.22,,,,337.46,329.29,320.46,324.33,325.18,319.19,325.51,318.06,315.58,323.56,311.08,308.10,313.03,309.36,312.25,,,298.20,308.70,307.08,305.36,312.83,309.55,312.97,314.47,319.76,320.28,315.27,320.31,323.48,324.82,,,,331.78,324.70,310.87,310.43,307.29,310.75,312.69,325.05,318.29,313.07,317.03,326.99,333.99,,,,342.73,342.67,344.51,344.75,349.09,347.59,348.70,349.80,352.83
2004-01-20 21:53:00+00:00,L5,,,,,329.81,316.97,322.85,329.47,338.89,345.95,356.67,347.84,338.07,349.75,346.35,331.50,306.56,306.57,314.16,312.35,315.21,309.23,317.41,320.26,319.50,317.46,322.36,320.45,325.13,324.09,318.95,319.97,311.12,306.55,309.93,312.26,306.05,310.70,316.64,319.79,321.73,325.34,330.65,332.40,338.16,344.83,338.39,341.23,341.92,324.46,309.47,306.96,305.87,310.60,317.03,326.11,321.91,323.26,330.45,335.49,346.39,353.67,357.64,355.66,349.14,342.12,345.54,349.82,351.49,349.41,351.54,350.17,361.68
2004-04-01 22:03:28+00:00,L7,338.65,,,,325.39,314.39,310.41,317.64,329.56,337.84,344.89,339.35,328.80,331.93,330.46,324.49,318.11,314.28,314.21,320.34,,,,,,,,,,,,,,,,,,,,,,,314.19,313.31,318.69,323.60,318.54,323.77,322.81,317.09,306.22,297.98,,271.58,,,309.03,303.29,307.29,317.78,321.63,329.71,327.19,329.97,330.74,332.17,332.38,333.89,338.11,,,337.46,342.09
2004-04-09 21:53:43+00:00,L5,,,,,,,,,,,,,,342.17,335.49,324.52,311.81,313.57,309.80,311.32,305.48,311.27,307.43,317.48,311.46,306.49,305.94,306.82,308.40,310.68,303.28,305.65,301.39,298.71,300.82,297.01,303.53,306.85,311.58,309.28,315.84,316.39,323.89,326.07,327.54,330.37,330.03,330.33,322.56,319.40,308.13,302.62,310.33,307.81,313.81,315.87,319.90,314.48,316.42,325.08,332.13,342.72,346.40,347.24,339.76,336.26,338.52,339.89,346.81,342.75,342.39,344.01,354.26
2004-05-03 22:03:23+00:00,L7,347.30,359.97,353.55,354.40,350.37,,,,332.72,351.30,360.08,350.49,342.61,350.73,345.19,342.05,331.87,328.17,329.09,329.84,332.43,326.37,322.69,322.65,,,,319.68,317.53,315.35,309.96,316.36,313.06,307.29,309.93,313.06,308.74,310.97,314.56,317.98,319.53,,,327.14,332.84,337.10,331.92,332.18,335.09,333.36,313.91,311.80,314.65,319.82,320.40,328.21,328.50,,,324.11,333.29,341.88,348.38,353.91,350.99,349.31,350.58,350.86,349.81,347.63,354.97,352.26,356.63
2004-05-19 22:03:23+00:00,L7,330.48,354.86,347.85,349.59,343.99,335.13,331.20,341.31,344.12,348.46,351.21,349.83,339.36,346.00,339.59,333.34,325.59,,,,331.25,326.29,323.65,328.14,320.55,316.25,316.66,320.81,315.20,314.08,308.54,310.86,314.12,310.45,,,,312.04,318.36,318.24,318.55,316.83,323.49,324.07,330.46,335.09,329.01,332.15,332.00,332.45,315.86,,,319.30,323.16,331.27,322.36,317.49,320.53,328.37,332.41,343.53,345.24,347.49,351.32,349.70,351.85,,,352.49,351.48,355.81,364.44
2004-06-12 21:55:35+00:00,L5,,328.62,,342.69,340.44,337.75,335.60,341.24,344.47,353.83,358.76,352.83,331.34,345.31,343.85,335.72,323.58,328.77,327.06,331.57,329.55,325.53,330.46,335.13,319.04,307.74,317.39,315.95,319.29,313.57,306.90,310.17,315.30,315.80,314.54,311.21,311.21,312.29,317.41,316.92,320.88,314.09,320.40,328.98,325.74,332.50,322.11,326.52,329.16,323.27,308.07,310.17,310.47,320.89,319.98,325.90,324.59,320.65,320.53,327.38,336.37,341.37,341.47,339.06,341.30,343.18,350.95,347.81,349.02,346.73,355.54,351.90,358.48
2004-06-28 21:56:04+00:00,L5,,,,336.91,335.52,319.09,317.07,318.90,334.36,341.71,345.24,341.97,340.78,343.80,345.80,332.60,320.35,325.41,326.89,325.82,316.84,316.76,313.36,317.78,308.29,305.92,306.51,304.59,308.15,305.52,303.18,305.19,305.50,300.37,308.66,307.55,303.48,301.07,308.25,305.38,310.15,301.90,311.00,314.91,320.99,332.19,329.88,329.74,332.90,327.06,314.43,312.78,313.03,308.37,313.35,316.81,312.59,309.74,312.51,321.87,327.78,336.08,342.74,345.73,341.59,344.65,347.54,347.75,346.54,338.92,343.84,344.17,344.06
2004-07-06 22:03:12+00:00,L7,,,,,,,,,,,,252.88,,,,,,297.94,,,,,302.26,302.49,292.61,291.08,,,292.28,297.12,,,290.80,296.66,296.51,297.04,295.77,297.85,305.09,308.10,307.41,308.06,143.80,,,326.79,323.47,325.83,326.09,325.89,309.11,308.94,311.75,310.82,318.09,326.95,318.07,312.85,,,336.74,344.63,346.54,346.76,347.39,350.08,346.75,346.92,344.39,344.55,345.42,353.32,352.20
2004-07-30 21:56:51+00:00,L5,254.56,355.89,346.63,346.39,346.62,331.54,332.25,335.75,343.14,348.90,353.14,345.94,338.70,346.30,341.73,333.81,322.12,324.06,323.60,324.06,323.99,315.18,321.77,322.60,319.12,313.05,312.45,310.22,311.32,312.67,306.58,312.42,309.85,310.17,308.96,310.87,305.04,312.07,309.78,314.05,319.56,317.38,324.35,322.59,327.32,333.16,331.37,337.18,336.06,332.31,320.01,315.09,314.26,316.49,321.65,329.97,321.19,317.27,320.11,327.18,334.98,345.98,353.92,349.94,353.56,356.18,349.49,348.64,349.95,350.09,351.12,355.34,360.46
2004-08-15 21:57:13+00:00,L5,337.61,348.78,338.96,343.01,339.61,325.57,328.73,331.92,340.59,341.48,347.84,341.65,335.27,345.67,339.72,331.39,320.22,323.58,328.04,327.36,324.42,312.13,316.43,320.06,315.86,311.06,311.27,307.29,309.62,312.38,305.75,305.52,304.02,303.33,308.64,311.29,302.66,300.25,309.70,310.12,311.18,304.06,314.01,315.17,322.52,333.04,326.65,326.36,327.65,322.82,307.47,313.68,313.68,316.27,313.89,322.00,319.38,313.08,315.55,328.97,333.24,343.41,341.96,345.81,344.19,341.12,347.90,345.77,340.48,340.03,342.47,350.83,355.17
2004-09-08 22:02:53+00:00,L7,324.77,334.59,316.92,322.66,328.46,314.22,,,,333.83,336.06,331.55,327.91,335.12,334.11,326.63,317.15,317.66,316.73,317.86,319.03,312.76,315.66,317.16,314.49,,,312.62,312.62,310.51,304.05,308.14,306.83,308.38,308.67,307.10,305.82,305.59,313.02,312.37,316.17,,,,321.00,331.05,322.43,325.13,328.94,327.76,315.16,304.74,307.68,310.69,314.08,323.08,312.27,309.05,,,325.41,335.38,340.01,340.15,342.45,344.49,337.89,338.48,337.77,338.42,342.50,341.90,348.06
