dates,satname,nzd0594-0000,nzd0594-0001,nzd0594-0002,nzd0594-0003,nzd0594-0004,nzd0594-0005,nzd0594-0006,nzd0594-0007,nzd0594-0008,nzd0594-0009,nzd0594-0010,nzd0594-0011,nzd0594-0012,nzd0594-0013,nzd0594-0014,nzd0594-0015,nzd0594-0016,nzd0594-0017,nzd0594-0018,nzd0594-0019,nzd0594-0020,nzd0594-0021,nzd0594-0022,nzd0594-0023,nzd0594-0024,nzd0594-0025,nzd0594-0026,nzd0594-0027,nzd0594-0028,nzd0594-0029,nzd0594-0030,nzd0594-0031,nzd0594-0032,nzd0594-0033,nzd0594-0034,nzd0594-0035,nzd0594-0036,nzd0594-0037,nzd0594-0038,nzd0594-0039,nzd0594-0040,nzd0594-0041,nzd0594-0042,nzd0594-0043,nzd0594-0044,nzd0594-0045,nzd0594-0046,nzd0594-0047,nzd0594-0048,nzd0594-0049,nzd0594-0050,nzd0594-0051,nzd0594-0052,nzd0594-0053,nzd0594-0054,nzd0594-0055,nzd0594-0056,nzd0594-0057,nzd0594-0058,nzd0594-0059,nzd0594-0060,nzd0594-0061,nzd0594-0062,nzd0594-0063,nzd0594-0064,nzd0594-0065,nzd0594-0066,nzd0594-0067,nzd0594-0068,nzd0594-0069,nzd0594-0070,nzd0594-0071,nzd0594-0072,nzd0594-0073,nzd0594-0074,nzd0594-0075,nzd0594-0076,nzd0594-0077,nzd0594-0078,nzd0594-0079,nzd0594-0080,nzd0594-0081,nzd0594-0082
2007-07-06 22:11:24+00:00,L7,239.49,220.52,240.20,250.80,256.04,286.17,256.70,259.89,251.58,,,342.19,304.39,242.53,236.53,229.85,259.05,284.85,241.38,,,,,,,,,,,,287.83,283.00,275.46,236.66,222.76,216.58,226.07,239.23,258.00,261.69,252.19,264.09,263.73,254.22,251.65,222.16,228.37,239.53,228.94,212.89,227.73,247.29,228.75,242.57,228.33,242.24,243.34,249.99,,,,,,223.59,224.61,226.34,226.34,232.77,237.24,231.79,244.87,244.56,,,,,,247.33,291.81,461.18,486.49,238.36,248.57
2007-08-14 22:17:00+00:00,L7,285.14,274.60,296.33,,413.87,418.46,408.19,381.45,,,,358.96,329.30,,869.65,821.58,386.01,701.88,513.46,,688.81,,495.03,437.76,424.82,415.87,,,,368.85,495.66,495.07,458.40,410.88,413.76,,,349.62,,,,,,,414.40,379.30,313.36,255.28,252.68,240.19,,,255.23,276.20,276.59,282.28,291.84,,,,,,,,241.75,239.89,245.96,247.47,250.25,239.94,255.81,257.86,,,,,,267.94,350.03,480.75,443.70,260.51,267.05
2007-10-17 22:16:47+00:00,L7,241.54,214.95,238.84,242.92,,,,,,236.86,248.24,320.15,301.02,237.55,225.38,223.06,245.03,274.42,229.15,229.34,225.69,232.47,,,,,245.01,240.99,254.28,268.72,295.01,291.46,277.34,229.88,216.93,210.91,220.07,225.74,254.62,251.75,248.42,256.20,255.87,,,,,,,,,,,,,,,,,216.51,237.71,226.33,212.63,215.58,228.94,232.01,227.94,234.52,235.98,,,,235.56,243.70,233.49,220.02,237.63,240.47,274.71,384.48,240.63,235.71,243.74
2007-12-04 22:17:13+00:00,L7,221.67,197.51,215.40,188.30,,,,,214.17,212.68,230.45,257.01,221.51,210.70,215.16,214.96,212.86,233.71,216.13,222.04,214.11,,,,,220.23,219.58,217.23,215.18,222.55,235.09,227.30,224.17,214.55,201.45,195.41,191.96,209.97,233.79,228.25,236.64,248.80,,,,,,,,,,,,,,,,,212.43,207.68,225.41,214.78,208.06,213.84,219.07,221.09,227.10,226.24,,,,,224.76,234.13,224.23,215.02,227.54,232.34,274.97,377.74,224.30,230.34,233.14
2008-03-18 22:10:55+00:00,L7,224.39,204.55,224.21,191.56,219.96,233.30,215.15,213.22,206.81,211.28,,,,,,,,241.57,219.35,,,220.64,218.64,220.30,217.93,215.78,209.75,,,,240.74,237.70,230.57,221.49,204.64,204.80,197.45,223.37,244.82,238.61,243.06,254.70,253.19,243.47,238.32,208.59,218.50,227.58,221.68,210.34,218.40,226.68,217.22,217.94,216.26,219.26,239.45,230.33,234.42,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-25 22:17:07+00:00,L7,267.59,238.98,250.49,272.68,,,,,,301.07,317.55,345.98,315.30,,484.31,581.99,931.96,298.27,609.95,243.62,253.23,564.93,419.13,,,,335.66,364.01,388.85,393.76,486.98,315.34,413.47,355.31,295.52,239.31,258.26,280.89,281.84,261.86,267.88,275.19,279.06,,,,,,,,,,,,,,,,,221.74,236.12,232.50,216.21,220.14,241.16,238.23,237.10,247.70,244.31,,,,237.39,250.83,250.95,230.08,241.53,246.01,322.45,480.30,480.11,236.83,246.02
2008-05-05 22:10:50+00:00,L7,259.65,230.65,249.44,,,,,,293.59,296.35,293.32,345.31,318.32,263.96,932.34,244.27,994.44,307.04,,,,,,,,485.07,491.14,353.23,378.19,360.36,485.69,459.53,,,324.11,,284.32,296.88,301.67,269.83,273.18,,,,,,,244.44,247.94,226.74,,,,253.05,250.16,252.39,270.31,260.10,248.49,235.22,240.65,233.05,224.83,229.38,228.32,236.05,238.56,,,,250.24,245.43,245.89,257.96,,,,,,,,,-41.56
2008-06-29 22:16:33+00:00,L7,225.64,195.20,222.98,,,,,208.55,196.95,212.39,226.06,,225.84,227.64,218.81,225.74,220.28,240.86,221.11,216.62,208.34,,,,,206.30,209.93,214.11,203.20,231.60,248.45,236.19,238.07,227.15,219.79,212.05,201.70,225.60,246.15,255.40,254.02,,,,,,,,225.36,219.52,,,,,,235.30,246.68,238.17,235.19,219.73,235.95,227.63,213.58,207.64,224.56,230.93,219.62,,,,,229.25,232.28,236.48,226.06,221.42,232.96,237.91,289.78,449.95,412.82,231.42,240.44
2008-08-09 22:09:59+00:00,L7,,207.64,230.17,197.06,232.37,249.72,217.15,212.31,200.22,214.12,229.51,,,,,,,,,,,,,,,,,,,,,,248.60,233.48,222.84,215.26,222.22,234.60,251.57,255.39,246.78,261.17,262.30,260.41,253.70,220.85,224.80,234.79,246.77,218.74,226.23,237.88,225.88,232.89,224.60,233.57,250.09,249.51,235.03,222.85,233.35,225.90,,,,216.31,222.90,232.13,229.10,222.85,231.85,231.08,232.97,242.37,253.81,-68.89,-16.52,37.43,36.35,476.28,487.35,483.57,241.04
2008-08-25 22:09:52+00:00,L7,270.59,,,,227.72,485.55,525.62,209.68,,,,,,,,,,,,,,,,,,,,,194.68,228.43,248.57,242.04,245.42,236.19,220.32,211.10,,,,247.92,247.67,257.38,261.95,252.81,249.27,222.39,226.92,,,,,,,,,,,,,,,,,,241.98,229.94,225.24,232.46,229.08,227.87,,,,,238.13,219.50,228.49,241.13,291.36,461.61,485.83,238.00,237.31
2008-09-01 22:15:59+00:00,L7,,,,,,,234.14,226.85,229.96,237.17,298.40,344.88,315.03,259.64,958.78,838.14,995.62,295.47,220.96,228.44,,,,368.31,387.08,394.23,482.48,375.28,395.98,387.54,348.29,,,,,,,,,,,,,,,283.61,241.77,233.17,238.01,219.37,231.64,238.26,229.67,241.01,238.53,246.25,260.07,257.61,242.42,232.28,239.50,232.88,222.58,220.54,234.06,,,,,235.88,241.75,242.29,240.24,252.67,243.18,236.35,241.33,251.58,289.94,257.67,244.76,238.56,148.88
2008-10-12 22:09:49+00:00,L7,224.71,194.97,224.05,200.49,,,,,201.46,207.86,230.46,289.75,244.53,227.88,221.73,222.00,220.88,253.45,223.57,215.59,214.06,211.63,,,,227.01,223.89,219.91,213.31,230.90,256.31,268.47,252.82,221.17,217.22,208.12,217.69,219.58,248.45,240.86,243.95,259.47,,,,,,,,,,,,,,,242.06,235.42,225.81,219.74,228.46,225.44,215.11,219.12,223.52,228.27,223.26,231.95,,,,234.11,226.23,243.92,237.71,225.07,239.26,245.83,276.54,373.50,240.01,238.80,244.85
2008-11-13 22:10:19+00:00,L7,,,234.13,249.46,267.21,298.34,237.11,221.99,231.06,221.94,268.90,,,,982.37,872.19,962.22,,,,220.96,496.40,457.35,346.49,376.26,381.98,458.61,355.21,379.47,,,,429.17,,320.57,,269.03,,276.52,258.67,251.41,266.79,264.33,254.31,257.55,270.18,225.36,233.38,230.52,222.43,221.39,241.39,228.18,241.97,236.40,241.17,251.23,247.65,241.24,221.32,227.40,224.60,212.85,,,,220.36,233.25,225.42,229.61,240.76,229.40,237.12,240.64,236.87,238.49,-36.84,12.62,48.05,87.56,,,249.28
2008-11-28 22:10:42+00:00,L5,250.59,220.84,237.13,244.27,257.89,285.92,265.50,248.16,257.34,248.55,283.01,331.46,307.63,247.92,960.12,875.22,941.15,287.14,231.22,227.13,224.61,224.48,233.94,229.93,375.21,387.23,499.14,370.59,396.94,394.61,482.94,433.51,367.73,,236.86,234.47,249.38,250.09,274.44,266.98,263.43,260.10,257.89,245.88,245.01,219.89,222.31,235.83,240.70,216.76,223.30,243.37,229.62,238.43,233.49,239.70,240.50,250.18,234.53,226.43,237.81,235.04,219.27,227.11,233.07,234.40,237.52,229.28,231.95,228.65,240.62,236.87,238.65,255.05,240.94,231.56,242.85,254.27,312.48,466.46,496.32,246.79,253.42
2008-12-22 22:16:31+00:00,L7,,,212.86,183.99,215.48,235.09,214.35,213.01,213.81,215.64,230.92,,,,,,,,,,215.95,217.61,219.38,224.54,224.75,221.24,218.89,218.28,,,,,,,,,,,,230.12,239.28,244.78,249.65,246.14,242.41,215.20,215.49,225.31,230.89,196.92,209.23,221.09,206.22,215.94,208.73,217.63,233.01,229.92,224.23,211.68,234.70,227.30,,,,,226.11,226.58,233.46,221.98,231.99,232.59,230.26,239.75,228.20,217.59,-22.39,14.52,49.28,,,,
2009-01-31 22:12:28+00:00,L5,238.42,213.23,236.69,241.08,246.06,280.87,225.78,218.66,220.25,230.37,258.31,310.99,295.61,240.62,229.89,224.88,246.87,270.70,222.23,219.77,216.45,222.83,231.04,226.73,230.42,243.94,232.67,229.52,224.56,238.18,260.56,263.07,263.70,229.23,211.67,209.79,219.53,227.08,252.97,245.53,244.75,255.84,248.98,244.35,239.47,208.25,219.98,227.44,231.02,200.99,212.56,227.01,217.40,223.76,213.12,217.97,231.76,227.98,225.11,212.97,227.46,225.06,210.09,208.43,215.53,214.76,222.01,227.46,226.79,211.11,225.49,224.79,223.37,239.68,240.66,218.99,232.43,235.76,267.62,287.13,235.40,230.14,235.37
2009-02-09 22:06:55+00:00,L5,258.22,227.27,244.58,256.10,292.89,318.26,310.09,282.66,293.83,282.02,296.76,345.96,309.17,249.94,957.09,849.68,987.65,298.29,232.56,230.47,241.70,234.59,374.00,377.42,385.34,402.32,495.93,358.48,381.80,367.62,487.39,448.71,421.64,349.74,282.15,,276.26,285.82,281.12,264.21,264.58,265.41,263.87,250.26,246.39,223.51,224.40,237.41,235.86,218.84,217.04,245.87,232.51,248.35,239.99,244.04,254.42,253.63,245.57,238.53,243.77,233.71,225.95,230.42,233.96,238.71,238.97,235.25,235.80,235.98,245.82,241.06,238.96,253.42,246.00,230.38,245.93,250.22,328.87,484.41,483.10,250.80,255.12
2009-03-28 22:17:13+00:00,L7,275.73,248.94,257.43,282.60,,368.89,,,,,,354.41,320.25,268.32,581.09,589.59,985.44,366.53,562.41,,293.13,387.64,492.22,377.66,,,,364.75,383.85,368.78,492.45,491.00,443.49,365.02,350.72,282.52,297.56,305.51,302.02,272.81,274.05,277.04,276.18,255.17,,,,,,,,,,,,,,,,,244.58,237.14,224.48,222.68,237.27,237.53,232.04,241.82,245.09,,,,,254.93,237.61,231.57,242.42,255.19,329.67,480.60,453.86,250.95,249.40
2009-04-29 22:17:22+00:00,L7,,,243.01,253.56,317.64,302.57,322.59,263.64,275.84,250.29,,,,,,951.45,,,,,222.07,234.23,247.05,237.68,238.03,258.93,395.26,237.66,259.30,79.19,18.54,,,,,,,,,,251.88,259.71,260.03,252.49,250.05,221.85,227.00,227.03,233.60,218.04,218.69,233.93,238.01,241.17,230.10,239.69,246.87,239.48,232.23,229.88,245.43,246.09,226.82,,,,,242.87,,,,,,,,,,,,,,,
2009-05-15 22:17:24+00:00,L7,,,,,,,,,,,-93.12,,,,226.51,355.08,386.15,645.64,383.01,,661.11,,,,137.94,151.48,33.07,149.26,122.72,241.23,383.23,437.43,104.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.31,193.30,,,,,,,,264.64,,,,,,,,,,,,
2009-05-24 22:11:14+00:00,L7,,,,,,,,,,,,,,,981.22,997.98,991.44,,204.78,,351.13,382.01,416.64,,,,382.12,460.14,443.56,300.22,451.78,356.89,,,350.32,,,,397.67,354.70,,,,,,,,,,,,,,,,32.11,,,,,,,,,,,,,,,,,,,,,194.83,408.17,368.46,422.28,408.05,346.45,446.08
2009-07-18 22:17:16+00:00,L7,,,,,,195.63,170.81,180.98,153.73,157.14,-51.67,0.42,-81.41,-40.63,149.31,191.40,202.35,197.38,-45.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.77,202.17,207.02,207.48,214.99,230.67,228.82,213.70,210.69,225.43,224.22,208.35,201.88,216.10,,,,,205.34,219.52,215.79,220.77,232.93,222.53,213.35,228.50,233.53,264.16,117.71,163.32,,
2009-09-04 22:17:08+00:00,L7,,,,,315.65,,324.67,302.52,299.95,293.96,295.00,347.80,315.10,260.49,932.33,797.02,997.96,318.41,244.96,,,,,392.26,411.62,416.98,480.45,362.69,381.51,365.18,,,,,,,,,,,,,,,,285.61,236.60,241.90,239.71,222.71,225.53,250.68,239.60,250.19,244.36,251.33,262.35,261.40,246.63,234.64,244.48,239.19,224.81,227.39,242.60,239.35,,,,240.84,250.21,242.99,241.96,258.58,251.14,231.71,254.53,258.75,334.98,330.24,264.83,263.38,135.69
2009-12-02 22:12:00+00:00,L7,248.17,221.61,236.12,253.19,,,,,,250.63,280.77,336.77,300.96,251.49,243.88,253.91,936.42,305.83,228.79,221.50,232.08,226.24,,,,,343.74,370.65,392.06,380.38,487.34,442.97,428.87,357.46,334.46,,281.90,287.18,284.99,260.99,261.02,265.04,265.92,,,,,,,,,,,,,,256.39,251.48,240.82,221.96,229.69,225.68,217.53,225.24,232.01,232.17,232.10,233.41,,,,241.87,238.84,249.28,240.50,230.81,238.34,240.60,277.71,383.83,236.15,239.19,243.70
2009-12-09 22:17:51+00:00,L7,224.29,191.15,224.79,,,,,,210.51,208.88,222.44,262.38,221.56,214.66,215.23,213.22,209.87,234.68,213.88,217.22,211.75,,,,,211.46,207.92,214.21,206.02,212.13,230.40,224.92,225.65,208.94,200.69,202.16,199.59,202.00,232.26,226.00,229.08,,,,,,,,,,,,,,,,,222.18,212.56,205.78,224.18,210.71,204.75,212.01,214.02,214.10,219.26,,,,,208.78,212.05,226.26,220.54,212.37,222.05,229.22,274.68,419.35,441.73,209.40,226.07
2010-01-27 22:12:02+00:00,L5,192.11,178.30,197.18,179.90,204.59,226.95,203.91,196.36,199.80,207.03,213.85,,208.64,204.42,203.40,200.66,200.54,226.67,185.08,,,161.41,210.35,215.67,,,,,,,,,,,,,,203.76,235.54,226.98,229.96,229.76,229.47,223.12,,,,,,,,,,,,,,,,,225.28,215.71,210.93,203.52,217.52,208.55,207.63,212.16,207.00,178.92,204.68,202.11,213.37,225.92,218.70,208.79,217.82,227.90,253.84,241.85,103.66,,
2010-02-03 22:17:50+00:00,L5,271.62,244.05,256.01,277.23,366.46,362.92,361.71,318.29,309.26,300.56,296.19,342.66,317.37,275.46,981.96,993.09,881.82,306.58,265.81,230.91,246.93,245.52,262.89,263.59,364.64,386.30,418.29,435.40,415.10,442.92,477.93,306.14,378.64,,281.44,247.15,258.46,277.36,287.98,262.62,259.34,266.11,263.62,250.92,248.90,222.76,,,,,221.54,244.75,232.88,238.57,231.00,221.58,245.17,247.68,246.35,,,,,,,,,,,,,,,,229.95,215.09,246.10,254.60,327.42,502.27,500.58,249.70,245.41
2010-02-20 22:12:45+00:00,L7,233.39,203.89,226.64,230.55,239.34,272.81,211.08,,,,263.24,328.16,291.53,233.84,221.20,223.86,247.88,277.76,224.86,221.01,215.87,221.89,228.07,225.93,,,,243.75,252.26,267.00,284.83,270.41,267.62,220.09,214.39,204.97,224.23,220.18,245.60,238.70,239.00,247.24,246.32,240.12,237.03,218.32,,,,,,,,,,,,,,,228.91,228.36,213.31,218.72,220.81,214.43,218.17,217.02,222.62,213.12,,,,241.87,229.67,222.25,237.64,245.38,275.63,426.10,232.00,227.84,232.12
2010-04-09 22:13:24+00:00,L7,225.96,203.11,221.49,192.37,224.01,257.47,,,,220.24,231.81,279.27,233.61,230.46,222.29,225.07,221.92,252.70,220.34,221.62,217.99,215.27,223.09,,,,225.01,222.19,196.32,226.79,240.39,235.14,230.11,227.94,215.98,208.24,212.47,223.03,244.13,236.91,241.87,254.45,256.92,258.46,,,,,,,,,,,,,,,232.34,219.78,231.01,231.50,220.33,223.61,223.83,226.90,226.19,231.28,238.33,,,,230.32,248.74,245.68,226.71,238.35,242.14,306.28,476.70,488.12,237.87,244.55
2010-05-11 22:12:55+00:00,L7,230.63,204.94,226.91,201.24,228.66,259.91,215.99,,,,215.14,288.10,,241.79,242.54,236.37,238.35,259.28,,,,,,,,,,215.77,158.24,230.86,246.01,252.55,252.25,239.08,228.13,224.73,230.77,238.22,256.64,257.76,252.99,259.87,267.52,260.75,254.19,235.90,,,,,,,,,,,,,,,233.28,228.26,217.19,217.09,224.59,226.74,223.21,233.86,228.73,231.65,,,,255.50,251.45,228.55,244.92,248.85,306.27,482.82,488.34,482.06,252.14
2010-08-31 22:13:27+00:00,L7,240.13,211.55,235.34,236.27,241.30,273.34,226.38,,,,,312.21,297.85,236.16,231.25,227.20,244.59,269.53,224.82,220.97,222.11,222.77,239.55,229.24,232.96,,,,227.16,253.05,273.04,273.18,265.69,225.88,219.06,216.05,224.37,227.73,250.51,251.49,246.19,256.13,261.23,248.99,249.08,218.36,226.19,,,,,,,,,,,,,,,,213.74,212.84,221.14,230.21,224.94,233.90,230.47,233.39,,,,,239.13,223.90,236.80,245.01,291.11,465.28,488.16,239.39,241.41
2010-09-16 22:13:28+00:00,L7,,,207.68,180.61,211.37,226.49,207.99,200.21,201.20,208.88,213.16,235.62,,,,,,,,,,,,,,,,213.37,195.03,,,,,,,,,,,,229.66,235.45,235.05,229.13,225.46,196.07,209.06,,,,,179.42,182.51,203.65,208.42,212.20,224.42,220.03,,,229.03,,,,,,,,,,,,206.64,221.82,214.90,213.29,-24.00,26.89,48.59,,,,
2010-09-23 22:19:15+00:00,L7,219.35,196.52,220.20,229.31,231.84,263.57,216.44,209.00,208.11,234.41,251.16,,,,955.92,932.82,,,,220.35,216.70,220.56,230.46,227.27,234.05,250.67,478.58,366.04,,,,,284.50,232.91,211.53,224.08,234.71,229.10,248.12,247.97,244.01,250.12,250.83,242.31,243.74,219.02,221.75,226.80,228.03,209.40,221.61,230.99,225.60,232.98,220.96,229.31,237.37,235.55,225.82,211.18,224.88,217.17,,,,,219.84,222.80,225.22,220.69,226.46,224.05,226.15,233.72,223.83,217.77,-25.43,27.48,35.07,-37.35,,,237.80
2010-10-09 22:19:17+00:00,L7,269.89,245.84,256.66,281.52,278.55,302.65,350.83,334.44,296.28,,,,,,937.51,867.25,740.44,,584.29,228.83,289.32,387.25,495.98,373.75,360.03,380.88,430.66,,,369.96,496.11,451.46,428.11,,289.28,,,,287.36,262.89,269.80,272.23,272.37,256.93,,,249.41,242.03,239.21,221.44,229.69,249.96,239.99,256.70,249.50,252.16,267.50,261.67,248.70,232.28,,,,,,232.43,235.06,238.48,240.38,239.10,249.65,238.43,243.68,,,,,,325.53,480.31,480.13,225.49,
2010-10-25 22:19:27+00:00,L7,,,247.68,268.84,312.77,329.57,217.52,214.70,300.44,293.96,,,,,962.66,837.53,988.58,,546.78,,,413.91,490.72,376.67,392.83,398.89,477.66,374.78,389.11,,,,413.23,,,,,,,,,263.85,263.76,246.84,260.68,,,,,219.93,227.49,236.10,231.36,240.77,237.39,245.25,256.87,252.31,237.61,224.55,235.17,231.00,211.44,,,,,226.47,233.20,230.71,242.50,232.21,239.82,248.45,241.12,230.46,240.41,35.28,49.07,93.22,7.14,46.36,
2010-11-27 22:10:35+00:00,L5,245.01,209.19,233.00,245.32,242.93,272.34,225.19,225.12,237.11,245.13,262.36,325.22,297.70,239.99,236.39,229.89,241.42,274.22,223.08,224.99,216.74,228.20,232.92,229.26,247.70,254.84,250.21,240.02,241.28,259.48,273.02,272.31,269.04,228.55,217.99,220.89,228.10,230.84,250.12,253.11,243.60,256.34,256.91,247.24,250.01,230.52,229.02,231.21,233.22,208.47,222.02,236.48,232.16,226.45,227.95,222.30,244.93,238.58,231.08,221.38,237.37,235.24,219.59,217.12,222.84,220.42,224.79,229.72,229.19,224.21,236.18,233.98,237.69,245.71,241.67,230.09,243.57,247.66,284.27,454.51,493.22,234.68,241.39
2010-12-20 22:16:50+00:00,L5,231.46,202.02,227.00,216.71,233.59,263.58,206.37,202.51,206.91,210.38,226.74,299.47,253.95,225.27,217.90,219.26,235.05,263.32,221.94,224.30,218.80,225.89,240.43,220.95,224.47,229.44,229.94,218.89,212.45,230.35,265.56,271.36,257.57,222.97,210.05,215.50,228.03,228.42,252.09,250.83,238.82,235.46,252.09,262.07,239.53,239.87,217.55,225.28,274.84,,217.83,234.69,225.48,229.73,224.89,225.30,233.77,228.92,225.18,215.71,226.03,222.28,211.39,220.44,232.22,232.39,229.21,235.18,239.56,218.00,229.90,232.09,228.85,243.35,231.59,224.35,245.21,251.67,312.54,495.97,499.03,246.45,250.70
2011-01-21 22:16:54+00:00,L5,254.09,259.83,271.24,,411.23,392.75,389.15,367.83,317.65,493.04,,363.85,328.08,,935.05,835.47,989.00,669.82,566.61,382.93,656.41,376.86,492.29,488.16,404.02,397.92,493.10,368.66,389.96,378.00,486.82,492.62,442.62,394.57,394.22,311.99,330.01,327.04,327.41,275.94,274.80,280.71,275.32,258.33,388.66,,,246.02,245.16,232.13,245.77,256.92,251.28,262.38,261.47,260.08,283.83,270.05,251.07,240.71,252.88,245.59,232.81,234.03,245.63,245.97,237.84,242.23,242.45,237.38,249.38,245.01,250.51,257.96,248.89,243.30,252.87,262.50,357.50,502.25,500.51,497.56,265.70
2011-02-07 22:14:12+00:00,L7,240.53,219.53,243.01,,,,,,281.74,263.84,279.46,330.31,301.24,241.39,228.95,228.54,270.74,280.78,220.73,223.92,221.49,,,,,261.78,249.31,239.79,260.22,454.47,294.84,284.73,279.66,236.36,216.43,218.98,232.99,235.37,254.77,257.17,262.08,,,,,,,222.75,228.04,202.27,,,,222.85,220.54,220.39,239.56,233.18,222.08,217.63,226.76,221.58,215.80,216.76,224.71,227.03,225.84,,,,233.12,231.96,227.74,243.24,233.17,220.86,238.87,240.91,291.41,418.61,412.76,238.54,243.75
2011-03-03 22:11:08+00:00,L5,235.57,202.20,231.43,222.73,229.52,238.31,210.71,208.08,211.41,211.60,236.86,308.95,,232.69,224.50,224.24,237.45,261.70,223.66,224.25,222.17,222.58,229.58,220.88,221.26,229.75,222.53,220.16,213.12,234.08,268.18,270.66,267.78,228.80,220.87,215.98,230.81,228.38,254.64,249.10,250.66,257.69,253.21,247.65,243.14,215.11,222.87,231.00,237.45,216.44,233.28,236.88,228.99,228.06,226.02,225.74,247.59,235.40,231.04,220.10,235.57,229.23,220.19,222.09,232.96,227.79,233.74,236.72,237.40,222.54,235.95,233.81,234.89,250.14,242.28,229.30,243.16,246.37,298.56,454.34,492.09,245.74,250.00
2011-04-28 22:14:24+00:00,L7,,,,,,239.81,218.36,214.95,218.46,219.68,230.84,286.30,235.02,234.56,227.22,228.58,234.89,261.94,230.94,,,,,,,,,,188.34,221.85,245.12,,,,,,,,,,,,,254.55,249.25,221.34,225.41,234.15,241.01,222.58,226.16,245.57,222.83,235.88,219.58,232.84,245.46,240.98,238.19,220.73,230.74,232.49,215.75,216.31,222.53,,,,233.21,217.07,229.33,232.85,232.83,247.81,239.30,228.23,241.52,245.96,251.39,112.03,154.09,143.61,
2011-07-01 22:14:18+00:00,L7,,,,282.63,347.56,344.51,344.07,325.25,314.28,318.78,307.86,360.16,337.35,266.22,936.96,,,,,,,,,,,481.03,483.08,,381.06,,,,,,,,,,,,,,284.08,264.68,,,252.68,245.45,255.50,230.47,252.57,260.80,254.85,275.42,262.85,285.46,282.95,278.47,258.75,252.75,252.56,247.78,225.62,228.53,,,,,251.46,243.55,253.39,250.66,257.49,264.15,253.72,246.97,261.33,274.14,,100.67,5.69,15.86,16.79
2011-08-09 22:20:22+00:00,L7,225.50,191.29,212.80,187.79,208.59,244.39,206.91,,,,207.33,233.86,220.99,220.74,224.11,224.64,217.66,,,,,,,,,,,203.27,183.82,218.28,229.19,226.78,233.78,220.44,217.97,209.20,202.83,212.27,238.53,233.29,236.69,244.12,247.75,240.08,241.81,220.13,,,,,,,,,,,,,,,,213.50,205.10,205.51,214.48,218.67,221.09,220.41,234.83,212.63,,,,,,,,,,,,,
2011-08-18 22:14:11+00:00,L7,,252.77,270.05,304.71,383.05,363.77,359.95,338.14,314.96,310.12,,,,457.50,963.48,827.19,995.46,683.76,583.25,,666.65,382.48,489.61,444.21,391.81,409.21,489.84,357.20,379.50,40.53,,,429.63,359.78,335.16,278.44,286.65,301.68,303.62,270.83,273.88,275.39,273.32,262.51,273.37,271.47,240.66,245.92,246.04,227.25,236.27,250.55,248.31,251.69,250.77,253.29,270.97,262.93,251.61,242.34,241.61,245.59,,,,,242.01,240.14,246.09,245.01,251.33,246.43,244.73,259.55,,,,5.47,-4.93,,,,
2011-09-26 22:20:12+00:00,L7,,195.93,221.94,212.96,229.19,257.40,217.23,209.47,212.10,214.04,237.01,,,,,,,,,,212.94,217.28,227.37,221.96,225.65,234.13,225.48,226.87,,,,,270.07,230.84,217.72,218.07,232.91,226.50,250.12,246.95,243.87,250.68,250.83,244.24,245.29,221.09,222.44,226.49,231.20,219.79,232.73,239.54,229.30,234.74,233.94,230.70,245.87,237.33,231.87,218.88,232.67,225.33,,,,,217.67,220.53,223.85,211.18,225.85,226.05,227.43,239.08,228.49,,,20.26,36.33,-6.50,,,238.47
2011-10-28 22:20:19+00:00,L7,261.29,224.28,247.06,272.97,288.86,335.36,216.23,223.26,302.56,289.54,,,,,974.58,842.46,973.50,,,224.63,225.99,472.15,361.37,366.85,392.14,396.84,447.46,,,,474.35,440.31,428.37,372.24,350.69,,302.23,306.84,,258.80,263.44,270.57,267.75,250.56,,,243.23,230.02,237.47,221.64,228.33,236.63,231.95,245.63,240.11,250.28,260.66,258.47,239.08,231.41,242.00,,,,,231.53,229.03,238.51,235.90,239.48,247.13,237.57,239.29,238.47,,,,,,494.88,493.54,232.91,240.15
2011-11-29 22:20:40+00:00,L7,248.19,214.73,235.76,251.83,240.85,271.15,,,,,243.40,325.15,300.30,241.17,230.86,228.77,265.66,274.91,217.07,220.51,220.68,228.60,237.60,240.34,,,,,238.46,491.79,452.52,290.37,293.01,,231.32,223.21,233.71,226.94,257.40,247.29,247.00,255.67,250.95,247.10,238.49,211.84,,,,,,,,,,,,,,,,,203.94,208.31,213.72,220.57,221.99,219.16,227.32,220.52,,,,,,213.83,224.34,231.04,260.12,258.53,227.63,228.63,233.97
2011-12-24 22:14:43+00:00,L7,243.52,214.05,233.97,248.08,259.95,291.88,,,,258.41,284.85,338.10,299.80,235.71,227.01,226.05,996.55,281.07,223.48,226.75,225.10,229.47,246.47,,,,337.01,374.73,395.15,377.74,488.96,436.91,406.10,328.14,277.48,246.13,255.10,260.44,270.49,255.53,255.69,265.09,262.90,254.46,,,,,,,,,,,,,,,239.80,223.52,241.30,238.72,223.68,230.03,228.22,232.68,226.26,236.15,239.29,,,,246.59,253.17,247.09,233.04,242.39,249.03,306.15,492.20,490.99,241.90,248.48
