dates,nzd0594-0000,nzd0594-0001,nzd0594-0002,nzd0594-0003,nzd0594-0004,nzd0594-0005,nzd0594-0006,nzd0594-0007,nzd0594-0008,nzd0594-0009,nzd0594-0010,nzd0594-0011,nzd0594-0012,nzd0594-0013,nzd0594-0014,nzd0594-0015,nzd0594-0016,nzd0594-0017,nzd0594-0018,nzd0594-0019,nzd0594-0020,nzd0594-0021,nzd0594-0022,nzd0594-0023,nzd0594-0024,nzd0594-0025,nzd0594-0026,nzd0594-0027,nzd0594-0028,nzd0594-0029,nzd0594-0030,nzd0594-0031,nzd0594-0032,nzd0594-0033,nzd0594-0034,nzd0594-0035,nzd0594-0036,nzd0594-0037,nzd0594-0038,nzd0594-0039,nzd0594-0040,nzd0594-0041,nzd0594-0042,nzd0594-0043,nzd0594-0044,nzd0594-0045,nzd0594-0046,nzd0594-0047,nzd0594-0048,nzd0594-0049,nzd0594-0050,nzd0594-0051,nzd0594-0052,nzd0594-0053,nzd0594-0054,nzd0594-0055,nzd0594-0056,nzd0594-0057,nzd0594-0058,nzd0594-0059,nzd0594-0060,nzd0594-0061,nzd0594-0062,nzd0594-0063,nzd0594-0064,nzd0594-0065,nzd0594-0066,nzd0594-0067,nzd0594-0068,nzd0594-0069,nzd0594-0070,nzd0594-0071,nzd0594-0072,nzd0594-0073,nzd0594-0074,nzd0594-0075,nzd0594-0076,nzd0594-0077,nzd0594-0078,nzd0594-0079,nzd0594-0080,nzd0594-0081,nzd0594-0082,satname
2000-08-19 22:12:13+00:00,,,,,,,,,,,,,,,,,323.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-09-04 22:11:34+00:00,233.07,206.95,225.56,209.23,223.25,255.16,219.80,213.23,206.16,212.53,232.25,301.98,,230.55,,,,250.70,220.60,225.05,209.82,,,,,,,,,,,,,,214.65,191.07,201.70,216.53,241.56,242.67,241.92,258.13,263.08,244.96,238.79,217.61,218.43,245.56,236.92,,221.08,231.04,231.26,241.40,234.28,215.18,241.43,236.35,223.14,218.30,229.22,221.91,211.56,205.74,218.96,227.97,221.06,234.02,226.22,228.58,233.37,229.62,223.19,238.44,236.12,219.61,235.94,243.45,289.93,490.86,490.04,234.40,237.96,L7
2000-09-20 22:11:14+00:00,232.94,201.15,225.06,203.91,227.61,256.91,217.74,214.38,212.88,213.95,232.16,301.83,248.19,230.54,,,,261.54,227.64,227.58,219.18,224.95,,220.13,,,,,,,,,245.25,,217.96,197.76,204.06,220.62,240.42,239.18,241.04,255.22,261.36,240.16,232.91,219.00,218.42,225.60,217.74,193.91,202.12,225.53,216.95,220.00,217.25,229.02,248.22,226.96,221.38,215.95,225.70,221.18,204.45,213.16,218.34,226.17,222.43,232.14,230.01,220.83,227.37,229.40,222.08,238.71,228.31,220.26,227.07,234.92,261.65,,,,,L7
2000-09-27 22:17:24+00:00,246.25,223.03,236.60,252.55,,,,,,,,336.40,305.50,252.45,,,,300.70,225.64,229.95,226.75,,,,,,,,378.66,359.32,,,,,,,262.14,,287.87,263.14,262.41,266.94,268.44,248.79,,,237.46,228.01,232.47,202.57,211.14,243.43,230.07,247.44,239.57,246.36,261.31,258.33,244.95,234.83,242.00,234.65,213.75,218.62,229.76,233.52,232.29,239.59,239.81,238.85,248.98,241.03,244.27,256.49,240.89,232.41,240.32,245.51,319.03,479.08,491.40,248.08,247.03,L7
2000-10-29 22:17:19+00:00,240.68,210.14,223.19,212.59,,294.46,,,,238.56,,297.83,270.30,234.74,,,,,,225.10,,,,,341.02,312.88,390.15,315.91,,,,,,280.97,254.13,203.08,228.49,229.01,253.38,249.12,242.75,253.65,255.01,240.45,238.67,,217.10,222.16,230.09,,203.33,231.44,218.82,227.76,223.30,233.94,245.08,244.44,230.40,228.58,226.38,225.90,206.75,211.28,213.85,220.85,224.62,235.90,234.68,229.71,240.96,238.13,238.49,245.35,233.65,215.65,231.57,236.85,281.76,445.06,,237.23,241.63,L7
2000-12-25 22:11:38+00:00,227.01,193.88,217.32,213.74,213.41,,192.38,200.35,204.32,197.82,227.91,293.47,269.54,224.68,,,,,194.38,218.16,,196.02,,195.28,,,,354.56,360.51,,,,262.11,,204.79,191.89,192.92,216.51,238.33,244.91,238.61,251.94,255.40,246.00,224.60,211.60,212.24,215.51,228.40,194.42,205.20,225.04,216.08,224.16,223.49,222.08,237.92,236.04,221.58,215.15,220.91,216.85,198.53,209.22,214.16,220.23,216.76,227.49,221.63,212.31,224.39,228.22,224.14,236.75,232.62,215.40,227.10,238.05,279.08,448.48,,234.86,243.03,L7
2001-02-11 22:11:12+00:00,241.68,213.24,235.90,,,315.69,305.68,266.70,251.88,220.74,,277.86,245.72,227.75,,,,,,224.59,,,,,297.83,,,315.47,313.82,,357.47,,,257.08,237.18,199.00,199.24,231.07,243.16,239.62,239.17,252.61,250.93,241.43,229.51,210.75,214.00,225.04,223.28,191.80,199.48,235.58,219.76,226.07,221.70,221.12,239.25,233.68,222.83,215.07,217.52,221.86,204.03,210.51,220.12,220.44,221.21,226.57,220.54,219.61,225.92,227.81,218.54,241.27,235.84,208.69,223.06,233.06,279.48,,,231.12,236.94,L7
2001-03-06 22:17:18+00:00,250.83,225.33,241.63,235.65,,292.98,267.65,246.85,250.31,258.98,265.14,315.78,273.86,244.06,315.51,320.13,312.87,334.88,,231.87,,,319.63,,288.17,313.11,,285.89,314.41,329.88,339.02,335.35,297.81,,258.08,228.23,230.15,248.39,273.31,264.20,254.36,266.35,262.94,253.29,249.28,227.20,229.86,235.48,237.29,202.64,222.30,229.75,223.89,238.38,228.70,238.23,255.57,247.71,243.60,224.78,243.39,228.89,216.72,220.53,222.19,223.37,230.59,236.89,240.76,227.43,246.98,235.49,236.98,249.83,230.76,230.31,239.89,241.54,273.42,,,235.76,244.14,L7
2001-03-22 22:17:09+00:00,233.72,206.43,229.51,223.09,247.39,274.42,232.22,226.59,221.40,227.11,244.61,316.26,,232.18,,,,300.68,239.17,224.25,245.52,,257.00,,243.42,,,,,,301.23,294.35,274.70,245.43,220.26,203.93,212.47,230.62,254.62,244.79,245.02,253.27,260.24,250.35,239.80,228.44,219.56,226.46,222.30,196.51,198.03,214.90,213.42,235.39,219.90,230.09,238.90,235.39,230.52,214.22,233.83,224.91,211.08,213.71,219.88,221.12,225.97,224.64,233.33,225.23,239.63,229.76,232.07,241.55,228.19,225.12,237.80,248.22,277.77,,,234.07,243.28,L7
2001-04-16 22:10:54+00:00,238.06,213.96,234.12,219.37,254.24,266.45,238.14,236.91,228.38,240.47,241.25,300.21,259.42,235.71,278.44,,,298.51,258.31,222.66,272.30,,273.89,,252.76,,,256.05,,,298.06,292.39,263.56,264.03,239.52,219.35,212.95,238.43,257.01,246.53,255.56,264.55,267.72,248.20,243.25,226.14,223.52,232.08,222.63,202.99,212.99,233.20,223.33,230.38,225.56,239.34,248.39,244.27,235.07,222.02,234.34,226.51,205.74,214.90,219.74,225.92,222.15,231.60,228.48,221.72,227.98,229.39,225.02,240.29,220.07,226.25,230.97,235.29,281.11,451.10,488.54,226.59,231.61,L7
2001-07-05 22:10:09+00:00,253.44,230.18,236.51,252.97,,,,,,,,335.83,299.42,257.98,,,,270.80,261.82,235.83,,,281.54,,269.57,,,,344.43,,,,,,,,,,,266.73,265.84,270.92,270.94,258.42,269.85,,243.58,243.39,241.35,215.62,,256.35,248.85,248.56,248.41,252.35,269.32,262.10,249.33,245.92,243.14,244.24,219.73,223.36,230.38,239.37,236.13,235.42,248.17,236.41,244.23,244.98,247.86,258.26,250.83,,,,,,,,,L7
2001-11-01 22:15:17+00:00,227.23,197.59,221.14,211.66,221.29,258.43,,206.60,211.31,213.20,235.39,306.91,282.41,226.09,,,,247.71,,222.89,,205.52,,208.51,,,,,368.75,,,275.81,273.61,,209.30,193.74,206.90,219.00,247.03,247.37,245.34,250.69,257.64,247.33,230.37,211.61,212.74,224.17,214.32,191.74,196.94,233.07,223.64,228.63,222.71,228.72,242.91,236.37,226.76,215.01,230.63,219.32,209.21,208.11,213.78,213.86,221.54,221.84,223.22,225.00,231.37,229.40,227.32,239.28,232.37,225.99,238.89,238.00,273.79,461.88,486.86,234.80,241.66,L7
2001-11-26 22:09:45+00:00,240.37,212.83,229.10,223.94,,271.09,252.73,240.02,229.34,248.86,247.70,298.26,264.45,239.91,296.68,303.60,291.53,,268.91,225.87,294.57,,294.80,,272.28,297.29,,271.88,,302.14,319.50,315.50,286.46,269.14,,220.54,216.12,240.26,262.63,248.69,254.89,258.68,263.08,249.42,239.84,229.20,220.91,224.27,224.17,203.87,225.33,228.11,222.24,229.64,226.28,236.07,250.38,243.34,229.70,233.39,236.28,222.09,208.92,207.93,221.02,217.96,222.46,232.48,228.77,222.18,228.66,231.70,227.48,242.32,232.85,224.38,235.29,237.77,298.06,452.92,502.16,,242.39,L7
2001-12-19 22:15:37+00:00,228.08,198.92,220.19,210.50,197.20,235.06,,,190.80,210.92,246.63,293.97,264.33,222.52,,,,,,217.64,,182.90,,191.15,,,,,,,,,,,190.59,178.07,194.29,206.43,234.16,236.82,233.56,238.31,246.45,233.52,223.15,202.63,205.90,221.35,216.93,189.27,197.32,224.80,217.72,216.26,216.52,213.12,231.35,224.66,219.82,208.48,219.45,216.42,201.08,208.32,212.63,214.13,221.01,220.42,222.14,218.44,220.06,223.36,222.65,232.71,224.08,210.03,223.32,235.31,261.31,,,225.41,234.83,L7
2002-03-18 22:09:33+00:00,218.30,188.70,210.77,185.66,183.17,223.59,,,179.07,186.03,213.07,273.91,249.14,215.12,,,,,,215.33,,169.45,,172.85,,,,,,,,,,,189.32,185.75,191.38,208.33,225.92,229.40,231.17,241.51,249.30,237.64,225.55,204.84,207.76,225.07,219.62,196.25,201.50,223.05,217.08,214.34,213.87,216.47,238.56,231.59,217.64,214.04,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-05-21 22:09:53+00:00,231.48,207.09,230.78,233.59,269.78,267.73,251.22,229.52,228.14,240.37,241.90,286.26,274.39,247.25,324.40,324.90,314.64,,,,,,,,,,,,,,337.61,329.81,293.30,283.86,257.55,223.87,223.15,238.02,265.04,249.91,251.40,257.90,,,,,,,,,,,,,,,246.24,244.66,229.55,219.20,224.51,210.80,200.62,204.76,207.17,214.91,214.12,224.02,224.75,216.27,222.87,219.41,,,,,,,,,,,,L7
2002-07-31 22:15:11+00:00,242.36,212.59,234.90,238.18,246.06,283.40,228.19,226.13,224.61,233.52,253.59,327.25,301.52,255.36,,,,,,,,,,,,,,,,,,,260.39,,219.84,207.04,216.91,227.23,251.24,254.39,247.64,255.50,266.20,248.67,245.84,222.72,222.79,234.60,236.54,213.29,224.93,235.59,230.05,237.04,235.95,243.72,247.29,240.18,234.64,223.56,234.34,230.05,209.51,216.19,224.34,229.41,227.03,233.34,237.35,228.30,243.31,230.29,229.19,244.49,240.47,,,,,,,,,L7
2002-10-03 22:14:41+00:00,253.59,220.44,241.84,238.83,,280.57,266.11,246.38,240.43,253.27,254.65,320.04,274.48,241.14,324.35,328.52,321.07,,291.36,229.45,320.95,,330.07,,287.55,328.32,,293.73,,339.42,350.76,348.00,,300.65,,,,249.72,277.34,243.09,252.52,262.92,261.88,255.44,249.93,234.56,229.38,231.13,222.76,204.89,226.25,229.56,223.79,231.28,232.19,238.54,258.68,247.81,239.21,224.14,239.46,227.16,217.66,218.58,221.97,226.24,233.29,230.67,241.61,242.48,249.23,239.17,241.81,249.20,237.42,232.75,242.04,244.34,299.48,458.77,472.59,239.88,248.09,L7
2002-10-19 22:14:44+00:00,222.03,200.70,226.44,206.75,239.29,267.42,228.38,214.48,209.65,218.34,229.09,299.14,252.21,231.76,,,,273.11,,224.11,,234.68,,239.86,,,,,,,,,264.85,227.52,211.09,200.70,207.87,218.67,245.11,242.40,244.20,254.41,256.61,249.63,240.19,220.68,223.32,227.86,231.92,198.18,205.84,228.22,224.92,222.66,227.36,219.16,235.41,232.48,226.69,210.68,230.47,223.88,209.72,209.73,218.35,230.07,226.23,230.42,237.98,229.12,241.69,230.46,228.41,243.82,225.60,222.13,234.83,241.57,277.25,,,232.86,239.30,L7
2002-10-28 22:08:58+00:00,239.70,206.45,226.33,200.02,226.90,239.46,215.57,210.28,202.39,210.92,220.60,289.04,,235.40,,,,257.90,,225.10,,216.38,,223.78,,,,,,,,,248.06,237.69,231.56,208.83,207.33,229.04,252.20,241.29,243.47,259.14,258.84,255.54,237.89,218.63,219.06,229.97,239.55,204.60,225.89,227.03,221.69,222.04,220.89,227.49,243.25,243.41,230.51,220.83,230.16,226.64,210.73,210.38,218.39,226.40,222.52,,,,,,233.94,241.53,242.21,223.57,237.43,244.71,276.39,,498.67,242.42,251.50,L7
2002-11-13 22:09:06+00:00,238.44,210.15,227.41,221.42,268.03,267.32,244.44,229.21,221.70,241.17,241.05,295.69,262.99,236.30,296.01,301.13,288.45,,269.27,225.46,288.60,266.38,297.09,269.15,267.40,293.13,,268.83,291.59,299.29,315.32,310.26,283.92,273.97,251.41,215.15,214.60,233.65,259.23,251.09,247.50,256.42,259.09,244.11,237.63,224.60,217.80,219.28,230.28,202.31,222.20,225.26,221.42,227.31,225.89,230.40,247.23,239.83,228.41,220.57,226.98,221.25,208.98,207.01,220.12,217.15,221.50,215.37,220.14,207.61,216.95,212.89,221.06,235.52,229.78,224.00,236.99,234.59,269.80,,,,,L7
2002-12-06 22:15:13+00:00,223.48,198.89,225.11,209.26,255.86,278.98,,,,240.69,261.90,286.31,,,,,,,,,,,,,,,,,301.39,333.53,,,,272.04,228.59,195.17,209.44,204.67,244.40,237.75,236.34,245.07,249.14,241.45,232.53,221.21,212.87,222.15,226.11,185.43,201.42,223.94,213.26,221.28,214.41,224.08,236.00,235.83,226.30,215.07,226.08,224.37,208.70,214.03,212.66,217.66,221.27,220.70,226.83,228.14,234.92,237.63,226.86,230.41,204.79,185.97,200.22,219.04,,,,216.87,219.79,L7
2002-12-31 22:09:32+00:00,234.03,203.51,227.53,213.41,255.95,262.46,236.29,227.18,225.08,232.94,230.37,305.38,265.52,232.99,277.98,281.55,282.84,,250.20,214.61,264.69,250.63,277.41,248.32,251.37,272.50,,254.30,266.18,279.83,297.79,309.81,286.39,256.70,242.02,218.52,217.90,228.94,257.15,242.75,242.59,252.87,256.25,255.33,248.91,215.05,216.11,224.95,230.49,204.90,219.76,229.05,223.45,226.26,225.31,227.18,245.30,235.73,229.68,220.83,228.26,,,,,,,,,,,,,,,,233.72,238.14,271.26,,,236.33,239.50,L7
2003-02-17 22:09:28+00:00,246.58,211.69,232.48,235.78,,310.62,,,279.10,264.61,289.33,307.24,272.68,,,,,,,245.95,,,,,,,415.36,309.61,306.71,294.80,,363.71,,302.76,272.57,,253.25,268.42,268.34,255.59,254.56,262.05,264.81,251.79,,,231.51,237.15,230.66,194.37,,242.81,235.56,239.19,235.40,240.23,251.56,245.90,241.54,221.28,223.41,219.83,208.53,223.89,,,204.25,212.96,211.83,201.08,,,,,,,,,,,,,,L7
2003-03-21 22:09:51+00:00,243.41,210.00,243.04,,243.27,309.32,260.35,,242.17,228.59,,276.72,246.62,227.70,,,,,,221.14,,,,270.46,,265.66,,296.90,280.21,290.68,,,,269.74,267.72,,227.42,255.97,,242.82,245.39,250.05,253.78,242.23,243.98,223.10,219.61,226.89,220.00,194.12,214.87,238.96,223.04,229.44,222.98,228.75,240.99,236.17,229.46,215.20,220.01,221.55,201.46,209.38,213.50,220.74,217.13,226.16,228.14,213.05,227.61,222.88,228.90,241.72,232.56,210.34,227.22,241.06,280.76,451.68,455.81,234.20,239.31,L7
2003-04-13 22:15:43+00:00,251.68,222.82,236.63,240.10,286.89,293.87,265.38,252.24,253.40,263.07,264.83,324.48,280.38,244.93,,,,,,,,,,,,,,,305.47,334.94,,334.82,301.10,294.69,258.87,230.44,232.16,253.03,269.35,252.45,257.99,264.87,264.99,254.04,250.82,234.84,231.90,232.11,228.55,202.06,222.63,232.95,233.46,229.19,237.04,233.96,256.30,245.59,245.30,228.22,242.97,229.65,215.81,223.40,224.02,225.02,232.94,232.05,239.47,236.06,242.43,235.44,239.34,245.02,231.54,230.49,240.01,243.59,304.65,487.99,495.35,236.92,245.42,L7
2003-05-24 22:09:28+00:00,239.93,217.11,234.23,227.85,277.14,272.95,250.68,239.58,236.13,250.85,237.39,300.04,271.20,230.76,294.47,300.57,299.02,,,,,,,,,,,,281.22,300.58,313.63,313.19,281.47,265.86,244.22,223.19,218.57,241.15,265.13,248.71,251.50,261.89,264.77,257.77,242.09,228.11,222.48,221.53,222.04,200.44,224.26,232.92,222.86,230.32,226.49,235.31,249.57,243.98,227.42,223.34,234.46,222.70,212.44,216.17,223.27,228.88,225.75,231.49,231.57,227.96,230.49,232.80,226.62,240.75,227.64,235.51,235.05,240.04,283.19,,489.44,236.84,236.30,L7
2003-08-03 22:15:22+00:00,233.89,208.76,,,,,,217.01,254.35,239.81,251.39,301.21,277.93,233.28,,,,,,225.10,,,,,,301.77,406.64,,,,,,,,,195.80,203.32,215.93,239.93,245.14,239.89,,,,,,,,,,,,,,,231.24,240.06,235.07,229.33,218.17,226.11,226.71,203.06,211.14,215.03,213.30,223.14,,,,,227.07,226.19,241.66,235.85,221.76,231.51,238.58,283.57,,466.33,231.08,240.03,L7
2003-08-11 22:03:51+00:00,251.58,226.37,239.61,252.59,317.51,330.42,,304.77,307.57,,,346.51,312.09,,,,,,,,,,,,,,,,,,,,,,,,,,,266.22,265.99,272.44,266.25,253.23,,,245.97,250.25,237.58,227.33,,261.36,255.87,260.25,256.58,255.39,267.56,264.18,249.98,235.17,252.62,242.06,234.33,237.12,241.19,233.71,234.93,247.85,237.52,239.44,254.44,251.86,251.53,264.32,,,,,,,,,,L5
2003-08-12 22:09:11+00:00,264.79,247.63,257.85,,,359.60,,,,,,330.40,301.92,,,,,,,,,,,,,,,300.93,327.86,301.90,,,,,,,,,,,,295.48,280.22,269.84,,,,,,,,,,,,,,,,,242.87,241.07,219.54,224.81,228.05,232.63,241.46,238.71,248.11,,,,,256.98,,,,,,,,,,L7
2003-08-28 22:09:09+00:00,,,,,334.09,,,315.67,287.26,,,320.68,298.40,264.65,,,,,,,,,,,,358.17,424.56,315.17,312.36,298.98,300.28,,,,,,,,,,,,,,,,245.93,239.64,240.93,206.80,221.54,243.93,229.77,250.51,240.98,248.89,269.62,265.65,249.26,244.84,240.17,241.50,217.87,222.34,223.25,232.39,,,,237.09,249.81,244.50,249.44,252.38,244.39,231.25,245.33,259.54,330.21,,,263.92,,L7
2003-09-12 22:04:26+00:00,252.29,226.33,239.96,251.62,326.54,327.35,,300.44,275.67,264.11,,309.16,274.99,251.60,,,,274.25,,226.75,,288.02,287.53,,,330.34,400.33,294.68,285.21,275.98,,348.64,,,,,,281.40,283.51,257.25,261.03,263.20,262.88,253.20,,264.54,242.57,236.93,237.05,209.61,228.98,247.29,231.80,239.85,233.90,238.65,251.82,248.82,237.50,228.23,232.12,230.65,211.96,218.17,229.47,230.07,231.04,235.59,239.87,230.63,243.10,233.61,237.53,250.77,243.40,224.87,238.69,252.26,319.22,495.08,498.41,243.00,244.67,L5
2003-10-07 21:58:59+00:00,246.77,220.83,243.46,243.10,272.25,281.72,255.18,243.20,227.55,241.90,256.82,329.98,,252.25,288.01,289.46,298.47,,269.37,233.75,280.14,262.51,296.07,266.72,268.77,296.65,,270.38,282.99,297.26,329.80,331.28,301.26,273.28,244.53,223.50,231.86,248.03,268.62,262.55,259.29,269.01,269.09,262.23,257.31,244.72,235.02,254.63,251.42,233.90,240.52,263.28,239.91,258.74,251.72,239.19,254.22,253.12,239.37,228.87,243.25,234.58,222.50,224.20,233.95,235.12,234.53,237.78,245.63,239.88,247.69,246.14,241.04,259.17,248.32,236.63,252.57,257.65,319.03,488.81,484.81,246.98,252.37,L5
2003-10-15 22:08:58+00:00,,,225.68,222.03,237.79,279.92,276.43,206.58,205.26,233.12,255.14,,,,,,,,,,,,,,215.05,,,,,,,,,,,,,,,240.07,240.31,249.52,254.60,246.23,235.47,209.76,214.72,227.66,224.91,194.88,215.41,227.80,217.30,219.25,219.38,219.65,236.40,234.01,223.18,215.76,224.46,222.27,210.38,,,,223.67,233.21,230.12,231.14,239.00,233.76,235.77,243.40,239.57,222.53,225.70,,,471.60,472.39,,,L7
