dates,nzd0594-0000,nzd0594-0001,nzd0594-0002,nzd0594-0003,nzd0594-0004,nzd0594-0005,nzd0594-0006,nzd0594-0007,nzd0594-0008,nzd0594-0009,nzd0594-0010,nzd0594-0011,nzd0594-0012,nzd0594-0013,nzd0594-0014,nzd0594-0015,nzd0594-0016,nzd0594-0017,nzd0594-0018,nzd0594-0019,nzd0594-0020,nzd0594-0021,nzd0594-0022,nzd0594-0023,nzd0594-0024,nzd0594-0025,nzd0594-0026,nzd0594-0027,nzd0594-0028,nzd0594-0029,nzd0594-0030,nzd0594-0031,nzd0594-0032,nzd0594-0033,nzd0594-0034,nzd0594-0035,nzd0594-0036,nzd0594-0037,nzd0594-0038,nzd0594-0039,nzd0594-0040,nzd0594-0041,nzd0594-0042,nzd0594-0043,nzd0594-0044,nzd0594-0045,nzd0594-0046,nzd0594-0047,nzd0594-0048,nzd0594-0049,nzd0594-0050,nzd0594-0051,nzd0594-0052,nzd0594-0053,nzd0594-0054,nzd0594-0055,nzd0594-0056,nzd0594-0057,nzd0594-0058,nzd0594-0059,nzd0594-0060,nzd0594-0061,nzd0594-0062,nzd0594-0063,nzd0594-0064,nzd0594-0065,nzd0594-0066,nzd0594-0067,nzd0594-0068,nzd0594-0069,nzd0594-0070,nzd0594-0071,nzd0594-0072,nzd0594-0073,nzd0594-0074,nzd0594-0075,nzd0594-0076,nzd0594-0077,nzd0594-0078,nzd0594-0079,nzd0594-0080,nzd0594-0081,nzd0594-0082,satname
1999-07-16 22:13:35+00:00,219.67,224.48,222.26,,312.41,323.17,,240.80,266.45,,,293.42,249.87,,,,,,,,,326.24,,323.32,326.49,306.05,,320.23,306.70,329.85,360.51,,340.29,,245.78,,205.25,,264.25,236.57,239.24,251.65,253.43,243.45,236.79,210.91,219.38,218.76,216.53,,,240.38,223.68,229.78,226.25,230.76,240.04,237.38,225.97,217.05,225.65,216.67,207.74,209.67,225.10,207.51,218.23,226.83,223.79,225.36,233.57,225.16,230.36,232.06,233.40,,-35.27,,,,,,,L7
1999-08-08 22:19:52+00:00,239.45,221.37,241.53,245.27,294.30,300.32,271.07,249.43,255.69,264.50,262.25,325.91,286.84,249.49,330.50,,326.79,,,,,,,,,,,,323.04,348.19,361.12,,305.43,301.13,261.63,232.10,234.93,240.12,267.84,255.86,259.90,267.92,272.75,256.78,249.56,236.78,232.95,232.54,220.14,204.11,200.57,235.38,235.89,240.97,241.74,238.36,263.61,253.37,245.79,225.17,243.57,233.06,217.56,222.04,228.96,231.66,233.82,229.65,236.49,232.45,247.43,245.68,238.53,251.07,228.80,,-18.17,,,,,,,L7
1999-08-24 22:19:53+00:00,,223.75,244.15,235.71,274.65,300.50,254.22,238.88,224.62,240.42,248.20,328.84,,246.63,297.45,290.32,289.56,,,,,,,,,,,,,300.57,,312.11,302.73,274.57,248.75,225.05,231.56,247.52,277.52,263.32,251.34,238.19,,,,,,198.46,191.84,176.82,183.56,219.36,216.05,209.04,,,,228.85,231.22,221.39,240.55,,,,,,,,,,,,,,,,,,,,,,,L7
1999-10-04 22:13:49+00:00,243.22,212.07,233.76,235.67,283.01,281.26,260.93,241.19,240.72,251.22,251.95,301.74,278.32,232.74,320.78,318.14,314.46,,,233.13,,296.34,329.81,295.84,292.62,324.85,327.44,292.54,325.84,339.48,350.17,343.14,293.96,,,,,,,,,271.03,266.36,239.85,250.37,234.47,225.80,221.53,223.02,201.73,194.07,219.32,223.19,228.88,230.48,238.39,253.06,241.91,233.95,222.67,235.56,227.59,215.72,212.43,226.31,228.07,232.20,237.69,240.00,232.34,240.46,232.84,231.85,238.84,225.45,232.35,245.09,238.08,302.07,471.63,491.58,230.09,233.46,L7
1999-10-27 22:19:51+00:00,236.47,207.76,238.24,,292.17,306.28,,,251.24,219.42,,277.38,247.89,228.71,,,,,,217.42,,,349.92,287.28,303.85,,350.91,294.21,,,349.75,,,266.28,268.38,,248.92,253.78,250.37,244.30,,,254.16,240.73,244.06,,220.04,222.05,226.53,188.61,,,,,,,,,,,,,,,,,,,,227.53,237.18,233.93,226.16,236.52,216.65,207.31,221.23,231.11,263.53,453.49,484.71,240.51,237.37,L7
1999-11-05 22:14:04+00:00,234.08,208.99,234.61,216.59,260.29,269.70,239.24,235.32,230.29,245.91,243.60,314.11,269.65,241.69,,281.66,289.51,,,225.64,,261.02,,259.93,,286.97,,270.24,,,,315.69,286.28,259.34,240.63,203.36,221.58,227.10,258.90,251.03,250.39,264.47,268.33,249.88,243.51,226.35,223.71,234.99,224.71,,206.55,233.40,223.58,245.72,227.36,244.38,248.59,244.54,233.14,222.34,235.77,227.55,219.29,213.53,223.13,216.88,222.86,232.00,231.05,222.40,241.31,236.80,242.49,245.89,233.02,236.09,243.72,251.51,283.34,438.79,500.88,240.68,249.26,L7
1999-12-07 22:14:05+00:00,232.61,213.30,233.41,238.34,296.04,310.62,,260.52,258.74,245.40,273.20,324.25,290.36,241.16,,,,,,230.27,,,,225.60,,,,,362.59,349.53,,,,,234.14,212.73,232.52,251.54,263.97,253.44,255.36,260.94,262.31,255.90,239.16,220.48,222.04,229.18,241.61,198.98,207.66,243.56,232.78,241.91,250.09,245.10,253.48,247.86,239.65,221.40,226.93,229.16,214.51,223.39,222.63,231.70,232.61,236.89,244.55,239.68,242.65,244.44,239.77,253.95,244.75,225.93,242.62,247.08,318.88,491.23,492.26,244.67,249.96,L7
2000-04-20 22:19:15+00:00,251.90,229.57,242.87,253.69,324.96,325.72,,,277.71,265.81,,310.58,276.60,,,,,,,,,,332.15,,,,,305.19,,,,,,,,,,281.14,288.08,283.50,261.69,261.87,264.54,247.94,,,244.97,223.36,228.51,216.57,223.66,255.94,248.60,246.81,238.83,247.58,259.87,250.68,240.69,232.52,231.72,230.10,214.58,218.05,232.55,231.41,230.38,238.76,241.81,231.86,247.93,243.99,240.73,251.08,,,,,,,,,,L7
2000-05-22 22:18:57+00:00,241.70,212.85,229.82,230.67,300.12,299.44,,277.65,265.59,253.11,265.07,299.83,264.28,242.22,,,,,,,,,,,,,,314.12,,366.65,,,,,241.44,207.90,221.42,256.89,260.20,248.72,256.17,261.36,269.67,250.10,241.37,216.79,226.01,228.60,232.63,208.05,,249.21,239.07,232.03,229.94,237.72,250.72,247.48,234.36,224.93,229.87,230.40,211.89,213.95,222.83,227.93,227.30,234.22,235.15,227.68,241.37,230.92,238.52,252.59,247.47,,,,,,,,,L7
2000-05-31 22:13:06+00:00,238.00,206.68,226.11,215.79,254.29,264.71,243.09,237.16,227.38,241.75,230.73,298.74,267.40,232.20,283.94,292.83,288.80,,,221.65,,260.27,,255.65,,278.90,,,,,311.87,306.08,284.17,265.61,246.41,221.93,219.56,231.22,260.04,248.47,253.05,266.68,264.20,253.81,244.90,229.22,222.72,223.66,234.49,202.55,211.22,225.52,224.90,231.75,236.07,233.63,250.63,246.16,233.86,222.86,230.15,225.63,209.55,203.03,221.02,216.70,221.16,219.36,233.79,231.06,233.27,236.11,223.43,248.31,240.75,226.60,250.84,239.00,280.16,451.85,500.42,250.17,245.83,L7
