dates,nzd0258-0000,nzd0258-0001,nzd0258-0002,nzd0258-0003,nzd0258-0004,nzd0258-0005,nzd0258-0006,nzd0258-0007,nzd0258-0008,nzd0258-0009,nzd0258-0010,nzd0258-0011,nzd0258-0012,satname
1999-12-25 21:59:16+00:00,330.54,313.10,325.24,332.95,336.77,336.60,330.56,328.17,329.82,339.60,331.14,332.36,346.53,L7
2000-01-10 21:59:16+00:00,336.54,329.98,336.58,345.84,346.83,338.17,332.40,336.78,352.19,358.41,358.00,352.62,341.59,L7
2000-01-26 21:59:14+00:00,341.26,,354.49,347.45,340.96,350.98,348.37,346.26,377.23,372.25,372.65,349.55,336.65,L7
2000-03-14 21:58:59+00:00,348.68,358.38,349.28,346.14,350.19,350.18,362.99,359.50,372.42,373.17,364.21,347.43,335.93,L7
2000-03-30 21:58:57+00:00,346.94,340.53,351.52,348.20,350.78,345.20,360.43,360.84,362.50,352.40,351.09,351.41,342.76,L7
2000-07-04 21:58:02+00:00,,342.53,339.73,354.36,334.33,338.00,339.23,327.70,335.07,350.72,,,,L7
2000-08-05 21:57:32+00:00,,323.44,326.27,320.74,312.14,317.51,324.70,303.51,321.09,350.15,353.63,360.90,,L7
2000-09-22 21:56:53+00:00,320.69,323.25,,,340.46,339.32,340.91,325.77,321.88,330.05,338.87,350.75,338.89,L7
2000-11-09 21:56:45+00:00,333.50,340.00,340.31,355.81,345.36,346.08,329.57,317.62,315.67,318.33,328.60,336.33,344.32,L7
2000-11-25 21:56:47+00:00,326.48,313.46,298.97,326.77,345.03,336.13,326.49,321.66,315.41,308.15,314.07,330.43,348.32,L7
2001-03-17 21:56:40+00:00,330.95,331.88,335.23,354.08,368.61,369.14,364.64,346.76,344.41,342.60,342.73,355.85,370.84,L7
2001-04-02 21:56:30+00:00,275.76,331.72,350.81,349.62,365.89,371.52,372.67,354.72,353.40,337.60,,,,L7
2001-06-05 21:56:04+00:00,306.98,325.01,315.20,342.47,327.50,337.73,334.03,338.71,337.27,344.31,,,,L7
2001-09-09 21:55:00+00:00,319.13,340.39,345.70,331.78,335.81,342.06,372.09,376.08,382.01,375.81,370.16,352.81,346.53,L7
2001-10-11 21:54:33+00:00,320.32,314.80,307.52,332.58,341.75,345.65,348.48,337.60,346.00,364.00,362.59,357.08,339.39,L7
2002-02-16 21:55:18+00:00,,,,359.96,357.67,356.89,359.45,359.02,345.79,351.50,359.15,367.12,372.37,L7
2002-03-04 21:55:22+00:00,,272.15,267.18,,,,273.47,,,,,,,L7
2002-03-20 21:55:12+00:00,309.68,296.41,287.34,,,,310.39,,,316.94,385.85,393.72,394.11,L7
2002-08-27 21:54:24+00:00,,316.71,325.12,338.64,348.14,340.23,333.42,334.60,332.59,335.82,346.53,359.25,356.23,L7
2002-10-14 21:54:07+00:00,321.63,328.92,354.31,356.22,343.47,327.20,321.10,336.64,350.97,331.48,341.48,339.09,333.69,L7
2002-12-01 21:54:40+00:00,329.18,322.12,331.47,350.85,341.75,333.78,333.91,336.57,334.19,326.53,320.85,325.88,346.16,L7
2003-01-18 21:54:54+00:00,329.67,331.78,,322.55,341.17,343.44,332.99,334.92,318.98,322.61,313.86,327.71,357.28,L7
2003-02-19 21:55:06+00:00,282.60,281.16,,,307.65,310.74,294.23,,,,,,,L7
2003-03-07 21:55:10+00:00,305.05,311.22,303.40,339.81,336.22,336.03,338.23,328.81,316.40,317.13,328.80,334.49,333.62,L7
2003-04-24 21:55:10+00:00,330.95,325.98,331.52,342.16,347.80,344.48,357.73,341.48,337.80,333.34,337.18,334.72,306.02,L7
2003-07-21 21:42:57+00:00,,322.10,322.74,314.45,298.18,314.62,335.84,337.95,366.22,353.94,,,,L5
2003-07-29 21:54:53+00:00,304.69,317.44,306.73,340.58,326.17,331.90,327.85,329.78,332.25,323.66,,,,L7
2003-11-18 21:55:03+00:00,,,317.29,317.67,332.52,329.03,325.29,351.18,355.57,343.00,329.82,331.19,320.93,L7
2003-12-04 21:55:07+00:00,314.12,316.07,,,,325.50,322.53,325.95,330.10,325.93,330.09,331.55,326.81,L7
2004-01-21 21:55:26+00:00,328.56,322.46,301.75,327.34,331.97,340.34,334.25,,,,322.28,324.95,348.22,L7
