dates,satname,nzd0258-0000,nzd0258-0001,nzd0258-0002,nzd0258-0003,nzd0258-0004,nzd0258-0005,nzd0258-0006,nzd0258-0007,nzd0258-0008,nzd0258-0009,nzd0258-0010,nzd0258-0011,nzd0258-0012
1999-12-25 21:59:16+00:00,L7,317.81,302.33,314.47,317.39,326.00,325.83,319.79,315.44,319.82,328.83,321.81,320.69,326.53
2000-01-10 21:59:16+00:00,L7,329.27,323.83,330.43,336.95,340.68,332.02,326.25,329.51,346.48,352.26,352.67,345.95,330.16
2000-01-26 21:59:14+00:00,L7,352.71,,364.18,361.45,350.65,360.67,358.06,357.71,386.23,381.94,381.05,360.05,354.65
2000-03-14 21:58:59+00:00,L7,361.41,369.15,360.05,361.70,360.96,360.95,373.76,372.23,382.42,383.94,373.54,359.10,355.93
2000-03-30 21:58:57+00:00,L7,349.12,342.38,353.37,350.87,352.63,347.05,362.28,363.02,364.21,354.25,352.69,353.41,346.19
2000-07-04 21:58:02+00:00,L7,,332.68,329.88,340.14,324.48,328.15,329.38,316.06,325.93,340.87,,,
2000-08-05 21:57:32+00:00,L7,,334.82,337.65,337.18,323.52,328.89,336.08,316.96,331.66,361.53,363.50,373.23,
2000-09-22 21:56:53+00:00,L7,336.33,336.48,406.91,420.64,353.69,352.55,354.14,341.41,334.17,343.28,350.34,365.08,363.46
2000-11-09 21:56:45+00:00,L7,319.50,328.15,328.46,338.70,333.51,334.23,317.72,303.62,304.67,306.48,318.33,323.50,322.32
2000-11-25 21:56:47+00:00,L7,301.03,291.92,277.43,295.66,323.49,314.59,304.95,296.21,295.41,286.61,295.40,307.10,308.32
2001-03-17 21:56:40+00:00,L7,341.68,340.96,344.31,367.19,377.69,378.22,373.72,357.49,352.84,351.68,350.60,365.68,387.70
2001-04-02 21:56:30+00:00,L7,288.67,342.64,361.73,365.40,376.81,382.44,383.59,367.63,363.54,348.52,275.15,261.90,247.34
2001-06-05 21:56:04+00:00,L7,282.25,304.09,294.28,312.25,306.58,316.81,313.11,313.98,317.84,323.39,,,
2001-09-09 21:55:00+00:00,L7,329.86,349.47,354.78,344.89,344.89,351.14,381.17,386.81,390.44,384.89,378.03,362.64,363.39
2001-10-11 21:54:33+00:00,L7,335.05,327.26,319.98,350.58,354.21,358.11,360.94,352.33,357.57,376.46,373.39,370.58,362.53
2002-02-16 21:55:18+00:00,L7,357.65,355.59,346.41,354.18,353.67,352.89,355.45,354.29,342.08,347.50,355.68,362.79,364.94
2002-03-04 21:55:22+00:00,L7,268.32,282.00,277.03,140.16,303.87,308.90,283.32,275.70,250.25,253.07,244.74,234.86,235.92
2002-03-20 21:55:12+00:00,L7,317.13,302.72,293.65,579.85,608.89,620.32,316.70,299.37,293.83,323.25,391.32,400.55,405.82
2002-08-27 21:54:24+00:00,L7,,316.25,324.66,337.97,347.68,339.77,332.96,334.05,332.16,335.36,346.13,358.75,355.37
2002-10-14 21:54:07+00:00,L7,333.99,339.38,364.77,371.33,353.93,337.66,331.56,349.00,360.68,341.94,350.55,350.42,353.12
2002-12-01 21:54:40+00:00,L7,318.82,313.35,322.70,338.18,332.98,325.01,325.14,326.21,326.05,317.76,313.25,316.38,329.87
2003-01-18 21:54:54+00:00,L7,303.49,309.63,253.99,290.55,319.02,321.29,310.84,308.74,298.41,300.46,294.66,303.71,316.14
2003-02-19 21:55:06+00:00,L7,266.05,267.16,230.47,129.41,293.65,296.74,280.23,,243.28,238.53,243.14,227.03,231.63
2003-03-07 21:55:10+00:00,L7,301.23,307.99,300.17,335.14,332.99,332.80,335.00,324.99,313.40,313.90,326.00,330.99,327.62
2003-04-24 21:55:10+00:00,L7,341.68,335.06,340.60,355.27,356.88,353.56,366.81,352.21,346.23,342.42,345.05,344.55,322.88
2003-07-21 21:42:57+00:00,L5,,335.18,335.82,333.34,311.26,327.70,348.92,353.40,378.36,367.02,,,
2003-07-29 21:54:53+00:00,L7,281.24,297.59,286.88,311.91,306.32,312.05,308.00,306.33,313.82,303.81,,,
2003-11-18 21:55:03+00:00,L7,,,329.91,335.89,345.14,341.65,337.91,366.09,367.28,355.62,340.75,344.86,344.36
2003-12-04 21:55:07+00:00,L7,311.94,314.22,,,,323.65,320.68,323.77,328.39,324.08,328.49,329.55,323.38
2004-01-21 21:55:26+00:00,L7,298.74,297.23,276.52,290.90,306.74,315.11,309.02,,,,300.41,297.62,301.36
2004-03-09 21:55:39+00:00,L7,317.31,312.87,291.36,309.62,317.34,324.61,326.18,325.72,330.70,316.91,317.34,,
2004-03-17 21:45:32+00:00,L5,307.73,304.56,286.08,305.58,315.51,318.48,313.66,310.39,308.47,310.77,321.53,307.10,301.19
2004-03-25 21:55:42+00:00,L7,335.56,327.39,326.00,332.89,340.62,336.46,331.31,342.58,,,342.24,332.56,327.50
2004-04-02 21:45:42+00:00,L5,293.65,304.23,283.34,146.70,303.04,307.56,299.73,283.94,254.35,261.72,266.31,264.65,263.98
2004-04-18 21:46:13+00:00,L5,286.16,303.07,286.83,296.59,304.54,314.58,321.77,319.63,306.43,308.21,317.32,320.26,81.07
2004-06-13 21:55:27+00:00,L7,,,326.99,329.89,301.57,317.97,323.09,324.84,343.09,340.83,,,
2004-07-07 21:48:33+00:00,L5,269.78,320.74,309.72,321.97,306.28,313.07,307.49,318.51,301.35,,,,
2004-07-23 21:48:56+00:00,L5,282.12,333.07,337.50,332.47,319.71,327.80,319.16,325.57,333.66,333.08,,,
2004-08-08 21:49:14+00:00,L5,,261.35,324.35,193.66,300.24,416.20,,,447.82,385.84,293.86,354.66,358.74
2004-08-24 21:49:41+00:00,L5,332.44,337.96,343.80,324.06,338.62,338.23,347.83,337.58,343.90,354.56,352.91,336.58,207.09
2004-09-09 21:50:07+00:00,L5,382.74,370.41,346.25,310.69,323.32,653.79,431.72,,,,,464.11,515.04
2004-09-25 21:50:31+00:00,L5,309.71,309.67,298.32,311.17,313.78,325.14,319.07,312.13,310.32,315.14,325.91,323.61,319.42
2005-01-31 21:52:45+00:00,L5,341.93,347.52,353.19,357.10,342.25,340.89,342.76,349.43,339.13,332.65,337.29,345.39,340.90
2005-02-08 21:55:59+00:00,L7,295.41,293.03,273.72,,,316.47,308.84,304.40,296.61,287.86,299.98,311.84,313.13
2005-02-24 21:56:05+00:00,L7,,,,306.47,309.93,313.48,312.03,309.66,307.91,306.54,301.37,312.67,304.47
2005-03-04 21:53:16+00:00,L5,315.43,317.06,334.68,340.51,335.78,328.34,332.03,327.79,333.37,326.83,321.34,328.54,332.22
2005-03-28 21:56:06+00:00,L7,,,423.77,466.92,620.90,327.22,,,326.08,331.85,328.39,320.50,322.21
2005-04-13 21:56:00+00:00,L7,,,244.66,140.28,,,,,228.37,223.91,215.83,,
2005-04-21 21:53:34+00:00,L5,301.79,297.76,284.70,267.60,293.52,313.29,318.00,307.70,314.63,308.70,315.14,310.21,267.79
2005-05-23 21:53:48+00:00,L5,288.80,304.84,281.66,282.57,292.94,306.14,318.38,310.38,303.00,308.73,320.46,107.79,120.33
2005-08-03 21:55:49+00:00,L7,282.17,303.02,275.62,,,319.42,315.70,317.40,325.23,314.67,312.33,,
2005-08-19 21:55:44+00:00,L7,298.80,298.73,294.78,308.89,307.53,315.30,316.76,,,308.44,304.56,308.15,232.19
2005-08-27 21:54:31+00:00,L5,339.01,342.35,339.93,336.87,329.53,335.51,340.25,341.33,338.60,328.41,320.09,261.21,237.67
2005-09-12 21:54:34+00:00,L5,356.43,343.07,351.60,355.99,362.08,363.29,359.01,369.59,361.61,366.95,360.21,364.56,366.17
2005-09-20 21:55:30+00:00,L7,312.26,307.02,296.72,300.86,316.65,332.58,322.30,328.06,330.83,323.46,314.30,,
2005-09-28 21:54:32+00:00,L5,326.17,,313.83,,318.61,332.74,,340.90,346.54,331.65,331.28,331.91,333.79
2005-10-22 21:55:39+00:00,L7,357.30,357.91,352.14,360.79,361.61,357.81,362.78,,,,367.75,370.76,367.31
2005-10-30 21:54:27+00:00,L5,325.19,318.51,339.22,336.38,342.31,343.88,346.32,335.48,330.56,324.90,323.91,325.42,325.56
2006-01-10 21:56:16+00:00,L7,332.03,316.42,334.57,340.71,342.33,348.86,347.79,,,351.87,353.43,350.72,349.02
2006-01-26 21:56:24+00:00,L7,,303.59,315.25,322.30,339.30,332.38,330.69,333.05,332.50,341.15,340.20,335.98,
