,dates,chi0107-0000,chi0107-0001,chi0107-0002,chi0107-0003,chi0107-0004,chi0107-0005,chi0107-0006,chi0107-0007,chi0107-0008,chi0107-0009,chi0107-0010,chi0107-0011,chi0107-0012,chi0107-0013,chi0107-0014,chi0107-0015,chi0107-0016,chi0107-0017,chi0107-0018,chi0107-0019,chi0107-0020,chi0107-0021,chi0107-0022,chi0107-0023,chi0107-0024,chi0107-0025,chi0107-0026,chi0107-0027,chi0107-0028,chi0107-0029,chi0107-0030,chi0107-0031,chi0107-0032,chi0107-0033,chi0107-0034,chi0107-0035,chi0107-0036,chi0107-0037,chi0107-0038,chi0107-0039,chi0107-0040,chi0107-0041,chi0107-0042,chi0107-0043,chi0107-0044,chi0107-0045,chi0107-0046,chi0107-0047,chi0107-0048,chi0107-0049,chi0107-0050,chi0107-0051,chi0107-0052,chi0107-0053,chi0107-0054,chi0107-0055,chi0107-0056,chi0107-0057,chi0107-0058,chi0107-0059,chi0107-0060,chi0107-0061,chi0107-0062,chi0107-0063,chi0107-0064,chi0107-0065,chi0107-0066,chi0107-0067,chi0107-0068,chi0107-0069,chi0107-0070,chi0107-0071,chi0107-0072,chi0107-0073,chi0107-0074,chi0107-0075,chi0107-0076,chi0107-0077,chi0107-0078,chi0107-0079,chi0107-0080,chi0107-0081,chi0107-0082,chi0107-0083,chi0107-0084,chi0107-0085,chi0107-0086,chi0107-0087,chi0107-0088,chi0107-0089,chi0107-0090,chi0107-0091,chi0107-0092,chi0107-0093,chi0107-0094,chi0107-0095,chi0107-0096,chi0107-0097,chi0107-0098,chi0107-0099,chi0107-0100,chi0107-0101,chi0107-0102,chi0107-0103,chi0107-0104,chi0107-0105,chi0107-0106,chi0107-0107,chi0107-0108,chi0107-0109,chi0107-0110,chi0107-0111,chi0107-0112,chi0107-0113,chi0107-0114,chi0107-0115,chi0107-0116
0,1984-07-15 14:11:57+00:00,242.26784759968,259.8665579495792,271.3975060851735,281.97342792014683,282.4992819408005,279.1536537213146,281.2454187243819,281.1439648241086,266.3915997175276,268.8966455723891,269.2013216157551,275.4409652698836,268.6527002071984,271.27656517726615,270.76910653941434,271.6664181669684,271.24866396108786,271.1671943937029,276.435580081772,278.51569428108166,275.02050456885866,272.5270145219004,273.4866900685499,272.43932816099425,264.2502367424913,270.56175965578916,276.20810128959135,279.91277745050525,280.410691151758,286.3508486406425,285.48633561539856,268.02909188753836,266.60310822945775,265.271579189102,269.16022994331325,268.4528412622763,267.238612438731,275.129945091605,276.5550833679902,278.77024154873675,276.4243876411922,276.71289296418126,267.69749574855496,264.0193392449542,265.2841450211678,274.9338417243809,276.19788927240626,278.7325905719342,290.15558274066274,283.16891890031815,279.48336813780327,276.8874900653345,278.9519593807405,269.3471588069108,269.5828065947026,272.2664623813643,269.9224602307306,267.0413387153462,267.70660116137924,270.45426091664507,269.08319237215403,266.10056827532185,270.2550797816331,267.82946766670955,266.7534997563686,265.81559322977057,271.59153160982333,269.64499956070523,274.48736458686005,284.830128844735,280.38613897661503,285.4037640276747,285.5320974368861,294.8768576136838,282.76081753663414,286.8381164838589,288.0225194658761,291.37653848082664,285.7177992735186,290.41151803213677,289.6737537322318,286.9805711327748,286.08515266388565,291.50078416420405,276.8654185079205,277.5620505972386,282.1448375155886,276.36735193932697,270.51923345583765,272.2400308536232,265.3683383038625,266.3287116971512,254.94123055197574,259.00148093866477,248.60621556469087,248.25342094518908,246.86513349093946,250.02360166821217,247.08653490310297,257.47550566602587,260.7343356555839,264.21206163125703,267.50794565155314,273.61202959421234,266.4471723863431,275.8570917118131,271.27778256512687,269.07945341470435,261.335843075168,266.2146642934015,264.8493747417892,259.9537980923211,260.2376972981468,258.04064347431915,243.2866197201626,245.86921787360566,251.05125667170458
1,1985-03-05 14:07:29+00:00,230.33784994187937,240.26918667054127,250.8741328409899,266.7513710253518,267.18523659142164,266.4972598871581,260.3932812452012,261.1114927709064,264.27185282159985,262.2294268443605,254.77158416607145,253.46264019418126,252.88686476686894,256.44663534848456,252.59633691680614,251.89589459374284,261.12240303780715,260.34344035797733,266.4960159484628,268.0245082717612,270.8879017955734,271.24835206820626,260.8873171161797,262.80452313842426,258.4374788202482,262.37397441042157,263.5743108606741,264.92826467673973,269.2752942784626,268.45771130168094,268.5102730191324,,267.64170378891373,255.86321770513354,255.41675034327827,253.15201336547813,258.29986655052267,259.28376771718814,261.95803201448797,266.5306226316811,,,,264.66868088425406,258.9561710846366,261.81986571528216,263.7922331167804,271.4291205307883,276.42990000401835,276.14763736274926,270.32858450077657,264.38648089715576,259.391001260182,262.037794010129,266.77122198220695,264.5995523331118,260.70877950248473,258.0009914251291,253.93872848745238,256.0796764512623,258.9567946401677,260.36502064194696,256.6477683501012,260.7113794886864,261.25994242826033,261.25787844170515,260.2881701098494,265.23814699922184,267.05410703496835,271.32785444627376,271.7891715113645,266.8494924843186,274.97636389524905,276.0385992596394,,280.6763693682753,279.1342503427294,282.80476784402674,284.0361605355157,277.3676552000737,277.2836905260647,275.50493248052976,276.81315787784433,271.5822145227636,276.1390257099788,277.6905441477103,270.7940300055687,265.5695753254905,264.7837608549049,253.9742453230242,252.779885140478,253.78227850487326,250.7719936338519,242.15969721862052,,242.80479519666585,233.96082394266847,240.8100784943989,245.40052852357346,246.46431128802254,250.10253566345003,255.09537993379678,256.84152253172107,262.28091093021544,266.3682852506335,273.0104945845744,266.9629253638197,260.52829424804224,259.70276632563,254.54570666210648,252.13231113220618,249.36238293488395,252.4434996264295,,,,
2,1985-03-28 14:13:37+00:00,234.62930167409564,243.83955415080152,260.3835931306068,270.2402638134492,267.752484408596,265.19366936167154,255.38793930247854,257.6249086654938,247.5148927977476,247.2660508711133,252.40491872843643,246.29108585678074,274.35357676918,282.603674776249,258.65127455524413,260.12428307971805,262.30701622497054,265.31088758416763,265.8964000783244,271.1580837271401,263.8074795811013,263.71318756826906,261.93275639083515,262.0615373020361,259.2986688609198,258.9204267651116,263.0184250068776,263.38227580196536,265.7821637281737,267.12351456003006,257.1363252695754,246.14236988278472,248.26331728211858,256.6312290822209,255.6672272654418,256.6978344178712,252.3361239519762,262.28938627289835,268.6036172516707,270.33057077836025,268.5214500712667,268.7826384374934,261.01461240034695,238.5648984970761,228.9133134219459,250.19518170304943,260.36400091874685,268.31802404188784,282.0071652917805,281.1505753314072,273.86701481264316,281.9473100478107,279.6134753860685,268.0324154703925,266.1895731195356,265.9978980731664,265.57836537467557,260.6826535365319,253.08151411481433,259.70294302509484,261.61402835517924,234.44427306968393,235.01236903667015,228.06986472964792,227.58511112025968,250.9057864081306,262.48213488105506,267.7629914453562,265.91504969288593,275.06926894065947,277.21481876367943,272.7643810716365,,,265.32332139371806,255.3863561789908,249.66521578860124,247.10099845533423,,261.7872161740293,280.723953824682,283.7469589123609,280.87824499496173,282.0206684990912,280.02720979036286,272.9200645869202,268.9298287922093,271.70726949704004,269.7737370345074,262.3080197550174,264.33213318473906,259.4454936321118,253.30878920232183,249.3148887901252,232.50125839278178,234.19297276030102,229.18474118035428,237.88139278897054,243.87087538324457,248.06611169050618,254.7693460749217,257.2280960599435,262.30919515393094,270.22745907010324,280.1276351729866,274.95825166583205,263.901099780676,244.62813228373832,256.6037306043565,248.2710947678057,240.04683206851516,233.59903242733265,,,,,
3,1986-02-04 14:04:00+00:00,242.35169712589877,249.04566944034156,257.84959499806104,265.8548706270827,272.61625745851114,270.81809864682356,261.9881830808963,262.60665736742044,263.6300415868952,263.2669875340212,262.63988705915784,264.1455640522481,267.06421560474325,268.2379388283509,266.834459651177,267.3470098977401,270.3617366001733,272.52565137531593,264.27402201959353,268.8747349122258,267.1610397811747,267.8440076909679,264.0937391099064,266.38595890434766,266.7393038069068,264.24513403927267,267.8115233435182,268.5828564659382,273.31957524073573,272.9361402533415,264.9508331484905,260.260224505799,260.72977852982575,258.8467958005943,261.031092996709,263.8973043447237,261.7797429283321,265.33801760567803,262.8786942435284,267.66183829638885,261.991110084508,257.37366125122617,257.99727332622973,258.20841735394,259.9372133266509,262.67253638621975,275.3723510504498,277.515710573699,285.3352212284759,278.7377265937158,276.0178488364934,270.1049099727369,266.7344248469444,269.1391139449005,271.5666279039767,272.8883345206339,269.76751482488055,272.42476568764124,266.6790432173296,267.527636433734,263.5874595981072,268.14907657825427,256.68451375783735,256.7294309184676,256.72538473991415,260.8411658705568,266.481872267865,270.0425790328306,273.69844057340634,273.21553318655754,274.1907037088969,275.5709987537209,275.6092738872832,279.02983854585136,278.09704835237443,283.42328116164435,279.89119853419044,290.6076414965834,288.49818385256555,281.1669862596814,280.963274452934,281.10095575588514,276.92107970772287,275.97182797021907,276.1100748864509,284.7357505758544,280.36961851612574,279.0574516141767,277.42884567098366,269.8819482061254,266.7833388331476,261.2422815067152,257.272337156587,244.27679782225792,241.47746313987756,249.54549931311726,247.87978299294411,252.72255216951345,252.26396582270047,255.71411011788945,252.83372975997614,262.7800386071343,260.47950409295964,261.95462243285704,265.6390652028444,274.19159970403985,266.8785731780588,267.56198200776015,270.4953596365238,262.9821886586728,262.16914156144566,258.5070451853446,257.22032361549554,252.4036361182929,248.23756144605355,245.18911548583947,239.7047288647241
4,1986-07-30 13:59:17+00:00,245.92515427473637,254.21373306669193,252.9071497020299,261.38213731951373,260.76125589645596,263.1006231262612,259.52074388565075,259.89787813592943,261.0653469004591,258.8848290454063,259.7325041354746,260.3226266168876,261.8157751279939,265.11466538129923,256.70088989356265,256.1949808786157,257.85135797957236,263.46392530317854,263.96273408685676,267.66878217926376,266.234433956177,268.496476452471,267.98105227842154,261.5058027897581,263.4672755153198,264.8156082768153,261.24750830895056,259.645690034569,267.3248259125383,270.30792675917263,269.6903400845755,262.5699141477415,264.472218726563,263.27768830123233,262.8367559934612,271.03907397548545,267.3434706296663,261.12203686328843,257.4695593529898,257.63368665438236,264.2568711634187,260.95515718140774,261.57568029445537,263.7090507435675,261.4868157559851,269.4978150740506,270.86241826149563,279.6961114803139,267.71818395257486,268.3968513426776,262.6301520047086,264.78352136194565,262.8341039600343,263.7864893816748,267.6058492643017,269.69167608466853,262.2874355047194,264.47047705924047,261.1530784329363,259.06947385346405,256.03556959271936,258.0174651782047,255.51833141539865,259.2765688034942,264.4918044842863,265.3821627449002,267.73630007604277,268.22702657887487,271.0011446845606,271.67358103827206,270.38233046415706,268.5626269261417,262.08615260183007,269.7945804287154,277.9363858031268,283.6607030815289,289.703176323737,287.27708797252455,294.4266074581697,286.155502090909,277.43061678906355,296.3299301057988,300.0561306848561,275.8448632838875,,268.8074544551565,282.9679329166577,,277.3735445133227,267.4735624188004,255.09606157309778,231.38299926905694,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-08-15 13:58:41+00:00,243.67126246709873,252.74394361877853,268.71547804424085,291.1349834287655,297.98092996714865,281.7201944403376,273.01951707724874,270.80623008584547,270.8527739198557,270.91176627740725,274.6857265903985,267.0135197207458,268.8331366920119,268.2850157458663,273.98572008976845,269.8114472161583,269.1701321321818,275.4997599406529,279.1863306003488,279.7371573667444,279.11134712447273,280.8176068170798,282.10666763747093,269.08737888187756,269.54627634235186,268.5571877904188,274.10874403032574,271.66884205234254,277.00265179763875,279.3047933623693,279.86381008647174,274.21995199630277,275.4314446041483,277.00478975105574,263.9200627317689,265.16628450405705,263.40618033597144,268.1014598122599,264.7554714756626,269.23037198798573,268.7948929532495,269.7799405406699,270.0522302530876,272.10066189176763,275.0236168418879,267.18112059691873,275.27311455778215,277.21869169057555,284.7236352659641,278.3203017094647,275.1539929428587,274.98422072028114,272.1582399835876,273.572933541837,273.9390546307477,279.1538225221914,272.41876636470977,270.10921296041636,270.60452851654173,266.7659992916176,269.24425289501266,270.0464787026099,271.59437909156946,271.72560928966817,271.9847150406777,273.1876261784924,266.91342014438254,273.9972303144663,275.0013560901022,280.42082447369125,271.86271577516,280.8841005101115,279.7570131644109,289.7408528407585,285.266302927784,292.3851335222519,286.4742082036012,285.12926005721613,285.4309801199078,287.01243685942137,279.21955086531665,278.0023148401089,278.9620159766032,278.9146428384939,274.5472641406929,279.02518862003126,281.3087329813425,270.162308034753,266.9209300481296,265.16093222446943,259.0283352167001,254.7898878631301,255.30801090642063,250.0855358022688,249.95700784518226,248.2271192790214,252.10262667979634,245.81872784492498,246.57091284687118,253.4796231139748,250.22828915813503,257.30236597143056,265.4318737635131,270.07884104358186,270.7538840631819,280.59111576709466,273.77563659969024,263.2849453463517,257.6500069490154,261.89085327830196,252.98858876166003,253.8621165890705,257.76004457972766,255.8011962076668,255.6836822784446,257.9593927023161,260.1828167167452
6,1986-10-18 13:56:32+00:00,229.98743615544166,239.4217982665734,257.41234012500735,269.374698262422,253.22110553595425,249.88812362914078,250.2349091498235,256.26108215450904,252.78769644100888,252.5927285782869,254.36202165711634,253.99387519355454,258.5525834783512,262.5818909474718,258.87697349654877,261.6086660265088,258.70897385843324,259.15320876614527,260.4293010181189,266.63809794262613,259.28156605669557,260.3074388315508,262.8791169808379,262.6998873628654,260.74722393613195,256.3055563716332,265.96822833490444,264.5846873669294,261.1200021663282,259.24270568557824,257.01696756105696,257.6664241542422,259.85670128356657,259.0497877199375,256.46589337783996,256.84675433446165,255.55648849825187,256.9696153506653,260.0876933899896,254.61648319139712,254.55082335019526,254.36077642387158,254.71937528434324,252.0161051859125,260.2495876894533,263.9157152035368,268.4296353139794,268.45535561914375,276.582209674025,274.51262715071465,266.252096775616,260.2375899193597,260.41342789209955,260.0346420988057,261.4614540677238,264.0678385804579,264.98822185044355,262.9591658854572,260.62319695833673,261.7367860505717,256.29063343349276,255.04768212496631,253.42025674233457,262.52543705647133,258.93122639023824,260.11675193325976,261.6557485681136,265.2012184955611,264.51569029747805,266.6275451232149,267.2794749919137,261.3244769025707,265.6019482344597,275.18012072693307,273.7815715600816,278.0470655677949,283.5927793839408,283.838342270899,280.9556212316148,275.8755327496857,276.9009569043725,266.6349843289523,261.0283039471712,262.945336781489,264.4271439139738,267.9268677581447,273.51405528744,266.12206434822997,258.0068775884535,252.01084875132736,253.1233705757531,245.3591689901936,242.29769127192907,240.99848831095315,237.9472896813341,241.82452254824608,243.2436796152547,237.3761448498597,237.75898583899232,246.78441698494916,254.7545718873308,252.33509628479703,246.36220995649796,253.89232191490228,256.07274065930375,269.00520003047734,257.17519615392985,253.23875702886335,246.39333025441817,251.5250274939301,252.2255368618766,244.38740205190246,246.99615352909709,248.09791375449433,244.08799398982518,250.56284480864755,258.71891038684043
7,1986-11-03 13:55:58+00:00,232.983160447944,242.70090235939946,259.0898996788091,267.50654020716433,272.6680031463967,266.25201374614386,267.3421635602349,265.44631035553226,263.21916430080665,265.97004020073524,265.6241134376949,258.3417252649781,257.83566724902244,258.94856269132094,262.1935898984686,261.96116706726656,264.3890749441585,270.2026290505715,271.92924088698675,275.596217938304,275.29378156643753,275.50998056235875,276.7815275498704,265.70354822098597,259.6104797486448,261.142061413489,265.69184608076745,267.46021258636637,268.9471927370054,273.29199037158827,273.6439624225574,270.0400321095403,267.72369133151153,263.7740103648224,257.2634889377324,254.75753093315834,254.6296162890769,262.5383707850328,262.9779152580116,263.50170180616425,270.89330352394575,265.1625622107482,265.2061610515773,261.5797483433555,268.8116397976712,263.3890186819586,265.79052296219544,268.4888970485323,279.10583457105264,273.1787343287355,267.52355831102346,268.2660306387715,268.16924171335796,270.1085301480194,270.91522981199535,278.84858634163305,259.67915663876545,260.6175768393801,259.84552591209416,260.873794132667,258.64291287345407,258.85717577020614,263.6831368137204,262.84721475869725,259.9387136246035,265.52011778436895,264.37283955031427,263.406114067289,269.6395227775245,276.0652351209017,268.58461350914973,273.4727512440184,277.153910330054,284.54653059017113,278.38526241885774,288.7146010540843,287.8844282884209,288.34335274769313,284.38720505720227,285.48918582474545,275.6611357991023,275.0457588557479,279.21090858894723,276.2483995366207,270.5325764968334,282.1414919273465,285.0777278725232,263.6790287017159,263.41021023845,260.5742532703271,255.99852251998078,253.1799599288653,249.48366722132644,249.96709864108368,246.1006430939047,242.1308243057926,237.80803097222332,236.22093420928093,238.9877986022186,246.02837297906126,240.4422266624083,248.09133884119962,257.01498275153807,258.91783201117676,263.78877005601737,268.786655723094,270.45517568079686,256.3872955568324,253.11476838534486,252.35263851057547,249.01264459952785,247.86198090037863,250.80218945645905,254.87790674191558,246.42321417731745,,
8,1987-03-18 14:05:13+00:00,234.97008055452875,245.68399344667532,254.2650202608544,267.49944521919,268.65370513463614,266.923343543554,268.90802190756864,258.609893802462,252.28056002311706,252.52103238588924,256.9169591370507,260.41622909365145,259.450401147504,256.9740228421521,257.2929339256419,262.89751896997603,262.4104002878762,263.382452951966,266.8781191443259,261.08973491718154,265.28524264609655,266.75734736765264,266.1496121061424,263.4888536447831,261.62842673915947,257.51110257615983,261.7952181421026,261.5766441795827,266.1194616625223,271.31621772202925,269.6955529135768,255.7310033963089,251.535063916497,254.51248308140882,256.4758687373087,258.49784240438913,257.6544357489621,257.0618008441458,261.338376657094,258.2098193551079,260.7037162866922,258.6120359495899,252.58586230794683,252.5113569242355,254.29197646108395,260.3248207344702,262.2774109002654,275.9915567223077,279.2283681951229,277.044881992123,266.66645286387825,262.9672462155845,265.84630317928406,259.72667746709044,264.01123800539716,265.7741287701584,267.96374596997816,265.9293287007963,261.0617749512158,260.4306554618486,261.09612107645785,263.9436109683746,264.6615250829848,257.2500583722058,257.7615413903242,258.399261021772,263.39364083344077,266.2093000366461,269.5096202802431,273.8606602353685,272.6113481106794,271.11464578263224,276.28913296988503,285.09390189633916,280.3274440198356,279.02555600180625,283.4731961544107,278.8765680372979,276.68248333843326,274.0728097972045,269.2173005978691,272.9048349373412,275.3484404386571,275.81339501461184,269.96826791583885,269.5120341950599,272.4459512305165,264.19639666967436,268.0765934152141,263.4897510501413,263.73327887315025,256.81297697064167,255.31624620922034,252.75859946163345,246.73424411027972,248.4434426946296,248.26331797777087,244.1443043469721,245.63295204310504,250.1431941338593,253.13880933965524,258.4514773264582,264.4173046646062,262.8883491500669,266.52976238600525,272.70483889050377,271.5631528942107,262.65338894768854,256.413450339063,252.3304858712985,249.31705478070185,246.49009970280107,249.02798089899133,248.34627799896694,240.38707596270694,231.5001461937037,244.7632929994656
9,1987-11-22 14:05:16+00:00,239.36283366316653,250.43504788022207,263.10681577358093,274.74443183166045,274.48858977466284,267.9189107245514,268.31997753615514,268.71772667303014,273.97168580569866,271.26143176834313,268.28165698964506,270.81849827767724,271.0459707257704,274.7988263595022,269.57952402439463,273.3907203748671,268.8409185243895,270.62449753651134,273.7807986769225,270.17799211391895,275.40379178515883,275.9212077840069,271.4121927772611,265.65262515009215,267.0614840832012,269.08078287504935,268.11140871052567,269.52050758510626,273.1710402514786,279.7165347093608,276.9387442089774,273.6089692410394,270.7782392379355,260.77939619750987,264.7088800607982,261.9716811405103,269.33853950846583,266.5668590829409,270.608081498118,270.961305876622,271.36232360263267,268.8594634512477,265.5146307779306,266.80042037959714,266.55801787113757,268.7043063667034,270.50918553745703,276.04776642671027,281.1655529458061,283.53500023772295,276.1566479453012,274.70078324671016,270.7777108936295,275.15674425234647,276.82732882118034,273.22603337294186,268.8673302163393,260.6867465979344,259.44251373788666,262.394368649505,264.60381466591207,264.8097290931091,269.5982610541589,261.87176238795723,267.8055902470952,267.16232486854324,270.19560166237204,271.2494449267593,280.79917365210156,278.31915011381636,280.16102306216317,278.81103675201473,281.00979060458917,285.9362803472209,286.76353321372375,294.2051594101632,288.09125432293985,289.38373151671635,290.2825439007543,285.4637255135731,284.27973188566637,276.5550244309091,277.22303805963304,277.83308980166095,275.70584432912096,277.4929915548968,273.7361890084779,268.78147292697633,267.0047685321174,262.98476449192685,262.94478487677395,255.91797045849174,244.12996111500343,240.77435657740426,242.08193356229424,248.72096472325921,244.53203229587194,246.76764352037222,242.72740412999593,246.57721928066303,250.0680851473824,257.07506021962007,261.95488278581007,267.4426400058371,267.18087059676714,274.45144968670553,269.37452498217067,263.3629972208727,257.52220049370516,260.07180010990237,252.84741117086276,249.58697425434755,248.12004933490078,255.43177594710644,253.99352637619276,248.01061308215574,251.58216028746187
