,dates,per0085-0000,per0085-0001,per0085-0002,per0085-0003,per0085-0004,per0085-0005,per0085-0006,per0085-0007,per0085-0008,per0085-0009,per0085-0010,per0085-0011,per0085-0012,per0085-0013,per0085-0014,per0085-0015,per0085-0016,per0085-0017,per0085-0018,per0085-0019,per0085-0020,per0085-0021,per0085-0022,per0085-0023,per0085-0024,per0085-0025,per0085-0026,per0085-0027,per0085-0028,per0085-0029,per0085-0030,per0085-0031,per0085-0032,per0085-0033,per0085-0034,per0085-0035,per0085-0036,per0085-0037,per0085-0038,per0085-0039,per0085-0040,per0085-0041
0,1985-01-24 14:52:53+00:00,211.85426645974428,210.44303792491536,199.4084873733199,196.7024488093865,191.43362092192413,193.41662419235428,194.02922888351196,193.5336221098463,197.9764163071747,208.81295927883906,216.4444373778861,209.25765515982738,213.8484426527947,212.7179902856545,219.04160996433686,219.19329517419985,204.48719235779976,196.1390539493299,188.51048506880093,183.7883593963753,182.9119708371638,190.79012976050043,190.93880639388337,198.08608316475423,198.7396795197461,204.56735667082916,205.05977445543942,216.045792333446,219.4812460853324,221.36009080931362,214.62252732666713,207.94024531990183,207.39356428746996,207.66041806315218,210.96435236801807,210.3595928532357,211.5802789196783,210.36246433422522,208.5607665841772,199.92092080487498,,
1,1986-03-16 14:48:34+00:00,248.68422688241097,223.26849622299628,221.76831677093736,202.60171153436377,199.85534816523554,192.9759248373575,195.78483816868226,178.01306858180845,181.22026895799175,186.08323852926694,188.2041281469113,191.35151780411377,199.7368478079573,208.60816350602636,216.94719067566407,216.79538804940094,205.3677134903455,190.93584226226687,179.4572462036942,178.6760992086686,178.56968355380124,194.47519075291274,196.57128404119183,203.47502255083154,206.06671636203745,212.5862756073468,208.89920691247343,208.80542980117025,212.3202458596109,211.40602549839164,199.92076807266477,199.48195577071286,188.38815856900297,193.92754464639975,189.48393200918343,182.4594523225227,186.66997134106063,186.2041411235872,184.1477174917603,169.9076045814468,147.0651547219623,143.2974175986218
2,1986-04-01 14:48:15+00:00,238.7804313933117,,215.56762126683276,205.67685882075833,200.5838838457241,185.1151239830313,188.2246074150047,187.78240615819587,174.0020933870721,183.86030532514033,178.5725730698705,180.69388494709162,199.02489360928973,198.18165448925447,,,,,,,197.16083283054363,204.25657885167416,209.91401775827003,215.5216814262963,218.2314527755176,216.82024246817232,214.98841444296556,212.46118193786316,217.88881176956798,222.07139982231104,203.9007694758147,213.1222174788007,211.12601893111207,,196.70724451277852,190.51153614545436,200.48562991690625,,,,139.92685933483727,164.61644503450316
3,1986-05-03 14:47:30+00:00,185.7917558665847,,171.19366068442383,,,,149.13456748735544,156.88441008631648,170.82225102747276,168.34297157416424,184.31940127741507,174.73813144374813,167.45156937134527,182.09180530387394,175.31423917006128,187.11507944728282,175.94022383977432,163.45492578953622,148.1669475691439,158.20404797796135,170.00963686037298,172.65022612424497,172.14647317210435,173.7092992816923,176.52766326680236,182.00725420632352,190.7586491989947,188.07098144747894,196.0099680636808,197.46444589297604,204.56547743207034,196.9904842150577,196.43127531675464,195.96208036662338,194.60542542516248,194.0756097902419,196.11751743733737,196.13777294583937,192.49097805873504,166.1423075764124,148.72577251842932,140.80313526212774
4,1986-09-08 14:43:16+00:00,207.82912658464147,190.62581817207305,181.86022735906707,,,159.9659006142197,169.1253703447473,169.82866220777575,176.66017078803117,195.40035687604026,200.66302114417428,197.53349564784514,205.75978917102165,206.80385441725508,214.01388271362976,208.99750283799997,179.77467215927174,176.99111370554564,179.10117832705552,167.24107353843823,171.68558746624817,180.0927058185546,179.86431147390394,183.4029135128243,186.00032326258884,188.14544832223658,189.21783888960968,192.63087681078412,196.48982877341246,205.2241621884102,201.48533077948832,200.3384017481671,200.9725628730849,205.27090371404094,205.0550665526525,198.9367483900006,204.86384862454025,200.0361422960335,197.7374582426329,176.67294518139923,158.54270843543088,161.35267988119563
5,1987-04-04 14:45:05+00:00,227.42665469495958,213.95656362654967,199.60927339075147,192.20353319711575,186.8408854461173,130.6651762551789,182.44813245261187,194.08743959420764,196.4727940059386,207.6661781957743,212.5450932755657,208.441965825483,210.27160461909656,210.826668488097,218.57041442109102,216.2489723338941,207.75160007588443,191.06740339043196,184.81355188101224,172.09602600296708,197.1386212061849,197.51536046647985,196.0776953588405,203.42153174995758,201.22034512050897,201.1520995222733,200.8469730933462,202.61518758941645,203.01417368445823,205.51074618280091,190.64004508530914,182.74890122440985,180.38724571852833,181.03510086402179,178.29661596249983,173.0345144621166,180.38179548232523,180.26366040093862,174.38474440204183,141.0151536433059,141.8413241497775,142.95846787833764
6,1987-07-25 14:47:55+00:00,206.86647654987476,199.26945294043384,190.5856461433699,179.1360946998341,176.47467381522085,,154.6348197450283,171.22518917007798,191.56182039280176,229.0663041839891,227.8668876923779,221.32331605991047,223.61140970718196,220.33106184124674,236.88018418138657,232.49564030266927,220.1541074816214,206.32653046843117,198.0672257981471,195.45468833782533,190.14460728372563,190.9229319736255,192.4990349038696,193.51249517384213,197.66493899085341,206.91095686298019,226.5832566085868,,,215.95493589732874,208.722571343865,205.9310223345122,204.611898819159,206.5095237043402,204.88455239986496,207.69469063749457,216.5479335458418,221.47419173924266,205.0321381287824,196.07741664571964,185.68973574483198,186.61636047948252
7,1987-08-26 14:48:52+00:00,181.21142092796177,178.2507240215842,174.9405977779587,,,,121.77732786888333,136.50920078825953,165.67448575638,176.33536816650857,195.7125485744629,192.63750656719546,206.1307417143311,205.62910798543558,217.1641022038406,209.8937936674525,188.0440023537601,178.08633499542537,165.98993045122168,158.9563990019821,159.9423027987755,163.0037611922883,171.25231979507438,178.12742934712227,183.63182352230643,180.441799963715,187.7891098794457,182.25483344094755,189.1012670138327,190.5511257485946,200.25003300938954,190.13948948892406,196.9428117293105,199.99149311807733,195.24875485109902,192.88335589486735,193.05312192411475,193.5026787411014,185.87739427175978,,,
8,1987-09-11 14:49:16+00:00,181.12604121649534,182.5455236722413,187.465050149766,,,96.25046519516675,142.37846193862237,148.14945875628743,154.22190743201682,180.4130115265771,201.48736412195586,201.14066891298262,204.14789225214295,200.40083447049088,208.6020703790762,209.73937508723256,185.4985847219224,189.49619161094674,166.23870776137647,164.9515662748096,159.9608912749997,169.32676869615716,168.893395618569,172.10542115804392,180.63269510103618,174.48970396194616,172.32525351450246,181.9424418490202,182.95596181891798,187.51525748769097,180.0043507294185,180.96684456254798,179.1781954252558,181.16349626282317,190.7225501155022,189.98534595744368,201.26477759514248,207.48201604241825,201.53883883950746,,177.17985473354875,176.123431776162
9,1987-09-27 14:49:38+00:00,191.9810975639094,187.0333867364805,182.1998248130789,172.81621854606666,161.82834422108328,164.6706430297914,169.81561827581407,161.02788727147575,145.9188773972209,165.2231073353911,216.16168640309013,213.00469039295407,216.97452814177777,215.6545324527288,222.71019804943208,213.41202726222213,194.7075792515658,190.86374059863624,178.63586097433497,174.5965741847827,172.6366141619996,172.39764486529194,178.7652459223117,183.311802336023,186.8578313233757,183.1999612569374,181.71362522259972,188.61499729172735,199.22212251184868,197.9939736050459,200.08783369648097,192.17061897039096,199.4370455440299,200.59258775411374,199.6256176815893,200.36717801969667,208.24104780432376,216.57605934599658,212.36318747855086,197.36567587741436,192.83773312106865,191.39034920254818
10,1987-10-13 14:49:57+00:00,203.74832531181127,192.25224251480327,188.85625804239532,162.49098409066858,168.24580911499464,165.57040298997404,167.7749396922758,172.28903325101078,185.06068770856592,192.4250798352679,207.6491302144557,214.37994880144583,216.05007949499588,214.57265692452893,222.1805843360179,218.05993623079505,206.76981715071187,189.75007573205846,187.55736623100475,178.57035913661002,183.7306767413394,181.19849372500673,189.2505554440413,189.26789226006517,194.2854883883335,189.05269978962954,197.07158481159698,201.9924505388851,213.83707534572255,218.90332738741887,219.24893424568683,215.6920054592475,214.72270178578134,209.68512164601114,211.88592863678767,207.80153252819593,211.3471233034316,212.9368994759164,204.72892656051505,186.1500016914295,180.70321077718782,182.16978453132955
11,1987-11-14 14:50:35+00:00,206.28400889825556,203.13421700449857,199.002821587715,186.64467844929376,184.8106131248365,181.43051196131879,183.57793496113356,182.41065144683122,190.21181503543144,205.54423074678095,212.52893442066713,215.8380618045178,217.22207782051368,223.71456885541662,231.330032206722,223.7491868324408,210.26235663250407,202.50701679741064,196.46465187016884,189.14298014745395,192.9598224254097,188.9052264530762,195.5575227460303,199.89572570360514,196.0753077747587,199.0995553156984,200.42975538812843,200.42343926920478,211.01046492121642,212.26191780662333,213.46355925489627,208.73461108253264,209.59780810973774,208.53512359859775,210.203416605285,205.64277756383888,215.66951042191172,216.39334406745027,216.84357608485183,197.97041096790835,182.5218256929361,189.4159351690904
