dates,nzd0591-0000,nzd0591-0001,nzd0591-0002,nzd0591-0003,nzd0591-0004,nzd0591-0005,nzd0591-0006,nzd0591-0007,nzd0591-0008,nzd0591-0009,satname
1999-07-16 22:13:59+00:00,,157.18,150.55,142.10,144.01,142.60,129.97,194.29,179.96,,L7
1999-08-17 22:14:01+00:00,,159.06,150.87,144.08,144.57,145.48,140.83,191.89,186.56,196.85,L7
1999-12-07 22:14:05+00:00,306.75,162.75,151.90,146.23,145.33,147.37,143.52,211.57,189.02,198.56,L7
1999-12-30 22:19:45+00:00,291.21,163.47,151.11,144.70,142.62,145.55,143.99,211.49,187.46,195.19,L7
2000-04-13 22:13:30+00:00,291.21,167.85,154.41,148.62,143.14,145.61,149.27,230.96,188.65,191.09,L7
2000-04-20 22:19:15+00:00,291.21,169.64,154.13,147.91,146.00,146.29,150.74,230.30,189.72,193.26,L7
2000-05-31 22:13:06+00:00,284.55,167.97,154.13,147.91,146.00,146.29,150.74,224.55,189.72,193.26,L7
2000-06-07 22:19:12+00:00,273.46,167.43,156.64,147.04,143.42,144.67,151.36,217.95,188.32,190.92,L7
2000-07-25 22:18:09+00:00,271.25,168.06,156.08,147.04,145.76,145.19,153.59,218.88,189.01,194.89,L7
2000-08-10 22:18:02+00:00,271.25,168.25,160.27,147.04,145.76,145.19,153.59,218.88,189.01,194.89,L7
2000-09-04 22:11:58+00:00,241.53,166.91,158.91,145.75,145.75,144.72,151.36,212.58,189.01,193.46,L7
2000-09-27 22:17:24+00:00,234.34,166.25,157.92,146.10,144.75,144.54,151.24,212.58,190.02,194.68,L7
2000-10-06 22:11:35+00:00,227.09,165.96,157.57,146.29,145.97,145.88,151.63,213.31,190.76,194.88,L7
2001-02-11 22:11:36+00:00,212.37,167.97,156.18,147.85,149.74,148.76,152.12,207.05,192.37,195.27,L7
2001-04-16 22:11:18+00:00,182.22,178.47,163.38,156.03,156.20,153.09,160.61,220.81,192.95,196.70,L7
2001-04-23 22:17:26+00:00,185.24,177.42,160.25,154.24,154.33,153.69,160.20,232.73,194.80,198.10,L7
2001-05-25 22:17:11+00:00,185.24,177.42,160.25,154.24,154.33,151.32,153.51,232.73,190.10,194.41,L7
2001-06-10 22:16:35+00:00,185.24,178.59,159.78,152.68,153.38,150.41,155.56,235.02,189.66,194.41,L7
2001-07-05 22:10:33+00:00,185.24,173.58,158.46,152.83,153.07,150.31,156.63,236.95,191.24,194.41,L7
2001-09-07 22:09:46+00:00,190.11,172.03,157.90,153.04,151.38,148.94,155.22,241.56,191.02,196.36,L7
2001-09-23 22:09:38+00:00,198.22,172.07,157.21,151.86,149.19,148.10,154.54,241.56,190.67,195.68,L7
2001-11-26 22:09:45+00:00,211.20,171.37,157.69,151.91,149.27,148.56,155.54,240.15,192.55,197.33,L7
2002-03-02 22:10:08+00:00,211.20,175.19,159.65,150.04,147.44,148.02,149.83,228.12,190.50,196.75,L7
2002-03-25 22:16:11+00:00,232.19,175.98,161.13,150.13,147.89,150.57,150.45,221.72,189.87,196.88,L7
2002-05-21 22:09:53+00:00,232.19,173.50,157.88,151.07,148.84,149.39,150.01,225.32,188.05,196.94,L7
2002-05-28 22:15:58+00:00,232.19,171.87,164.85,149.31,146.67,142.81,146.20,222.36,183.23,190.12,L7
