dates,nzd0591-0000,nzd0591-0001,nzd0591-0002,nzd0591-0003,nzd0591-0004,nzd0591-0005,nzd0591-0006,nzd0591-0007,nzd0591-0008,nzd0591-0009,satname
1999-07-16 22:13:59+00:00,,157.18,150.55,142.10,144.01,142.60,129.97,194.29,179.96,,L7
1999-08-17 22:14:01+00:00,,160.95,151.19,146.07,145.14,148.36,151.70,189.49,193.16,196.85,L7
1999-12-07 22:14:05+00:00,306.75,170.13,153.97,150.51,146.83,151.14,148.89,250.94,193.93,200.28,L7
1999-12-30 22:19:45+00:00,275.66,165.60,148.72,140.12,134.49,140.10,145.41,211.23,182.78,188.45,L7
2000-04-13 22:13:30+00:00,,167.82,160.54,155.22,148.10,145.58,153.50,230.70,189.24,184.54,L7
2000-04-20 22:19:15+00:00,,175.00,153.28,145.77,154.56,148.33,155.16,228.33,192.95,199.78,L7
2000-05-31 22:13:06+00:00,271.25,161.30,,,,,,201.54,,,L7
2000-06-07 22:19:12+00:00,,,164.01,,136.54,,,,,,L7
2000-07-25 22:18:09+00:00,,168.12,146.49,140.14,143.86,141.67,152.12,214.95,184.84,200.35,L7
2000-08-10 22:18:02+00:00,,169.03,177.01,,,,,,,,L7
2000-09-04 22:11:58+00:00,211.81,160.17,152.16,141.86,145.69,143.29,144.65,187.39,189.02,189.16,L7
2000-09-27 22:17:24+00:00,219.97,162.31,151.97,147.49,139.72,143.81,150.77,,194.07,199.56,L7
2000-10-06 22:11:35+00:00,205.32,163.91,155.10,147.28,153.30,152.58,153.56,216.95,194.44,195.86,L7
2001-02-11 22:11:36+00:00,,185.50,165.50,154.75,160.23,155.36,159.49,216.80,191.94,196.50,L7
2001-04-16 22:11:18+00:00,182.22,171.43,161.25,157.31,152.18,150.81,161.73,224.82,193.96,196.90,L7
2001-04-23 22:17:26+00:00,188.25,175.32,153.99,150.67,150.58,154.90,159.38,256.56,198.50,200.90,L7
2001-05-25 22:17:11+00:00,,,,,,144.21,133.44,,175.99,183.32,L7
2001-06-10 22:16:35+00:00,,182.11,158.37,148.00,150.52,146.78,163.77,241.90,187.89,,L7
2001-07-05 22:10:33+00:00,,153.53,153.19,153.43,151.84,149.77,161.97,244.69,199.13,,L7
2001-09-07 22:09:46+00:00,199.87,177.75,162.68,155.77,151.76,147.15,151.00,239.82,190.65,204.32,L7
2001-09-23 22:09:38+00:00,222.53,172.30,153.78,145.97,138.27,143.06,150.47,,188.60,192.96,L7
2001-11-26 22:09:45+00:00,,171.14,160.45,156.38,153.98,156.04,150.48,234.19,196.49,194.72,L7
2002-03-02 22:10:08+00:00,,179.59,161.68,142.02,145.73,145.83,147.38,210.35,186.24,195.02,L7
2002-03-25 22:16:11+00:00,232.19,177.21,161.25,151.98,143.97,149.85,153.48,220.62,186.89,200.91,L7
2002-05-21 22:09:53+00:00,,166.04,148.12,153.92,151.67,145.83,148.69,236.12,182.59,197.09,L7
2002-05-28 22:15:58+00:00,,164.63,188.33,,145.31,129.74,135.26,,177.18,167.47,L7
