dates,nzd0170-0000,nzd0170-0001,nzd0170-0002,nzd0170-0003,nzd0170-0004,nzd0170-0005,satname
1999-07-18 21:58:49+00:00,338.78,346.99,356.97,354.44,349.91,343.73,L7
1999-09-20 21:58:56+00:00,329.70,329.54,339.30,350.22,348.03,342.21,L7
1999-10-22 21:58:52+00:00,329.17,335.63,348.35,354.28,348.30,351.66,L7
1999-11-07 21:58:32+00:00,,,,335.65,334.33,335.70,L7
1999-12-09 21:58:57+00:00,333.48,337.60,338.77,350.65,345.64,342.75,L7
2000-02-27 21:58:40+00:00,332.40,341.84,356.84,355.58,355.23,359.61,L7
2000-03-14 21:58:11+00:00,324.85,331.82,345.65,350.18,347.28,350.19,L7
2000-03-30 21:58:09+00:00,326.56,335.94,348.71,356.97,351.49,354.19,L7
2000-05-01 21:58:18+00:00,321.61,336.12,343.47,350.51,347.67,353.26,L7
2000-08-05 21:56:44+00:00,300.33,303.80,319.67,333.81,332.32,330.43,L7
2000-09-22 21:56:05+00:00,324.91,330.00,336.02,347.88,349.41,348.85,L7
2000-10-24 21:56:17+00:00,311.97,311.01,325.06,339.65,335.23,330.45,L7
2001-01-12 21:56:30+00:00,303.56,294.64,310.42,323.48,321.33,323.43,L7
2001-03-01 21:56:21+00:00,313.64,322.25,334.82,337.16,330.59,337.54,L7
2001-06-05 21:55:40+00:00,321.85,330.41,333.88,342.51,,335.71,L7
2001-06-21 21:55:29+00:00,323.89,326.47,336.44,343.26,,353.50,L7
2001-09-09 21:54:36+00:00,307.71,312.24,320.61,326.24,322.00,333.24,L7
2001-10-11 21:53:46+00:00,325.37,332.03,338.68,346.09,335.98,353.55,L7
2002-01-15 21:54:23+00:00,333.99,334.65,348.30,354.61,363.26,358.00,L7
2002-01-31 21:54:26+00:00,310.99,315.01,331.35,338.64,335.47,338.07,L7
2002-02-16 21:54:54+00:00,286.65,287.57,294.88,311.69,312.66,314.81,L7
2002-04-05 21:54:49+00:00,275.85,293.30,313.74,336.01,335.81,323.66,L7
2002-08-27 21:54:00+00:00,322.00,318.94,333.40,346.74,344.60,340.23,L7
2002-10-14 21:53:43+00:00,328.81,329.20,340.81,345.48,343.20,340.96,L7
2002-11-15 21:53:36+00:00,323.93,319.52,332.10,342.04,339.38,340.84,L7
2003-01-18 21:54:30+00:00,323.59,323.79,333.21,346.60,331.28,339.33,L7
2003-03-23 21:54:40+00:00,315.64,316.91,322.70,335.03,330.73,332.68,L7
2003-05-10 21:54:46+00:00,327.35,334.71,,,,,L7
2003-05-26 21:54:19+00:00,317.30,323.81,325.30,338.42,325.90,346.75,L7
2003-08-06 21:42:27+00:00,309.18,304.17,328.30,349.71,352.83,354.11,L5
2003-10-25 21:44:04+00:00,300.52,299.38,329.90,339.68,330.39,340.74,L5
2003-11-02 21:54:26+00:00,321.53,318.85,333.96,344.73,,,L7
2003-12-04 21:54:19+00:00,328.75,332.36,337.29,345.97,347.80,352.31,L7
2004-02-06 21:54:44+00:00,327.69,319.75,334.30,336.40,335.05,339.83,L7
2004-02-14 21:44:57+00:00,337.43,343.32,359.11,363.65,348.80,353.02,L5
2004-03-25 21:54:54+00:00,328.78,,,346.27,332.96,347.76,L7
2004-04-02 21:44:54+00:00,346.91,343.86,357.13,363.29,357.21,358.16,L5
2004-04-18 21:45:25+00:00,316.92,316.64,331.30,330.14,325.54,336.27,L5
2004-05-12 21:55:13+00:00,323.96,330.23,340.59,345.08,344.98,,L7
2004-05-20 21:46:20+00:00,309.55,300.57,325.34,332.27,327.70,331.29,L5
2004-05-28 21:54:47+00:00,319.43,321.76,331.22,344.41,339.58,337.54,L7
2004-06-21 21:47:16+00:00,345.00,347.05,352.94,357.44,,380.42,L5
2004-06-29 21:54:39+00:00,320.13,328.94,339.64,346.55,339.97,346.98,L7
2004-07-23 21:48:09+00:00,324.81,326.08,340.35,351.57,354.90,349.53,L5
2004-08-16 21:54:26+00:00,320.60,311.85,329.05,341.43,331.28,331.40,L7
2004-09-25 21:49:43+00:00,323.22,320.80,343.31,361.23,347.47,347.69,L5
2004-10-27 21:50:23+00:00,345.01,348.81,354.64,351.73,352.99,360.88,L5
2005-01-15 21:51:45+00:00,339.71,337.89,346.97,357.94,361.24,362.18,L5
2005-02-08 21:55:11+00:00,320.84,314.73,,,334.79,339.19,L7
2005-02-24 21:55:17+00:00,327.42,322.18,332.62,,,352.67,L7
2005-03-04 21:52:28+00:00,342.04,340.49,357.32,357.73,352.97,355.94,L5
2005-03-12 21:55:20+00:00,,309.72,328.60,341.11,341.35,342.54,L7
2005-04-13 21:55:12+00:00,317.28,309.09,321.63,334.22,334.63,331.45,L7
2005-04-21 21:52:46+00:00,344.71,341.40,355.51,366.67,351.16,353.85,L5
2005-05-23 21:53:00+00:00,343.24,338.71,356.66,348.69,348.89,353.29,L5
2005-05-31 21:55:35+00:00,,,,,369.46,359.56,L7
2005-06-08 21:53:09+00:00,340.71,343.46,355.37,355.62,366.32,369.88,L5
2005-08-03 21:55:25+00:00,323.54,320.95,335.05,346.83,343.03,348.57,L7
2005-08-19 21:55:20+00:00,324.26,319.53,334.99,347.28,346.00,351.49,L7
2005-10-30 21:53:39+00:00,345.58,341.47,353.56,364.94,354.93,363.43,L5
2006-01-10 21:55:28+00:00,319.28,324.65,336.66,342.92,331.94,352.20,L7
2006-02-11 21:55:41+00:00,319.99,,,339.03,328.99,341.30,L7
2006-02-19 21:56:39+00:00,307.23,307.96,330.49,317.09,328.34,336.39,L5
2006-04-08 21:57:12+00:00,323.73,329.55,348.09,351.25,342.03,349.91,L5
2006-05-02 21:56:05+00:00,314.45,314.40,329.64,332.68,,,L7
2006-06-19 21:55:36+00:00,,,,,333.09,346.98,L7
2006-06-27 21:58:48+00:00,320.95,314.99,335.92,336.14,338.47,341.52,L5
2006-07-05 21:55:30+00:00,326.25,337.67,355.60,353.98,,,L7
2006-07-13 21:58:38+00:00,329.72,336.94,341.20,354.41,344.39,359.65,L5
2006-07-21 21:55:21+00:00,,325.13,336.60,350.19,339.66,343.14,L7
2006-08-22 21:55:41+00:00,,323.71,336.31,345.41,333.15,338.44,L7
2006-09-23 21:55:30+00:00,326.73,330.54,340.32,349.95,342.31,340.77,L7
2006-11-26 21:56:05+00:00,334.44,324.27,341.20,352.67,348.46,345.34,L7
2007-01-29 21:56:21+00:00,,328.02,339.91,349.02,,,L7
2007-03-02 21:56:31+00:00,320.52,327.66,329.60,344.24,333.00,348.74,L7
2007-03-18 21:56:09+00:00,326.68,326.97,335.88,,,359.37,L7
2007-04-19 21:56:31+00:00,332.01,337.38,,,346.69,350.42,L7
2007-05-05 21:56:27+00:00,342.78,343.22,355.52,360.87,,356.76,L7
2007-05-21 21:56:21+00:00,,,,345.17,,,L7
2007-06-06 21:56:17+00:00,331.83,330.37,343.60,347.66,351.85,358.20,L7
2007-09-10 21:55:51+00:00,317.98,328.39,331.24,343.39,342.90,,L7
2007-09-26 21:55:23+00:00,315.80,319.85,327.83,,,332.56,L7
2007-10-12 21:55:23+00:00,331.46,339.94,342.28,349.07,344.79,343.75,L7
2007-11-13 21:55:44+00:00,,,,,321.86,325.44,L7
2008-01-16 21:55:59+00:00,323.72,318.15,329.28,332.50,332.74,,L7
2008-02-01 21:56:21+00:00,327.51,338.40,343.26,351.18,351.62,355.92,L7
2008-03-04 21:56:12+00:00,,,333.62,340.47,339.03,344.44,L7
2008-04-21 21:56:08+00:00,,312.35,328.06,333.97,328.16,335.94,L7
2008-05-07 21:55:40+00:00,316.85,309.63,328.07,328.18,324.96,331.33,L7
2008-08-27 21:54:42+00:00,324.47,333.36,338.17,352.59,,,L7
2008-09-28 21:54:48+00:00,322.98,326.54,341.05,346.85,349.91,348.09,L7
