dates,satname,nzd0170-0000,nzd0170-0001,nzd0170-0002,nzd0170-0003,nzd0170-0004,nzd0170-0005
1999-07-18 21:58:49+00:00,L7,333.22,342.23,351.97,350.74,344.03,338.17
1999-09-20 21:58:56+00:00,L7,335.14,334.21,344.20,353.85,353.79,347.65
1999-10-22 21:58:52+00:00,L7,336.50,341.92,354.95,359.17,356.06,358.99
1999-11-07 21:58:32+00:00,L7,,,,336.24,335.27,336.59
1999-12-09 21:58:57+00:00,L7,327.48,332.46,333.37,346.65,339.29,336.75
2000-02-27 21:58:40+00:00,L7,332.84,342.22,357.24,355.88,355.70,360.05
2000-03-14 21:58:11+00:00,L7,328.63,335.06,349.05,352.70,351.28,353.97
2000-03-30 21:58:09+00:00,L7,331.45,340.13,353.11,360.23,356.67,359.08
2000-05-01 21:58:18+00:00,L7,328.72,342.22,349.87,355.25,355.20,360.37
2000-08-05 21:56:44+00:00,L7,294.55,298.85,314.47,329.96,326.20,324.65
2000-09-22 21:56:05+00:00,L7,329.13,333.62,339.82,350.69,353.88,353.07
2000-10-24 21:56:17+00:00,L7,320.08,317.96,332.36,345.06,343.82,338.56
2001-01-12 21:56:30+00:00,L7,291.45,284.26,299.52,315.41,308.51,311.32
2001-03-01 21:56:21+00:00,L7,307.75,317.20,329.52,333.23,324.35,331.65
2001-06-05 21:55:40+00:00,L7,324.07,332.31,335.88,343.99,,337.93
2001-06-21 21:55:29+00:00,L7,325.00,327.42,337.44,344.00,,354.61
2001-09-09 21:54:36+00:00,L7,303.49,308.62,316.81,323.43,317.53,329.02
2001-10-11 21:53:46+00:00,L7,329.48,335.55,342.38,348.83,340.33,357.66
2002-01-15 21:54:23+00:00,L7,325.88,327.70,341.00,349.20,354.67,349.89
2002-01-31 21:54:26+00:00,L7,298.99,304.72,320.55,330.64,322.76,326.07
2002-02-16 21:54:54+00:00,L7,278.43,280.52,287.48,306.21,303.95,306.59
2002-04-05 21:54:49+00:00,L7,278.85,295.87,316.44,338.01,338.99,326.66
