dates,nzd0529-0000,nzd0529-0001,nzd0529-0002,nzd0529-0003,nzd0529-0004,nzd0529-0005,nzd0529-0006,nzd0529-0007,nzd0529-0008,nzd0529-0009,nzd0529-0010,nzd0529-0011,nzd0529-0012,nzd0529-0013,nzd0529-0014,nzd0529-0015,nzd0529-0016,nzd0529-0017,nzd0529-0018,nzd0529-0019,nzd0529-0020,nzd0529-0021,nzd0529-0022,nzd0529-0023,nzd0529-0024,nzd0529-0025,nzd0529-0026,nzd0529-0027,nzd0529-0028,nzd0529-0029,nzd0529-0030,nzd0529-0031,nzd0529-0032,nzd0529-0033,nzd0529-0034,nzd0529-0035,nzd0529-0036,nzd0529-0037,satname
1999-08-17 22:13:37+00:00,,379.56,377.54,354.19,329.21,318.67,309.26,311.02,321.50,319.70,319.46,319.73,323.01,333.30,333.64,341.39,344.02,349.87,347.94,342.35,342.44,343.79,342.03,337.94,338.19,337.73,345.51,351.48,352.05,350.93,350.74,349.17,351.39,355.34,354.01,365.87,370.29,367.56,L7
1999-10-04 22:13:49+00:00,,343.83,380.06,364.33,324.06,307.67,288.56,305.40,308.85,297.83,293.44,,,,,,,,,,,,,,,,327.19,329.35,335.95,340.57,345.30,342.79,353.93,354.52,362.84,361.08,355.51,354.22,L7
1999-12-07 22:13:41+00:00,,,,,,388.99,371.07,363.32,349.57,348.67,345.11,346.40,344.44,338.31,345.37,347.51,347.99,351.93,355.46,353.58,355.48,354.95,355.35,352.70,357.13,359.95,358.17,362.75,357.05,359.00,363.05,363.70,365.23,363.23,359.84,355.95,349.73,356.81,L7
2000-02-02 22:07:23+00:00,,376.38,393.22,392.55,369.01,358.36,346.74,342.79,339.93,337.59,333.48,331.37,333.08,323.03,324.34,322.55,325.78,328.85,333.94,329.11,325.79,334.72,329.25,329.86,331.18,327.89,338.83,342.15,343.25,344.45,349.46,349.80,350.58,351.85,356.51,355.03,352.29,355.99,L7
2000-03-21 22:07:12+00:00,,408.28,400.37,398.99,374.57,372.56,365.52,367.75,362.99,360.62,357.21,360.79,364.46,348.34,361.29,359.30,354.82,364.48,362.46,360.48,359.46,362.45,362.82,360.71,359.88,358.51,359.48,360.32,367.41,359.61,360.51,355.53,359.03,360.06,354.77,361.33,357.57,364.07,L7
2000-05-08 22:06:44+00:00,339.33,409.45,409.18,393.83,365.78,365.47,368.23,372.40,365.04,355.67,347.80,344.03,360.56,366.34,367.47,378.62,380.37,386.62,379.83,378.15,373.50,367.85,370.56,352.58,347.16,348.70,354.36,360.47,356.80,347.44,347.30,345.25,335.95,334.96,330.64,357.04,397.32,389.10,L7
2000-05-31 22:12:42+00:00,323.88,392.57,396.72,,,,,,,,,,,,,,,,357.71,347.75,351.08,335.03,338.35,330.43,336.16,329.12,333.29,340.47,345.21,348.55,340.21,341.60,349.00,373.95,396.44,409.39,436.00,,L7
2000-08-12 22:05:41+00:00,,413.29,410.26,403.44,388.79,375.71,355.66,354.73,356.78,354.40,350.72,342.97,336.88,333.81,335.64,336.18,339.97,340.13,342.59,337.97,340.53,333.08,330.25,332.44,,,,,,,,,,,,,,,L7
2000-08-19 22:11:49+00:00,,389.12,334.21,339.47,356.67,,,356.32,,,,,,,,,,,335.00,321.91,328.76,329.42,325.93,,,,,,,,,,,,,,,,L7
2000-09-20 22:11:14+00:00,360.10,373.98,362.85,355.84,341.37,339.27,332.62,330.53,337.89,337.69,336.36,338.74,338.93,342.32,341.00,340.81,344.39,345.75,348.44,346.93,344.34,348.43,343.51,341.97,344.82,352.92,361.46,364.06,368.90,367.86,370.70,379.32,383.49,379.94,381.63,382.06,,405.12,L7
2000-11-16 22:04:56+00:00,343.58,363.07,373.02,373.96,351.28,341.27,334.29,329.18,329.78,329.36,330.01,336.05,331.31,331.53,333.04,333.58,334.88,339.67,338.15,335.67,341.75,337.51,333.80,333.06,332.52,334.27,337.97,343.74,347.50,347.08,350.96,352.25,356.96,351.30,352.66,357.14,,357.34,L7
