dates,nzd0529-0000,nzd0529-0001,nzd0529-0002,nzd0529-0003,nzd0529-0004,nzd0529-0005,nzd0529-0006,nzd0529-0007,nzd0529-0008,nzd0529-0009,nzd0529-0010,nzd0529-0011,nzd0529-0012,nzd0529-0013,nzd0529-0014,nzd0529-0015,nzd0529-0016,nzd0529-0017,nzd0529-0018,nzd0529-0019,nzd0529-0020,nzd0529-0021,nzd0529-0022,nzd0529-0023,nzd0529-0024,nzd0529-0025,nzd0529-0026,nzd0529-0027,nzd0529-0028,nzd0529-0029,nzd0529-0030,nzd0529-0031,nzd0529-0032,nzd0529-0033,nzd0529-0034,nzd0529-0035,nzd0529-0036,nzd0529-0037,satname
1999-08-17 22:13:37+00:00,,379.56,377.54,354.19,329.21,318.67,309.26,311.02,321.50,319.70,319.46,319.73,323.01,333.30,333.64,341.39,344.02,349.87,347.94,342.35,342.44,343.79,342.03,337.94,338.19,337.73,345.51,351.48,352.05,350.93,350.74,349.17,351.39,355.34,354.01,365.87,370.29,367.56,L7
1999-10-04 22:13:49+00:00,,361.69,378.80,359.26,326.63,313.17,298.91,308.21,315.18,308.76,306.45,319.73,323.01,333.30,333.64,341.39,344.02,349.87,347.94,342.35,342.44,343.79,342.03,337.94,338.19,337.73,336.35,340.42,344.00,345.75,348.02,345.98,352.66,354.93,358.42,363.48,362.90,360.89,L7
1999-12-07 22:13:41+00:00,,361.69,378.80,359.26,326.63,338.44,322.96,326.58,326.64,322.07,319.34,333.06,333.73,335.81,339.50,344.45,346.00,350.90,351.70,347.97,348.96,349.37,348.69,345.32,347.66,348.84,343.62,347.86,348.35,350.17,353.03,351.89,356.85,357.70,358.90,360.97,358.51,359.53,L7
2000-02-02 22:07:23+00:00,,366.59,383.61,370.36,340.76,343.42,328.91,330.63,329.96,325.95,322.87,332.50,333.51,331.55,334.45,337.15,339.26,343.55,345.78,341.68,341.24,344.49,342.21,340.17,342.17,341.86,342.43,346.43,347.07,348.74,352.14,351.37,355.28,356.24,358.30,359.48,356.96,358.64,L7
2000-03-21 22:07:12+00:00,,376.16,391.22,385.29,355.88,356.89,342.97,344.81,340.34,336.18,332.31,346.19,347.33,336.56,343.67,343.12,342.86,348.42,350.62,347.72,346.91,350.71,349.14,347.76,349.40,348.78,345.92,348.64,350.92,350.91,354.58,352.95,357.19,357.42,358.49,358.35,353.78,357.77,L7
2000-05-08 22:06:44+00:00,339.33,398.04,400.92,395.12,369.79,371.34,362.89,361.57,354.38,350.64,345.90,345.65,350.63,344.00,349.62,352.00,352.24,357.97,357.92,355.33,353.56,354.99,354.50,348.96,348.84,348.76,352.71,356.42,356.13,352.62,355.08,353.57,352.70,352.53,350.44,357.34,364.23,366.49,L7
2000-05-31 22:12:42+00:00,331.61,396.67,399.87,395.12,369.79,371.34,362.89,361.57,354.38,350.64,345.90,345.65,350.63,344.00,349.62,352.00,352.24,357.97,357.88,353.81,353.06,351.00,351.27,345.26,346.30,344.83,348.83,353.23,353.94,351.81,352.11,351.18,351.96,356.81,359.64,367.75,378.58,366.49,L7
2000-08-12 22:05:41+00:00,331.61,405.90,404.13,398.75,376.38,371.25,363.14,364.96,361.60,356.90,351.91,349.26,353.97,349.50,354.80,358.03,358.39,363.74,360.65,356.09,356.14,349.60,350.50,344.04,347.73,345.44,349.04,353.75,356.47,351.87,349.34,347.46,347.99,356.32,360.62,375.92,396.96,376.58,L7
2000-08-19 22:11:49+00:00,331.61,402.54,390.15,383.93,371.45,371.25,363.14,362.80,361.60,356.90,351.91,349.26,353.97,349.50,354.80,358.03,358.39,363.74,355.52,349.25,350.67,345.57,345.58,344.04,347.73,345.44,349.04,353.75,356.47,351.87,349.34,347.46,347.99,356.32,360.62,375.92,396.96,376.58,L7
2000-09-20 22:11:14+00:00,341.10,395.68,382.64,373.14,363.15,360.15,352.17,353.50,353.24,349.25,344.96,341.91,345.46,347.49,348.04,351.87,354.91,357.50,352.71,346.54,347.64,342.76,341.72,339.36,342.71,343.58,349.70,355.00,356.97,354.62,352.74,355.39,356.15,362.95,369.57,382.83,416.66,397.11,L7
2000-11-16 22:04:56+00:00,342.52,386.41,375.41,368.18,359.53,352.08,340.86,342.69,341.48,340.48,339.03,339.25,335.71,335.89,336.56,336.86,339.75,341.85,344.38,338.05,341.29,336.69,334.37,334.48,337.83,338.77,344.24,349.42,353.87,354.50,353.96,357.72,363.15,368.40,376.91,382.86,436.00,381.23,L7
2001-06-28 22:03:56+00:00,,,,,,,,,341.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-07-14 22:03:57+00:00,367.83,413.63,406.43,401.17,386.69,382.14,371.70,367.77,354.01,359.43,361.00,356.99,358.56,360.48,355.72,354.50,353.75,355.85,351.05,344.83,342.14,341.68,339.39,338.42,339.95,336.93,339.27,336.43,334.61,333.79,333.35,340.07,339.17,330.50,323.70,319.21,,351.18,L7
2001-08-15 22:03:26+00:00,382.53,414.03,405.41,393.56,374.31,364.53,352.22,352.39,349.70,346.83,345.05,346.48,348.86,354.75,350.29,349.19,351.57,352.04,349.50,346.39,345.46,344.25,336.40,337.60,336.95,335.40,335.66,337.12,335.00,332.90,331.93,336.24,343.25,340.66,342.63,342.51,372.31,363.33,L7
2001-08-31 22:03:17+00:00,379.69,411.82,406.63,387.77,361.75,352.16,346.00,348.43,347.86,346.80,345.82,345.20,347.38,352.36,349.36,348.75,350.05,350.23,348.86,346.90,344.83,343.05,338.37,337.58,337.76,336.00,335.86,337.22,337.14,336.24,336.77,341.83,347.56,347.27,349.33,351.81,374.33,370.76,L7
2002-01-29 22:09:33+00:00,385.62,410.92,406.74,381.07,349.28,337.18,333.15,338.76,341.71,340.49,338.23,339.31,341.79,348.30,346.19,345.88,348.19,347.43,347.76,347.94,346.18,343.74,337.86,337.15,336.66,335.54,334.16,337.61,338.40,337.46,338.49,342.71,351.75,355.65,362.97,369.00,376.46,380.54,L7
2002-04-03 22:09:32+00:00,386.80,387.53,373.31,367.61,352.68,343.04,329.31,325.40,322.59,325.11,320.96,311.04,313.27,320.93,322.26,330.53,337.24,333.75,337.44,335.14,335.13,330.02,333.75,332.95,333.18,331.03,328.08,335.16,335.64,336.17,336.19,,,,364.62,370.78,380.71,,L7
2002-05-05 22:09:37+00:00,386.94,390.70,381.32,373.12,353.28,339.46,327.62,325.77,320.47,318.88,318.39,314.06,315.82,323.89,326.53,331.42,336.86,335.80,337.81,335.57,334.75,332.35,329.24,328.88,330.23,331.58,332.65,336.50,336.80,334.20,334.50,328.76,331.90,335.96,358.30,367.32,379.82,378.94,L7
2002-05-14 22:03:19+00:00,387.93,391.14,384.39,378.70,357.54,345.79,336.33,328.85,326.15,327.46,328.27,326.91,327.03,327.25,330.98,338.45,342.73,343.02,346.22,342.18,343.83,340.34,338.32,337.48,337.50,338.79,339.13,342.66,342.04,339.94,339.57,338.06,345.17,353.65,367.62,379.39,391.91,411.92,L7
2002-06-15 22:03:07+00:00,379.65,387.47,385.50,381.90,361.53,345.35,334.57,329.61,329.45,332.52,333.33,331.20,332.12,333.13,338.08,344.41,348.77,348.26,352.60,348.45,349.72,347.58,344.33,341.87,340.60,340.28,340.93,345.30,343.04,340.26,340.42,340.04,348.17,357.10,365.64,378.89,396.51,412.03,L7
2002-06-22 22:09:15+00:00,379.65,387.47,385.50,381.90,362.34,345.06,333.34,328.96,331.39,334.31,333.97,334.00,335.06,334.79,339.83,344.10,349.19,349.12,352.44,349.53,349.63,349.63,346.63,342.28,342.44,341.37,341.21,344.96,342.20,341.13,340.19,341.86,348.32,354.36,363.85,378.28,397.67,411.65,L7
2002-07-08 22:09:12+00:00,379.65,387.47,385.50,381.90,362.34,345.06,333.34,328.96,331.39,334.31,333.97,334.00,335.06,334.79,339.83,344.10,349.19,349.12,352.44,349.53,349.63,349.63,351.49,346.12,344.59,343.35,342.44,347.37,343.46,345.52,344.30,345.55,353.34,356.37,367.47,381.67,397.67,420.99,L7
