,dates,per0157-0000,per0157-0001,per0157-0002,per0157-0003,per0157-0004,per0157-0005,per0157-0006,per0157-0007,per0157-0008,per0157-0009,per0157-0010,per0157-0011,per0157-0012,per0157-0013,per0157-0014,per0157-0015,per0157-0016,per0157-0017,per0157-0018,per0157-0019,per0157-0020,per0157-0021,per0157-0022,per0157-0023,per0157-0024,per0157-0025,per0157-0026,per0157-0027,per0157-0028,per0157-0029,per0157-0030,per0157-0031,per0157-0032,per0157-0033,per0157-0034,per0157-0035,per0157-0036,per0157-0037,per0157-0038,per0157-0039,per0157-0040,per0157-0041,per0157-0042,per0157-0043,per0157-0044,per0157-0045,per0157-0046,per0157-0047,per0157-0048,per0157-0049,per0157-0050,per0157-0051,per0157-0052,per0157-0053,per0157-0054,per0157-0055,per0157-0056,per0157-0057,per0157-0058,per0157-0059,per0157-0060,per0157-0061,per0157-0062,per0157-0063,per0157-0064,per0157-0065,per0157-0066,per0157-0067,per0157-0068,per0157-0069,per0157-0070,per0157-0071,per0157-0072,per0157-0073,per0157-0074,per0157-0075,per0157-0076,per0157-0077,per0157-0078,per0157-0079,per0157-0080,per0157-0081,per0157-0082,per0157-0083,per0157-0084,per0157-0085,per0157-0086,per0157-0087,per0157-0088,per0157-0089,per0157-0090,per0157-0091,per0157-0092,per0157-0093,per0157-0094,per0157-0095,per0157-0096,per0157-0097,per0157-0098,per0157-0099,per0157-0100,per0157-0101,per0157-0102,per0157-0103,per0157-0104,per0157-0105,per0157-0106,per0157-0107,per0157-0108,per0157-0109,per0157-0110,per0157-0111,per0157-0112,per0157-0113,per0157-0114,per0157-0115,per0157-0116,per0157-0117,per0157-0118,per0157-0119,per0157-0120,per0157-0121,per0157-0122
0,1984-12-25 14:41:08+00:00,236.228858000223,241.69262535177924,,210.1927281325615,187.94861138339536,168.27317985643217,170.15937080102012,156.6951822499394,167.15989309467315,190.04513046416497,184.93456291216523,144.43436932892254,157.0413841572421,132.81311622439742,112.18266390260322,134.9278261020053,149.33026016947886,142.01150567971862,142.24999465548078,96.0959104507633,105.39365976358877,112.64427860618265,104.04568081478372,117.34842113254754,132.18071835889785,129.7722439447826,95.48692778081042,121.33186928499177,119.55005113079231,,,,,117.15172391596596,,,,,,,,188.29232137210374,188.88560814504638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1985-01-26 14:41:44+00:00,230.04179025746126,203.99733950596195,192.38439103475454,192.12682065910184,182.42964453466286,175.2842993122312,168.44005960492905,166.7379192351159,165.20374701450572,198.54564335464676,192.0087409403408,145.25729222689262,133.309497321558,129.11919860924155,148.95312021768984,154.35751627392057,144.23573989373114,140.92440685214552,108.76340252166588,113.50988771852406,122.12812263152259,131.51667426316982,125.62706591949984,110.7200326213981,121.6313312042641,117.34859812737237,101.68072687467904,91.65014742772631,107.70531961738403,91.85027853488737,119.2504161606379,128.55478513958238,127.95433588260303,109.41627156001985,127.16256321416704,145.72246490127014,154.83262802081566,167.4204117842823,172.65333530142644,178.40403500245424,186.98209240201004,195.13648384201468,196.56183797155074,196.82967209724663,193.89072638321443,190.1284086068849,193.2663798565965,185.40020317526924,182.2074849012745,180.24226333612668,180.3752267187471,178.01490374576804,175.94883645832695,174.9263560309312,170.15176977605435,175.29252079643092,175.22724662687224,184.38629463636468,184.71699018989213,182.68726991454298,172.2778838341559,174.7743270974394,180.70253908755774,174.01827898592083,176.99238310564328,177.0008132282106,196.74329855441837,197.91362287360215,202.20143017790207,193.55663940999645,178.7422747604231,166.63051198975282,144.61203513851575,116.64499638739737,126.09299435582156,128.30623164122602,129.54707133485664,116.01136540063669,74.24215867033959,89.8453973217694,92.80377251546287,65.1763564181285,81.1477089720936,72.09083789138676,49.456243203755875,71.39064103129962,43.936183554677555,42.52518807296263,95.00945422855987,93.47644044976752,92.66525063431487,97.65821807120336,79.99088775280345,78.85651028800123,61.53722988022074,95.37307635856956,115.66134240262765,98.02283971472681,117.38697748359382,96.00886081987896,103.8310620942789,95.76921424016186,88.40697749415487,89.93274611302567,123.94748797936448,112.78469879614224,105.82744477200185,115.36596270148951,94.45496110744247,103.61093680760638,97.26241958764861,94.04939968432545,88.35696888287134,97.2105739113328,112.14956362883649,116.55346316568264,112.61026913818154,119.18656744628318,129.25407887190016,130.74496409915338,130.4461250184872,132.39538680582436,99.77416761388758
2,1986-04-03 14:36:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-04-19 14:36:16+00:00,,,,,,,,,,,,,,,,,122.98047426462969,126.0844911973627,110.86181593722824,115.11544183975444,110.23199546625438,116.8559973409783,72.67287268002598,81.65616559366337,117.50253970846478,118.27194237769352,100.5628371683703,110.01518872999206,117.96017492223852,111.55731661396129,102.78084683319307,94.87495599528631,114.60282391425748,133.55464574220693,,,,,,,,178.7280116454456,178.97081949673031,173.9945498612728,172.8899079079424,169.02273195825245,173.52207757499886,172.8465447833066,175.11675282804794,179.3637407026835,173.11664632508794,175.9051773479365,168.7242400266356,174.4427704279828,164.3154293185767,170.58096457440715,170.62167074712394,167.29075366422623,173.0616554346383,173.11917530847515,163.4865842124429,162.85096484864093,168.81015236601817,172.27897227468267,175.4351538654258,180.0110980917764,192.62647025714966,198.5150004330234,195.0878967564461,189.82258437664782,179.34951940675225,157.26654718721377,147.41565393488088,137.8470406877706,128.1032041886247,124.02428353252783,130.6522160322247,97.18292029794313,52.51820663844401,65.07466467419994,55.43505390448667,65.66063268487176,77.35882116297141,58.2041165959225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1986-05-05 14:36:17+00:00,225.78760997612568,192.07865921021877,185.12581621452986,177.74189334271932,165.77680249228885,160.30470057446917,162.78451796068327,155.7756559167807,163.63258966090797,189.41651122766453,190.6167649858848,138.14722084345794,127.50462315743398,138.0638527716269,138.79578942696608,135.44292545765967,119.65365036175446,113.14674951260979,109.50829326471339,103.4744243608581,107.92484142668273,101.63345585779908,79.82837059223279,96.46414767216534,107.8090735608414,108.01429867735098,107.40312309643447,108.59975026639707,111.21891538072624,109.79324071828664,108.05517720014974,104.83281062352863,105.2057667018528,116.11480263820464,127.72893032448862,129.862040740084,142.07804739948963,146.51897629744434,155.0050782528398,159.9134649268224,174.59818324547908,182.85327793681802,184.6157633899059,187.26124494403297,182.58027393157442,183.80326752583954,179.9259208711117,176.95841252272461,165.97659453166153,161.9694977238752,159.56422178687833,157.01519000268019,158.14718565593034,159.85115528445596,159.85685873977175,154.76189935189257,156.85020310529592,148.72838531500298,166.90182199383796,161.672338537736,149.10962344868196,160.5474856876233,165.42813088357582,165.7962885530662,167.9193817617296,171.93597195525922,177.72855254860292,174.8653821248458,175.58538413866182,169.05679600157097,144.49143664096366,130.96578562145515,115.59363480247896,108.20988907412183,101.67066073458821,105.39382861383449,110.07663059148453,90.32976138205971,59.57578638808884,72.16136085783425,66.90152343027184,62.71024376485598,70.56976501917171,72.05905354036003,63.6774019309668,49.4431965672354,54.93135718698205,72.86975269406904,77.9040920679756,68.03066826217973,79.36768345996705,84.32174997800291,79.29961305937847,79.56797332858997,83.87562604608395,95.4172032281038,92.50941475066026,98.07685804189045,95.68685288097568,97.19243771997448,116.52878859414686,108.9021220138245,104.7331053326905,103.23560012997221,100.78952681815912,104.68823696081697,94.18100754626717,99.8876549747874,96.06373032654486,94.66682924642207,96.88196404497967,93.80805242808991,88.55126665087502,87.35791292125892,93.41314682176711,97.24399449505113,100.54503961981423,101.13524758476545,104.4693919294243,111.36996954689977,112.17379909391767,119.32412457778742,107.58433407858325
5,1986-08-09 14:32:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-08-25 14:32:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-09-10 14:31:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-09-26 14:31:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-10-12 14:30:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
