,dates,per0157-0000,per0157-0001,per0157-0002,per0157-0003,per0157-0004,per0157-0005,per0157-0006,per0157-0007,per0157-0008,per0157-0009,per0157-0010,per0157-0011,per0157-0012,per0157-0013,per0157-0014,per0157-0015,per0157-0016,per0157-0017,per0157-0018,per0157-0019,per0157-0020,per0157-0021,per0157-0022,per0157-0023,per0157-0024,per0157-0025,per0157-0026,per0157-0027,per0157-0028,per0157-0029,per0157-0030,per0157-0031,per0157-0032,per0157-0033,per0157-0034,per0157-0035,per0157-0036,per0157-0037,per0157-0038,per0157-0039,per0157-0040,per0157-0041,per0157-0042,per0157-0043,per0157-0044,per0157-0045,per0157-0046,per0157-0047,per0157-0048,per0157-0049,per0157-0050,per0157-0051,per0157-0052,per0157-0053,per0157-0054,per0157-0055,per0157-0056,per0157-0057,per0157-0058,per0157-0059,per0157-0060,per0157-0061,per0157-0062,per0157-0063,per0157-0064,per0157-0065,per0157-0066,per0157-0067,per0157-0068,per0157-0069,per0157-0070,per0157-0071,per0157-0072,per0157-0073,per0157-0074,per0157-0075,per0157-0076,per0157-0077,per0157-0078,per0157-0079,per0157-0080,per0157-0081,per0157-0082,per0157-0083,per0157-0084,per0157-0085,per0157-0086,per0157-0087,per0157-0088,per0157-0089,per0157-0090,per0157-0091,per0157-0092,per0157-0093,per0157-0094,per0157-0095,per0157-0096,per0157-0097,per0157-0098,per0157-0099,per0157-0100,per0157-0101,per0157-0102,per0157-0103,per0157-0104,per0157-0105,per0157-0106,per0157-0107,per0157-0108,per0157-0109,per0157-0110,per0157-0111,per0157-0112,per0157-0113,per0157-0114,per0157-0115,per0157-0116,per0157-0117,per0157-0118,per0157-0119,per0157-0120,per0157-0121,per0157-0122
10,1986-10-28 14:30:05+00:00,224.28493039282742,184.9532253350569,173.4161193320432,164.83922112465865,158.72005013910498,155.24038285305625,150.9757052848413,147.93472218961193,151.9165541403825,177.0711084961756,189.58310175747857,133.73960754201505,139.22510728058782,137.3796362380211,135.26836245092585,131.14595404401774,97.89895166479532,103.32063542328083,117.58318749899631,129.2545357700477,126.27998266047808,129.20873793564675,95.67042143902947,83.98676491687331,115.94709605848348,113.94821518115131,92.30302832059391,78.28898573387033,89.17297463315873,104.05955197296177,80.84485337696741,105.51258364930365,95.22515876868992,112.41050097663168,121.92471729950836,120.59224840878629,127.23152439198525,126.12121030390293,146.54770573243172,160.64348496171638,167.91134537633218,170.94050133994742,174.8272748123564,167.86715488810415,165.97941998830288,164.29924080064762,163.53314254255784,170.15312953985256,165.7896991459952,158.74728789774034,158.53588636873167,154.98703589673875,148.3471192714919,161.95655768978975,156.02583961091506,153.34842305710862,158.07890877926138,163.60591738008873,162.39812505796752,163.68954682037597,150.63906024490373,158.41353376451934,163.17596361131245,166.38071630626203,166.05633566688033,175.9939121770633,184.8934615645686,183.69247911775994,192.19548184172666,177.18180256242135,144.2548997912901,128.93113208328555,111.30726961627448,113.94736615708015,101.44220959336306,102.28281877572604,87.09191632928682,66.55496347337237,91.88123642635553,90.34348402812292,63.891137634506734,37.65503017986167,32.84893028364822,36.669852244239,60.24033086989983,69.52989987983051,59.5294514731675,70.48478057714675,70.72459379188359,83.21582799163122,70.47941856046702,77.26150669589626,79.57847131025602,76.57914197284148,77.98146275768536,83.94957134650903,88.74607807496514,89.62549744087246,84.22954132596178,93.17972091521631,92.9986348756637,92.00899835204498,93.90476031760939,87.51079905680879,89.03366990371265,87.32549237777206,80.94848771223919,91.54499125786286,104.11457217155635,92.08936842459525,79.85824605303307,86.60661561912761,88.60171311725787,104.05425801605466,88.51698490709002,65.63006248623685,74.11194738774643,106.1778642588996,91.38898930815276,99.98124214501809,117.41757941626442,105.2491219030116,99.07396245660263
11,1986-12-15 14:29:44+00:00,,,,165.0993429412349,,,,185.5972344586113,153.08112648842496,,,,,,142.09173412092747,,,,,121.45981516496636,136.96467015228228,136.76475565933538,106.12637937554798,95.50362661718849,81.82177735812743,103.58052090127616,118.99692783282754,81.68866200036925,70.34754429050135,92.99036476984605,84.20360909442346,109.22282866150778,108.94041890531518,101.15850781884865,98.10465891131149,127.77253722322718,115.4827578831214,138.18709671002085,127.17547779001913,146.9637026392966,155.01401902870418,170.94806210642642,168.99521592215436,176.60192782148638,170.7835717067387,176.36092267298739,171.56414902186762,171.44923182497746,168.14527232538867,163.90667985702572,166.40743705923273,159.22487057417578,159.65412118865024,159.1308441013087,156.91703377775335,155.08921977199768,160.75803246613725,163.3197226816398,165.7954881292289,164.263942924996,153.4626367272875,166.46007131163557,169.63867672633486,175.14285714154744,176.58501565731987,184.58746895789488,192.57501261783023,195.02674957448852,181.63463329019908,180.12437441591146,161.3412905440428,115.15468662022033,126.59321867596194,126.96185492728043,99.58464497048438,83.21477144759622,108.96103067583456,70.91043188807853,71.12695664056923,82.2209406388226,71.05977675590327,53.47061880805262,40.45584288788342,12.911723292864782,26.562458536696262,51.71279634243402,38.87587425380508,57.1017033200052,80.84550858644623,88.89233437248953,86.464717184595,92.58070190982234,102.43487466363585,,,61.489655381934504,136.28761633687012,99.66904463091038,99.52419299483185,,,,,,,,,120.43524275259843,92.94610837710597,103.28844601589859,,,,,,,,,,,118.27744255314371,,
12,1987-02-01 14:31:12+00:00,,,,,,,,,,,,,108.42391923469565,,,,,,,,,,,,,,,,132.40395430494476,,125.07647997913489,92.15106939569003,73.58786661310953,116.57596096251368,112.81030403123435,114.54626201883812,,,,,,,,,,210.30380844320632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1987-03-05 14:32:51+00:00,204.8726254961588,190.4461626833169,183.7952716188733,181.86273223417479,172.67267206017542,166.74349959273638,162.85278573850474,158.1126390052031,164.0638506689057,188.8275509998473,174.4894446146858,137.32862725223742,142.62357383982476,138.58479742027086,142.12740285471887,133.40771611662888,114.68295941738316,135.85664234221952,136.15664348396677,130.18738731629773,142.44918139240878,137.40040246481897,125.02308355147427,114.15164800560456,108.49452440386445,89.57419528267178,109.87678353828557,100.69777994792767,111.26333972442424,103.29574216297598,97.99292596155286,101.95990568571168,119.07182841073659,126.96415855646723,129.3178530771952,138.1976182000089,130.9729952634755,148.66960292224525,151.02911753549483,162.4801748942444,169.34239145659,178.83937585266187,180.194381093055,182.85080887256265,182.56396224567214,184.7390295734308,185.35586682092938,177.17072438968512,179.87498685075488,181.35455391521913,178.43285812782847,181.42543006208112,180.01731823168848,177.4783126743013,177.85154560378214,176.2390617588867,169.38819940216007,182.17670432713115,183.53461139732593,182.93953216628412,168.90528252586643,180.46085718834607,182.36794074271137,184.84114428019484,183.61887087195882,186.45869194850195,198.40247830866576,208.1005069108732,212.2793793957539,201.3690905559543,191.44028980229282,176.88276628518372,157.77139751820997,132.949304331673,130.9362003914448,132.98128683551352,143.01605838141745,134.92800138705266,90.98221694489013,110.74329752513538,112.68702704528141,107.1801482225758,99.029587858578,83.56235091625842,80.23041972003915,85.97378646004161,81.1375482540993,68.87730399594562,60.060765617466934,82.31775271811854,102.18220555304528,92.6808217033816,93.25778156626194,91.07796195794079,108.7177982400039,109.43713405069835,108.80345747263348,112.36778888856239,105.01838625608795,94.51124065182027,119.25508717696546,126.37104360771548,106.10644181117496,113.79487585139884,118.97882647780196,115.81109849751617,121.7167588482765,116.2463780682695,102.20063043731759,87.18301511526501,109.74054357598885,105.29332759253906,95.82643591463838,116.78118896916125,100.09876652178353,101.42542699049629,101.24862969432348,101.39484609897661,104.92261771999816,116.92945732918302,131.62091087568945,130.1523965285394,119.92683162543322
14,1987-04-06 14:33:36+00:00,209.2073303375996,196.40895004017662,182.11928139281585,182.50753412688923,159.32595796791279,153.84577420388052,144.44745419053413,135.8342488877518,158.48980088907737,187.55859745589817,180.7794610408343,133.45663068440223,129.53478654334674,130.8417502153468,123.73121439274526,119.02715896871413,116.03787306185329,138.0060019256984,126.55343052397663,126.69286217006399,133.73294424586504,132.45761104545477,127.03692171433877,122.57181510917366,114.00737137969546,96.21907766574041,99.33768180709382,104.46888077146662,96.71029147592961,111.78245251231442,105.66726494171263,110.35026453925829,107.91862846444648,110.35209043916822,122.88510922915762,130.40451026132888,128.05714617929237,136.65172537100793,143.51064287523417,154.96537906528977,167.56648400901594,171.06090222439633,174.8413870261883,172.1169097799657,170.50503263631163,169.47469261878322,171.00715396204814,177.53245908685912,184.10699367828207,183.1545458381109,181.7074027703879,178.87081941353392,178.23573789094405,178.1349011566067,173.69474557420816,178.21302472799835,176.9794155646387,184.05523107264258,182.50341167513392,181.09983960888047,166.55961709546457,174.87466525245551,182.54168134904972,184.81064557197908,187.11290685240192,193.42608973567735,202.50040245385435,205.85717440466163,207.96864104131555,200.18185256938182,183.8727162336478,172.53465809104296,150.90887519256182,150.08132496100146,141.43850897341707,131.06140622662,129.85980909336004,117.83063473343535,109.27603636441205,101.40532053205425,97.58787829611927,81.02668115652747,89.45185306748317,84.63479212029102,80.97222435759447,89.0021665999246,75.76932367587386,74.32972175330933,91.84744686662515,84.40092758394283,69.73369118638932,76.69321635050713,89.8466784748893,106.44825658001508,110.20215854206624,92.64677931628071,97.33425777158456,121.18733150912935,112.1443412535503,111.88998994589275,113.90634750189813,104.72032006422049,110.02902953004082,113.89067928922088,109.88485544272984,110.82410296774316,112.22136864021877,109.67810278693119,101.8333451565451,105.72255344061038,95.47297753318938,100.51598569909427,94.51671051115252,95.52823454617584,103.97066233078478,114.80151109857633,113.61374216166229,104.88049122548472,107.50924752034587,125.89841496222246,125.91090950503222,122.96258917804445,118.21699318540826
15,1987-05-24 14:35:00+00:00,206.9591582594217,184.38591421136232,175.19283577018194,174.69155428662236,162.26259646441065,165.90505415804398,163.41434406736485,158.22601459644318,164.9627363340568,191.65338965121043,184.03001173117235,130.17275054504552,124.51646967217975,136.71389642621463,143.5156962808005,136.9590551201195,124.70658299393016,111.55264078925578,111.01744048214158,117.68418924072623,127.81922024264888,129.76752734283002,132.28110945195957,115.02280142387227,109.67735546676256,86.3333940698931,87.43098925765828,101.74541962508398,109.04161483499198,111.07786952451394,105.08839798625893,105.69738111152016,108.7368479481849,101.74327771555505,106.8296123665647,118.761716505078,126.02734379567522,128.93461409368817,140.5642827620508,148.5037444642076,163.3239608336171,179.1191141776748,184.4132310767382,181.8341683797686,178.79766943834892,183.22351312977986,177.17286059772326,179.66313126360097,177.1026249467705,171.32502620679833,173.5439382124098,170.90265065769876,168.1523841781729,167.50131566037976,162.68697542346604,168.9092856853782,169.73400990434476,177.54573083507012,177.29910621960465,177.75538706870498,162.0544783419169,167.53139431383204,171.79201508981913,176.77363742546623,181.1206099494111,186.4175731111078,195.93440868926467,200.02665480522438,193.41686745651776,179.46287240588578,173.3997702970203,167.50525956665632,152.34458268521672,135.11513248182848,128.06470512770403,122.34851881128688,111.39763553408487,96.10887393599208,82.7390042076103,74.03280687136692,90.93953760843436,91.05883445716529,69.94524875102657,52.47024117740047,49.206699525068785,63.24928949122465,61.40929201292819,58.43194488367632,76.23315722972876,91.16069403133876,88.71196846455828,84.80445246166592,84.53077524198764,87.74868713008361,81.04535596044623,86.31109134670399,96.66211146815807,99.22150434089525,98.4930903856603,109.98075935042266,111.25533415493993,103.93390278293084,102.2044147282575,100.37869079918927,99.18938666219515,91.56861469052163,94.92421909279089,94.9136503691677,88.48838884056308,99.88648578934658,99.33467534347233,93.34883512796122,100.06984201324052,97.52883421844032,84.76515745609257,88.54649244142894,100.03261551337886,96.18935684234633,104.51709449310626,107.46203795837408,107.85261977303898,125.5779499402417,108.3243480139925
16,1987-06-09 14:35:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1987-12-18 14:39:56+00:00,225.2560832996752,187.9232739046197,178.36599710459572,174.9449827801265,160.68909154950876,158.2132599282159,155.85614787039094,155.81703894434926,168.17364427720463,194.38423478001877,178.53811218711897,130.8251497825189,127.9527014730035,132.56714519459993,147.98670057486245,146.7937556659805,127.96543359512845,102.86385996249295,127.98656883497455,127.48393620695197,127.18683877944125,107.86303499054338,123.35568221709148,121.18185817849759,92.00771115648224,64.09317063836626,85.73111470604464,113.24992490282,96.1100026380576,82.24075416612214,94.6458963716354,99.45111735376622,109.82153489077301,94.06705516562863,103.98832224756828,121.46485864799469,131.06003527527588,132.2704333136884,144.2315148924055,165.69015218959396,174.87135133280697,179.35285849530226,179.33523631878273,187.85742297214207,185.41538926860042,185.30963536321192,185.2907576450878,179.8693782469354,181.4285560178757,178.816981372153,177.91607525745835,175.6940924947046,172.02890041743098,172.45971248784286,172.0392322065695,176.89994962902364,176.18419775918963,181.75938797257032,182.02064474895366,191.1743507048904,178.79988752060484,187.04744657107415,189.36142754620803,192.5887963036859,193.36124573890962,193.94444387468803,202.39610862556842,205.19821202947162,201.10740481887433,196.5817277170463,188.07366145912198,140.33173668531498,110.51000932969231,127.81832316722605,129.72816062279952,126.4397403315721,133.7271962552255,125.1203367896862,111.33965018261111,79.91912501857594,54.62436783217687,54.2343275667789,49.87349170850311,23.740393959615606,52.09629190404641,81.8154395362988,78.46593806838587,65.55627208017584,32.05974194753235,36.46276446816516,90.84770600179249,99.96007691102841,93.9812988445377,71.52132504713792,88.2537614547827,119.17990273141146,104.53854043902669,103.48087449142209,97.75490084957076,112.10536454895482,101.84198710369566,83.57970332361612,95.95938104929178,73.15877855204423,84.69507292943675,112.99767718971886,114.69734960638162,100.74761350048328,107.35224294824249,112.00791180115235,89.97977588276495,91.68660544343349,107.6343549395097,112.73161659780502,102.81499879355943,86.66049274311635,75.33551843045005,85.73137050931052,110.89967835921968,117.92524937342333,131.22413359854556,134.21828854450055,118.3036988696316
18,1988-01-03 14:39:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.45455080622406,166.8783457689558,175.98356867818066,180.75752943232328,187.65504292877856,192.69402302775387,196.14359643964565,198.11954098704348,187.283763998435,191.9504597667492,187.60970922857297,193.21301797608345,199.30960874146703,207.4658349491105,217.79984162867643,225.63960888033805,220.74544455857944,210.3411911158642,190.4208835729678,140.73997352467606,126.8160829960008,149.86596693395728,132.29777505964552,131.77883041967243,145.8538690136577,137.97053370729688,129.11149201971088,95.29353678344877,77.04855860249798,71.8404976393528,63.26904147024922,28.728770430582422,36.421458767930254,87.76246265924652,85.533890184059,84.362862130354,44.80730669097615,25.918316581883232,68.67977851248887,107.80222617011638,101.5585551401413,95.39501146008342,78.92311688337287,124.73513727507009,117.67615322914878,106.8746592826005,99.3459653836859,120.07141520604655,103.84857695179656,91.33767265296805,118.71899612690379,84.40461030999583,83.80374108890477,104.35795886591015,117.1695611041344,100.56177675475809,111.37955775759204,116.54631592017961,113.67994117531157,86.5721052875644,92.53992675754543,124.93455666835155,121.62888476078061,113.6960902490764,84.96928602289054,68.80048323781256,125.5657458682422,126.4897004244045,134.06228424713558,138.07241159305963,134.38001558053662
19,1988-02-04 14:40:24+00:00,222.8945882201105,206.68675816577272,190.48718066805526,191.1278864234699,179.49794157423167,159.9366859647363,150.99633864821976,139.6043391593359,158.2141638342535,169.83840191266998,151.32668585961108,,105.09127004327294,138.7678881350896,146.9803015697386,135.86171111767288,133.8873623732787,125.31067122351186,131.8003088367626,138.81032957531653,134.5222129740426,124.86278580172328,111.31655202203883,112.85127896554741,113.40089163745962,90.42157606871723,121.27725762728038,117.02289667613194,104.11022809176197,109.39002225994085,101.72963652923018,108.70871979537608,112.18467507402137,132.5279641545525,141.36623791728317,134.63969564478884,151.44982204397616,159.07033904350564,170.37287581650372,178.8793987600123,196.80336736191074,196.69592376621702,194.820888708338,189.29774514498803,189.6663651864607,193.94269530648234,197.61795194478415,197.8350490870252,193.2283485156628,195.80165278464347,189.87379670388512,186.09816897553387,188.4743792029616,195.90727843800437,193.29639028380194,205.64636594081958,221.0765620108133,219.11265689615132,220.3137577690526,,202.12984188737,213.7874296966234,206.56731528897905,224.10277747604164,207.3455810624385,221.55032005563132,235.32305746799068,242.11696791924754,226.23275153873118,201.80332738501653,175.0635203742898,167.51301281510393,159.29152709375666,152.23046803993256,142.6184911730354,140.7041436417926,152.67054381830962,151.5624338851178,137.4819176201424,66.33272526190811,98.20467411047532,87.15281705938794,77.83014176623533,45.959964125819475,49.90590014158201,87.24212751267328,94.78696221573624,86.85062602008948,73.58060268573634,56.9258407218215,91.14147774149187,95.82627836059393,84.14033658999327,95.87897654254,106.57615059771663,120.99705188200562,117.81383520776117,117.99534838041264,104.45950403727966,122.64080917768118,131.1142244721306,100.31812615265522,103.76092114247109,87.79664123602396,82.92178596231395,104.4213554279558,118.64242762642226,125.3542986711092,130.2182873336473,122.68379840012082,113.35712239204543,118.23652520490148,108.26651584452176,128.22946829222195,116.10314862347606,118.1171180210282,103.81878419117518,95.33805265082967,123.26034858736026,133.43852993423835,132.22654613906298,146.2347585655886,135.20840386190014
