dates,sar1223-0000,sar1223-0001,sar1223-0002,satname
1984-08-26 09:36:33+00:00,198.21,212.48,212.2,L5
1984-09-04 09:30:25+00:00,201.01,212.65,211.08,L5
1984-09-11 09:36:38+00:00,196.9,214.17,214.84,L5
1984-09-27 09:36:39+00:00,202.95,218.28,212.19,L5
1984-10-29 09:36:32+00:00,202.81,214.08,213.22,L5
1985-06-26 09:36:35+00:00,198.03,212.6,213.55,L5
1985-07-28 09:36:22+00:00,201.51,214.63,213.73,L5
1985-08-13 09:36:12+00:00,197.57,217.46,216.65,L5
1985-08-29 09:36:02+00:00,202.92,219.15,216.22,L5
1985-12-03 09:34:43+00:00,199.53,214.16,215.51,L5
1986-01-04 09:34:08+00:00,196.32,211.95,211.09,L5
1986-03-25 09:32:25+00:00,201.66,214.88,215.7,L5
1986-04-10 09:32:04+00:00,195.03,211.86,213.08,L5
1986-05-05 09:25:17+00:00,194.29,206.75,219.96,L5
1986-05-12 09:31:17+00:00,206.85,224.65,223.7,L5
1986-05-28 09:30:50+00:00,203.36,218.6,213.76,L5
1986-06-29 09:29:50+00:00,203.51,218.33,215.34,L5
1986-07-15 09:29:17+00:00,198.49,214.6,210.31,L5
1986-09-01 09:27:32+00:00,198.69,215.33,212.78,L5
1986-09-17 09:27:01+00:00,203.17,217.13,214.11,L5
1987-01-07 09:26:01+00:00,199.83,216.28,214.02,L5
1987-05-15 09:30:21+00:00,199.47,211.38,212.47,L5
1987-06-16 09:31:07+00:00,206.06,216.0,217.54,L5
1987-07-02 09:31:27+00:00,198.4,216.3,213.87,L5
1987-07-18 09:31:44+00:00,198.13,213.64,221.18,L5
1987-08-19 09:32:41+00:00,206.42,218.34,215.63,L5
1987-09-04 09:33:07+00:00,208.24,224.38,219.58,L5
1987-11-07 09:34:26+00:00,193.48,212.8,209.71,L5
1987-12-09 09:34:58+00:00,199.11,214.71,208.58,L5
1987-12-25 09:35:13+00:00,198.75,215.25,211.96,L5
1988-01-10 09:35:29+00:00,206.76,220.33,222.4,L5
1988-02-11 09:36:05+00:00,205.17,220.69,219.79,L5
1988-04-15 09:36:38+00:00,202.68,217.78,213.9,L5
1988-05-01 09:36:45+00:00,197.78,210.9,210.04,L5
1988-05-17 09:36:55+00:00,203.48,216.78,217.29,L5
1988-06-02 09:37:02+00:00,202.38,217.83,212.92,L5
1988-07-04 09:37:12+00:00,195.81,209.02,207.22,L5
1988-08-05 09:37:16+00:00,189.51,203.0,196.19,L5
1988-08-21 09:37:17+00:00,198.94,210.48,214.04,L5
1988-09-06 09:37:19+00:00,199.61,210.31,210.24,L5
1988-09-22 09:37:13+00:00,195.04,211.0,211.7,L5
1988-10-24 09:37:05+00:00,209.56,216.24,213.69,L5
1988-12-11 09:36:57+00:00,198.85,212.94,210.02,L5
1988-12-27 09:36:51+00:00,196.88,215.27,211.26,L5
1989-01-12 09:36:44+00:00,200.4,214.67,214.56,L5
1989-01-28 09:36:31+00:00,196.83,209.99,212.21,L5
1989-03-01 09:36:18+00:00,201.16,217.76,215.71,L5
1989-05-20 09:34:56+00:00,203.2,215.04,227.13,L5
1989-06-21 09:34:19+00:00,201.0,215.93,217.52,L5
1989-07-23 09:33:45+00:00,200.19,216.57,212.89,L5
1989-08-24 09:33:03+00:00,197.87,207.08,213.94,L5
1989-09-25 09:32:16+00:00,206.03,222.03,213.67,L5
1989-10-11 09:31:53+00:00,196.64,212.28,212.67,L5
1989-10-27 09:31:15+00:00,209.72,218.67,220.27,L5
1989-11-12 09:30:54+00:00,197.23,209.81,211.46,L5
1990-01-15 09:28:57+00:00,197.99,214.54,214.68,L5
1990-02-16 09:27:59+00:00,194.33,207.64,211.55,L5
1990-02-25 09:21:33+00:00,202.28,218.14,222.18,L5
1990-04-21 09:26:46+00:00,196.26,212.81,214.96,L5
1990-05-07 09:26:43+00:00,191.21,204.5,204.33,L5
1990-05-23 09:26:44+00:00,194.72,207.1,216.08,L5
1990-06-08 09:26:43+00:00,207.62,220.71,229.08,L5
1990-06-24 09:26:42+00:00,206.27,220.57,221.11,L5
1990-07-26 09:26:36+00:00,195.16,206.31,212.29,L5
1990-08-11 09:26:31+00:00,206.28,224.45,222.51,L5
1990-09-28 09:26:14+00:00,204.96,223.92,221.17,L5
1990-10-14 09:26:08+00:00,197.53,210.1,217.54,L5
1990-10-30 09:25:59+00:00,200.01,216.33,226.87,L5
1991-01-02 09:26:25+00:00,206.87,219.65,218.13,L5
1991-01-18 09:26:53+00:00,194.84,207.62,212.6,L5
1991-04-08 09:28:18+00:00,197.87,214.31,212.82,L5
1991-05-26 09:29:10+00:00,210.04,223.08,223.18,L5
1991-06-27 09:29:37+00:00,196.94,215.17,215.95,L5
1991-07-13 09:29:45+00:00,196.29,212.18,206.05,L5
1991-07-29 09:30:00+00:00,193.56,207.71,205.78,L5
1991-08-30 09:30:13+00:00,198.94,210.74,214.64,L5
1991-09-15 09:30:26+00:00,205.88,218.55,216.54,L5
1991-10-17 09:30:42+00:00,189.18,200.26,205.48,L5
1991-11-02 09:30:40+00:00,186.92,206.93,206.63,L5
1992-02-22 09:30:41+00:00,208.86,222.52,224.45,L5
1992-03-09 09:30:43+00:00,190.22,195.69,199.24,L5
1992-05-28 09:30:06+00:00,195.0,209.42,212.85,L5
1992-06-29 09:29:44+00:00,196.44,208.23,209.15,L5
1992-07-31 09:29:20+00:00,198.88,213.81,216.51,L5
1992-08-16 09:29:05+00:00,196.45,209.51,214.21,L5
1992-09-01 09:28:50+00:00,198.65,211.17,213.19,L5
1992-09-17 09:28:36+00:00,200.89,214.27,213.6,L5
1992-12-06 09:27:46+00:00,198.27,215.0,216.29,L5
1993-03-12 09:28:42+00:00,195.93,217.74,219.37,L5
1993-03-28 09:28:44+00:00,188.58,208.14,211.67,L5
1993-04-13 09:28:51+00:00,193.61,210.46,214.47,L5
1993-06-16 09:29:02+00:00,197.34,210.8,225.84,L5
1993-07-18 09:28:56+00:00,207.6,222.49,224.85,L5
1993-08-03 09:28:56+00:00,196.9,217.82,219.39,L5
1993-08-19 09:28:55+00:00,210.72,220.91,223.21,L5
1993-09-20 09:28:50+00:00,198.35,211.03,214.1,L5
1993-11-07 09:28:34+00:00,188.55,204.74,206.02,L5
1993-11-23 09:28:27+00:00,192.76,207.65,214.65,L5
1994-02-27 09:27:23+00:00,204.4,217.38,212.74,L5
1994-03-31 09:26:54+00:00,203.02,226.82,227.33,L5
1994-05-02 09:26:17+00:00,198.13,212.77,213.18,L5
1994-06-19 09:25:22+00:00,190.86,207.4,206.52,L5
1994-07-05 09:24:58+00:00,208.82,222.57,223.48,L5
1994-08-22 09:23:41+00:00,206.34,219.14,215.44,L5
1994-09-07 09:23:17+00:00,208.96,223.04,223.65,L5
1994-10-25 09:21:52+00:00,200.88,219.18,218.58,L5
1994-12-12 09:20:16+00:00,206.46,219.32,213.55,L5
1995-01-13 09:19:10+00:00,205.06,223.25,218.49,L5
1995-01-29 09:18:34+00:00,198.73,215.09,215.99,L5
1995-04-19 09:15:18+00:00,201.71,223.68,222.16,L5
1995-05-05 09:14:35+00:00,207.88,221.01,220.72,L5
1995-06-06 09:13:07+00:00,205.82,218.99,218.61,L5
1995-07-08 09:11:41+00:00,205.83,220.24,216.33,L5
1995-07-24 09:10:56+00:00,198.54,213.92,221.07,L5
1995-08-09 09:10:13+00:00,196.69,217.08,212.92,L5
1995-09-03 09:02:52+00:00,195.14,212.52,212.63,L5
1995-09-10 09:08:43+00:00,207.17,220.78,214.6,L5
1995-10-21 09:00:24+00:00,205.59,228.16,227.29,L5
1996-03-04 09:13:10+00:00,202.37,215.13,216.87,L5
1996-04-21 09:16:13+00:00,194.03,206.2,208.59,L5
1996-05-07 09:17:10+00:00,201.54,218.18,221.52,L5
1996-05-23 09:18:04+00:00,200.18,218.19,218.34,L5
1996-07-10 09:20:39+00:00,207.36,219.05,224.07,L5
1996-07-26 09:21:31+00:00,195.87,213.03,209.91,L5
1996-08-11 09:22:21+00:00,205.75,216.86,214.37,L5
1996-08-27 09:23:11+00:00,201.09,212.19,213.13,L5
1996-09-12 09:24:05+00:00,197.05,208.82,211.95,L5
1996-11-15 09:27:20+00:00,198.47,213.96,211.89,L5
1996-12-17 09:28:51+00:00,197.21,213.06,214.4,L5
1997-02-19 09:31:45+00:00,198.75,216.59,216.81,L5
1997-03-23 09:33:01+00:00,209.29,224.6,227.54,L5
1997-04-24 09:34:10+00:00,203.43,217.2,221.72,L5
1997-05-10 09:34:43+00:00,201.92,219.92,220.15,L5
1997-06-11 09:35:50+00:00,201.26,217.23,210.16,L5
1997-07-13 09:36:56+00:00,201.19,218.04,218.32,L5
1997-07-29 09:37:29+00:00,208.31,220.62,227.69,L5
1997-08-14 09:37:59+00:00,205.44,220.17,216.14,L5
1997-08-30 09:38:29+00:00,200.34,215.62,212.72,L5
1997-10-01 09:39:24+00:00,199.67,,,L5
1997-10-17 09:39:49+00:00,200.61,218.2,226.95,L5
1997-11-18 09:40:37+00:00,206.17,223.65,227.09,L5
1997-12-20 09:41:24+00:00,,182.86,,L5
1998-03-10 09:43:03+00:00,199.32,219.41,219.36,L5
