dates,satname,sar2393-0000,sar2393-0001,sar2393-0002,sar2393-0003
1984-04-13 09:26:43+00:00,L5,-53.48,345.75,486.51,212.76
1984-05-06 09:33:03+00:00,L5,253.19,233.62,216.40,224.97
1984-05-31 09:27:59+00:00,L5,,,,
1984-07-18 09:28:46+00:00,L5,261.93,245.91,232.59,239.11
1984-08-03 09:29:20+00:00,L5,263.92,239.18,219.30,234.02
1984-08-19 09:29:27+00:00,L5,255.16,234.86,221.33,230.15
1984-08-26 09:35:45+00:00,L5,253.43,239.42,223.70,230.97
1984-09-04 09:29:37+00:00,L5,260.52,243.58,226.47,231.55
1984-09-11 09:35:50+00:00,L5,277.85,241.26,227.46,234.04
1984-09-20 09:30:04+00:00,L5,260.75,245.60,228.71,235.98
1984-10-13 09:35:49+00:00,L5,250.08,224.85,213.66,223.64
1984-11-07 09:29:29+00:00,L5,257.98,236.99,216.49,221.14
1985-01-17 09:36:05+00:00,L5,277.20,245.74,225.68,221.61
1985-02-02 09:36:09+00:00,L5,260.77,238.39,222.54,216.29
1985-04-23 09:35:59+00:00,L5,259.93,234.57,224.69,232.55
1985-05-02 09:30:07+00:00,L5,258.74,238.16,225.37,233.71
1985-06-03 09:29:40+00:00,L5,279.12,242.71,226.63,227.49
1985-06-10 09:35:50+00:00,L5,253.47,234.45,217.50,224.48
1985-06-26 09:35:47+00:00,L5,255.46,232.44,219.89,227.24
1985-07-05 09:29:33+00:00,L5,255.35,233.27,219.91,225.08
1985-08-13 09:35:25+00:00,L5,261.02,235.81,220.26,226.44
1985-08-22 09:29:32+00:00,L5,260.93,241.03,228.97,234.63
1985-10-09 09:28:59+00:00,L5,261.15,238.01,220.60,231.63
1985-11-10 09:28:33+00:00,L5,259.31,242.94,229.55,226.83
1985-12-03 09:33:55+00:00,L5,259.85,235.64,224.84,223.47
1986-01-04 09:33:20+00:00,L5,262.26,240.02,227.10,229.79
1986-01-13 09:26:58+00:00,L5,257.82,235.18,223.04,220.79
1986-02-21 09:32:17+00:00,L5,260.54,230.70,223.44,222.11
1986-03-25 09:31:37+00:00,L5,260.11,231.32,222.25,229.06
1986-04-10 09:31:17+00:00,L5,264.76,230.87,192.79,232.95
1986-05-12 09:30:29+00:00,L5,261.71,233.48,220.57,231.94
1986-06-22 09:23:04+00:00,L5,258.59,233.90,225.07,229.03
1986-07-08 09:22:57+00:00,L5,259.10,238.44,221.33,229.64
1986-07-24 09:22:23+00:00,L5,256.10,233.82,216.99,230.94
1986-07-31 09:27:55+00:00,L5,259.27,234.18,226.54,227.42
1986-08-16 09:27:20+00:00,L5,259.50,237.13,224.86,234.50
1986-09-10 09:20:39+00:00,L5,256.53,237.86,215.84,228.55
1986-09-17 09:26:13+00:00,L5,262.37,240.88,229.51,229.66
1986-12-31 09:18:50+00:00,L5,257.04,230.11,223.43,217.86
1987-01-07 09:25:13+00:00,L5,263.92,232.71,223.12,222.22
1987-02-08 09:26:31+00:00,L5,264.15,239.60,227.48,232.37
1987-02-17 09:20:35+00:00,L5,254.88,235.63,219.74,227.87
1987-03-21 09:21:38+00:00,L5,280.89,241.74,226.90,235.43
1987-04-29 09:29:06+00:00,L5,276.57,242.95,225.60,232.54
1987-05-15 09:29:33+00:00,L5,253.38,233.57,225.60,225.63
1987-06-09 09:24:23+00:00,L5,258.19,235.93,223.00,238.39
1987-06-16 09:30:19+00:00,L5,252.31,229.14,221.82,226.75
1987-06-25 09:24:44+00:00,L5,264.62,248.17,236.30,233.86
1987-07-02 09:30:39+00:00,L5,257.82,235.02,218.14,225.42
1987-07-11 09:25:03+00:00,L5,258.67,239.50,227.40,229.95
1987-07-18 09:30:57+00:00,L5,260.83,237.08,224.25,230.64
1987-07-27 09:25:25+00:00,L5,259.08,234.66,224.66,233.01
1987-08-03 09:31:25+00:00,L5,259.23,240.64,230.37,232.77
1987-08-12 09:25:55+00:00,L5,252.70,238.45,213.94,226.44
1987-08-19 09:31:54+00:00,L5,259.53,236.30,229.84,229.09
1987-08-28 09:26:22+00:00,L5,263.84,234.17,218.79,231.99
1987-09-04 09:32:19+00:00,L5,279.73,242.92,227.16,237.46
1987-09-13 09:26:45+00:00,L5,260.29,233.94,223.80,228.71
1987-09-20 09:32:42+00:00,L5,261.63,234.20,223.34,229.31
1987-10-06 09:33:02+00:00,L5,277.37,237.73,242.31,230.95
1987-11-07 09:33:38+00:00,L5,277.40,229.22,200.29,208.89
1987-11-16 09:27:39+00:00,L5,263.05,244.17,230.50,235.94
1987-12-02 09:27:54+00:00,L5,260.74,235.46,222.07,222.67
1988-01-10 09:34:42+00:00,L5,276.86,245.66,229.56,223.46
1988-01-19 09:28:41+00:00,L5,324.11,327.50,249.59,391.53
1988-02-11 09:35:17+00:00,L5,260.14,232.84,220.24,230.56
1988-02-20 09:29:14+00:00,L5,262.93,241.92,225.98,234.08
1988-03-07 09:29:48+00:00,L5,257.71,243.40,219.03,236.67
1988-03-14 09:35:39+00:00,L5,258.00,232.22,226.09,232.53
1988-04-15 09:35:50+00:00,L5,262.58,239.84,230.95,237.97
1988-05-01 09:35:57+00:00,L5,261.60,237.76,228.13,228.06
1988-05-17 09:36:08+00:00,L5,257.76,231.22,222.00,227.84
1988-06-02 09:36:14+00:00,L5,258.98,232.25,229.11,229.09
1988-06-11 09:30:29+00:00,L5,254.84,237.51,217.34,238.92
1988-06-18 09:36:19+00:00,L5,258.41,230.41,222.77,230.08
1988-07-04 09:36:24+00:00,L5,255.87,239.52,222.33,234.22
1988-07-13 09:30:39+00:00,L5,260.33,241.24,214.16,242.20
1988-07-29 09:30:42+00:00,L5,242.27,231.11,223.85,226.59
1988-08-05 09:36:28+00:00,L5,242.77,230.87,218.97,221.41
1988-08-14 09:30:40+00:00,L5,253.69,234.75,229.24,230.41
1988-08-21 09:36:29+00:00,L5,259.64,233.26,226.31,231.87
1988-08-30 09:30:21+00:00,L5,241.59,236.72,216.24,231.12
