dates,sar2393-0000,sar2393-0001,sar2393-0002,sar2393-0003,satname
1984-04-13 09:26:43+00:00,,,,212.76,L5
1984-05-06 09:33:03+00:00,253.19,233.62,216.4,224.97,L5
1984-07-18 09:28:46+00:00,261.93,245.91,232.59,239.11,L5
1984-08-03 09:29:20+00:00,263.92,239.18,219.3,234.02,L5
1984-08-19 09:29:27+00:00,255.16,234.86,221.33,230.15,L5
1984-08-26 09:35:45+00:00,253.43,239.42,223.7,230.97,L5
1984-09-04 09:29:37+00:00,260.52,243.58,226.47,231.55,L5
1984-09-11 09:35:50+00:00,277.85,241.26,227.46,234.04,L5
1984-09-20 09:30:04+00:00,260.75,245.6,228.71,235.98,L5
1984-10-13 09:35:49+00:00,250.08,224.85,213.66,223.64,L5
1984-11-07 09:29:29+00:00,257.98,236.99,216.49,221.14,L5
1985-01-17 09:36:05+00:00,277.2,245.74,225.68,221.61,L5
1985-02-02 09:36:09+00:00,260.77,238.39,222.54,216.29,L5
1985-04-23 09:35:59+00:00,259.93,234.57,224.69,232.55,L5
1985-05-02 09:30:07+00:00,258.74,238.16,225.37,233.71,L5
1985-06-03 09:29:40+00:00,279.12,242.71,226.63,227.49,L5
1985-06-10 09:35:50+00:00,253.47,234.45,217.5,224.48,L5
1985-06-26 09:35:47+00:00,255.46,232.44,219.89,227.24,L5
1985-07-05 09:29:33+00:00,255.35,233.27,219.91,225.08,L5
1985-08-13 09:35:25+00:00,261.02,235.81,220.26,226.44,L5
1985-08-22 09:29:32+00:00,260.93,241.03,228.97,234.63,L5
1985-10-09 09:28:59+00:00,261.15,238.01,220.6,231.63,L5
1985-11-10 09:28:33+00:00,259.31,242.94,229.55,226.83,L5
1985-12-03 09:33:55+00:00,259.85,235.64,224.84,223.47,L5
1986-01-04 09:33:20+00:00,262.26,240.02,227.1,229.79,L5
1986-01-13 09:26:58+00:00,257.82,235.18,223.04,220.79,L5
1986-02-21 09:32:17+00:00,260.54,230.7,223.44,222.11,L5
1986-03-25 09:31:37+00:00,260.11,231.32,222.25,229.06,L5
1986-04-10 09:31:17+00:00,264.76,230.87,192.79,232.95,L5
1986-05-12 09:30:29+00:00,261.71,233.48,220.57,231.94,L5
1986-06-22 09:23:04+00:00,258.59,233.9,225.07,229.03,L5
1986-07-08 09:22:57+00:00,259.1,238.44,221.33,229.64,L5
