,dates,usa_CA_0052-0000,usa_CA_0052-0001,usa_CA_0052-0002,usa_CA_0052-0003,usa_CA_0052-0004,usa_CA_0052-0005,usa_CA_0052-0006,usa_CA_0052-0007,usa_CA_0052-0008,usa_CA_0052-0009,usa_CA_0052-0010,usa_CA_0052-0011,usa_CA_0052-0012,usa_CA_0052-0013,usa_CA_0052-0014,usa_CA_0052-0015,usa_CA_0052-0016,usa_CA_0052-0017,usa_CA_0052-0018,usa_CA_0052-0019,usa_CA_0052-0020,usa_CA_0052-0021,usa_CA_0052-0022,usa_CA_0052-0023,usa_CA_0052-0024,usa_CA_0052-0025,usa_CA_0052-0026,usa_CA_0052-0027,usa_CA_0052-0028,usa_CA_0052-0029,usa_CA_0052-0030,usa_CA_0052-0031,usa_CA_0052-0032,usa_CA_0052-0033,usa_CA_0052-0034,usa_CA_0052-0035,usa_CA_0052-0036,usa_CA_0052-0037,usa_CA_0052-0038,usa_CA_0052-0039,usa_CA_0052-0040,usa_CA_0052-0041,usa_CA_0052-0042,usa_CA_0052-0043,usa_CA_0052-0044,usa_CA_0052-0045,usa_CA_0052-0046,usa_CA_0052-0047,usa_CA_0052-0048,usa_CA_0052-0049,usa_CA_0052-0050,usa_CA_0052-0051,usa_CA_0052-0052,usa_CA_0052-0053,usa_CA_0052-0054,usa_CA_0052-0055,usa_CA_0052-0056,usa_CA_0052-0057,usa_CA_0052-0058,usa_CA_0052-0059,usa_CA_0052-0060,usa_CA_0052-0061,usa_CA_0052-0062,usa_CA_0052-0063,usa_CA_0052-0064,usa_CA_0052-0065,usa_CA_0052-0066,usa_CA_0052-0067,usa_CA_0052-0068,usa_CA_0052-0069,usa_CA_0052-0070,usa_CA_0052-0071,usa_CA_0052-0072
0,1984-03-23 17:50:13+00:00,152.31961215984074,160.8158059122002,162.98370855871275,163.19214727068913,167.08388337303026,171.21022092284917,178.07709838667148,181.05091646473522,179.59045736465316,193.0760105480904,200.280314642511,200.32990079693522,202.5198664840142,207.23997158518478,205.65595935187628,212.27082556731818,211.63233501862348,208.7411596249387,206.3690664678776,205.3380632719361,202.65283974528577,201.92672320124004,206.42544428460008,204.64375241205119,223.3877827288954,230.8637429525765,238.3457992853027,239.6049130993717,235.8736565018935,231.6200606791642,228.20431777289173,226.83239835879982,226.0060751236258,221.6055647077456,213.79958768452582,205.63208224970901,205.73400488792663,197.2045231626858,192.51075060905828,192.04555874107075,202.33884871973635,181.2673110304852,181.78723620484624,186.67851722884103,197.2874020820396,197.37925265848327,190.9809892061955,198.17220559581887,193.8042275794154,178.33995541713531,163.28977143903342,167.93454511898312,171.91550694513768,191.05924733654487,201.90423342327807,234.76604877743546,259.98529012254755,281.3177252319997,305.13882598232317,309.1341194983943,315.2121659462067,320.20646541901965,324.2988383631151,327.5915860849629,330.7637654079062,341.1079000024103,342.5294514366117,338.7404544908437,326.5259890617234,,,,
1,1984-04-27 17:55:52+00:00,139.77780154603136,145.64648422382146,145.94624804893178,149.0954726517499,155.236108295756,155.23450500189577,161.05077000339682,165.78435538278848,169.81362274298738,173.95885823283646,182.98943315926599,182.2808826139848,186.53839405586524,193.4297573202789,193.7069337331614,194.31530366108836,190.85736217161582,188.35257610419038,185.99764018405673,186.17052603895996,189.93679895679946,194.67864462057105,201.58775010939505,203.96630529841528,209.92664081493646,218.3659752816754,219.09837864671948,219.13360857809175,214.11369058045844,210.58331234287948,206.78258634594175,201.71639277946042,193.33681544818614,188.32244364319132,187.8446634320874,184.96405959416796,179.5309602734229,179.97215465116412,180.1300312744712,188.1085613820199,177.05979549270592,163.83416702611126,162.7870782755346,174.9039512298428,171.92473492402854,174.7263123697432,183.88198333648734,187.68388705109254,182.82857627751218,166.03982363161168,151.1730166004777,156.89154419294954,173.0215683841301,196.01906366931684,215.48591858264587,234.09851480583757,248.71391164609747,269.21778080684044,281.9310999614705,285.51134806464324,300.29339247972604,307.4161108590374,313.3814655728548,310.9318082296078,307.48393935095294,309.8274238931415,318.30640978706583,318.6352136101167,326.3073702607812,345.1770974633339,360.4773225118807,390.48192201441645,
2,1984-06-07 17:50:43+00:00,152.7433313667379,160.73565316405706,163.28361048957834,164.62293050204,169.12311752169927,168.74020296329797,178.6351106614934,181.41561329095072,184.32982384221742,183.94134644679968,187.76225850268716,186.7082396303519,193.23734111557312,199.4634494584813,205.03791103195942,215.2015287232071,219.94769942641375,214.77677885568198,212.8173255194859,214.64106307221965,213.84188520341726,212.9104257618093,220.124584431409,218.99481145304455,223.62718091669723,227.1781802693848,229.4303609861436,232.74577330914934,224.8883589950173,221.55942027450607,223.0283247825239,222.61930169232295,218.58572842381,202.79189366861465,197.87852853353954,188.7334061783247,193.29804745057402,198.42371504259842,200.10245401877788,209.49572076922755,199.70447374672318,185.1355269725854,172.7371163653538,184.12192785046733,186.05423021755718,182.8253257998998,193.0371917608154,217.99907636055104,,,,,,,,,,,,,,,,,,,,,,,,,
3,1984-06-23 17:50:58+00:00,156.84489490476713,151.7422646187601,153.26130951145964,157.2025764825279,161.2817395056189,161.17624968505856,165.6836240138229,172.0309760406672,172.97492918783243,180.569092758651,180.63172610438826,,,208.6885503941714,214.92910333438152,215.62253944237693,218.21510997084943,211.17683513004232,208.70965041624711,213.8262936845375,206.61175265737597,210.82097821207336,208.30521775728758,213.2683608015226,216.33801635934836,217.825308083533,224.63574088186715,232.10105306680794,231.9252573954672,228.63357027806632,224.14249550820364,216.96951981428185,204.6787189177395,199.14495890221644,189.62373597218453,181.62265319955958,184.6747254948043,190.5046618043507,195.44446403908853,202.75183069617597,194.05185226537196,175.61387558716143,175.16351228057363,190.49386495876013,192.83924680801437,194.39650247677395,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1984-07-16 17:57:29+00:00,152.17251337937256,154.4400892394167,158.68245323607007,158.4142464830478,159.93760715994406,163.00929250172985,175.49174813116184,177.6491822675289,183.70129174678078,185.87380917867966,193.13956005467594,193.13057195099185,197.5079829880446,200.88100602842366,209.93696251354694,210.1572692560576,212.13000852410408,212.84581243586905,208.8139226552659,213.2405799578941,211.41270602875716,219.3041702119504,218.70913642199997,223.43066232635397,223.15563690498624,230.7950990506076,232.82333702693586,232.07258774041566,235.72198002811882,232.41476804093702,229.240931936516,220.62715702244827,209.21270472471778,197.89123007935348,194.21385588407827,193.40678038629085,197.30399255647967,198.5251141166629,204.46373106155426,209.25030808887226,199.85684720289805,181.88888894408345,181.81177061714715,185.6102213273215,187.92736762093938,193.8705802125109,207.58717992300387,225.66487335562073,226.38154825726411,204.8713354114264,184.90938729620672,186.88866273312078,203.12715768618978,219.5304177778333,236.40138724907746,241.0243132968729,250.484617279791,263.07082858795184,278.0345607482966,288.2414951305281,316.1989364858898,335.6855289992895,359.0067923267157,358.7331878393281,356.1895478745411,350.53594306042237,352.7789143230904,350.9817223013587,360.7148834857502,378.3312063777322,,,
5,1984-10-13 17:52:38+00:00,134.66862398486802,143.91228110180776,144.503131094655,142.67561078533436,145.66823523038215,147.05094125276977,156.8021436809976,159.32614664429235,169.20317103954,171.5829903211782,173.63344704129207,175.43137551390117,178.089881897683,182.50791504186657,181.7837830594522,187.24333249876196,190.429733681399,190.29949693557998,190.8094603997152,189.15457032020805,193.32409533972205,194.53381286625972,202.33446845803468,202.76986420201104,200.44977939617897,204.11395147442803,213.08146143470475,210.85196128998743,213.05939545661482,207.17545849331546,200.8120816543513,203.55031948035082,199.87676566010924,185.71099554208257,181.02855380861644,182.4235965375176,179.30556849523302,184.940895590287,189.36281031069646,194.0915912889924,187.03085076164558,163.4195901717759,151.7126739741953,157.98342355382565,162.2961325020387,162.04413414910056,174.4464283935181,193.24472024136026,206.25292962138087,196.12005239720625,180.3633102155468,186.13514863404964,196.7219023522792,203.48922232607748,216.07964883383454,217.90020535918575,223.49429456955878,231.4570536575705,249.8442583820928,261.2028863257701,282.80613345307773,310.87337013385786,332.6762275577639,340.1909123324601,345.92066535404115,340.85572997299465,350.03712567298544,349.9609344342439,359.1574326823088,370.1616513121014,388.16523889724056,396.54870303897815,
6,1985-03-29 17:59:06+00:00,152.92990052881225,151.95312573058266,149.08071476722952,152.64177307197787,154.91281953420912,166.0427224131788,171.7298591232643,180.12868216244658,181.1605390675794,187.21726172413983,187.03075575274056,189.9858526786707,195.25936779294196,205.02305869243358,205.08264897768424,205.23401310614122,203.36638759368594,203.8869055494365,200.9058124877694,202.7469709682697,209.05452586892795,210.38300824764812,221.8669796385821,232.13137026411349,235.73375481798223,235.32541346866375,237.12484852461304,236.27421701574883,226.3073976899655,219.52538693328998,214.52714499577132,208.78561728111777,201.09131499294057,189.20834153063572,184.616120000494,182.208640507651,188.07101988453718,189.03431726089488,196.1413096969373,206.86115439522257,214.8738994558487,205.01016377061586,201.45353201450212,207.41389359240532,211.30923140452614,214.95807133134207,225.1056175478734,228.54253395762484,225.2172405714581,210.90062937232935,199.71383734667586,201.52622097463785,220.8303320948264,236.88345999925025,249.57887299448439,,,,,299.41394988711716,312.04262237056844,316.6516016050707,325.3363328829602,324.9920296087663,327.46416620354967,329.6510917328094,336.2517669914018,334.5895605886575,333.41723069022123,334.79046194193563,343.2432523359927,337.34106248205643,
7,1985-04-23 17:52:47+00:00,142.6126958415394,147.61494911053774,152.15209209447954,156.8169282232393,153.84662046306562,154.0207994754053,161.13041921563786,169.60275285606122,175.2071249182935,177.62116735033158,179.11349205843467,182.14391640832747,185.5592710194624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1985-08-29 17:52:02+00:00,143.9894156745649,144.10498028975496,136.28058647521271,136.81615472205692,135.9271543363597,133.57608373945752,144.124831710014,152.85620133542318,159.9930134524544,162.23694433822646,174.94875752718252,179.05395646536806,184.17292478007477,185.48236613837486,183.07963242809467,186.7479342638735,188.07015610712472,186.18303073010895,180.14932167742256,181.4090560188755,184.87241025694482,185.9338745567057,195.5207565335063,192.65111344708407,202.58808817961776,221.6962723950295,223.48580423622093,224.01346237671055,218.1414265879597,214.70027248008245,207.24620829069806,194.76809390138706,181.38161379670606,162.8988629698432,160.6373442031938,162.58167711722916,172.20128182922048,179.9497139359455,182.89062733093357,188.6062451161701,182.59687063166936,179.1770434216668,171.84096452126175,182.35132705266653,185.69669578593545,193.9702509244694,209.87430347613366,229.96088282991812,237.69156632028364,232.02289215470427,211.19554375316656,206.24232809496107,219.45535647538975,225.4778622691532,225.84399529912446,219.4830067907692,223.28479754611794,230.81197128764248,254.51732101103016,266.8672466500979,285.8459681653437,317.4115566598253,341.72723623247833,357.34699167739456,353.79828055522404,,,,,,,,
9,1985-09-14 17:51:50+00:00,139.5510918035855,141.1620806722672,137.115473053595,148.1769890019521,149.41305394443202,150.77725372429984,161.5327340045564,166.33593436674352,175.160171072794,176.95062064352078,184.141918294233,185.44705613471126,180.603866846843,184.23371779914893,183.07850151785428,192.51004958221054,184.38147109880498,185.83526313861725,195.56213523995575,199.1861612771155,203.94111889895674,204.78241552478653,209.81784454397692,212.66319198266876,214.18035055093387,217.42161733405237,215.88860748627752,218.42786638350395,213.12974038187394,207.2139861815167,203.2942213804983,188.561685137511,183.56397418110646,176.1200443774647,174.98294271696903,178.55806580511256,192.2466119754873,193.5048509467042,204.450414004796,212.44802014796142,198.28740638743318,181.18840860638758,171.26669190997148,175.14782132030007,177.74317380467716,189.68501255589712,204.37652760216946,228.3356816090772,236.8586534958062,230.5636438961276,216.95453377356247,222.81367221568485,241.5324091303902,241.75125226355746,242.87462791333834,,,,,,,,,,,,,,,,,,
