,dates,usa_CA_0224-0000,usa_CA_0224-0001,usa_CA_0224-0002,usa_CA_0224-0003,usa_CA_0224-0004,usa_CA_0224-0005,usa_CA_0224-0006,usa_CA_0224-0007,usa_CA_0224-0008,usa_CA_0224-0009,usa_CA_0224-0010,usa_CA_0224-0011,usa_CA_0224-0012,usa_CA_0224-0013,usa_CA_0224-0014,usa_CA_0224-0015,usa_CA_0224-0016,usa_CA_0224-0017,usa_CA_0224-0018,usa_CA_0224-0019,usa_CA_0224-0020,usa_CA_0224-0021,usa_CA_0224-0022,usa_CA_0224-0023,usa_CA_0224-0024,usa_CA_0224-0025,usa_CA_0224-0026,usa_CA_0224-0027,usa_CA_0224-0028,usa_CA_0224-0029,usa_CA_0224-0030,usa_CA_0224-0031,usa_CA_0224-0032,usa_CA_0224-0033,usa_CA_0224-0034,usa_CA_0224-0035,usa_CA_0224-0036,usa_CA_0224-0037,usa_CA_0224-0038,usa_CA_0224-0039,usa_CA_0224-0040,usa_CA_0224-0041,usa_CA_0224-0042,usa_CA_0224-0043,usa_CA_0224-0044,usa_CA_0224-0045,usa_CA_0224-0046,usa_CA_0224-0047,usa_CA_0224-0048,usa_CA_0224-0049,usa_CA_0224-0050,usa_CA_0224-0051,usa_CA_0224-0052,usa_CA_0224-0053,usa_CA_0224-0054,usa_CA_0224-0055,usa_CA_0224-0056,usa_CA_0224-0057,usa_CA_0224-0058,usa_CA_0224-0059,usa_CA_0224-0060,usa_CA_0224-0061,usa_CA_0224-0062,usa_CA_0224-0063,usa_CA_0224-0064,usa_CA_0224-0065,usa_CA_0224-0066,usa_CA_0224-0067,usa_CA_0224-0068,usa_CA_0224-0069,usa_CA_0224-0070,usa_CA_0224-0071,usa_CA_0224-0072,usa_CA_0224-0073,usa_CA_0224-0074,usa_CA_0224-0075,usa_CA_0224-0076,usa_CA_0224-0077
0,1984-05-02 18:13:15+00:00,180.3085167115806,190.34866025845218,216.04839992967143,206.34541438101186,194.15147535813344,,,,,,,,,,,,,,,,,,184.91350639318213,183.48925240920815,186.48973385897963,184.06449918214147,187.41667204546323,184.47388731732994,,,,,,,,194.45106728419586,188.3212332493976,192.8866495589529,194.50578314414392,193.56715686034585,187.25538666599616,188.55846360692584,189.53234738063912,196.07694535275442,191.5102584578678,194.29649703203242,189.34486696132632,187.59688453717044,183.62989269935034,178.29367270439874,177.66458571403967,180.6800086051458,183.58532082151106,180.5528216534633,182.78614474297433,184.74325113251618,188.8352122338751,183.69001321943523,194.75432930225043,190.92934004140028,180.2366614170219,171.40343635654503,165.69224406445812,164.31621226574111,162.1576196805068,156.87640861226188,159.82768302863957,158.7121658580946,161.41672326449392,147.15730534290975,134.42050857621774,133.12454338964574,147.134294107733,146.6036155871065,,,,
1,1984-05-18 18:13:47+00:00,209.09379946832962,217.03674267768946,239.85811067442742,229.5992933669243,209.77549114682023,225.70102223537577,258.37119285468714,242.51025139636553,224.97844061271695,218.81490515542555,209.89235916868074,212.7343498701857,216.801001203874,219.01605999573786,214.3303440912881,213.9809384843321,215.10330307814377,215.46873062053112,211.0369734973283,202.92858229916828,204.79024465992265,202.45656379983916,202.32588812433067,199.21897861319536,204.56122631082462,198.4033482608607,200.02726940900115,203.28413046402596,207.35406991004345,211.69368576793894,211.15952692488185,208.5716602399296,215.85408005382277,216.4546128836496,218.02299294769503,213.40263792973036,216.60520685970494,216.03000301460304,219.65323427921703,213.67318903044142,200.94651051049337,203.52389888889633,209.6859396928095,214.29469625656645,207.2124304331851,207.6956593278337,207.1356454991357,199.28233864626316,194.31864150704968,191.99424669456292,192.3662225788192,191.13194758729776,196.5509885802769,196.48697324811286,203.46604572269547,207.18667485842587,208.67556373282144,211.31332817410473,215.26814509714495,211.85466605862894,198.21749798989566,191.52954651513375,187.84591950519976,175.712445046163,172.10827179327248,159.29300877628725,157.25035240917177,161.55370263016923,160.42216803411438,149.9180879741037,141.09925567207534,140.9117502353995,151.4448270052128,166.4679827918095,,5.322186463188636,-16.05408102461394,8.588557289034037
2,1984-06-03 18:14:10+00:00,207.06110244303898,219.88576778565118,233.43462768760077,228.19686781742735,208.0199976586849,219.90497984982733,251.85683348768708,233.00980641227753,222.4576666075892,215.78170863690178,212.05134330099224,214.49531920934226,219.1706368845184,220.5824204392926,216.32476264041702,211.74833099067328,211.0638788904635,207.4638924354922,204.08371572922314,200.143883237976,202.84937790536117,203.02498727324334,202.27479817985073,203.0827635498918,201.04317502707198,198.39989175600067,197.12682288721874,208.80657437266638,207.10144382353923,219.03374920811422,216.8446861807431,213.64649623735284,221.25033112154898,218.84736200513385,223.43300327869616,219.60324828798338,217.4022756713842,213.14589725760698,212.11577707885618,208.75985986666956,198.59604482310908,202.87692457061095,204.18221457515608,211.64034454958863,200.84533843190957,203.0834314990463,204.55034391616778,198.31367426470604,194.78316708499145,192.374757230866,193.58829392750349,191.62992951496085,193.90299852250126,194.9183924223263,198.65339029677915,206.45148667867127,201.10685970167975,205.83114351622118,207.36766962143372,202.67582827931176,196.05698285314998,186.53854708445454,178.84939914639347,176.54485349009218,172.07918865235175,162.77012013411516,163.13236187531825,168.89693420249435,164.08309235205044,155.51735282605227,140.48096538866307,150.04670814741226,156.66019897145588,162.26465578489214,,22.431534911160067,5.321795016901195,13.571955555995721
3,1984-06-10 18:20:05+00:00,199.4905764688301,211.47359205957792,229.19632802547898,214.46799047722297,207.00154007418567,213.86698081755094,254.96748321617713,237.60388385932913,229.14228000559737,221.0100246367714,212.73472689425353,205.7134739649745,206.42273509796604,210.71882079518934,209.06677550550745,205.49436564867443,204.78786394200904,202.22146646841537,207.3197113952196,201.52782896615935,203.74892086570333,199.28148680825612,196.80637024026902,201.82391642250352,201.44920458669714,202.83577257593265,204.6862820569097,210.1922099052433,211.2254462922175,211.59912497583252,213.6751335130669,208.0566785866833,215.4817951133909,220.7392706023213,214.80950044809794,213.82592705972667,210.2636604418941,214.2820026527116,218.31376339871082,208.5726555434562,197.62244269531277,200.90293025690613,200.60681572077613,196.8221012789213,191.5719069667288,198.00092473878655,199.49824986444636,190.2318989053929,183.40331088147713,189.29511459377306,183.27654218094727,186.93164530498123,193.71708609755717,192.04183276145216,192.0654382145049,194.61340645727165,200.13732953558798,205.9047723803654,202.70816989580442,201.97508130253632,194.09390356079675,180.78316916318417,181.20793668116687,175.03976670074485,170.8793228417544,171.0760855835855,166.88991305464342,166.94379513552568,166.10684505211884,153.19574291733866,139.299564537309,139.23241928674926,157.69159037885643,147.322035695731,,,,
4,1984-06-26 18:20:19+00:00,200.5428513123005,205.35303351380713,227.29168200312319,219.7556870620066,202.69224950189422,227.7202195808603,236.26395455202555,222.18676674012642,223.1791268025348,216.5012461691594,211.06964600231385,205.28255000517618,206.2489242523138,209.59892951976417,206.2851497389343,201.9489214546001,198.27693541199963,197.5342735693748,197.75021750717187,195.24921388827494,196.11797178903663,196.7571983671895,192.14388426463353,192.2155861864883,192.9174576888022,194.05473096966654,196.40629671900768,196.026815177679,201.74075316554703,206.00152799892265,209.35055367014579,207.7284208782599,215.46933867966965,208.1985561961703,215.24133959101317,205.8595404214303,205.4977234933297,198.77294546993596,200.27678469024312,202.6962246518935,196.5492689762625,196.14294483431846,195.77736987960932,199.8900786147893,193.76027286654082,201.97117715250195,200.98044816984293,200.037515352039,191.55536670202278,194.98239891430194,195.83357983380827,191.36056668119258,189.6257480468404,191.29088272861677,187.9413533937153,185.6667107749721,192.25705971978533,189.44999736448256,196.28055343707976,194.6877379141145,185.89351996947133,172.87029284602744,164.25066395152763,165.02473093172418,155.5195461966439,141.9501369921668,144.3387766301345,142.2642001807738,147.4405102641851,140.08187960514257,122.14394411045483,124.10496665186996,141.07999847151189,142.3458122711203,,,,
5,1984-09-07 18:16:09+00:00,209.27135889982915,214.56903868570657,234.32565031980286,219.4024608303312,212.39473764720577,227.09192670351732,241.0545789528502,223.97163949738587,224.13331667841544,220.43960057879886,216.9741065519198,212.94134232537846,219.03269967485488,218.63156275712933,220.73294816279218,221.27439962291268,225.99661498650818,218.49063551101403,221.15758865005887,214.26961933864987,213.93719246003818,212.72833503623556,207.30795041445924,211.42084600946265,206.23217672508088,208.79054849902144,209.64224699862302,215.51543485907672,216.82012362728682,220.97191913836954,219.51113071508559,211.43752790787732,221.24508414577525,220.49333747311226,219.57562062107942,220.91516440246215,213.88672577770566,224.67632823469276,232.22291320427746,226.57629740147775,212.60353846667425,220.69100231523856,213.3825524094712,215.15238466809603,209.04887316532452,208.1343444756198,210.2609206290768,198.23699374556037,192.64519659560744,191.9603648162262,194.268207846694,196.0390521875949,194.57880390458604,199.6038452095758,197.33447070862246,199.35720869221967,198.51707777798464,196.9499345386203,205.19589795438026,199.36889262267286,190.19379416235103,178.12722164425347,174.32035905046587,172.8566148266325,165.3942190157204,157.85726947678904,153.57241944337673,150.26236016521122,144.41511193243804,144.1734484997748,143.22396660904545,146.81607292495778,158.78445623202123,162.32399208913435,152.59504167464323,,,
6,1984-09-23 18:16:11+00:00,203.13599577931166,207.1813423582447,229.19608740016534,216.09365140436648,204.70387205817804,225.97847492581639,238.27600167829593,221.41573145775448,221.26256006128781,221.6647247942964,215.51927989242856,212.87428611812376,216.55174393468258,221.41047401047615,224.1221850936406,225.19863700067708,218.44252551388416,218.69917318585718,211.45902150380533,212.9028818160891,207.16425411115063,208.57197909828096,203.47852879448953,203.8791796255262,202.3331369888542,200.5781714253081,205.57675764992368,205.5519490512823,205.10492944868946,209.65654242546552,212.3848923112149,205.28862815992764,209.62046004677643,209.7314725052072,211.1278180577944,218.0437414412852,217.08243154961846,218.76289249022213,223.56894299770462,220.42207516620277,207.40481470676713,210.4291781913089,209.04272973292706,206.13989885998078,198.68378866129194,201.85973554225322,201.1883644910747,197.40427327831844,188.84055327899594,192.02476843614312,192.24079228768312,193.03767208343362,195.306724606292,191.5830061779388,193.60816468320346,190.35862662008873,195.58313692801931,196.31994116035344,197.63491513959275,195.37255654864086,182.94224459363846,173.71180483198088,164.4149608066033,164.86036575171303,158.7377001261342,162.1148891786617,160.98705953733895,154.27298327363934,148.6804960234881,146.11744739173633,141.50477768733265,137.41661672575867,150.0002636122446,164.67643331000232,140.594330173101,,,
7,1984-10-25 18:16:05+00:00,211.0275552168148,208.11876282010184,229.79698607345125,217.42621034282777,209.07409721231534,219.1959850788097,233.99805350314503,229.39207882310797,219.42273778191637,216.20170541144864,216.61090301751736,213.2682783929442,215.19105149929618,216.26553269761405,218.60061275531245,215.83179296980387,223.42581133701555,213.27151700083752,215.1351210156486,209.5101330734159,209.84091575236317,205.30997121949025,206.3551470241291,205.96212033884296,203.1240780347071,199.84392104507634,203.73144281999117,210.17755538414872,206.2161216103097,218.4726665258043,213.08553782954965,210.140066830595,217.1176323118255,211.53373558680448,215.3496901174322,207.53002112285102,211.21939813432655,208.90698711313576,217.03117173112145,216.76035508615618,211.4580290309732,213.0200553415179,206.2820128258321,209.16353442239446,201.01986871896463,205.17893791642436,199.15963296899793,190.81104568784838,189.04314792824104,187.49836602132436,190.96999818335658,187.2353733466306,191.93320663146216,189.4041879420832,190.42319804020977,192.427835376699,196.93496928705844,200.36453529984811,194.9789005537316,191.3656089357826,181.99030818867735,176.24535776372943,168.28452265788422,154.17047196193704,155.8408585709758,154.78576764567262,150.4649813595051,146.74572987256533,152.2243811707597,145.25600391012938,141.42022905904645,147.69916166207295,156.95019890946702,167.51116213467822,140.79659873485332,,,
8,1984-11-17 18:21:43+00:00,194.6144774279442,,,209.2574257848231,204.1382835741297,225.89460753565442,243.01229371842953,215.8985784979802,204.2339980432356,,,,,,,,,,,178.53856333194426,174.81563889778639,163.5221561993159,,,,,,,,,,,,,178.4230926761471,,,,,,165.43235121848,188.37919741972624,193.95486560512592,,,,,,,,,,176.8230130607971,175.83703773433425,175.58589901725543,175.59446448418657,178.04352590856175,178.0581740686611,183.23079085728597,,,,149.9771297724205,139.50744239808822,138.6843089829398,144.00887581496852,137.6386119009369,137.6716134627984,139.64531193703098,142.55483097045934,145.83809742901573,,,,,33.55380612326075,,
9,1984-12-12 18:16:08+00:00,198.24363257276957,208.03970563050146,214.4319887504014,205.68374155251234,205.38942827818113,223.05436428030993,228.3529954415991,213.03634466217233,198.0729313129908,196.69899791783803,202.4807510607637,197.36543284648394,203.134250320925,204.48399967159048,199.32496835047982,195.9568371716001,193.8453693053654,189.77284517398425,184.803865252138,182.15244163599723,174.5262680257024,177.07472003605437,177.2410511113031,180.81782002779232,181.9070623786427,188.61887938076265,186.56077929035848,187.8615579355826,186.4704569740985,186.62971104663626,188.49806437925395,186.65991930580765,188.22743677375345,191.088029753306,191.86803888711358,187.73103900192692,184.95163831879802,185.44099133627196,186.1928033672168,182.0052082566686,171.54521495456092,172.21977849334755,177.47573294206933,183.51363316199294,175.2251910963871,164.99514896141145,162.00520761798117,162.51034436581375,163.09774914693662,155.7709923588582,159.1394119882576,155.02943199687172,156.46223219698547,155.68584394814243,148.34144934570898,150.26454191502472,148.68295084313473,154.25662610710305,157.1888062038734,152.48461496403144,142.20741392122798,138.14330912814933,130.88816686806334,122.50885147828426,122.71777974977883,124.50041756801316,126.2932649868782,131.48696647264137,131.31961687859348,134.7891866614651,134.16241273390003,138.8684434497076,143.79317472589878,156.5074124607635,127.22676859352579,63.75260396637351,-12.780106231754978,
