dates,nzd0332-0000,nzd0332-0001,nzd0332-0002,nzd0332-0003,nzd0332-0004,nzd0332-0005,nzd0332-0006,nzd0332-0007,nzd0332-0008,nzd0332-0009,nzd0332-0010,nzd0332-0011,nzd0332-0012,nzd0332-0013,nzd0332-0014,nzd0332-0015,nzd0332-0016,nzd0332-0017,nzd0332-0018,nzd0332-0019,nzd0332-0020,nzd0332-0021,nzd0332-0022,nzd0332-0023,nzd0332-0024,nzd0332-0025,nzd0332-0026,nzd0332-0027,nzd0332-0028,nzd0332-0029,nzd0332-0030,nzd0332-0031,nzd0332-0032,nzd0332-0033,nzd0332-0034,nzd0332-0035,nzd0332-0036,nzd0332-0037,nzd0332-0038,nzd0332-0039,nzd0332-0040,nzd0332-0041,nzd0332-0042,nzd0332-0043,nzd0332-0044,nzd0332-0045,nzd0332-0046,nzd0332-0047,nzd0332-0048,nzd0332-0049,nzd0332-0050,nzd0332-0051,nzd0332-0052,nzd0332-0053,nzd0332-0054,nzd0332-0055,nzd0332-0056,nzd0332-0057,nzd0332-0058,nzd0332-0059,nzd0332-0060,nzd0332-0061,nzd0332-0062,nzd0332-0063,nzd0332-0064,nzd0332-0065,nzd0332-0066,nzd0332-0067,nzd0332-0068,nzd0332-0069,nzd0332-0070,nzd0332-0071,nzd0332-0072,nzd0332-0073,nzd0332-0074,nzd0332-0075,nzd0332-0076,nzd0332-0077,nzd0332-0078,nzd0332-0079,nzd0332-0080,nzd0332-0081,nzd0332-0082,nzd0332-0083,nzd0332-0084,nzd0332-0085,nzd0332-0086,satname
2000-06-18 21:58:39+00:00,353.50,364.64,365.25,355.79,359.62,356.60,365.53,368.23,368.06,356.19,356.35,354.98,354.24,351.06,360.72,359.63,354.88,354.83,368.16,353.99,360.96,363.81,360.45,364.12,364.99,368.56,363.21,363.86,355.81,351.36,,353.52,359.68,360.77,360.58,355.73,362.63,357.18,361.99,363.81,359.50,359.33,348.35,335.24,357.81,360.13,355.56,351.06,349.63,350.80,361.06,363.01,372.96,367.33,362.77,361.54,355.70,358.03,356.90,357.07,357.59,362.41,356.09,356.47,349.63,352.39,351.05,352.29,352.21,347.72,321.33,333.56,342.17,349.08,352.94,351.27,357.05,353.97,350.88,355.41,347.95,353.21,351.23,353.23,351.43,353.40,340.56,L7
2000-07-13 21:52:31+00:00,355.85,362.06,368.46,358.78,361.50,356.94,364.69,368.42,365.90,358.87,357.96,358.09,362.94,354.97,361.07,367.33,364.24,357.16,365.85,362.15,363.25,362.34,363.60,363.73,366.79,367.21,366.73,365.74,357.40,353.78,360.19,355.74,361.55,361.03,359.85,364.58,363.97,365.83,367.88,369.93,369.18,366.34,363.20,354.36,363.59,363.69,360.22,360.01,360.44,360.03,365.09,367.84,373.54,370.71,372.14,368.25,362.93,368.46,361.00,360.90,364.69,367.88,370.03,370.14,364.46,356.44,362.98,365.36,363.82,365.77,359.04,351.02,359.59,355.79,365.09,365.04,367.98,366.56,359.48,359.78,359.88,360.35,361.15,363.29,363.38,360.49,358.56,L7
2000-08-05 21:57:56+00:00,367.57,368.15,371.68,365.94,369.08,371.29,372.34,376.53,365.51,364.23,359.16,368.74,367.67,358.07,365.78,370.63,369.46,367.30,368.74,369.96,366.10,366.32,366.33,366.74,369.94,374.28,367.49,367.99,363.19,360.34,365.57,365.95,363.66,365.63,362.83,365.29,367.64,362.49,365.69,369.46,368.41,365.49,358.86,348.68,355.45,360.09,367.81,365.12,364.74,365.33,367.82,370.16,377.77,373.58,369.22,368.16,365.52,363.60,363.79,359.19,365.13,368.59,368.90,367.89,362.19,367.41,364.34,364.00,361.67,358.23,355.73,360.67,353.19,361.97,364.45,363.47,369.32,366.48,361.29,365.43,363.94,367.32,364.15,360.21,370.26,365.42,364.13,L7
2000-10-01 21:51:05+00:00,,,,,,361.83,366.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-11-25 21:57:10+00:00,368.30,373.02,371.88,357.85,360.93,365.50,375.36,376.01,370.14,364.91,364.82,369.01,372.21,368.78,363.52,366.56,375.43,368.67,373.37,367.96,368.45,372.47,371.14,374.86,373.68,374.50,377.55,371.86,366.73,362.67,368.05,360.80,362.45,366.73,365.87,368.21,368.30,368.99,373.08,368.05,370.57,371.86,364.43,360.62,367.61,367.09,367.72,362.53,368.28,366.28,367.81,374.61,382.41,378.18,372.48,372.75,368.17,368.71,361.24,362.50,367.44,372.83,372.97,370.23,367.57,361.94,364.88,362.55,369.17,365.06,363.79,360.20,356.77,359.42,364.60,370.38,369.02,365.05,363.42,365.49,357.37,362.25,361.54,361.16,361.73,367.91,362.59,L7
2000-12-04 21:51:22+00:00,370.01,378.92,369.03,364.36,357.26,368.38,378.85,377.82,372.21,373.08,369.92,370.82,369.88,369.44,364.28,369.84,374.21,376.57,375.62,367.15,370.49,371.02,372.61,373.95,377.37,371.02,373.85,370.93,370.05,364.23,367.73,366.33,372.88,372.22,369.99,371.46,372.70,367.69,377.16,374.29,374.85,370.35,366.45,359.11,363.43,376.75,373.00,372.75,369.04,371.64,369.79,375.99,382.49,377.76,375.44,374.18,368.58,369.45,371.85,369.95,373.04,371.01,374.29,370.03,366.97,369.44,368.42,364.94,367.16,377.05,364.66,369.54,365.60,373.40,370.48,373.23,370.78,368.02,364.18,365.40,363.26,366.71,365.92,368.93,368.09,367.97,367.39,L7
2001-01-21 21:51:34+00:00,,,,,349.29,347.23,353.55,357.08,354.71,350.51,349.10,348.61,349.89,345.42,349.44,355.05,354.52,343.42,344.77,345.41,348.11,352.53,349.28,351.45,349.49,355.83,362.34,356.10,350.75,343.26,348.14,351.34,354.80,350.23,349.37,350.75,354.53,355.25,352.83,354.95,355.98,351.98,347.85,338.86,355.59,354.37,356.08,349.86,351.77,350.73,349.38,354.75,,,,,,,,,,,,,,,,,350.33,348.91,346.06,344.81,347.96,348.28,349.88,352.96,354.77,350.89,349.77,350.05,348.17,350.05,346.73,351.93,353.60,349.43,343.44,L7
2001-02-06 21:51:02+00:00,377.05,382.78,375.22,360.78,361.21,362.10,367.94,371.56,369.39,369.90,366.56,366.68,367.49,363.72,366.37,376.17,372.95,363.19,372.37,367.43,371.22,365.82,368.76,371.89,368.76,374.26,372.85,368.98,364.81,369.82,366.71,363.64,365.31,363.12,370.96,374.09,368.85,370.81,368.03,373.78,375.58,375.00,362.69,364.81,372.65,373.93,364.24,362.90,358.52,356.93,360.83,372.39,376.03,372.71,367.90,369.85,360.71,370.73,361.66,363.36,360.71,361.14,364.95,361.99,367.18,363.05,363.26,365.70,360.33,360.77,363.81,353.29,357.29,354.59,361.22,367.58,365.82,365.90,362.66,363.90,359.50,363.67,366.14,366.86,364.39,362.92,359.45,L7
2001-03-10 21:51:22+00:00,382.16,389.31,379.31,375.48,374.28,375.20,380.01,386.23,379.30,376.58,379.55,373.60,377.03,373.98,374.11,385.28,382.84,374.64,374.22,368.93,370.85,369.52,371.23,375.37,373.53,379.07,374.98,373.17,367.09,371.01,371.67,366.26,369.57,369.93,368.77,378.23,373.36,382.49,379.72,374.87,380.58,377.38,372.33,379.03,377.84,379.62,371.51,368.85,372.10,365.90,369.29,381.06,378.91,382.81,373.52,375.50,371.93,375.44,370.59,366.49,371.81,373.47,375.99,375.70,373.01,367.32,370.47,367.36,368.86,370.32,370.39,368.35,362.01,362.57,375.30,375.33,370.16,370.77,366.99,368.34,374.10,367.38,370.20,372.61,369.05,377.13,366.90,L7
2001-03-17 21:57:04+00:00,374.32,380.78,371.59,368.90,362.44,369.23,372.31,376.81,370.48,372.19,368.48,365.37,368.18,366.71,369.43,374.86,375.52,371.12,369.71,361.01,366.86,367.47,368.55,372.55,371.00,373.05,372.52,370.87,364.63,363.78,366.06,365.47,362.88,366.76,363.67,366.27,372.74,373.43,376.76,367.28,373.45,371.89,365.52,351.00,357.37,369.77,362.68,364.10,364.80,365.38,367.81,375.64,382.61,376.42,373.24,365.71,367.52,367.41,362.96,361.29,367.51,370.53,369.18,368.77,373.34,369.24,370.51,367.42,365.81,369.47,357.91,362.58,361.15,366.02,366.08,367.49,373.58,369.69,363.66,365.61,368.80,365.24,365.34,361.21,369.11,369.14,367.33,L7
2001-04-02 21:56:54+00:00,354.80,358.56,358.29,348.28,352.59,352.83,361.85,362.94,361.57,356.04,359.65,351.70,355.87,348.21,357.84,356.68,366.63,350.85,360.03,362.02,356.90,356.36,358.11,358.90,359.67,359.55,358.62,357.59,353.49,343.34,352.84,352.69,351.79,351.17,353.26,353.11,358.17,360.76,361.87,359.56,358.57,353.41,349.54,338.82,348.86,357.19,350.73,349.17,350.73,352.63,353.17,357.74,361.49,358.19,352.78,351.10,356.00,359.17,353.05,349.54,352.35,361.03,358.85,352.83,351.54,351.24,355.20,351.23,357.43,350.62,343.12,350.60,354.40,348.31,359.16,357.06,352.64,356.09,353.33,345.71,352.14,352.95,348.41,349.84,349.20,355.62,354.54,L7
2001-04-27 21:51:07+00:00,,,,,,,,,,,,363.38,364.54,361.52,361.48,,,,,,365.66,373.71,,,,,,,365.89,364.08,359.87,364.45,363.29,361.28,360.01,365.70,363.02,367.02,366.72,372.50,368.10,365.79,365.36,361.59,365.06,368.80,365.48,363.11,358.46,362.30,361.95,368.89,374.43,372.32,369.15,365.78,365.13,367.96,364.56,370.13,369.04,369.01,373.50,369.76,366.07,362.47,367.27,368.68,366.01,367.20,366.09,366.01,359.65,361.63,365.56,370.55,374.06,368.63,370.31,372.72,367.92,370.89,371.76,374.69,375.71,374.32,373.10,L7
2001-05-13 21:50:57+00:00,360.27,369.02,368.00,364.32,365.03,363.67,371.18,368.35,369.19,364.63,367.04,368.05,366.50,363.72,367.43,369.56,368.62,362.26,364.99,369.34,367.52,366.15,367.84,370.07,368.78,368.87,370.55,367.86,367.30,362.83,364.89,363.29,364.40,362.77,364.09,,367.98,367.12,370.71,372.08,365.78,364.71,359.30,351.59,358.04,366.65,363.75,365.61,358.60,357.11,365.53,372.04,370.88,370.26,364.02,366.63,364.88,361.42,361.10,366.24,363.27,367.46,365.70,361.17,360.83,357.36,362.13,361.80,358.12,355.09,348.82,352.13,354.49,349.72,356.92,360.05,362.06,358.75,355.29,352.82,354.63,350.94,354.88,356.32,349.58,353.25,349.07,L7
2001-05-29 21:50:49+00:00,372.63,370.76,367.72,361.87,367.24,366.79,364.97,357.92,368.83,368.33,362.32,356.76,358.95,360.78,363.75,369.51,362.51,357.04,360.72,355.01,363.12,358.18,364.71,362.15,372.08,360.49,362.02,361.32,354.17,355.13,352.20,354.30,357.10,353.64,352.88,352.25,355.33,357.04,361.64,358.38,358.55,356.56,359.22,345.99,349.88,357.21,356.12,355.07,354.98,360.61,356.82,358.36,366.02,358.82,358.09,358.81,358.60,359.33,358.16,362.33,363.15,363.72,363.36,355.63,356.63,357.41,363.30,357.20,355.09,362.74,350.41,356.91,349.51,354.75,359.71,363.23,360.45,358.17,358.69,353.98,354.08,356.18,353.22,357.89,356.17,359.12,356.33,L7
2001-06-14 21:50:38+00:00,364.85,363.06,366.11,358.12,367.82,367.93,366.92,363.11,366.55,365.50,363.23,356.52,364.38,361.36,365.43,367.87,368.27,360.57,358.54,359.75,364.25,363.09,363.17,360.88,366.94,363.11,363.68,362.04,351.20,349.85,357.83,356.35,358.45,359.45,361.20,354.98,362.76,361.75,362.62,366.39,363.18,362.05,353.97,343.80,350.60,358.76,359.50,356.90,354.96,358.23,356.20,366.81,368.31,366.54,354.45,359.23,362.13,357.74,358.49,357.87,358.84,361.35,360.06,361.14,356.80,354.48,356.19,356.51,352.14,350.35,344.91,355.52,353.54,359.84,357.45,364.90,357.93,359.88,358.81,354.53,353.58,353.73,354.12,355.78,361.79,356.07,354.27,L7
2001-07-07 21:56:12+00:00,368.74,374.32,374.59,371.07,372.21,377.35,378.45,380.85,377.89,380.73,385.46,373.18,379.03,381.66,382.46,382.96,380.90,368.08,371.64,365.12,365.86,369.74,367.31,377.23,378.25,383.03,377.26,374.94,370.54,370.99,365.59,365.94,365.92,365.35,369.00,367.32,371.58,372.62,380.45,378.35,380.01,374.65,368.92,375.10,367.60,368.41,366.29,364.17,361.11,362.83,369.94,378.22,387.29,377.47,376.89,372.47,369.29,370.79,361.47,362.84,360.46,367.08,371.38,369.76,366.26,363.86,367.73,365.98,372.68,368.55,365.77,363.70,359.91,357.43,366.57,366.13,365.24,373.41,365.75,368.24,370.60,363.80,367.92,368.20,366.92,371.42,367.71,L7
2001-09-02 21:49:41+00:00,369.83,370.51,374.73,366.05,368.21,373.79,382.17,378.19,376.51,369.06,366.56,369.90,374.23,374.23,377.54,375.84,377.70,369.79,368.32,363.03,367.78,368.14,367.83,370.42,371.96,371.91,374.63,368.47,365.31,360.49,367.50,363.94,363.66,367.61,365.46,370.11,369.11,374.65,377.31,376.58,377.79,375.09,366.30,370.05,370.17,372.57,369.44,369.11,367.86,364.76,371.02,378.47,380.88,377.67,371.49,374.22,367.65,371.90,366.93,368.50,368.46,370.78,378.09,376.10,370.17,368.55,365.50,371.55,373.32,376.04,378.68,371.71,362.50,360.28,371.48,375.45,372.58,369.97,365.94,367.90,370.52,366.32,367.72,371.01,374.24,374.10,367.99,L7
2001-11-05 21:49:02+00:00,367.31,372.10,375.03,368.66,371.80,370.61,373.13,372.14,376.84,370.02,369.08,366.47,367.95,365.54,366.95,377.34,373.84,372.76,371.95,368.77,368.50,371.42,369.91,370.58,365.06,365.34,370.67,366.44,362.94,361.29,363.03,367.32,366.73,364.26,362.78,370.62,368.68,374.10,375.44,367.97,374.98,368.98,372.18,363.49,366.80,368.45,367.77,366.29,371.92,367.57,371.01,370.28,379.00,379.44,374.17,368.16,365.25,364.61,363.27,365.14,367.18,369.86,368.92,367.15,366.38,361.61,362.81,359.05,360.68,369.69,371.63,364.01,362.99,364.00,368.23,367.99,369.42,365.51,360.43,359.89,361.26,361.96,362.36,363.56,365.41,366.60,361.36,L7
2001-12-30 21:55:25+00:00,356.05,358.83,358.68,344.04,346.24,354.45,353.69,357.64,363.44,353.98,350.69,351.53,353.51,346.70,353.95,353.33,354.77,352.19,360.97,362.59,361.21,355.74,359.36,353.73,359.44,365.84,364.35,361.24,351.13,354.39,355.71,355.76,358.08,355.58,351.65,356.68,356.78,352.77,351.45,356.59,357.85,354.04,343.38,329.81,349.40,353.92,351.05,348.61,345.35,347.00,352.99,360.22,367.43,362.51,360.08,358.32,356.04,354.94,351.05,353.79,352.62,356.61,357.45,354.60,360.00,354.00,352.86,352.46,353.04,352.18,344.96,347.85,349.24,351.64,357.14,360.81,359.20,356.25,353.50,357.28,352.20,353.78,354.80,353.10,353.23,356.50,342.58,L7
2002-02-16 21:55:42+00:00,,,,,362.86,372.80,372.31,380.09,376.40,372.09,370.05,375.84,375.25,371.08,370.76,375.13,385.92,371.29,378.58,370.51,367.00,366.06,370.86,371.62,370.36,373.47,371.38,371.93,367.35,366.98,371.68,371.38,362.12,369.92,367.64,373.30,371.81,371.52,377.45,377.89,375.13,376.00,370.80,368.98,372.47,369.54,370.77,367.56,371.63,368.96,375.66,380.76,382.32,379.38,377.23,376.44,372.94,369.99,366.96,372.18,371.73,377.14,376.42,369.22,372.66,375.42,372.67,371.13,369.22,365.91,365.33,366.73,367.28,367.34,370.98,371.94,378.78,372.89,365.57,366.94,365.17,368.88,369.27,367.26,371.47,370.44,365.51,L7
2002-05-07 21:55:39+00:00,351.95,357.95,356.10,351.75,351.44,352.97,354.67,361.88,359.12,355.85,352.83,350.66,357.96,354.11,357.34,359.80,361.40,355.35,354.59,356.97,362.58,361.73,363.10,357.44,362.29,365.35,364.01,359.80,357.45,355.15,359.29,358.18,361.06,355.18,355.76,357.24,360.19,360.12,358.36,363.58,362.11,362.45,354.83,346.19,352.37,360.30,359.86,356.07,355.45,355.83,358.75,365.54,369.04,365.35,364.32,363.42,358.86,359.05,353.80,355.59,353.79,358.98,361.00,361.72,357.17,356.69,356.16,354.10,359.41,357.45,349.41,354.84,351.77,354.50,359.66,354.28,356.23,357.05,354.47,352.77,354.32,355.79,352.50,356.31,358.70,360.95,351.29,L7
2002-06-24 21:55:16+00:00,361.73,367.56,363.66,356.65,360.10,358.19,358.40,357.91,365.13,352.16,358.73,362.02,351.80,360.29,367.11,360.44,360.91,355.60,338.21,344.13,350.21,350.27,365.07,370.62,372.28,370.87,373.97,368.42,378.82,384.78,369.92,352.58,356.98,355.67,351.98,347.60,351.50,354.69,349.38,351.08,347.81,349.18,341.94,,,,,339.24,354.41,349.90,357.41,364.50,361.28,362.54,358.67,349.31,354.57,355.51,344.53,347.72,354.71,345.60,346.81,352.73,350.18,349.63,339.96,341.84,340.57,339.56,,345.88,,,,,,,,,,349.52,346.22,340.34,327.26,345.40,336.54,L7
2002-07-10 21:55:13+00:00,355.65,363.55,360.17,351.95,358.54,363.77,375.52,366.23,371.51,372.08,368.15,363.80,362.65,371.63,377.76,370.33,374.08,375.93,376.48,369.72,363.41,365.06,364.29,363.07,363.99,368.49,363.81,363.73,349.31,355.19,356.35,352.85,359.08,356.78,358.99,354.75,358.58,360.63,356.47,361.87,360.64,355.91,353.77,343.75,363.05,361.98,362.53,350.27,354.67,354.64,359.86,363.25,377.16,371.73,367.90,361.26,368.68,377.08,360.07,365.86,366.65,365.51,366.12,353.94,351.48,353.33,357.67,353.17,357.57,356.67,354.74,350.68,353.39,358.90,361.89,359.68,359.72,358.15,361.00,359.02,351.87,352.69,360.52,355.53,352.64,356.33,339.70,L7
2002-08-20 21:48:46+00:00,353.27,358.35,359.27,346.95,358.41,350.17,358.50,360.69,360.54,352.56,355.61,352.31,357.51,354.50,359.24,360.48,365.59,353.26,356.39,356.07,358.29,356.99,357.30,361.94,357.37,364.06,358.69,362.36,357.77,353.80,352.64,357.02,359.94,358.84,358.89,358.67,357.22,366.90,361.97,361.14,363.26,356.40,354.95,352.45,360.27,359.32,360.88,359.26,359.60,358.63,360.48,366.30,374.16,367.30,365.93,363.56,360.36,362.56,359.30,359.13,358.52,361.54,365.24,361.50,359.85,360.16,353.88,353.69,360.70,357.25,349.08,350.08,351.16,354.62,359.90,359.30,361.96,359.92,358.41,358.69,352.75,358.34,359.50,357.35,359.03,356.77,356.14,L7
2002-09-05 21:48:38+00:00,350.76,356.14,354.45,341.46,350.79,348.67,348.83,352.10,354.56,350.21,349.84,355.58,352.32,352.86,353.88,356.39,356.99,352.44,354.55,353.53,354.31,352.14,355.34,362.58,354.31,360.28,362.68,357.76,354.60,353.14,353.94,356.25,360.90,356.74,357.21,356.88,359.08,357.48,355.61,359.52,359.35,350.40,347.73,338.82,349.87,350.36,349.95,352.72,348.29,348.69,354.09,358.80,366.71,363.73,360.36,358.01,352.70,350.92,347.34,347.30,347.21,352.75,354.45,350.49,351.88,348.11,349.98,345.20,346.09,347.06,337.29,346.08,341.04,346.88,352.54,352.05,354.66,353.41,346.88,356.63,350.48,350.53,356.44,354.35,350.93,351.82,341.20,L7
