dates,nzd0332-0000,nzd0332-0001,nzd0332-0002,nzd0332-0003,nzd0332-0004,nzd0332-0005,nzd0332-0006,nzd0332-0007,nzd0332-0008,nzd0332-0009,nzd0332-0010,nzd0332-0011,nzd0332-0012,nzd0332-0013,nzd0332-0014,nzd0332-0015,nzd0332-0016,nzd0332-0017,nzd0332-0018,nzd0332-0019,nzd0332-0020,nzd0332-0021,nzd0332-0022,nzd0332-0023,nzd0332-0024,nzd0332-0025,nzd0332-0026,nzd0332-0027,nzd0332-0028,nzd0332-0029,nzd0332-0030,nzd0332-0031,nzd0332-0032,nzd0332-0033,nzd0332-0034,nzd0332-0035,nzd0332-0036,nzd0332-0037,nzd0332-0038,nzd0332-0039,nzd0332-0040,nzd0332-0041,nzd0332-0042,nzd0332-0043,nzd0332-0044,nzd0332-0045,nzd0332-0046,nzd0332-0047,nzd0332-0048,nzd0332-0049,nzd0332-0050,nzd0332-0051,nzd0332-0052,nzd0332-0053,nzd0332-0054,nzd0332-0055,nzd0332-0056,nzd0332-0057,nzd0332-0058,nzd0332-0059,nzd0332-0060,nzd0332-0061,nzd0332-0062,nzd0332-0063,nzd0332-0064,nzd0332-0065,nzd0332-0066,nzd0332-0067,nzd0332-0068,nzd0332-0069,nzd0332-0070,nzd0332-0071,nzd0332-0072,nzd0332-0073,nzd0332-0074,nzd0332-0075,nzd0332-0076,nzd0332-0077,nzd0332-0078,nzd0332-0079,nzd0332-0080,nzd0332-0081,nzd0332-0082,nzd0332-0083,nzd0332-0084,nzd0332-0085,nzd0332-0086,satname
1999-08-12 21:53:32+00:00,,,,,,363.69,,,,,,,,358.07,361.47,366.31,367.66,361.31,361.88,362.92,362.85,353.69,357.47,363.32,361.62,362.59,367.79,367.19,361.50,355.40,361.65,359.40,363.28,362.45,360.75,364.80,361.51,364.20,367.36,360.90,364.55,364.17,357.19,355.72,364.35,364.28,362.21,360.06,355.32,352.21,359.77,367.63,373.09,367.43,364.73,367.36,360.93,364.94,357.80,359.83,360.60,359.19,365.12,359.97,364.19,358.77,356.98,358.82,362.82,364.14,356.61,354.22,356.23,356.79,361.93,358.64,364.68,362.75,357.76,360.72,352.88,358.57,358.08,361.27,358.88,360.59,359.40,L7
1999-08-28 21:53:59+00:00,366.33,368.46,373.68,362.35,366.66,373.53,379.10,386.12,378.07,376.72,370.19,367.25,376.15,370.49,364.36,378.68,373.05,371.05,373.66,364.97,367.59,368.96,368.73,373.41,370.12,371.56,372.21,367.07,365.74,358.24,366.86,365.97,365.02,369.46,367.03,372.79,371.60,370.75,377.33,376.35,373.28,370.54,364.24,361.00,365.47,372.98,368.31,366.07,368.13,367.35,369.98,375.70,379.48,374.70,370.60,370.15,364.60,366.85,364.72,366.65,368.91,365.95,372.21,370.85,368.77,364.44,368.30,367.68,369.65,367.74,360.94,367.06,362.25,366.24,368.70,377.17,376.04,375.39,365.97,365.75,368.23,362.02,363.69,367.15,363.57,372.90,374.11,L7
1999-09-29 21:53:40+00:00,364.19,372.16,366.08,359.44,357.24,356.90,371.57,368.00,363.43,365.14,359.29,361.56,364.23,364.75,362.57,364.71,369.97,364.40,364.47,360.70,361.06,361.72,362.34,364.45,368.55,368.87,367.15,367.14,364.14,364.39,359.33,362.10,363.88,360.15,361.65,359.40,363.24,363.77,365.90,367.41,366.92,365.80,357.31,346.90,356.40,360.77,361.68,360.58,360.21,361.82,364.35,374.46,373.18,371.84,366.74,366.54,362.95,360.08,358.24,359.49,362.08,365.44,366.17,364.76,366.16,363.37,364.36,363.49,364.47,361.80,357.22,362.55,359.86,363.83,366.20,367.17,368.58,364.38,359.36,354.30,360.13,358.29,361.14,359.37,360.63,364.74,357.03,L7
1999-11-16 21:53:56+00:00,357.85,359.76,369.45,363.77,355.23,365.09,368.81,374.09,362.60,360.35,354.71,361.55,359.71,361.70,359.10,356.46,366.97,358.76,353.63,360.00,365.98,362.45,365.20,364.45,363.16,367.46,361.57,362.53,357.32,352.48,354.15,353.50,351.92,348.38,343.94,,,,,,,,,,,,,,,,,,,,359.05,357.09,358.42,354.30,353.40,354.55,359.90,361.76,363.70,363.37,369.25,362.02,358.84,357.55,354.54,354.01,344.72,351.57,352.52,356.24,361.81,364.71,367.81,360.74,357.45,354.81,354.10,353.58,354.62,354.63,354.91,358.12,353.34,L7
2000-01-19 21:53:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,364.84,366.93,368.15,371.43,369.47,366.83,358.45,364.96,365.97,363.22,365.28,363.41,362.72,364.54,366.24,366.25,369.61,370.30,368.08,350.12,357.20,365.17,370.19,366.64,361.31,358.48,361.74,367.45,371.95,374.72,371.98,369.05,369.02,365.02,369.33,362.25,362.70,359.34,366.31,368.95,365.25,362.31,360.13,362.81,356.39,367.28,363.09,356.78,360.87,356.91,358.15,364.53,369.85,367.44,358.96,362.14,366.23,359.69,363.13,360.32,361.00,363.64,361.14,358.58,L7
2000-03-14 21:59:23+00:00,365.30,371.64,367.31,363.27,364.01,365.18,373.15,374.47,371.46,370.29,362.22,362.02,367.47,364.51,364.08,369.39,372.31,361.64,363.53,360.73,363.02,365.71,368.69,367.11,367.27,373.54,372.44,373.21,362.46,358.40,365.03,368.53,363.80,361.19,362.10,370.97,370.35,373.69,369.30,369.95,372.71,366.22,358.12,352.27,362.98,365.13,366.72,364.90,366.84,372.64,371.76,376.46,382.20,379.75,374.46,368.05,364.79,360.51,365.62,367.39,369.23,372.60,370.71,371.51,371.98,372.72,371.24,367.12,366.16,364.66,362.03,362.56,360.96,369.04,369.40,373.34,374.61,370.62,366.58,367.81,367.84,360.32,364.10,365.99,366.09,364.56,358.40,L7
2000-04-08 21:53:26+00:00,368.18,368.23,372.21,367.30,363.83,370.21,370.91,371.30,376.47,372.85,373.33,361.62,366.60,364.88,362.46,370.98,375.02,363.15,369.33,367.40,368.81,366.82,369.47,367.18,369.59,366.88,369.96,366.93,361.75,356.07,362.69,365.53,367.02,364.69,365.61,369.33,367.01,372.93,368.27,366.82,371.78,367.89,363.95,358.23,362.75,367.23,370.11,368.29,371.48,364.97,371.04,373.26,373.69,372.53,356.51,346.58,328.08,,,,,,,,,,,342.89,359.77,362.32,359.24,367.56,362.67,374.62,376.84,384.49,379.14,373.71,367.34,368.61,368.95,371.93,367.57,356.10,357.52,364.13,358.39,L7
2000-05-01 21:59:06+00:00,361.33,362.22,366.72,355.95,356.65,359.53,363.24,364.83,365.70,362.35,360.10,356.16,360.33,358.67,360.65,361.70,367.71,358.36,359.66,360.54,359.48,360.21,366.62,367.22,367.47,367.33,368.13,364.84,359.55,352.33,360.82,358.58,359.59,360.02,358.36,359.23,362.08,365.29,365.58,364.99,367.45,367.37,356.54,358.04,361.48,361.21,359.72,361.66,355.22,357.52,363.16,367.92,372.44,373.51,365.51,364.95,358.44,363.67,355.43,360.15,359.70,356.98,365.99,358.42,364.23,358.92,359.40,361.24,362.42,362.59,361.59,353.00,351.99,354.90,362.48,365.72,365.31,358.91,359.19,360.98,361.93,361.53,365.08,363.22,360.70,367.30,358.90,L7
2000-05-17 21:58:55+00:00,354.30,361.82,364.06,353.86,360.65,358.50,362.49,359.32,365.68,361.85,363.27,350.68,359.58,354.28,358.27,360.85,357.67,359.10,360.96,357.95,362.76,362.51,364.02,370.13,365.67,366.30,365.83,360.40,354.63,354.26,355.79,360.57,360.61,358.07,358.84,354.89,362.49,362.86,358.78,362.69,362.35,359.71,350.81,353.70,359.21,361.40,360.27,358.21,353.38,352.78,362.24,366.54,373.18,368.55,364.13,361.55,357.55,361.91,355.86,358.40,357.23,359.69,361.28,359.29,361.05,356.91,355.96,355.65,363.66,360.27,351.49,354.67,348.15,355.34,358.65,366.71,362.77,357.53,354.38,358.74,352.43,353.75,356.11,355.08,356.08,359.15,356.48,L7
2000-05-26 21:52:36+00:00,369.49,368.20,368.91,366.15,368.44,369.82,374.77,372.28,367.94,370.69,366.61,365.55,362.62,363.61,370.23,371.43,373.05,370.71,367.38,367.80,368.94,365.49,368.88,366.85,371.14,367.89,375.99,379.73,368.65,371.20,376.34,375.00,375.10,370.32,374.84,369.10,373.78,369.69,370.90,375.61,368.93,371.03,366.03,348.85,366.98,375.34,367.84,371.68,369.93,377.40,381.35,385.10,386.38,381.04,375.55,374.24,373.07,372.36,370.12,371.43,370.18,370.20,370.97,368.22,368.50,371.05,369.36,365.43,367.09,368.08,364.81,364.41,372.45,364.66,366.23,369.29,372.98,364.85,362.67,363.89,367.39,365.40,364.14,363.49,370.35,368.53,366.51,L7
