,dates,chi0256-0000,chi0256-0001,chi0256-0002,chi0256-0003,chi0256-0004,chi0256-0005,chi0256-0006,chi0256-0007,chi0256-0008,chi0256-0009,chi0256-0010,chi0256-0011,chi0256-0012,chi0256-0013,chi0256-0014
0,1985-07-27 14:08:29+00:00,194.36461026142325,191.75371331875806,191.4090050991623,184.6762867466352,185.97491917288187,211.54305482794942,204.63035560302254,197.29979885856363,189.6376167065581,184.55842507092134,170.79923235972663,190.70549053383945,193.45786460520188,179.3599112256707,186.250570002291
1,1986-02-04 14:05:35+00:00,199.10909498273568,197.04884362723556,200.93153788549594,187.10766053022977,185.47050886514748,198.88262370670031,208.70908012560017,203.778698090563,195.81097411169324,189.72174530043034,182.34708099777743,180.68177799050179,195.24591293562685,190.20053623537513,189.60860751120654
2,1986-07-30 14:00:52+00:00,186.25616644817245,187.19998152165567,189.78338193313132,186.07692915738204,185.44305524256532,208.71574332488788,203.46031992720776,199.03998748617911,188.0095215006589,194.12315863408162,181.85547212974248,182.82587152530502,196.1238071977869,194.26037920050294,188.70905498613
3,1986-08-15 14:00:17+00:00,191.23747476512426,192.93321216069478,190.20051681964813,184.98493673196955,188.7588499481752,203.69863163151646,209.95551617574407,200.12538818601237,190.03793399565026,188.1480197551118,181.71734560013928,185.44009998964975,195.53114522582754,190.88652843240885,187.62134737968734
4,1986-08-31 13:59:41+00:00,185.57385103940967,185.98750893200202,188.28913060369786,185.24159808490535,182.7376024854165,199.93564243362667,198.89858674167962,189.77188897432254,173.9370200632403,175.61382882410805,166.15769629214574,174.07083949080632,181.6115780900802,171.8330694934899,177.88651399740192
5,1986-09-16 13:59:10+00:00,191.32659279620864,201.6143643445574,201.00224005984714,196.4222506866797,191.99234630788297,202.49251322911283,202.36079041665755,191.44303098095705,193.60491065390752,194.5078846027818,191.31335007749183,194.58933775268378,206.7897277945577,204.51316455336425,196.46735851516488
6,1986-11-03 13:57:34+00:00,190.8889919651031,200.28379727788243,204.02434285571465,195.06684050820698,194.804507366922,212.23469370100366,210.14267170521003,198.66812593124422,196.33304957788923,193.496888926747,177.75063690215484,193.25951066584364,204.74393208427995,196.44146199604353,195.13429815619398
7,1987-01-22 13:58:34+00:00,184.15627331562607,178.73165350236928,199.01128254289281,179.8241711399442,180.67926749221462,202.96794784318143,201.47973254978015,200.51384947793196,185.89057222688183,194.77952936883565,176.00709890012047,174.41634539504074,164.89841168894688,179.76768012849453,184.2796262735525
8,1987-02-07 13:59:09+00:00,193.37971716820095,196.1295338182114,202.6558342148765,190.85297245900577,189.87312334276123,209.94334954447356,209.82532370973328,203.98415019550478,193.84041072624038,193.50273876133423,190.82187961116418,195.18276045192627,200.84530197350225,189.48718375100512,188.8946819784117
9,1987-03-27 14:00:57+00:00,204.41681918753335,204.00993239062427,204.21974129529184,194.89305343306125,195.7757019961224,208.56183153984756,213.75952488492285,207.69510273056466,198.28012559335428,195.84981381474302,196.83091998580906,192.1374279115837,207.25399655130565,196.43050204082206,200.9920177338276
10,1987-10-21 14:06:13+00:00,186.99103959109715,188.9775615430877,193.94208616930496,188.10776288359173,188.4279833383371,200.69914693483187,207.53720821262166,201.45260444745668,192.31752739775618,192.9747121367579,183.60710440708,188.44899458892527,197.3280177294579,189.09709678522165,188.89050977843073
11,1987-11-06 14:06:32+00:00,198.54269892089303,197.36142273433444,195.16260931818164,188.7357636985002,189.89374001701677,200.22957423850823,214.04833699496163,206.9217781166757,197.50900745785705,194.65958339795594,181.7389752825921,185.41974422582405,195.34575723269072,192.58315903665874,195.83059060514927
12,1988-04-30 14:08:52+00:00,196.99122617138607,190.0748663942563,192.6948825567476,195.12673816485403,192.80998944009517,200.31703495031957,207.19882761278305,202.1711487757374,193.78712870582282,195.7013188309343,183.60669903293348,184.38065454681106,195.946081103156,187.48093283700618,198.38678173501373
13,1988-06-01 14:09:09+00:00,193.1526396398418,195.32889525809404,196.8113360642491,198.10720770960944,189.81029229620813,197.0064874576854,203.33518620946214,194.33717327098077,187.86577282477685,193.87337458705008,187.59441085559712,187.69559636079742,198.2384803318697,184.23781886914642,193.37490374311025
14,1988-06-17 14:09:14+00:00,178.8981613918075,184.36533071054663,190.82141295633193,184.4598248227101,187.2925642291357,200.4462175455109,193.36287211903692,190.85162608654767,183.23711382498567,179.91819945615538,174.22285144120235,178.21964868296962,191.6262922710963,179.177167054441,188.45858388027597
15,1988-08-04 14:09:23+00:00,182.99193412124416,185.3324111138478,184.68275329670206,175.22772027926558,182.30826847724234,186.52744526740182,198.37455744151248,194.44150565459182,183.9198790063778,187.58255518807226,186.12653105058502,182.1384665179805,187.63957706583957,189.71937009760492,183.7097440323403
16,1988-08-20 14:09:24+00:00,202.76663143467238,199.89432356205813,194.53795086649873,185.92209507883527,186.4162970217557,211.11452514640771,204.24681059409627,209.7364621988704,201.2048555067196,196.37290009680504,184.53145862280667,189.5127667355627,200.36641934982657,194.20496879466353,186.6223494612062
17,1988-09-05 14:09:27+00:00,194.19527739514518,191.09085444054415,190.91035306458653,185.21470239796346,184.59781089670793,201.55136835895783,201.98670489981905,198.70803453081172,188.02373696886332,188.21096383840845,181.59850739160441,185.40133702575474,195.13674927491738,185.5127184497027,191.02991135337965
18,1988-10-23 14:09:12+00:00,204.45024144874338,193.72054068958846,188.7015239207683,183.9268244382906,184.35212079640885,199.14337076095808,206.5830276970062,200.17268592685772,189.39970423528692,190.47224889874727,185.80389044446335,183.84453670069553,195.2336709604459,187.73653856615505,190.86222848975615
19,1989-05-03 14:07:25+00:00,183.15151632633308,193.30143118897348,198.7906005697529,193.50783174769967,196.10269492367001,207.3402790072083,200.9690560244362,198.46935659727208,189.6565676302501,190.65924442757165,182.40260867709364,190.46890907716994,197.32272874367152,189.63267207581453,188.78373385097905
20,1989-08-07 14:05:33+00:00,190.4118519201152,183.6325527164948,181.69590542920113,175.391174971364,176.56831785822922,187.61350084334813,187.8996027655037,184.53700913573707,186.17158588647072,189.0518212115707,176.64118166941148,179.5551971533889,190.20188074247318,170.08366062778418,175.30288666765196
21,1989-08-23 14:05:11+00:00,199.7997056336212,193.23894551058913,185.5442190460993,180.7481295951209,180.9911405527582,211.87845100821002,210.06632064343802,206.68054922891488,202.46496679865305,191.28570736281844,182.69171710699464,184.92667423531478,199.681770571556,187.80346614139148,185.76635929581371
22,1989-09-24 14:04:23+00:00,193.8627485292305,197.2784241498338,194.82779164923494,190.28347502458794,192.408080595386,212.33569433171394,204.16627095915769,201.27680494247537,195.4819295711862,194.37139650203693,191.3462807546101,191.92330470469548,199.2971426687773,193.92581415887497,186.19876745621136
23,1990-04-20 13:58:53+00:00,187.26738325556232,186.38092094952935,186.61148867570466,182.6701767783561,186.06779557447055,199.33258018124798,197.67083404825166,196.80052573102822,186.92395236658854,188.26059025005998,184.48228467853846,184.25992437230386,190.1404057291647,191.93492556850626,187.81854244583508
24,1990-07-09 13:58:47+00:00,192.86087391048036,190.3950487443091,187.82745682555566,187.2028959096326,188.78466675683742,197.19997684605937,205.10751301893646,201.56822639295464,191.06472624645562,189.77833503605385,176.35876415885443,182.43415179424971,196.787411980377,188.5606306255255,194.23667503117966
25,1990-07-25 13:58:43+00:00,199.61718464561326,188.6936500401365,188.75498398063607,189.736392135673,190.14546354159006,201.90866419902184,209.11801030672214,195.39740454491712,192.2692715668496,193.10506475999452,179.1111840130515,184.5462282615228,196.54734611499592,187.47135636106205,190.03555763506301
26,1990-09-11 13:58:30+00:00,200.3786201936153,194.75206158484536,189.47593957664063,186.14696685490352,184.10585307972156,209.15502667493274,211.14288577736195,210.22851939295313,207.84148943962958,203.06588439463667,193.21733196691474,190.18210882193657,193.01790245405098,182.8824007743867,182.4178728762682
27,1990-11-14 13:58:09+00:00,187.5495337991206,192.1864095735996,186.9519130265499,180.77566993003205,181.8164953138831,196.0728944162095,197.0417006735003,197.88227974761355,192.6466720421428,189.5771456621107,188.71787177239298,190.2454853507149,195.2632031202864,193.67359104944356,188.73090292117814
28,1991-01-01 13:58:31+00:00,203.77894653226363,200.4872722244274,201.77617039876432,197.11168850776124,189.9761756791043,197.39108093398028,213.742453478032,204.0073493160843,197.18177183842204,193.55857768309016,191.0102898624388,186.06140918617973,198.57176537848898,193.91269352535193,191.32946492617333
29,1991-02-02 13:59:12+00:00,193.4055287378247,186.56504903972342,191.8008529216034,186.8504599203809,189.7172050703226,203.81019972313894,216.68324188952232,204.00757315025967,189.04904235914205,193.0246252920912,184.34574035917464,184.06948415456458,194.0296686625807,185.84143672670962,187.77138681922906
30,1991-07-12 14:01:52+00:00,181.0090550421359,180.93291938035279,187.2228064559043,183.35930480436213,183.9433035066538,196.66993470882585,197.7128025505763,189.64966905910305,183.64281848412793,176.55873656895005,176.03261244941245,174.32155146666358,190.5145166515486,,
