dates,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0066,nzd0367-0067,nzd0367-0068,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0072,nzd0367-0073,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081,satname
2008-06-15 22:03:08+00:00,403.07,413.64,433.15,440.82,451.17,465.94,454.65,447.01,435.98,436.95,435.64,419.31,402.64,380.68,369.96,358.74,345.54,342.71,343.60,340.96,342.05,315.35,312.39,317.86,327.48,353.77,364.96,370.07,386.19,402.24,418.10,440.67,460.34,474.23,457.69,452.07,449.61,468.47,460.84,461.73,447.00,428.60,431.54,423.19,418.93,402.45,395.51,370.25,340.74,296.97,258.85,226.65,228.51,226.46,265.15,209.29,196.35,205.21,212.09,203.82,200.55,191.55,202.34,209.59,228.38,242.90,244.14,256.33,271.30,283.17,307.40,317.63,323.79,333.43,344.60,346.49,360.47,348.58,330.44,287.77,,,L7
2008-07-17 22:02:46+00:00,395.45,399.93,421.25,429.17,443.22,457.11,454.01,447.71,435.03,434.18,430.59,419.31,399.24,380.68,369.96,358.74,345.54,342.71,343.60,340.96,342.05,315.35,312.39,317.86,327.48,351.07,357.64,361.28,372.70,402.24,418.10,440.67,460.34,467.30,457.69,446.81,444.20,473.07,461.49,457.70,448.31,426.16,430.75,421.81,416.46,401.98,402.15,377.37,358.35,312.29,269.52,236.61,228.51,226.46,265.15,209.29,196.35,205.21,212.09,203.82,200.55,198.96,208.94,216.65,229.95,245.89,242.90,255.13,268.78,276.58,308.90,320.87,329.77,329.63,343.29,347.06,358.89,352.69,344.38,292.17,,,L7
2008-10-05 22:02:06+00:00,381.08,384.21,415.79,416.24,435.66,454.27,450.62,448.05,434.09,443.58,449.82,439.29,423.16,410.54,399.91,396.79,383.52,359.30,353.99,345.94,338.43,307.61,304.62,305.22,307.16,342.65,351.67,342.09,354.81,388.26,401.07,417.76,477.31,477.03,463.04,,,501.37,,,,,,,,,,,,,,,251.17,252.14,,,,217.70,231.73,240.26,233.59,235.26,237.53,238.18,245.85,262.04,,,,,324.64,330.63,341.75,338.64,356.49,351.63,358.05,358.90,351.00,,,,L7
2008-10-12 22:08:13+00:00,373.38,384.13,416.01,416.48,435.99,450.91,446.46,443.88,430.28,429.84,426.77,417.25,411.40,403.66,395.39,390.12,378.66,353.51,345.85,337.10,331.61,314.48,312.37,315.50,316.25,338.02,344.75,342.09,361.54,389.48,401.01,415.87,450.84,464.63,455.73,449.03,443.03,470.72,439.98,426.12,431.01,423.39,418.23,409.40,410.32,405.73,413.99,405.77,387.62,375.35,360.76,345.06,291.15,291.85,304.10,276.38,248.70,234.14,230.69,232.68,231.36,228.13,226.81,226.51,230.88,235.30,217.86,217.09,234.46,243.19,300.02,313.20,325.41,320.02,356.49,344.12,352.10,356.35,354.15,,,,L7
2008-10-28 22:08:29+00:00,376.23,387.13,423.09,425.56,442.21,453.76,449.60,447.49,434.47,429.84,426.77,417.25,411.40,403.66,395.39,387.99,377.87,358.49,346.41,334.33,328.95,319.89,318.74,320.42,321.90,336.03,341.98,343.84,363.32,389.22,400.10,412.25,438.61,453.41,448.42,449.03,443.03,470.72,439.98,426.12,431.01,423.39,418.23,409.40,410.32,405.73,413.99,405.77,387.62,375.35,360.76,345.06,291.15,291.85,304.10,276.38,248.70,234.14,230.69,232.68,232.49,226.14,225.17,223.81,228.13,228.60,214.40,221.12,239.40,246.83,290.28,301.56,314.14,311.36,362.34,345.17,354.43,360.91,365.93,,,239.25,L7
2009-01-24 22:04:54+00:00,366.34,384.05,418.76,425.11,438.74,446.46,445.65,441.27,438.93,434.58,422.70,407.88,400.13,394.76,382.65,378.59,371.16,353.56,347.50,339.91,338.57,338.26,335.94,331.53,326.65,327.49,332.44,344.02,361.27,380.15,388.86,398.11,414.11,429.35,437.33,437.47,435.62,432.38,441.43,431.15,438.46,430.97,426.51,417.32,418.01,416.31,422.68,414.33,394.87,381.09,366.20,347.91,332.45,332.29,309.45,297.84,271.12,268.14,251.19,240.95,229.86,221.31,220.45,220.06,218.35,211.81,214.36,217.71,232.86,240.49,250.26,263.33,277.04,279.57,305.69,309.69,326.28,342.58,365.48,403.28,,239.25,L5
2009-01-25 22:03:09+00:00,369.11,387.10,424.02,431.57,442.35,452.69,450.35,446.33,447.68,443.22,432.18,412.59,401.26,395.36,382.01,375.04,366.66,351.08,349.31,346.73,350.26,351.12,348.81,339.68,331.84,331.76,333.90,345.23,362.43,380.99,389.19,399.15,414.18,430.62,437.30,437.67,435.60,436.69,444.10,434.17,443.20,436.42,432.66,425.52,424.85,423.36,429.28,420.55,401.57,386.48,371.16,348.97,335.97,333.81,313.02,304.52,280.60,274.95,258.46,248.02,231.38,222.99,223.21,223.00,218.89,213.48,216.91,218.58,232.66,240.73,251.02,264.90,278.12,284.47,311.50,314.12,330.02,346.62,374.86,410.55,,239.25,L7
2009-02-01 22:09:22+00:00,369.11,387.10,424.02,444.61,445.07,448.12,443.61,444.97,449.58,449.31,443.06,412.59,401.26,395.36,382.01,375.04,366.66,351.08,349.31,344.63,352.73,353.96,351.16,342.73,337.71,340.99,342.66,349.97,367.08,386.82,396.84,402.81,413.78,428.71,436.66,442.08,443.19,443.94,446.53,428.52,442.97,442.73,432.66,425.52,424.85,423.36,429.28,420.55,401.57,386.48,371.16,348.97,335.97,333.81,312.76,306.40,290.94,287.93,258.46,248.02,231.38,222.99,232.37,232.54,228.59,225.97,226.65,215.46,233.94,242.80,249.80,262.61,277.58,286.97,314.80,325.35,340.51,349.75,382.32,415.55,,239.25,L7
2009-02-17 22:09:31+00:00,369.11,387.10,424.02,444.61,445.07,448.12,443.61,444.97,449.58,449.31,443.06,412.59,401.26,395.36,382.01,375.04,360.54,344.76,349.31,340.65,350.74,355.64,353.13,345.67,342.28,340.99,342.66,349.97,367.08,386.82,396.84,402.81,413.78,428.71,436.66,442.08,443.19,443.94,446.53,428.52,442.97,442.73,432.66,439.11,424.85,423.36,429.28,431.45,419.43,386.48,371.16,348.97,335.97,333.81,312.76,306.40,290.94,287.93,258.46,248.02,231.38,222.99,232.37,232.54,228.59,225.97,226.65,215.46,233.94,242.80,249.80,262.61,277.58,286.97,314.80,325.35,340.51,349.75,382.32,415.55,,239.25,L7
2009-03-21 22:09:47+00:00,378.24,392.03,422.91,440.87,445.64,448.26,442.81,444.26,446.91,446.15,443.70,412.59,417.17,412.15,401.41,387.84,371.58,344.76,346.12,340.90,349.66,355.74,355.64,351.40,348.05,346.27,347.94,355.46,370.92,389.83,401.60,408.45,416.01,427.68,433.49,437.80,443.19,439.51,445.33,431.29,445.68,444.93,437.23,439.53,424.85,423.36,429.28,431.45,419.43,386.48,384.69,348.97,335.97,333.47,313.89,304.15,292.11,290.05,258.46,248.02,231.38,222.99,232.37,232.40,229.12,228.67,230.66,219.62,233.49,241.29,250.96,264.41,277.77,287.98,312.66,326.58,345.60,356.48,383.92,413.66,444.23,239.25,L7
2009-04-22 22:09:58+00:00,384.98,394.72,425.06,446.85,447.89,449.28,443.98,446.44,452.97,453.66,453.69,421.28,423.01,417.27,404.92,386.77,367.00,340.61,345.96,343.47,358.33,369.49,370.06,363.37,358.65,355.85,354.71,360.80,374.68,394.30,406.56,412.11,414.34,425.26,429.75,435.00,443.24,439.37,444.94,434.55,449.12,448.56,441.73,444.09,429.71,434.75,444.84,444.40,433.70,404.69,392.73,353.61,340.71,333.17,315.42,308.50,302.96,299.91,272.88,259.48,232.14,223.65,236.44,235.91,231.77,232.69,233.21,220.12,233.30,240.91,250.99,265.12,278.05,289.29,312.66,329.71,349.93,359.40,388.75,413.97,433.83,332.11,L7
2009-05-24 22:10:02+00:00,387.56,395.27,427.08,443.71,447.83,451.16,444.59,444.13,447.40,447.61,447.98,423.16,429.54,425.03,414.20,397.11,371.80,345.67,353.37,351.43,365.80,377.25,377.78,369.99,363.74,362.29,359.97,364.17,378.79,395.78,406.41,412.82,414.80,424.78,431.66,435.00,443.24,439.37,444.94,434.55,449.12,448.56,441.73,444.09,429.71,434.75,444.84,444.40,433.70,404.69,392.73,362.58,348.77,338.40,318.34,308.94,299.81,295.12,274.24,264.94,243.66,236.02,246.56,245.38,240.59,242.50,240.40,224.18,233.05,240.82,248.57,262.35,274.22,286.11,310.62,324.76,345.74,359.33,387.57,413.73,431.76,432.02,L7
2010-03-08 22:11:41+00:00,,,,,,472.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.84,413.00,411.70,402.16,432.01,463.61,473.17,466.70,478.60,473.26,469.98,404.02,420.93,436.24,474.57,,,388.02,,,394.05,398.36,381.91,,,,,,,,,,,,,,,,359.12,380.31,417.24,453.36,L7
2010-04-09 22:11:48+00:00,357.87,373.07,400.32,409.06,437.56,471.62,481.41,,,,449.67,411.74,,,,,,,,,,,,,,,,,480.28,480.37,476.24,478.68,482.60,475.84,453.73,412.08,,394.17,394.32,388.57,395.94,408.69,414.78,421.69,432.01,468.50,470.80,468.13,471.97,466.42,459.68,418.80,427.07,443.41,464.12,,,405.72,,,395.50,392.33,387.56,,,252.30,239.37,232.63,,231.65,238.26,251.89,268.62,265.82,273.00,276.63,312.00,337.76,362.48,394.64,428.60,460.27,L7
2010-07-07 22:05:37+00:00,363.19,371.86,393.87,400.69,423.25,452.68,452.29,418.72,425.54,423.48,445.09,429.48,455.64,449.99,434.57,394.00,375.38,366.15,361.30,348.46,348.71,352.57,359.74,354.34,381.36,409.81,420.66,434.46,461.41,472.69,475.66,479.60,484.51,478.39,462.11,432.48,438.09,406.40,392.90,383.40,390.43,401.48,405.82,415.48,422.51,454.36,463.24,464.45,469.28,465.79,458.84,432.05,436.59,442.68,448.61,404.19,406.47,400.90,,,386.13,386.63,381.23,,340.57,283.37,264.35,251.73,251.36,235.55,234.36,241.26,268.62,265.82,273.00,276.63,312.00,337.76,362.48,394.64,428.60,460.27,L7
2010-07-14 22:11:48+00:00,366.29,372.70,390.54,397.13,415.96,442.13,438.65,414.95,418.15,426.33,446.69,440.05,461.35,462.69,434.57,394.00,384.66,368.19,362.21,351.50,353.66,359.98,364.29,358.78,376.68,405.23,428.25,440.74,461.14,472.02,482.40,485.78,490.26,485.11,467.46,445.17,443.19,413.79,399.19,384.40,387.22,401.48,405.82,415.48,422.51,454.36,463.24,464.45,469.28,465.79,458.84,432.05,436.59,442.68,448.61,404.19,406.47,400.90,301.72,277.71,386.13,386.63,381.23,,340.57,296.17,277.33,260.26,252.38,238.10,235.10,240.35,252.81,260.09,270.19,277.34,304.12,334.32,362.48,394.64,428.60,460.27,L7
2010-08-15 22:11:49+00:00,366.29,372.70,386.88,393.23,410.28,433.09,423.79,405.30,408.33,413.33,425.96,422.77,434.39,440.44,408.72,385.72,380.39,371.93,373.83,351.50,380.76,381.28,380.50,372.48,370.16,399.47,425.23,442.31,468.42,472.02,489.80,496.86,490.26,485.11,467.46,457.83,443.19,413.79,399.19,384.40,387.22,396.11,399.91,409.88,415.69,439.32,463.24,464.45,469.28,458.49,451.07,433.48,434.79,435.37,440.94,406.94,401.46,401.98,352.51,332.87,380.14,376.08,369.46,,323.80,301.07,285.49,271.53,273.01,260.60,235.10,260.65,252.81,253.25,248.77,277.34,304.12,327.98,353.38,381.78,421.53,470.24,L7
2010-10-02 22:11:49+00:00,366.29,372.70,386.88,393.23,410.28,423.19,417.10,400.81,400.49,403.73,413.37,408.93,413.35,419.44,391.71,377.02,378.10,370.91,371.30,359.28,384.90,391.26,394.96,393.52,370.16,406.70,423.88,439.48,468.42,466.36,489.80,496.86,490.26,485.11,467.46,457.83,443.19,413.79,399.19,384.40,386.67,390.48,395.98,412.45,407.53,431.22,458.27,463.32,464.62,453.56,444.77,443.30,439.41,435.08,429.72,406.94,401.46,406.64,352.51,332.87,375.51,368.65,365.31,,323.80,301.07,285.49,271.53,273.01,260.60,235.10,260.65,252.81,253.25,248.77,277.34,304.12,327.98,350.51,382.52,423.67,478.69,L7
2010-10-11 22:05:45+00:00,381.84,382.64,386.37,390.78,401.19,407.40,401.02,400.81,400.49,403.73,404.29,408.23,413.35,419.44,391.71,377.02,378.10,370.91,371.30,359.28,384.90,391.26,394.96,393.52,370.16,406.70,423.88,439.48,464.47,461.68,494.31,494.22,489.34,486.48,473.84,465.65,440.83,423.58,406.74,388.86,381.64,382.41,383.18,389.55,399.36,401.79,448.12,457.07,463.91,450.55,442.47,448.15,424.82,421.77,420.84,411.22,402.92,401.87,378.04,367.83,364.79,359.82,351.35,,323.80,317.33,296.20,282.36,274.55,279.69,252.62,269.75,252.67,245.59,235.03,263.66,278.35,309.60,322.01,366.09,391.44,490.18,L7
2010-11-27 22:09:23+00:00,381.84,382.64,386.37,390.78,401.19,407.40,401.02,400.81,400.49,399.19,397.69,401.87,403.17,403.76,376.27,368.64,374.49,366.64,366.97,362.66,390.63,398.69,402.01,400.02,382.77,414.16,427.89,441.03,463.71,467.39,495.16,494.22,491.72,489.26,473.84,457.99,432.64,419.69,405.07,394.98,389.15,391.07,392.41,395.02,401.31,409.03,442.45,453.15,467.18,450.55,450.38,439.34,409.65,421.77,420.84,411.22,402.92,401.87,378.04,367.83,364.79,359.82,351.35,,323.80,317.33,296.20,282.36,274.55,279.69,270.88,280.60,252.67,245.59,240.26,263.66,278.35,309.60,334.50,380.90,391.44,473.56,L5
2010-11-28 22:06:17+00:00,381.84,382.64,386.37,390.78,401.19,407.40,401.02,400.81,398.92,396.46,393.77,397.83,395.66,393.18,362.86,361.36,372.06,363.89,365.15,365.93,394.11,402.24,402.01,403.18,391.08,421.17,431.36,441.56,461.10,467.88,492.36,491.39,493.86,492.14,473.84,457.99,432.64,419.69,405.07,394.98,389.15,391.07,392.41,395.02,401.31,409.03,442.45,453.15,467.18,450.55,450.38,439.34,409.65,421.77,420.84,411.22,402.92,401.87,378.04,367.83,364.79,359.82,351.35,,323.80,317.33,296.20,282.36,274.55,279.69,270.88,280.60,252.67,245.59,240.26,263.66,278.35,309.60,334.50,380.90,391.44,473.56,L7
2010-12-06 22:03:12+00:00,377.71,378.86,388.06,390.89,401.50,406.22,400.06,398.79,398.09,395.00,393.50,396.00,393.27,389.35,362.23,363.10,373.25,366.39,367.84,370.76,394.37,403.54,404.02,404.95,394.80,419.69,430.12,438.86,456.19,462.19,483.88,483.90,486.50,487.07,464.99,453.51,433.14,423.77,405.07,406.31,400.98,399.82,396.99,396.28,400.53,407.93,431.40,439.21,449.21,438.70,438.25,425.86,402.95,413.49,417.90,419.61,412.63,409.01,385.09,375.45,377.30,373.80,360.81,345.36,320.81,313.26,293.91,282.36,274.55,279.69,270.88,280.60,252.67,245.59,240.26,263.66,278.35,309.60,334.50,380.90,391.44,473.56,L5
2010-12-29 22:09:29+00:00,399.96,378.86,388.06,390.89,402.79,413.00,405.27,400.94,398.09,392.25,386.63,388.38,386.49,383.71,358.28,356.20,364.85,358.87,360.30,364.74,389.09,398.05,401.01,404.88,395.87,419.03,427.47,433.39,450.93,460.30,480.85,479.95,485.25,483.93,462.23,448.65,428.89,421.63,403.67,404.75,399.86,399.55,398.95,396.44,398.80,406.64,421.75,425.32,436.92,438.70,438.25,425.86,402.95,413.49,417.90,419.61,412.63,409.01,385.09,375.45,377.30,373.80,360.81,345.36,334.51,325.37,303.99,293.77,287.82,295.57,287.84,280.60,261.56,244.21,235.32,253.01,268.73,302.07,331.02,372.50,387.99,460.56,L5
2011-01-07 22:03:20+00:00,416.57,381.59,391.25,390.96,401.59,412.12,402.79,398.54,395.59,388.51,377.41,376.83,373.10,370.89,345.65,349.22,359.07,353.60,355.59,363.19,390.15,402.28,406.97,412.20,401.10,421.70,428.39,432.48,450.09,457.99,479.23,477.92,482.21,481.24,457.79,445.62,423.03,420.93,410.79,410.53,403.81,400.29,399.20,395.80,399.42,402.45,410.92,412.62,422.02,421.66,429.63,419.90,402.42,418.40,416.92,424.74,414.68,415.18,394.09,387.93,398.18,389.97,364.98,359.36,342.98,338.19,317.03,307.56,305.52,314.97,309.86,293.09,265.27,248.01,238.34,253.88,268.28,296.82,327.20,365.30,379.70,446.89,L5
2011-01-23 22:03:20+00:00,436.97,385.20,393.09,391.19,400.49,410.16,401.49,396.83,398.90,384.96,367.07,361.06,356.62,353.40,347.05,349.81,351.58,347.01,347.81,357.28,387.78,401.82,409.51,416.29,407.10,425.27,427.78,431.07,446.24,454.13,473.77,474.23,481.07,480.92,455.64,441.06,419.07,417.78,411.55,417.00,409.90,404.48,401.58,393.37,401.44,407.13,413.54,415.87,423.77,418.07,424.08,420.71,411.54,426.43,416.92,430.70,414.68,409.95,419.31,422.03,398.18,405.82,377.47,367.96,345.21,345.65,327.55,325.46,326.87,331.52,329.89,318.99,274.69,246.42,234.79,246.67,261.72,285.47,327.63,366.69,379.70,446.68,L5
2011-02-07 22:13:00+00:00,440.99,385.20,393.09,391.19,399.76,408.53,402.48,397.34,400.92,388.12,368.95,359.59,353.83,351.06,344.94,347.87,349.39,345.22,345.55,352.50,380.63,396.15,406.14,414.50,407.87,426.39,429.81,430.86,445.19,453.63,470.53,470.65,478.02,479.02,459.46,441.06,419.07,415.37,409.45,414.34,410.80,404.76,405.10,393.37,403.17,406.99,417.74,415.89,423.77,416.99,420.59,415.80,413.26,429.44,416.92,436.89,424.92,404.98,416.72,424.33,398.18,419.00,389.63,377.56,343.24,343.70,328.60,328.57,328.36,333.18,329.12,322.22,274.69,246.42,238.97,250.63,264.04,284.70,324.00,367.59,379.70,449.03,L7
2011-02-16 22:06:51+00:00,440.99,384.18,402.90,396.97,403.27,412.68,407.62,400.49,403.31,389.92,371.71,359.32,351.88,348.32,342.92,346.58,347.60,341.98,339.61,352.58,373.84,392.68,405.17,416.33,418.48,430.95,430.12,428.92,437.48,452.11,461.96,460.27,474.82,477.63,458.51,433.47,419.96,415.99,412.35,414.59,410.53,406.95,407.33,393.42,403.33,408.82,417.74,415.89,423.77,412.09,419.15,411.40,410.57,432.63,416.59,443.70,434.41,404.93,419.41,431.59,416.18,437.64,403.50,377.56,346.91,345.68,328.40,333.22,331.18,327.16,329.12,322.39,273.96,254.54,250.20,254.96,267.95,281.27,321.17,369.51,370.47,440.80,L7
2011-02-23 22:13:05+00:00,440.99,384.18,402.90,396.97,403.27,412.68,407.62,397.60,401.92,390.36,373.17,361.21,351.88,348.32,342.92,343.45,344.76,340.86,338.12,348.18,366.17,386.48,397.71,410.43,418.48,430.95,432.46,430.65,435.66,448.26,457.69,456.60,470.42,473.09,454.16,433.47,419.96,415.99,412.35,409.62,405.40,406.95,407.33,393.42,403.33,408.82,417.74,415.89,423.77,412.09,419.15,411.40,410.57,432.63,416.59,443.70,434.41,404.93,419.41,431.59,416.18,437.64,403.50,377.56,346.91,345.68,328.40,333.22,331.18,327.16,329.12,322.39,273.96,254.54,250.20,254.96,267.95,281.27,316.78,369.51,370.47,440.80,L7
2011-03-04 22:06:57+00:00,440.99,384.18,402.90,396.97,403.27,413.38,408.43,397.89,401.99,391.58,374.90,362.22,351.36,348.57,343.82,343.53,344.46,341.10,338.43,347.89,364.90,386.05,398.56,411.43,418.41,429.21,431.25,429.53,434.17,446.44,455.73,454.66,468.32,471.35,453.73,433.81,420.65,416.47,413.11,409.10,404.84,404.89,404.91,392.75,402.21,407.35,416.95,415.27,420.17,409.28,415.40,407.48,410.57,426.33,410.05,443.70,434.41,402.46,415.06,426.33,408.91,437.64,403.50,377.56,342.04,340.24,323.90,333.22,331.18,320.49,329.12,322.39,272.61,257.35,253.31,257.17,269.68,282.22,313.83,369.51,370.47,440.80,L7
2011-03-11 22:13:09+00:00,447.91,384.18,402.90,411.02,411.84,413.38,408.43,397.89,402.28,396.08,374.90,367.12,356.20,348.57,341.10,342.56,344.50,341.38,339.87,348.47,363.40,382.61,396.59,409.85,417.63,427.94,433.71,434.23,439.00,449.38,458.23,457.73,472.16,475.79,453.73,433.81,420.65,416.47,415.67,408.70,405.64,404.89,404.91,392.75,404.50,409.51,419.15,415.27,420.17,408.76,415.63,412.00,412.59,425.50,410.05,449.15,445.73,402.46,415.06,426.33,414.86,442.99,417.83,377.56,342.04,351.11,330.92,342.63,331.18,320.49,327.33,321.80,279.65,269.50,253.31,257.17,269.68,282.22,318.53,370.29,370.47,447.95,L7
2011-03-12 22:03:19+00:00,452.94,384.18,402.90,419.58,418.57,413.38,408.43,398.40,402.44,398.93,374.90,370.14,359.34,348.57,339.57,342.06,344.22,341.46,341.23,348.31,362.14,379.20,394.24,408.21,416.03,426.27,433.90,436.86,442.31,451.49,459.86,459.98,473.61,478.05,457.04,438.76,420.65,420.09,417.82,408.49,405.82,404.89,404.91,397.22,406.01,411.11,420.71,419.75,420.17,408.14,416.30,415.51,413.81,425.35,410.05,453.29,451.66,402.46,415.06,427.89,418.57,444.36,426.13,377.56,342.04,358.24,334.79,344.78,329.91,319.64,325.58,320.87,284.20,277.72,253.31,257.17,269.68,282.22,321.42,369.36,370.47,451.55,L5
2011-04-28 22:13:12+00:00,459.86,386.31,407.23,423.97,419.50,414.80,411.00,399.54,404.19,400.61,377.34,372.33,361.89,350.27,339.87,340.71,340.76,338.15,338.67,345.75,358.14,374.30,389.25,403.28,415.68,425.71,434.63,437.43,442.42,452.64,459.90,459.44,471.74,477.03,455.28,438.18,418.44,419.70,417.92,409.09,407.45,407.98,408.09,400.75,408.57,414.00,420.71,419.75,420.17,408.14,416.30,415.51,417.29,427.45,404.40,459.98,463.12,401.12,412.25,426.25,418.57,444.36,426.13,377.56,342.04,358.24,340.64,356.25,340.06,321.30,330.54,323.04,287.41,287.00,256.39,258.48,271.21,282.15,322.67,368.39,367.96,451.55,L7
2011-05-30 22:13:11+00:00,459.86,386.31,407.23,423.97,419.50,414.80,411.00,399.54,405.72,404.01,378.36,371.47,362.21,352.68,343.92,341.23,337.26,336.02,336.09,340.26,347.26,364.32,385.15,399.44,414.33,420.84,432.50,435.93,439.94,448.18,454.53,457.56,466.49,472.73,455.28,439.73,420.17,421.16,420.15,408.66,407.03,406.68,406.37,398.97,408.74,411.91,418.70,415.53,410.11,410.33,411.31,414.84,423.34,426.41,404.40,459.98,463.12,401.12,412.25,426.25,418.57,444.36,426.13,377.56,342.04,358.24,340.64,356.25,340.06,321.30,331.36,322.85,287.41,287.00,256.46,258.48,271.21,282.15,318.58,361.37,367.96,450.65,L7
2011-06-15 22:13:10+00:00,475.62,395.71,411.36,430.50,422.91,418.52,414.57,401.99,407.32,405.36,378.50,372.86,363.24,354.63,345.27,340.30,334.13,332.66,332.77,336.64,343.36,360.10,381.53,396.05,413.20,422.53,434.79,438.00,442.69,450.71,455.49,458.54,468.67,474.63,457.38,441.17,417.18,418.46,420.15,403.89,402.44,401.99,404.88,398.50,410.36,413.11,420.05,416.24,409.32,409.66,412.66,419.04,431.21,431.81,402.06,463.79,470.24,393.80,413.76,431.84,422.64,452.88,435.41,388.29,346.57,365.38,350.19,355.44,339.42,321.21,329.06,321.62,290.08,289.75,264.53,264.65,275.81,286.09,319.23,358.30,358.22,450.65,L7
2011-06-24 22:06:57+00:00,475.62,395.71,411.36,430.50,422.91,418.52,414.57,401.99,407.32,405.36,378.50,372.86,363.24,354.63,345.27,340.30,334.13,332.66,332.77,336.64,343.36,360.10,381.53,396.05,413.20,422.53,434.79,438.00,442.69,450.71,455.49,458.54,468.67,474.63,457.38,441.17,417.18,418.46,420.15,403.89,402.60,399.21,401.00,392.43,410.36,413.11,413.99,409.86,402.43,405.18,408.42,413.84,424.07,425.81,398.23,447.15,470.24,388.99,405.22,431.84,422.64,452.88,435.41,386.80,350.31,367.22,350.80,354.33,339.27,321.21,329.06,321.62,290.08,289.75,264.53,264.65,275.81,286.09,317.16,357.91,358.22,450.65,L7
2011-08-02 22:13:02+00:00,479.56,396.65,412.39,433.57,430.76,419.75,413.67,400.79,404.35,409.87,388.42,384.12,373.24,366.62,349.50,345.66,343.63,344.65,345.90,343.90,343.96,358.70,378.38,391.11,409.78,421.50,434.38,441.20,445.81,451.14,452.98,456.79,465.19,473.16,455.84,449.16,427.37,423.91,422.55,402.03,402.74,394.81,396.99,391.41,413.01,413.85,418.06,412.55,388.50,403.46,407.13,408.67,411.67,414.51,390.50,446.79,470.24,379.99,389.40,424.38,420.17,462.42,460.34,390.69,340.57,364.44,346.09,356.77,336.66,309.63,317.61,317.52,294.15,302.45,284.18,278.79,286.07,293.30,315.81,361.16,338.74,472.53,L7
2011-08-18 22:12:59+00:00,488.78,403.89,411.01,440.81,440.98,424.07,414.61,399.64,401.69,410.27,389.28,391.53,381.91,374.02,350.54,344.68,343.59,345.81,348.86,346.11,346.89,359.83,377.79,389.82,403.84,417.22,434.49,444.80,449.41,452.88,455.07,459.78,468.69,475.17,450.92,451.32,428.41,432.75,426.64,399.91,399.51,389.93,385.08,391.41,412.26,416.45,412.90,403.57,383.45,396.00,402.33,406.31,401.69,402.09,390.07,431.57,461.81,379.92,382.20,418.65,420.17,457.79,471.39,382.86,346.80,377.90,354.20,359.30,336.88,304.90,315.07,313.11,298.62,308.53,294.05,286.03,291.73,298.81,318.14,358.21,338.74,478.43,L7
2011-09-19 22:12:51+00:00,378.01,396.53,402.55,409.36,420.46,423.23,414.74,404.06,403.97,398.48,390.82,387.94,382.12,381.77,371.56,361.76,352.87,353.18,354.18,366.45,357.76,380.95,381.35,386.93,408.57,426.72,423.92,431.59,445.98,456.60,447.20,453.27,460.08,464.45,444.20,437.36,423.87,415.47,401.44,405.60,397.91,390.28,381.19,377.73,417.12,418.67,375.45,377.69,368.44,386.83,397.03,380.40,376.00,374.97,377.15,380.15,399.02,376.70,382.89,408.27,438.49,454.39,468.37,382.86,363.79,369.72,358.70,349.72,345.02,334.10,332.38,308.39,299.77,308.42,327.73,301.65,303.42,309.69,310.75,347.52,338.74,,L7
2011-09-28 22:06:39+00:00,378.95,391.47,404.79,410.94,421.33,424.56,416.86,407.10,405.27,399.57,391.64,386.79,382.24,379.65,370.02,363.66,356.70,355.70,357.27,367.50,361.57,380.10,383.24,388.79,406.84,419.03,416.97,421.98,434.59,444.96,445.02,454.89,461.92,468.03,450.46,440.34,426.56,419.02,408.94,407.18,399.54,388.07,378.87,376.88,417.12,418.67,377.45,376.97,368.26,382.21,389.60,376.30,371.42,372.55,375.16,379.19,390.88,381.78,389.67,412.94,429.55,428.98,428.14,380.06,364.91,363.20,358.06,349.18,345.96,332.38,330.74,314.40,308.74,311.80,330.51,314.97,317.04,317.62,313.49,347.52,336.10,,L7
