dates,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0066,nzd0367-0067,nzd0367-0068,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0072,nzd0367-0073,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081,satname
1999-08-17 22:12:26+00:00,,,,,,,,,,,,,,,,,,262.45000000000005,262.13,268.39,263.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.01999999999998,,252.32,,243.19,,,,,,,,,,,,,L7
1999-08-26 22:06:20+00:00,450.43,455.12571428571425,,462.26,458.5957142857143,462.38,,,,408.0528571428572,407.05,380.23,,372.78,,,,281.42,276.28,277.97,266.79,,274.51571428571424,,273.31333333333333,284.0657142857143,281.02,,,,,283.65086956521736,301.86,293.11571428571426,,234.51571428571427,199.17636363636362,155.4781818181818,142.2123076923077,103.95076923076923,89.12210526315789,,,,,,,,,,,,,,,,,,104.08,129.75571428571428,161.89999999999998,131.26,151.39636363636365,158.33,180.93,211.48000000000002,,220.94,225.57571428571427,219.94,230.89230769230767,248.44636363636363,267.36,266.42857142857144,290.875,333.47,357.0,387.82,416.59,432.72,,527.73,L7
1999-09-18 22:12:27+00:00,425.8233333333333,432.57,427.73,433.38,435.33,430.63,391.96,391.5233333333333,385.1333333333333,396.52,384.01,401.44,,407.6,399.31,404.12,351.67,,251.29000000000002,,241.79000000000002,236.58,238.75,238.08333333333334,245.02555555555557,265.99,262.0,251.59333333333333,249.35999999999999,256.9,263.68,290.3304347826087,309.08,309.78,289.33333333333337,253.07,201.7881818181818,176.92909090909092,138.6346153846154,121.64820512820512,111.18526315789474,104.95176470588235,83.57555555555555,98.3423076923077,92.91176470588235,62.593333333333334,,,,80.59,105.20666666666668,91.94,68.72,71.32793103448276,72.58,62.120000000000005,82.78,76.38,94.34,122.4,134.91,155.79000000000002,167.74818181818182,184.42666666666665,183.43,195.98999999999998,196.11,229.99333333333334,234.6,249.15666666666667,255.8846153846154,266.4681818181818,260.92,288.3366666666667,310.53,318.0933333333333,334.8433333333333,350.24,397.24,428.41,462.79,494.15,L7
1999-10-13 22:06:24+00:00,433.56333333333333,439.44,441.16999999999996,442.77,438.28,436.88,407.12,388.4633333333333,366.1333333333333,378.99,370.36,365.14000000000004,365.6066666666667,374.96,385.87,392.06,362.48,332.43,302.35,289.84,277.27,259.5,237.57,240.96333333333334,247.6888888888889,257.32,259.42,259.2033333333333,266.92999999999995,278.04,277.19,280.9426086956522,276.15,279.11,284.74333333333334,280.16,,,161.38615384615383,114.16205128205128,90.02631578947368,78.26294117647059,83.47888888888889,74.24307692307691,71.2129411764706,73.00333333333334,71.52444444444444,,,61.17,69.27666666666667,75.92,91.17,100.12448275862069,89.33,69.62,91.2,101.35,112.96,128.69,152.54,164.19,195.56454545454548,181.51666666666665,193.17,217.64000000000001,212.15,210.99333333333334,235.5,236.82666666666665,239.37615384615384,249.28454545454548,267.88,298.5766666666667,324.51,359.8333333333333,358.43333333333334,367.48999999999995,393.04999999999995,428.55,459.42,504.34999999999997,L7
1999-11-21 22:12:24+00:00,424.50666666666666,430.40714285714284,448.87,438.54,436.6871428571428,428.16,440.91,397.25666666666666,384.0366666666667,340.96857142857147,344.37,327.62,338.9433333333333,355.88,342.83714285714285,312.42857142857144,332.52714285714285,294.13,277.5,257.45,252.51999999999998,261.35714285714283,264.3671428571428,268.50666666666666,242.81777777777776,244.85714285714286,247.15,274.2766666666667,295.86,283.93,280.2371428571428,242.06478260869565,258.09000000000003,256.72714285714284,,,187.64,151.57,137.49,84.42333333333333,,,,,,,,,,,,,,,,,,,,114.97714285714287,140.48,,,145.54333333333332,159.70999999999998,189.64,207.2,195.99666666666667,202.83714285714285,,211.0,224.18,252.57,,,331.3866666666667,361.5766666666667,391.88,420.09,420.61,487.67,506.07,L7
1999-12-07 22:12:29+00:00,411.9833333333333,418.5071428571428,438.02,418.6,427.1271428571428,413.88,427.44,383.2833333333333,372.6433333333333,336.30857142857144,336.72,310.45,325.9266666666667,336.8,348.47714285714284,320.79857142857145,327.2571428571428,296.28,282.47999999999996,253.58,242.1,248.28714285714287,247.95714285714286,260.9633333333333,238.14555555555555,243.66714285714286,236.8,256.55333333333334,278.61,278.46,275.50714285714287,248.93,249.3,245.89714285714285,,,177.64909090909092,150.99454545454546,132.7323076923077,95.5174358974359,,,,,,,,,,,,,,,,,,,,,128.18,,,120.24666666666667,154.51,177.59,200.76,186.0333333333333,203.18714285714287,,193.2423076923077,220.1390909090909,230.67,,,310.8433333333333,342.7133333333333,385.24,406.58,423.77,467.65,483.22,L7
2000-02-09 22:12:19+00:00,,,455.06,437.33,425.0857142857143,434.19,431.57,428.18666666666667,396.5366666666667,358.0728571428572,348.27,341.14000000000004,342.18333333333334,339.79,331.2257142857143,338.91285714285715,331.98571428571427,,,,,,,320.8566666666667,,,,,301.90999999999997,281.72,289.2657142857143,,315.62,312.2757142857143,306.20666666666665,260.74571428571426,,,,,,,133.77444444444447,130.79461538461538,133.46,131.76666666666668,85.73222222222223,115.81222222222223,115.64666666666668,109.02,116.96190476190476,112.19,113.32,121.84517241379311,102.44,106.34,120.62285714285714,136.6457142857143,,,176.22,178.27,202.67818181818183,212.23333333333335,210.25,223.82,226.99,237.82666666666665,240.43571428571428,275.3633333333333,,,,,345.86,329.43666666666667,345.7266666666667,369.15999999999997,405.17999999999995,443.38,477.29,527.1,L7
2000-03-12 22:12:09+00:00,,,465.12,462.77,445.66,441.11,411.73,429.9,418.88,392.01,333.81,336.72,321.62,325.53,335.64,358.62,339.98,,,,,,,330.01,,,,,292.01,299.64,288.16,,291.32,303.14,323.25,,,,,,,,142.37666666666667,135.74307692307693,125.82705882352941,112.37,107.70333333333333,102.38333333333333,100.02,93.04,106.92,86.03,103.6,148.91862068965517,,126.52000000000001,137.06,127.83000000000001,,,180.49,201.17,169.6590909090909,188.26,199.32,205.99,212.49,238.49,254.87,279.11,,,,,359.495,337.6,393.18,391.96,410.17,445.22,445.11,496.47,L7
2000-03-21 22:06:01+00:00,434.11,435.3442857142857,449.95,433.16,432.19428571428574,427.02,439.02,411.04,400.77,360.14714285714285,333.94,298.18,303.14,315.56,326.95428571428573,319.57714285714286,332.38428571428574,319.2,318.67,324.16,320.28,322.81428571428575,,294.11,270.84000000000003,283.39428571428573,273.78999999999996,286.81,288.34000000000003,276.83000000000004,277.07428571428574,264.80608695652177,278.79,278.5942857142857,248.68,248.4442857142857,220.82363636363638,187.9918181818182,,132.7153846153846,114.11368421052632,94.58823529411765,,,,,,,,,,,,,,88.35,,96.7842857142857,110.12,133.43428571428572,158.22,,157.91363636363639,169.65,189.62,219.11,227.9,219.15,216.09428571428572,219.63,228.30615384615385,245.38363636363638,258.68,265.87142857142857,288.56,335.61,371.22,393.75,423.33,434.27,501.14,518.95,L7
2000-05-24 22:05:22+00:00,476.3966666666667,483.64714285714285,464.78,457.23,448.70714285714286,439.23,391.65,396.56666666666666,381.6366666666667,386.6985714285714,358.25,357.34000000000003,337.6733333333333,317.95,300.57714285714286,308.25857142857143,300.8671428571428,293.69,282.28,308.18,324.13,342.1871428571428,,375.2866666666667,,,,299.1766666666667,277.89,296.07,286.09714285714284,299.44391304347823,286.19,276.03714285714284,268.2266666666667,235.62714285714287,233.2581818181818,,,,,,156.22111111111113,123.31615384615384,105.68764705882353,86.48666666666666,77.17555555555556,86.40555555555555,71.05666666666667,61.68,72.54904761904763,53.510000000000005,85.52,117.83931034482758,,,128.53857142857143,123.16714285714286,154.07,171.46714285714287,165.78,223.32999999999998,,,220.46,,,,,,,,,,,,,,398.09,456.9,470.43,496.42,L7
