dates,satname,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0066,nzd0367-0067,nzd0367-0068,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0072,nzd0367-0073,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081
2006-10-08 22:07:29+00:00,L5,380.35,390.73,394.38,394.34,404.43,409.42,400.91,388.69,368.29,351.93,335.42,324.24,327.23,318.62,301.15,290.30,282.32,286.73,293.75,297.83,310.03,310.25,328.75,364.41,363.18,373.35,413.10,428.27,432.88,421.54,409.59,404.98,398.25,393.21,368.02,339.77,318.48,303.30,276.69,245.16,218.50,195.31,191.13,155.20,148.94,143.60,137.06,125.82,121.01,113.47,105.82,103.00,106.73,107.14,115.55,141.63,161.01,163.70,181.67,194.97,204.44,207.29,207.41,214.33,225.66,224.02,225.92,217.28,219.26,216.07,221.04,220.34,219.77,222.08,228.68,236.67,246.98,255.83,270.34,264.23,446.49,470.47
2006-10-16 22:02:55+00:00,L7,409.78,419.00,422.06,428.60,432.92,438.91,433.50,429.12,418.83,406.77,386.58,372.87,362.52,350.53,331.24,320.44,311.02,305.88,310.32,311.81,327.18,344.65,347.65,370.38,374.50,385.81,405.94,423.67,431.66,435.20,445.48,443.83,451.26,455.61,444.29,434.80,418.09,396.76,372.53,351.20,316.31,302.82,281.48,253.95,240.76,230.68,208.17,193.48,169.96,151.56,143.96,139.98,143.41,153.04,162.39,174.22,195.06,213.87,228.23,241.27,252.11,255.50,253.26,256.43,264.74,266.03,267.57,271.11,273.34,269.94,266.38,267.69,264.79,264.01,266.69,264.59,271.48,282.63,322.60,320.73,319.45,278.12
2006-10-24 22:07:38+00:00,L5,392.35,401.39,408.04,414.06,423.45,424.30,415.08,408.04,399.60,384.58,368.16,356.01,348.82,332.11,321.80,305.93,298.51,291.13,292.18,299.25,308.35,314.74,324.35,350.62,365.42,377.25,395.58,407.07,417.03,422.13,412.72,425.47,432.41,425.87,404.95,393.38,372.16,353.90,334.40,301.53,277.72,252.01,229.68,214.84,194.46,183.74,176.05,160.05,145.34,126.79,118.39,117.21,129.56,139.13,146.20,156.22,164.01,188.19,206.59,219.32,227.77,231.46,232.38,236.17,244.51,245.68,244.28,243.01,246.97,241.69,240.73,236.15,240.45,243.22,250.43,250.75,257.70,263.68,272.51,272.05,250.84,209.84
2006-11-01 22:03:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,360.25,371.95,373.88,387.01,398.36,413.24,420.80,428.04,415.44,430.62,445.08,453.07,448.68,441.16,426.57,418.31,407.33,385.50,360.60,325.69,304.40,271.60,258.62,245.65,224.66,213.03,188.95,164.79,149.86,143.21,145.47,159.06,167.79,173.95,185.28,201.46,227.79,238.73,253.04,,,,,,,,,,,,,,,,,,,,,
2006-11-08 22:09:26+00:00,L7,,,,,433.72,435.07,427.29,418.49,413.94,407.35,389.67,375.38,360.01,340.12,333.29,323.75,308.38,301.02,292.77,298.68,305.17,316.23,335.10,353.14,366.95,379.01,389.88,407.58,416.53,426.89,417.56,419.91,434.18,440.07,434.80,426.32,425.26,407.81,395.67,372.40,345.83,311.39,278.78,267.72,244.38,235.58,213.17,187.91,167.60,146.31,139.96,128.48,136.14,148.27,153.66,162.46,166.95,185.27,208.08,227.59,241.96,255.15,252.22,254.30,253.21,257.48,261.33,271.87,268.81,262.77,256.11,254.29,250.31,250.82,249.12,254.38,265.07,268.43,275.32,279.06,277.55,256.56
2007-01-11 22:09:48+00:00,L7,187.18,,,,,,,,,,,,,,,,,362.70,,366.62,,373.60,370.32,389.90,354.10,355.52,374.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.55,142.26,149.45,
2007-02-04 22:14:33+00:00,L5,428.79,437.57,440.66,432.44,430.58,422.84,415.73,395.81,390.07,388.69,394.03,388.37,374.36,382.57,390.21,390.03,378.91,357.16,323.87,314.44,310.70,323.12,335.03,346.99,348.06,349.26,345.06,378.10,408.97,427.21,436.62,459.19,473.59,469.57,464.85,470.99,468.94,453.53,434.09,418.04,391.44,404.67,405.48,381.55,260.28,243.98,233.32,226.66,205.10,173.32,155.90,146.27,152.39,154.14,155.08,159.09,171.83,191.59,212.13,232.94,251.57,251.15,260.00,278.48,298.86,303.08,303.04,305.15,301.24,283.49,275.40,275.87,272.02,285.70,285.60,279.34,267.09,269.27,274.16,283.81,267.25,246.28
2007-02-05 22:03:47+00:00,L7,445.69,464.37,464.03,454.91,453.06,444.97,432.53,414.00,400.97,403.64,400.97,395.72,390.12,399.33,412.66,406.88,406.68,387.37,351.33,325.94,324.60,339.12,350.16,356.69,364.95,365.66,356.95,379.82,413.77,433.89,452.31,477.86,491.29,493.28,485.22,493.46,504.96,512.39,,450.88,455.17,464.57,463.18,438.63,421.07,388.04,279.68,279.71,251.61,226.62,200.38,171.90,167.80,164.23,161.07,176.19,176.19,196.45,219.48,236.30,264.08,273.85,273.99,293.72,321.15,326.35,335.47,333.14,339.95,331.97,308.34,296.74,294.76,311.41,315.05,312.27,291.24,281.79,297.97,343.32,351.38,394.08
2007-02-13 22:08:23+00:00,L5,428.63,437.82,443.55,438.24,437.13,435.97,424.80,412.71,398.15,394.07,399.17,397.25,386.22,387.15,414.02,419.68,392.54,362.63,336.36,319.42,318.67,327.86,340.72,352.85,360.77,360.16,360.29,380.54,411.63,435.37,450.01,462.13,470.77,464.89,463.52,466.54,466.78,455.94,437.63,411.25,397.99,335.60,295.86,265.19,262.43,258.10,234.12,236.77,200.74,184.48,163.01,149.67,156.43,155.72,160.88,167.10,179.56,194.22,216.41,234.31,252.65,258.00,263.60,281.04,297.69,307.07,304.24,308.80,307.75,286.76,277.52,278.71,276.99,292.07,287.50,281.59,275.45,273.44,287.52,290.72,281.37,256.60
2007-02-28 22:10:04+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-25 22:03:56+00:00,L7,504.67,510.32,509.46,508.88,489.17,472.47,454.03,432.37,427.54,421.01,406.12,400.81,397.93,388.35,395.44,403.84,405.90,407.20,401.69,410.77,401.86,,,,,,401.42,416.54,418.85,428.30,442.49,466.59,506.25,522.82,548.01,566.17,574.40,589.77,561.27,565.51,576.39,594.86,589.82,581.81,554.81,423.05,397.06,368.27,356.71,337.64,313.10,237.00,239.19,,255.79,244.48,217.77,231.47,248.61,265.72,287.46,300.04,303.35,326.69,359.30,369.13,371.01,382.23,383.95,387.74,389.24,382.56,357.05,354.45,361.50,364.94,392.09,421.51,435.62,426.50,453.64,443.71
2007-04-01 22:10:07+00:00,L7,410.71,416.32,420.74,419.62,413.94,414.37,399.77,387.91,376.46,374.14,354.43,352.98,346.00,348.02,347.82,351.56,,,,,,,,,,,,,380.17,394.23,407.02,413.84,430.21,447.14,448.57,430.91,424.62,407.75,381.40,353.42,315.57,266.97,237.02,216.94,199.16,187.97,181.31,175.20,157.88,149.92,139.77,127.66,130.95,131.25,139.78,143.76,155.22,160.86,180.91,,,,,,,,,,,,,,,,,259.57,265.03,265.06,266.84,278.21,282.10,264.54
2007-04-17 22:10:05+00:00,L7,186.09,59.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-12 22:03:47+00:00,L7,447.76,459.56,455.42,455.42,445.56,438.91,423.37,411.87,400.91,396.92,392.44,385.11,373.43,360.75,345.44,341.96,347.34,364.70,376.51,377.95,380.73,369.82,365.46,361.27,361.97,357.65,364.57,380.98,405.03,417.13,434.09,451.24,465.56,475.29,482.86,482.65,478.71,477.75,471.89,476.73,462.61,444.39,422.54,389.29,349.27,307.61,287.54,261.51,249.58,226.22,198.92,180.90,175.84,173.41,180.91,178.86,191.51,193.89,212.59,225.13,234.29,251.65,268.15,281.68,280.22,291.72,300.37,316.37,320.56,324.50,317.82,316.01,306.99,310.15,305.34,305.98,308.54,307.04,309.93,312.07,301.08,307.30
2007-05-28 22:03:40+00:00,L7,219.96,122.95,,,,,,397.45,398.54,380.03,370.80,371.04,366.91,354.00,339.31,323.24,318.23,325.71,327.20,340.58,348.30,348.12,352.85,350.56,350.34,349.71,357.53,370.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.46,106.65,145.40,167.32,176.06,,
2007-07-06 22:09:49+00:00,L7,205.29,115.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.19,,,,
2007-09-08 22:09:26+00:00,L7,409.67,415.53,419.98,413.71,415.38,413.14,406.52,403.74,375.15,356.75,345.64,348.88,337.47,320.49,305.49,300.71,301.21,298.88,301.46,305.92,314.58,314.78,320.46,321.54,321.97,323.54,337.00,348.51,360.75,377.78,390.98,413.93,430.33,432.97,428.87,428.75,434.09,,,,,,,,,,,,,,,,,,152.16,146.93,147.79,153.55,151.99,163.49,175.11,184.84,192.32,200.66,206.74,216.22,217.49,225.86,234.51,248.84,255.83,260.01,270.31,276.32,282.63,282.96,292.20,290.74,280.31,250.65,,
2007-09-09 22:06:33+00:00,L5,400.53,411.12,410.77,412.13,417.12,417.03,409.66,394.93,377.38,355.19,349.76,345.24,332.75,319.82,303.25,296.72,294.42,292.77,293.19,302.38,301.48,307.62,306.92,315.52,314.17,321.06,330.73,342.84,354.35,371.13,391.10,416.09,430.43,425.76,421.50,423.11,425.77,425.68,423.04,428.21,429.91,427.79,423.78,393.24,353.95,302.69,279.56,260.29,238.17,202.55,163.61,147.44,140.37,146.95,145.85,145.46,143.25,147.55,148.94,164.74,176.72,185.30,193.23,196.51,204.58,207.16,214.69,221.01,234.59,242.23,255.83,254.23,263.58,264.73,270.90,274.65,283.79,280.10,273.01,213.38,,
2007-09-17 22:03:12+00:00,L7,190.16,83.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.11,512.96,512.78,516.92,484.88,485.91,495.12,531.01,539.66,526.39,548.60,547.73,541.15,481.35,420.50,325.36,315.36,310.87,,,,,,,,,,,,,,,,,,,359.69,371.77,374.32,390.15,415.82,454.10,453.39,490.50,546.89
2007-09-24 22:09:21+00:00,L7,390.82,398.77,410.65,404.42,407.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.67,414.80,415.75,412.18,422.07,417.12,410.89,391.35,376.97,344.00,293.04,269.64,248.24,220.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.57,,,,,
2007-10-02 22:12:30+00:00,L5,491.83,494.70,492.68,488.89,481.11,481.30,468.33,463.69,448.55,401.04,368.04,362.83,376.93,381.22,374.69,342.90,318.55,325.50,323.80,321.88,319.54,322.36,344.28,352.61,357.34,357.38,359.14,369.10,389.90,401.73,418.78,435.22,439.00,447.42,446.55,446.80,452.24,459.76,466.09,466.65,465.74,463.78,467.73,455.06,462.97,469.37,457.99,468.63,469.61,458.55,440.03,421.71,408.56,289.89,268.32,252.60,203.79,175.57,188.10,189.35,197.48,199.21,211.19,215.74,225.19,244.99,256.98,269.73,278.16,295.53,283.21,289.83,295.57,316.48,338.14,359.44,354.30,343.27,344.75,426.84,486.18,499.68
2007-10-10 22:09:19+00:00,L7,388.26,399.41,402.17,405.54,403.59,402.95,387.58,369.37,358.39,331.30,318.12,310.97,314.05,309.00,307.00,281.16,277.21,268.78,268.23,267.26,273.15,277.03,271.75,279.33,284.47,302.70,304.08,308.31,323.12,346.74,376.27,390.68,395.56,396.82,393.47,401.80,398.36,398.38,,,392.94,388.59,374.11,342.70,302.75,224.89,228.57,228.86,190.35,167.20,135.50,124.70,123.67,118.22,119.39,121.42,116.25,113.61,112.99,127.41,135.15,145.68,149.92,156.90,164.37,,,,,,,,,,,,,,,,,
2007-10-26 22:09:31+00:00,L7,402.70,416.68,422.65,418.63,413.92,413.35,401.74,391.68,371.58,353.64,,,,,,,,,,,,,,,,,,,,,390.98,405.00,416.84,418.93,410.11,416.77,415.67,408.72,405.90,398.98,399.57,396.70,391.44,375.30,351.09,282.51,262.53,231.54,205.22,180.25,151.64,139.68,136.93,132.79,128.76,136.96,,139.44,,,,,,,,195.28,,202.21,210.56,225.23,229.51,239.38,241.81,249.86,248.52,253.75,266.65,264.02,249.83,,,
2007-11-27 22:09:48+00:00,L7,430.47,436.43,452.00,459.85,475.42,478.05,466.78,444.28,426.22,418.73,394.38,377.13,,,,,,,,,,,,,,,,,,,,420.54,445.58,462.83,453.43,447.68,439.19,439.03,446.18,446.70,433.45,429.81,434.28,437.25,444.59,442.82,436.98,425.60,402.63,361.89,334.32,309.83,317.19,335.29,334.20,353.71,296.46,193.05,189.28,193.37,,,,218.87,243.03,251.71,241.76,243.62,254.33,264.99,278.56,287.64,301.31,313.30,327.46,334.55,341.62,340.07,345.07,347.68,384.71,405.30
2007-12-06 22:03:40+00:00,L7,412.22,428.10,434.28,444.82,457.35,465.96,448.68,421.89,400.50,385.53,366.80,350.83,331.35,323.56,312.55,317.78,314.78,311.38,305.70,283.04,269.93,274.82,284.37,312.45,331.84,342.81,349.95,348.12,359.36,375.42,389.91,406.13,430.19,437.58,430.21,426.27,421.84,417.17,424.78,420.21,416.02,413.20,410.85,406.06,406.63,393.69,374.03,349.24,311.42,270.66,229.01,202.84,172.73,164.04,178.63,174.20,165.85,158.64,159.45,161.72,169.97,185.51,197.20,206.75,217.40,224.74,218.26,224.06,229.00,236.83,253.55,261.51,273.99,285.41,292.35,294.62,307.40,304.53,301.88,260.76,225.33,
2007-12-22 22:03:44+00:00,L7,406.33,425.67,426.37,443.58,444.83,457.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.26,415.10,409.37,405.15,404.10,399.07,394.61,395.05,381.99,378.53,358.06,327.81,301.61,268.73,227.24,193.78,162.29,,,,,,,,,,,,,,,,,,230.19,238.95,252.74,254.47,270.73,269.18,275.63,283.35,282.41,261.25,228.97,,
2008-01-14 22:09:56+00:00,L7,498.81,449.56,455.46,474.34,478.99,499.43,492.19,479.21,474.76,480.25,485.78,476.98,447.85,437.38,430.05,435.39,435.60,427.22,415.76,415.68,401.61,,,,,399.56,429.22,431.44,461.63,510.94,520.77,532.89,539.51,536.95,,,536.20,558.35,553.34,517.08,523.13,535.71,533.29,506.45,529.11,548.63,584.03,580.55,554.83,467.99,443.41,425.29,,352.55,391.12,391.95,399.82,435.15,398.47,,,211.30,224.57,230.41,265.68,275.95,288.63,300.71,318.34,336.93,357.47,353.93,350.82,398.94,409.75,416.78,417.75,468.40,484.04,488.92,528.78,541.48
2008-01-23 22:03:45+00:00,L7,379.48,394.03,417.87,426.88,428.65,442.32,442.65,429.99,411.98,406.73,389.33,369.54,343.25,326.52,316.66,309.01,305.78,301.27,293.92,296.09,289.98,287.12,284.81,296.30,306.57,317.44,329.52,343.97,358.34,377.28,394.59,414.51,428.93,429.39,429.35,422.10,418.96,425.98,423.66,414.69,407.34,396.77,399.92,390.41,393.17,388.64,380.26,355.82,322.75,276.69,233.92,201.01,176.19,165.19,182.03,179.62,170.92,163.05,162.79,154.82,163.52,159.86,173.15,184.47,198.04,212.85,221.55,228.73,234.10,238.53,247.11,257.25,265.34,276.54,278.97,285.02,291.49,292.25,282.33,256.57,220.14,
2008-01-30 22:09:55+00:00,L7,435.38,431.95,425.93,449.34,464.93,469.57,464.17,456.74,451.96,444.23,444.62,441.11,423.30,396.99,385.30,371.29,352.78,364.46,367.57,356.56,346.43,333.97,330.36,329.82,338.79,349.29,374.60,391.75,390.80,410.28,428.20,451.65,467.91,477.76,472.68,463.52,461.44,483.85,489.71,492.71,481.27,448.70,458.25,447.31,487.72,,,,,,399.07,350.18,336.56,324.15,340.27,344.59,345.02,352.38,345.65,206.77,194.94,192.17,206.53,217.71,236.36,253.17,254.65,271.94,293.87,305.03,329.60,345.59,348.66,355.11,369.22,381.20,388.27,395.01,440.08,460.80,464.70,497.38
2008-03-11 22:03:32+00:00,L7,202.03,99.21,,,,,,,,,,,,,,372.91,362.35,,376.92,374.91,392.93,,,,381.56,376.79,362.89,356.79,377.64,,,,,,,,,,,,,,507.06,519.96,520.97,482.28,478.55,502.21,475.81,465.15,443.48,425.65,402.80,,,,,,,,,,,,,,,,,,,,,,,,451.07,476.39,475.32,526.77,515.69,532.90
2008-03-18 22:09:43+00:00,L7,,,,,,,,,,,,,,,,,,,,609.02,,,,,,,,,,,,,,,,,,,,,,,398.35,386.04,376.41,351.98,348.05,322.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-19 22:09:42+00:00,L7,340.49,347.91,347.46,353.01,378.22,399.87,394.83,391.33,376.57,,,,,,,,,,,,,,,,,,,,,,,,,419.25,417.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.57,273.84,282.94,282.64,285.48,288.36,283.71,252.63,,,
2008-05-05 22:09:38+00:00,L7,361.06,353.17,362.92,378.47,392.09,407.67,405.41,403.77,390.61,387.91,394.15,383.62,367.49,354.87,344.24,334.76,314.24,298.73,288.98,289.28,291.85,302.72,306.19,310.34,307.85,313.75,316.56,328.80,345.46,355.48,376.93,401.27,429.60,433.81,,,,,,,,,,,,,,,,,,,,,,,,162.03,176.06,173.46,166.79,168.46,170.73,171.38,179.05,195.24,213.91,228.19,241.18,258.10,272.72,285.96,296.17,310.82,307.40,296.93,293.95,283.03,265.16,,,
2008-06-15 22:03:08+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.23,468.00,472.37,,,,,,,,,,,,,,,222.17,217.34,,,,,,,,,,,,,,,,,274.96,286.37,299.25,305.14,318.84,334.66,348.76,355.48,344.82,322.41,,
2008-07-08 22:09:04+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-17 22:02:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.84,299.52,311.79,339.77,346.86,366.41,370.85
2008-10-05 22:02:06+00:00,L7,186.62,58.11,,,,,,,,,,,,,,425.48,419.46,386.53,385.66,369.27,351.67,334.41,331.42,332.02,333.96,338.21,353.43,364.42,377.14,387.70,396.64,405.68,,,,,,,,,275.09,184.36,170.40,155.71,136.72,141.07,161.32,484.87,474.58,461.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.96
2008-10-12 22:08:13+00:00,L7,336.00,359.53,372.45,380.30,399.99,407.52,401.46,398.86,385.99,379.43,367.06,358.53,362.98,360.11,354.20,340.12,332.26,305.25,292.90,282.74,281.29,277.35,276.12,281.78,281.35,292.09,294.25,305.42,331.60,355.25,369.46,380.66,392.94,403.15,411.75,412.36,406.36,403.41,395.98,389.45,394.34,391.96,386.80,372.73,373.65,369.06,369.99,361.77,343.62,331.35,316.76,301.06,294.47,287.55,267.43,239.71,217.27,213.91,192.97,181.10,185.13,177.00,172.10,170.84,171.91,164.55,173.86,173.09,190.46,199.19,206.77,216.89,232.36,238.77,248.32,270.07,284.29,302.14,322.78,338.35,354.71,358.57
2008-10-28 22:08:29+00:00,L7,186.21,60.60,,,,,,,,,,,,,,338.59,332.52,330.43,305.09,283.02,277.97,279.12,279.88,278.66,281.60,287.07,290.65,304.35,323.89,345.42,360.52,364.52,377.30,387.92,,,,,,,275.98,281.11,179.39,162.69,149.22,190.32,,,,,,,,,,,,,,,183.15,170.56,170.27,166.80,171.03,163.60,159.34,173.54,192.73,198.88,209.49,219.84,231.56,,78.42,99.91,118.30,128.47,107.79,133.81,170.19,187.65
2009-01-24 22:04:54+00:00,L5,353.68,360.79,379.08,398.25,405.81,413.73,418.17,412.01,420.19,418.05,406.67,385.56,365.61,357.74,339.43,317.83,308.06,299.69,314.01,332.29,351.00,351.37,345.53,322.85,298.90,300.23,299.08,309.55,320.11,339.90,349.68,362.41,373.81,382.31,391.23,390.91,393.21,389.69,400.88,401.19,410.92,408.55,404.80,390.25,390.70,391.90,389.37,380.89,360.12,344.82,329.63,308.76,298.77,291.03,279.80,284.30,263.55,250.71,237.75,214.81,183.71,178.77,181.39,184.95,174.51,169.68,172.29,168.89,177.79,185.80,196.92,215.66,229.59,234.38,253.19,263.31,282.27,297.02,322.17,361.28,366.68,370.22
2009-01-25 22:03:09+00:00,L7,353.44,369.66,392.13,409.15,414.26,429.83,424.41,421.13,429.86,425.17,415.81,386.67,368.18,361.23,345.39,325.52,313.35,305.81,321.21,338.66,361.70,360.17,357.92,329.87,310.21,313.51,304.44,314.76,331.76,349.00,360.19,373.06,384.07,399.12,401.91,402.74,400.24,409.98,407.04,404.88,417.33,417.02,414.65,406.58,403.19,402.11,400.08,390.58,372.58,354.88,338.69,308.69,307.66,294.44,284.83,282.56,269.27,253.22,237.67,219.75,193.55,185.63,189.09,189.39,178.12,176.10,182.15,178.80,189.64,199.05,210.92,227.22,238.98,251.86,264.31,280.57,295.09,312.31,351.24,375.42,372.71,383.51
2009-02-01 22:09:22+00:00,L7,503.14,507.56,520.96,513.41,482.88,464.08,453.05,470.54,484.94,497.24,505.39,517.38,550.41,560.14,562.68,539.62,,,,363.79,394.78,403.75,398.50,393.59,402.63,416.81,416.10,403.33,419.97,445.68,460.53,446.54,437.65,450.70,464.41,484.97,495.61,495.35,489.44,441.23,471.96,487.09,,,,,,,,,,,,,341.67,341.69,347.40,356.56,387.11,380.30,385.86,,304.61,306.33,302.96,311.54,301.23,238.59,274.68,286.67,280.52,289.03,311.03,330.08,365.90,394.64,407.61,394.71,440.28,461.16,167.67,177.18
2009-02-17 22:09:31+00:00,L7,186.40,64.50,,,,,,,,,,,,,,,347.89,331.18,334.25,334.77,356.76,387.29,386.55,384.95,391.31,,,,,,,,,,,,,,,,,,,497.87,519.64,546.65,539.92,485.76,494.61,504.61,503.27,473.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-21 22:09:47+00:00,L7,400.83,401.49,409.97,417.92,439.94,440.83,431.62,433.41,428.22,425.51,438.22,459.38,456.91,454.52,451.61,443.83,429.83,,322.20,334.64,334.10,346.85,363.59,381.89,378.86,369.96,371.60,380.37,386.00,399.84,423.29,435.44,420.27,414.57,412.81,412.71,409.22,413.80,430.91,434.37,448.53,446.88,444.07,433.21,479.26,,,,,,415.68,410.26,,322.84,310.39,287.15,289.92,290.50,311.10,328.39,339.61,328.00,,222.09,222.22,232.53,241.06,230.80,221.64,224.16,247.12,263.84,269.10,282.43,294.23,321.92,356.34,373.84,380.75,398.37,434.63,463.04
2009-04-22 22:09:58+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.61,405.44,411.21,409.81,404.52,395.23,387.91,402.92,416.26,413.18,400.30,385.56,348.51,314.59,308.36,285.96,274.75,261.16,,,,,,,,,,,,,,,,,,,,,,316.32,346.50,370.81,379.03,380.56
2009-05-24 22:10:02+00:00,L7,364.09,362.24,370.73,379.17,395.58,406.67,395.06,382.90,373.12,371.44,373.17,374.93,397.12,396.30,390.02,370.91,347.54,341.67,325.71,321.74,,,,,,,,,335.46,343.81,352.05,360.36,371.90,376.54,387.29,,,,,,,,,,,,,,,,,327.08,320.96,296.93,280.94,259.12,242.60,223.95,224.98,213.47,206.93,196.86,199.94,203.35,204.36,201.85,184.49,183.04,180.72,187.63,186.55,195.21,201.61,211.00,224.46,242.55,266.60,296.60,319.29,350.12,365.22,376.68
2010-03-08 22:11:41+00:00,L7,,,,,,488.01,507.16,521.18,516.11,502.39,,,,,,,,,,,,,,,,,,,555.48,553.91,,536.67,553.11,540.15,,,,,,,404.17,426.14,424.84,417.49,447.34,478.94,491.57,485.10,497.00,491.66,488.38,422.42,436.26,454.64,489.90,479.21,459.73,403.35,409.88,409.18,412.45,416.76,400.31,,,,,,,,,,,,,,,,377.52,398.71,435.64,471.76
2010-04-09 22:11:48+00:00,L7,350.47,364.85,385.52,396.73,425.23,458.23,469.08,472.51,470.09,459.18,437.34,399.41,,,,,,,,,,,,,414.86,441.43,454.46,467.58,467.95,468.04,465.67,468.11,472.03,463.51,441.40,399.75,381.80,381.84,379.52,376.24,390.71,393.81,407.29,428.89,461.89,461.05,453.63,454.77,450.53,444.79,434.58,418.79,420.88,435.78,441.35,446.71,443.46,411.08,384.51,383.99,382.14,371.50,378.41,367.94,,237.50,224.57,217.83,,216.85,223.46,237.09,253.82,251.02,254.50,261.83,297.20,322.96,351.04,394.17,425.16,452.39
2010-07-07 22:05:37+00:00,L7,367.32,369.32,385.01,390.31,406.94,412.80,421.17,416.72,423.54,421.48,438.51,445.22,453.64,447.99,432.57,392.00,373.38,364.15,359.30,346.46,346.71,350.17,357.34,351.94,378.96,407.81,418.66,432.46,440.55,463.00,473.37,478.81,484.72,478.95,468.49,450.88,436.09,416.64,389.09,376.23,377.42,385.34,386.20,401.05,411.02,424.09,445.72,454.67,461.51,462.11,454.77,456.15,453.63,438.83,415.59,402.19,404.76,389.26,389.98,376.82,365.00,372.83,366.16,363.27,338.17,312.04,286.93,268.44,248.96,237.04,228.06,228.24,,,,,,,,,,
2010-07-14 22:11:48+00:00,L7,369.89,371.48,378.69,385.69,397.06,406.14,407.04,406.85,406.43,424.84,445.57,456.87,462.73,471.07,470.59,,389.61,365.89,358.78,350.20,354.29,362.19,363.64,358.03,366.79,396.32,431.50,442.68,456.25,466.37,492.16,494.43,498.04,494.22,473.83,466.23,443.96,424.24,406.55,382.06,373.23,,,,,,,,,,,,,,,,,,297.39,272.51,,,,,,316.56,298.10,272.10,248.20,238.00,231.39,233.31,231.80,249.16,260.88,272.84,291.05,325.69,,131.53,168.83,343.33
2010-08-15 22:11:49+00:00,L7,445.66,438.24,418.32,416.86,428.56,432.25,414.52,421.32,424.03,422.66,399.10,406.25,415.80,431.25,418.20,412.77,407.18,414.76,432.41,456.97,470.28,466.27,455.31,442.27,399.52,423.28,454.52,480.78,525.60,565.79,542.28,560.37,583.88,,,531.13,536.29,539.64,528.22,,473.73,410.31,412.45,428.41,437.38,429.53,439.57,454.17,463.90,478.99,470.17,480.15,464.71,455.84,453.23,445.01,426.74,440.57,438.64,430.43,404.59,386.82,376.55,362.98,349.43,358.19,352.37,347.74,356.67,370.49,376.03,363.97,354.21,281.96,258.92,250.40,264.56,357.68,377.57,398.47,449.79,532.58
