dates,nzd0055-0000,nzd0055-0001,nzd0055-0002,nzd0055-0003,nzd0055-0004,nzd0055-0005,nzd0055-0006,nzd0055-0007,nzd0055-0008,nzd0055-0009,nzd0055-0010,nzd0055-0011,nzd0055-0012,nzd0055-0013,nzd0055-0014,nzd0055-0015,nzd0055-0016,nzd0055-0017,nzd0055-0018,nzd0055-0019,nzd0055-0020,nzd0055-0021,nzd0055-0022,nzd0055-0023,nzd0055-0024,nzd0055-0025,satname
1999-08-26 22:04:21+00:00,367.55,381.34,373.63,379.55,,,382.13,388.79,398.09,395.37,384.31,375.05,360.27,359.90,356.13,358.23,363.76,,,366.81,,398.55,410.50,391.27,369.19,366.89,L7
1999-09-27 22:04:25+00:00,,,,,,,,,407.09,408.11,399.50,376.21,379.19,368.79,374.32,363.85,357.57,311.61,,385.22,417.75,415.93,418.21,405.18,386.37,386.59,L7
1999-11-14 22:04:18+00:00,374.80,381.08,373.95,375.25,372.10,371.72,386.82,393.27,395.43,396.33,392.43,386.01,369.84,371.35,379.39,370.36,349.51,334.89,,388.58,407.92,408.11,414.90,398.75,380.80,377.30,L7
2000-01-01 22:04:13+00:00,,,,,,,,,,,,,374.69,376.75,374.38,376.05,374.05,389.68,,386.36,392.05,406.70,404.26,397.14,376.82,358.03,L7
2000-04-13 22:09:54+00:00,335.34,,,,337.14,345.94,,,356.79,357.40,358.05,341.50,,,,,,,,,,,,,,,L7
2000-05-24 22:03:22+00:00,375.52,379.23,376.27,377.87,372.39,383.82,390.87,391.03,396.49,393.51,384.89,376.41,365.38,360.52,364.83,378.19,381.02,369.77,,399.51,412.90,407.42,411.53,403.24,391.56,385.45,L7
2000-08-03 22:08:44+00:00,,322.48,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-08-12 22:02:30+00:00,351.48,362.32,351.77,367.71,,,,,,,,,,,,,,,,,353.25,370.90,382.80,387.48,384.55,349.63,L7
2000-09-20 22:08:03+00:00,372.94,370.83,373.89,375.23,374.83,380.85,382.33,375.84,383.78,386.92,378.83,371.13,349.23,350.25,383.27,373.29,357.65,342.61,369.49,371.60,388.56,388.01,397.83,390.68,375.84,371.28,L7
2001-01-03 22:01:48+00:00,367.81,373.80,381.96,378.30,375.06,384.56,379.18,380.81,390.70,387.36,362.38,353.14,349.18,357.70,363.08,363.34,363.83,353.26,376.56,393.52,383.52,387.43,403.88,391.39,356.26,347.69,L7
2001-03-24 22:01:35+00:00,375.89,373.94,368.53,364.87,366.42,367.47,375.73,386.39,389.13,376.92,367.27,357.81,348.35,345.29,355.26,362.40,363.83,364.55,,385.05,387.39,383.78,390.69,380.85,366.69,346.77,L7
2001-08-15 22:00:14+00:00,366.18,364.93,372.48,383.83,381.57,381.97,369.28,372.80,380.81,374.29,363.47,360.43,350.38,353.01,338.15,347.23,396.28,,406.87,426.06,356.73,360.68,376.94,376.62,351.92,339.54,L7
2001-08-31 22:00:05+00:00,358.97,,,,,,,,,,,,,,,,,,,386.13,,,,,,,L7
2002-01-22 22:00:16+00:00,384.09,380.78,385.79,389.39,395.31,391.75,387.42,388.04,392.66,404.47,391.85,385.11,381.15,361.38,357.90,371.02,388.45,374.72,354.06,418.09,,405.96,395.40,384.47,367.80,365.53,L7
2002-03-27 22:00:13+00:00,360.44,359.31,343.72,347.87,352.25,,363.72,368.63,374.67,375.94,364.73,349.50,342.23,344.63,343.94,338.44,,,334.38,358.88,380.17,389.43,390.74,376.55,357.21,334.75,L7
2002-04-28 22:00:14+00:00,,,,,,,,375.24,383.11,383.68,376.98,361.44,359.11,358.57,359.30,347.37,,,349.03,389.14,410.15,402.22,403.16,386.19,367.59,352.36,L7
2002-07-17 21:59:44+00:00,376.60,370.13,382.51,377.93,378.73,391.38,367.61,377.14,388.54,379.17,378.80,365.66,367.38,,,,,,,,,,,406.16,394.96,367.04,L7
2002-08-18 21:59:33+00:00,365.73,366.92,387.86,381.61,394.39,408.52,354.38,,424.19,,362.75,383.13,351.58,356.44,351.71,341.76,,,,390.36,367.18,,,,,,L7
2002-09-19 21:59:11+00:00,358.49,364.34,357.66,364.79,366.66,363.73,364.90,382.07,390.85,382.72,370.87,357.76,348.22,340.17,350.63,349.86,337.15,310.90,346.57,372.27,374.37,389.78,397.64,392.80,378.20,366.16,L7
2003-01-09 21:59:45+00:00,368.90,372.16,363.97,364.53,363.07,361.48,376.08,385.47,387.47,384.62,374.42,364.67,361.22,358.63,362.23,360.55,352.77,298.63,345.15,376.88,397.46,401.01,402.94,395.71,378.10,360.92,L7
2003-07-28 21:48:04+00:00,362.49,367.95,361.81,357.74,361.61,356.42,364.24,377.40,381.05,373.34,360.72,351.63,351.63,355.80,355.06,,,,,,,,,,,339.64,L5
2003-08-29 21:48:38+00:00,372.65,377.35,361.99,365.10,370.91,356.71,385.18,382.26,386.26,388.57,381.71,365.79,370.25,369.57,364.00,344.72,319.98,307.82,395.44,411.75,419.96,405.25,397.64,379.88,357.33,350.26,L5
2003-11-25 22:00:05+00:00,376.06,380.27,,,,354.51,368.54,376.23,385.51,383.37,376.89,363.01,361.28,359.24,360.48,339.23,,,,,,400.17,394.56,380.29,358.14,349.46,L7
2004-02-05 21:50:17+00:00,387.05,387.52,389.63,385.13,390.17,399.73,414.64,411.31,421.52,415.81,405.55,393.80,384.24,386.85,381.88,370.94,356.17,311.51,389.38,417.55,430.39,432.58,431.16,413.28,396.31,391.65,L5
2004-04-01 22:00:40+00:00,,389.10,389.55,400.23,401.15,395.71,398.89,403.58,414.25,413.41,401.12,399.64,382.72,,,,,,421.79,413.26,401.46,416.42,424.42,423.21,403.00,394.82,L7
2004-04-17 22:00:33+00:00,370.83,373.28,370.20,371.24,366.72,371.72,376.53,,,,393.82,380.75,369.28,372.47,368.53,372.03,361.00,290.05,,389.66,396.99,400.72,,,,,L7
2004-06-12 21:52:47+00:00,376.94,393.25,387.76,410.07,387.23,404.41,390.94,403.63,403.32,391.53,378.21,382.51,373.64,361.80,368.23,397.21,,,415.77,395.08,382.90,395.98,401.40,401.48,403.62,386.06,L5
2004-06-20 22:00:26+00:00,379.54,378.99,370.76,363.60,366.43,362.21,377.72,382.26,392.18,390.06,380.01,,,,363.12,354.90,355.70,313.56,,400.63,406.59,400.53,402.91,390.80,375.19,355.51,L7
2004-07-22 22:00:20+00:00,,,,360.55,358.82,364.60,366.43,373.36,384.20,,,,,,,,,,,,,,,,,,L7
2004-07-30 21:54:04+00:00,381.55,378.97,373.05,378.74,376.67,390.18,381.94,387.10,388.90,386.61,380.02,368.80,357.78,362.12,363.90,379.41,378.29,371.16,400.91,388.89,391.72,403.55,409.82,400.06,388.20,367.03,L5
2004-09-16 21:55:17+00:00,395.66,396.46,389.19,376.37,373.43,381.16,395.91,403.44,404.79,402.66,397.37,384.10,376.71,371.61,375.41,371.65,368.83,362.11,345.10,417.92,435.12,425.13,423.17,410.83,392.48,379.23,L5
2004-11-03 21:56:19+00:00,392.69,384.29,377.98,374.58,373.94,384.11,391.10,394.02,400.72,402.30,395.73,383.90,375.10,374.75,377.40,380.65,379.74,361.51,339.52,385.52,,,,,,,L5
2004-12-13 22:00:36+00:00,388.14,390.26,390.01,378.31,376.58,387.35,402.79,405.50,,,,382.18,377.22,373.46,378.26,370.40,369.31,366.31,364.91,412.00,437.79,421.24,413.21,411.09,,,L7
2005-01-13 22:03:41+00:00,,350.96,,,,,,,,,,,,,,,376.84,,,,,,,,,,L5
2005-01-14 22:00:49+00:00,393.77,395.68,394.74,393.13,380.86,387.92,400.75,405.61,,,,390.81,387.86,389.54,394.67,389.26,390.62,393.30,360.65,418.73,440.02,430.44,430.05,424.32,,,L7
2005-02-15 22:01:01+00:00,378.67,,,367.70,364.66,377.84,384.52,386.74,392.34,391.74,384.07,368.45,361.78,355.06,366.67,,,,,376.69,385.84,409.87,414.07,394.54,376.81,367.41,L7
2005-02-23 21:58:07+00:00,378.52,384.04,374.54,368.10,369.44,378.42,388.15,394.39,400.17,396.54,388.00,374.48,360.67,361.74,369.43,374.68,373.56,358.41,331.25,385.79,405.70,417.10,419.13,404.22,385.53,366.83,L5
2005-03-03 22:01:06+00:00,376.78,380.99,,,,,387.83,390.79,397.68,393.84,382.23,373.25,360.08,364.81,372.91,377.67,372.71,,,,,426.17,413.30,400.03,387.50,367.23,L7
2005-03-11 21:58:20+00:00,384.72,390.09,377.84,374.34,378.75,381.54,391.70,402.27,405.99,399.56,396.60,378.39,372.91,371.18,380.01,376.48,373.01,352.50,338.89,406.68,419.71,416.33,424.52,413.78,389.77,374.38,L5
2005-03-19 22:01:06+00:00,374.56,371.60,358.96,,,,,391.67,394.50,390.85,382.69,369.23,361.81,366.61,369.56,367.30,363.15,346.43,,,,,,399.62,382.88,357.83,L7
2005-03-27 21:58:27+00:00,392.38,393.66,381.90,378.61,379.11,382.87,399.92,397.73,400.59,397.98,392.80,378.60,374.74,388.97,391.70,379.43,375.88,368.40,348.19,400.68,418.98,420.28,424.66,410.23,392.13,380.93,L5
2005-04-03 22:04:40+00:00,369.14,372.09,364.15,376.82,,,,,,,,,,,,,,,,,,,,,,,L5
2005-04-12 21:58:31+00:00,382.14,386.31,369.33,369.44,370.51,367.45,384.72,394.05,395.39,391.52,388.49,366.90,369.00,374.49,382.45,370.34,369.54,362.48,348.23,390.35,407.52,410.08,414.86,405.33,379.42,366.04,L5
2005-05-06 22:01:01+00:00,374.37,,,,361.63,361.52,364.92,374.29,379.59,377.57,368.57,362.44,362.65,355.61,346.44,354.38,,,,343.62,362.70,386.19,396.84,391.55,373.66,350.45,L7
2005-05-22 22:01:00+00:00,369.16,374.59,363.12,366.73,373.21,384.78,385.59,391.73,388.72,,,,371.96,361.22,357.83,371.42,377.88,364.46,341.85,360.46,377.18,,421.06,398.89,385.22,,L7
2005-06-06 22:05:05+00:00,,,,,,,,,,346.01,334.58,326.50,,,,,,,,,,,,,,,L5
2005-06-07 22:00:55+00:00,379.84,,,,378.43,387.88,394.55,393.53,381.33,384.98,381.74,377.45,373.51,364.98,,,,,,,,,,,,,L7
2005-06-22 22:05:11+00:00,,,,,,,,,,,,,,,,,,,,,,,377.45,,,,L5
2005-07-08 22:05:15+00:00,,,,,,,,,,,,,,,337.42,,,,,,,,,,,,L5
2005-07-09 22:00:50+00:00,382.07,386.75,366.01,370.55,377.58,361.12,382.20,,,,387.49,371.96,355.35,356.44,363.38,358.80,364.99,348.22,,345.20,386.15,391.70,,,,,L7
2005-07-17 21:59:11+00:00,,,,,,,,,,,,,348.92,353.07,359.71,387.92,416.77,,,,,429.52,403.11,402.88,390.05,358.09,L5
2005-08-10 22:00:46+00:00,378.65,380.32,375.19,370.90,377.06,384.25,377.99,,,,,364.59,361.64,359.85,360.61,373.48,376.99,349.60,,341.99,389.97,407.50,,,,,L7
2005-08-26 22:00:39+00:00,359.06,361.85,,,,,366.00,368.84,374.25,375.85,365.77,358.78,352.88,358.41,361.49,361.51,356.64,,,,,391.15,400.53,,,,L7
2005-11-30 22:01:00+00:00,364.32,369.09,,,,,381.68,388.13,386.63,378.23,367.84,362.36,362.71,366.70,367.55,367.90,367.60,,,,,405.91,403.34,397.12,370.28,355.00,L7
2005-12-16 22:01:02+00:00,,,,,,,,,,388.23,375.63,374.35,364.80,364.89,371.45,367.57,372.83,374.40,,351.43,,,,,,363.00,L7
2006-01-01 22:01:10+00:00,,393.99,391.07,388.52,378.30,391.42,413.38,415.19,406.33,401.29,395.06,387.17,,,,383.31,387.76,391.85,355.87,370.22,424.97,420.86,424.23,414.55,391.15,382.47,L7
2006-02-10 22:01:51+00:00,370.94,377.07,369.00,368.32,363.02,376.90,386.04,394.10,387.04,392.28,388.35,378.78,376.60,373.67,371.43,380.86,384.22,374.54,353.62,374.05,396.83,409.56,409.96,396.38,377.32,367.70,L5
2006-02-18 22:01:29+00:00,368.12,372.54,,,,,379.70,384.33,384.62,383.39,378.55,364.78,358.12,358.27,357.89,348.46,357.66,,,,,,398.44,383.31,362.77,347.90,L7
2006-03-05 22:08:31+00:00,,,,,,,,,,,,,,,,,,,,335.43,409.94,,,,,,L5
2006-03-14 22:02:31+00:00,371.00,374.29,357.43,356.83,368.32,365.01,361.16,371.26,377.79,379.42,370.57,356.85,351.02,353.37,358.94,355.01,348.77,337.15,,312.81,372.84,384.78,392.59,378.55,360.45,341.68,L5
2006-03-22 22:01:30+00:00,365.88,366.49,367.21,367.53,367.18,375.84,383.11,,,,,375.61,359.89,362.59,372.83,370.22,373.97,367.10,333.49,,376.01,382.90,395.89,,,,L7
2006-04-06 22:09:08+00:00,,,,,,,,,,,,346.47,,,,,,,,,,,,,,,L5
2006-05-09 22:01:28+00:00,,367.14,362.01,382.76,384.85,,,,,387.64,378.33,368.24,354.17,359.93,357.46,359.24,370.03,374.17,,,,,,,369.37,349.42,L7
2006-05-17 22:03:33+00:00,391.46,392.65,383.33,382.31,376.40,380.12,394.50,403.78,403.12,411.83,411.21,392.94,384.71,387.01,382.50,378.13,378.55,373.88,309.48,,408.47,404.53,407.58,400.36,381.58,364.53,L5
2006-06-10 22:01:26+00:00,375.84,374.20,364.33,372.32,,,,382.48,389.46,385.64,380.34,372.05,356.36,359.21,360.31,364.22,366.82,366.37,,,,,,385.78,373.06,359.64,L7
2006-06-25 22:10:20+00:00,371.56,371.28,365.60,378.74,,,,,,,,,,,,,,,,,,,,,,,L5
2006-07-27 22:10:47+00:00,,,,350.30,338.51,353.74,370.89,374.31,382.26,428.69,,,,,,,,,,,,,,,,,L5
2006-08-12 22:10:59+00:00,,,,,,,,,,,,,,,,,,,,,,386.37,436.43,,,,L5
2006-08-21 22:04:55+00:00,,,,,,388.39,389.52,391.10,403.57,400.39,384.78,374.12,355.10,356.68,356.66,380.39,385.96,382.93,,,,404.80,409.30,402.99,,,L5
2006-09-13 22:11:23+00:00,332.57,339.04,,325.97,351.56,,,,,,,,321.02,,,,,,,,,,,,,,L5
