dates,nzd0055-0000,nzd0055-0001,nzd0055-0002,nzd0055-0003,nzd0055-0004,nzd0055-0005,nzd0055-0006,nzd0055-0007,nzd0055-0008,nzd0055-0009,nzd0055-0010,nzd0055-0011,nzd0055-0012,nzd0055-0013,nzd0055-0014,nzd0055-0015,nzd0055-0016,nzd0055-0017,nzd0055-0018,nzd0055-0019,nzd0055-0020,nzd0055-0021,nzd0055-0022,nzd0055-0023,nzd0055-0024,nzd0055-0025,satname
1999-08-26 22:04:21+00:00,367.55,381.34,373.63,379.55,,,382.13,388.79,398.09,395.37,384.31,375.05,360.27,359.90,356.13,358.23,363.76,,,366.81,,398.55,410.50,391.27,369.19,366.89,L7
1999-09-27 22:04:25+00:00,367.55,381.34,373.63,379.55,,,382.13,388.79,402.59,401.74,391.90,375.63,369.73,364.35,365.23,361.04,360.66,311.61,,376.01,417.75,407.24,414.36,398.23,377.78,376.74,L7
1999-11-14 22:04:18+00:00,371.18,381.21,373.79,377.40,372.10,371.72,384.48,391.03,400.20,399.94,392.08,379.09,369.77,366.68,369.95,364.15,356.95,323.25,,380.20,412.84,407.53,414.54,398.40,378.79,376.93,L7
2000-01-01 22:04:13+00:00,371.18,381.21,373.79,377.40,372.10,371.72,384.48,391.03,400.20,399.94,392.08,379.09,371.00,369.20,371.06,367.12,361.22,345.39,,381.74,405.91,407.32,411.97,398.08,378.30,372.20,L7
2000-04-13 22:09:54+00:00,355.07,381.08,373.95,375.25,354.62,358.83,386.82,393.27,376.11,376.87,375.24,363.75,372.26,374.05,376.88,373.20,361.78,362.29,,387.47,399.99,407.40,409.58,397.94,378.81,367.66,L7
2000-05-24 22:03:22+00:00,355.43,379.23,376.27,377.87,354.76,364.88,390.87,391.03,376.64,375.45,371.47,358.96,370.03,368.63,369.61,377.12,377.53,379.73,,392.94,402.48,407.06,407.89,400.19,384.19,371.74,L7
2000-08-03 22:08:44+00:00,355.43,350.86,376.27,377.87,354.76,364.88,390.87,391.03,376.64,375.45,371.47,358.96,365.38,360.52,364.83,378.19,381.02,369.77,,399.51,412.90,407.42,411.53,403.24,391.56,385.45,L7
2000-08-12 22:02:30+00:00,354.11,354.68,364.02,372.79,354.76,364.88,390.87,391.03,376.64,375.45,371.47,358.96,365.38,360.52,364.83,378.19,381.02,369.77,,399.51,383.07,389.16,397.16,395.36,388.06,367.54,L7
2000-09-20 22:08:03+00:00,358.82,358.72,367.31,373.60,361.45,370.20,386.60,383.43,379.02,379.28,373.92,363.01,357.31,355.38,374.05,375.74,369.33,356.19,369.49,385.56,384.90,388.78,397.39,393.80,383.98,368.79,L7
2001-01-03 22:01:48+00:00,364.08,357.36,369.21,373.75,374.94,382.71,380.75,378.32,387.24,387.14,370.61,362.13,349.21,353.98,373.17,368.31,360.74,347.94,373.02,382.56,375.11,382.11,394.84,389.85,372.22,356.20,L7
