,dates,per0136-0000,per0136-0001
0,1984-05-06 14:44:27+00:00,,
1,1986-04-19 14:36:16+00:00,228.8581151080629,185.97013142911928
2,1986-05-05 14:35:53+00:00,206.84707804397084,152.79649601112934
3,1986-08-09 14:32:48+00:00,,
4,1986-08-25 14:32:12+00:00,,
5,1986-09-10 14:31:38+00:00,,
6,1986-10-12 14:30:38+00:00,,
7,1986-12-15 14:29:44+00:00,,
8,1987-02-08 14:37:40+00:00,196.42746014939416,190.93088180738792
9,1987-03-05 14:32:27+00:00,210.53723733158583,185.03454746595236
10,1987-03-28 14:39:28+00:00,,
11,1987-04-06 14:33:36+00:00,,
12,1987-05-24 14:35:00+00:00,206.96614562544664,159.1710825246102
13,1988-01-03 14:39:48+00:00,,
14,1988-03-07 14:40:48+00:00,178.2921908056608,
15,1988-03-23 14:40:56+00:00,212.2896883893299,156.89762171502713
16,1988-04-08 14:41:02+00:00,227.85661437801298,174.6710190679636
17,1988-05-10 14:41:17+00:00,,
18,1988-06-11 14:41:30+00:00,,
19,1988-06-27 14:41:35+00:00,,
20,1988-09-15 14:41:41+00:00,,
21,1988-10-17 14:41:30+00:00,,
22,1988-11-02 14:41:33+00:00,207.19852734035433,170.25378386081368
23,1989-03-10 14:40:26+00:00,190.70980141237916,154.70249745870476
24,1989-04-27 14:39:44+00:00,,
25,1989-05-13 14:39:30+00:00,229.41873108053096,145.1474867232211
26,1989-06-14 14:38:51+00:00,,
27,1989-07-16 14:38:17+00:00,,
28,1989-10-04 14:36:35+00:00,,
29,1990-01-24 14:33:08+00:00,,
30,1990-02-09 14:32:37+00:00,205.69635387678014,171.6795498019213
31,1990-02-25 14:32:08+00:00,,
32,1990-03-13 14:31:33+00:00,,
33,1990-03-29 14:31:02+00:00,227.60260096105054,168.8481113954406
34,1990-04-14 14:31:10+00:00,227.4157002100691,162.74671316548353
35,1990-04-30 14:31:01+00:00,,
36,1990-05-16 14:31:13+00:00,,
37,1990-07-03 14:31:05+00:00,,
38,1990-08-20 14:30:53+00:00,,
39,1990-10-14 14:36:43+00:00,208.0907933814974,157.52971261870923
40,1991-01-18 14:37:29+00:00,,
41,1991-02-12 14:31:42+00:00,,
42,1991-02-28 14:31:58+00:00,192.67679695874523,150.28286395565985
43,1991-04-17 14:32:53+00:00,,
44,1991-05-03 14:33:12+00:00,,
45,1991-05-19 14:33:26+00:00,,
46,1991-07-06 14:34:09+00:00,,
47,1991-08-07 14:34:28+00:00,,
48,1991-08-30 14:40:48+00:00,,
49,1991-09-08 14:34:47+00:00,,
50,1991-12-13 14:35:24+00:00,,
51,1991-12-29 14:35:16+00:00,,
