,dates,per0136-0000,per0136-0001
0,1984-05-06 14:44:27+00:00,,
1,1986-04-19 14:36:16+00:00,229.37219431224725,186.48421063330363
2,1986-05-05 14:35:53+00:00,208.33462513262472,154.28404309978322
3,1986-08-09 14:32:48+00:00,,
4,1986-08-25 14:32:12+00:00,,
5,1986-09-10 14:31:38+00:00,,
6,1986-10-12 14:30:38+00:00,,
7,1986-12-15 14:29:44+00:00,,
8,1987-02-08 14:37:40+00:00,198.0655004420514,192.56892210004514
9,1987-03-05 14:32:27+00:00,208.74367019047338,183.2409803248399
10,1987-03-28 14:39:28+00:00,,
11,1987-04-06 14:33:36+00:00,,
12,1987-05-24 14:35:00+00:00,208.15797248704604,160.3629093862096
13,1988-01-03 14:39:48+00:00,,
14,1988-03-07 14:40:48+00:00,177.1262068547233,
15,1988-03-23 14:40:56+00:00,209.93586704120648,154.5438003669037
16,1988-04-08 14:41:02+00:00,225.71704942754837,172.531454117499
17,1988-05-10 14:41:17+00:00,,
18,1988-06-11 14:41:30+00:00,,
19,1988-06-27 14:41:35+00:00,,
20,1988-09-15 14:41:41+00:00,,
21,1988-10-17 14:41:30+00:00,,
22,1988-11-02 14:41:33+00:00,208.4776789714611,171.53293549192045
23,1989-03-10 14:40:26+00:00,189.07885516503308,153.07155121135867
24,1989-04-27 14:39:44+00:00,,
25,1989-05-13 14:39:30+00:00,228.77386291403315,144.5026185567233
26,1989-06-14 14:38:51+00:00,,
27,1989-07-16 14:38:17+00:00,,
28,1989-10-04 14:36:35+00:00,,
29,1990-01-24 14:33:08+00:00,,
30,1990-02-09 14:32:37+00:00,208.23903065907945,174.2222265842206
31,1990-02-25 14:32:08+00:00,,
32,1990-03-13 14:31:33+00:00,,
33,1990-03-29 14:31:02+00:00,225.40263323836658,166.64814367275665
34,1990-04-14 14:31:10+00:00,225.39568916478711,160.72670212020154
35,1990-04-30 14:31:01+00:00,,
36,1990-05-16 14:31:13+00:00,,
37,1990-07-03 14:31:05+00:00,,
38,1990-08-20 14:30:53+00:00,,
39,1990-10-14 14:36:43+00:00,210.2914024243595,159.7303216615713
40,1991-01-18 14:37:29+00:00,,
41,1991-02-12 14:31:42+00:00,,
42,1991-02-28 14:31:58+00:00,194.8735167653343,152.47958376224892
43,1991-04-17 14:32:53+00:00,,
44,1991-05-03 14:33:12+00:00,,
45,1991-05-19 14:33:26+00:00,,
46,1991-07-06 14:34:09+00:00,,
47,1991-08-07 14:34:28+00:00,,
48,1991-08-30 14:40:48+00:00,,
49,1991-09-08 14:34:47+00:00,,
50,1991-12-13 14:35:24+00:00,,
51,1991-12-29 14:35:16+00:00,,
52,1992-01-14 14:35:12+00:00,197.39843290843902,152.33429266542345
53,1992-01-30 14:35:17+00:00,,
54,1992-02-15 14:35:04+00:00,,
55,1992-03-02 14:35:06+00:00,199.15279847311515,162.88996014636092
56,1992-03-18 14:35:08+00:00,207.13286940167998,165.01009996824234
57,1992-05-21 14:34:33+00:00,,160.51889545851185
58,1992-06-06 14:34:26+00:00,,225.48259341473027
59,1992-06-22 14:34:13+00:00,,
60,1992-07-24 14:33:49+00:00,172.4552884800727,196.99126917335332
61,1992-08-09 14:33:37+00:00,,
62,1992-08-25 14:33:20+00:00,,
63,1992-10-12 14:32:28+00:00,,
64,1992-10-28 14:32:19+00:00,,
65,1992-11-13 14:31:59+00:00,,185.721997264183
66,1992-11-29 14:32:03+00:00,,
67,1992-12-15 14:32:14+00:00,,
68,1992-12-31 14:32:23+00:00,,
69,1993-01-16 14:32:36+00:00,,
70,1993-02-01 14:32:47+00:00,159.87249725132446,170.11754033680842
71,1993-02-08 14:39:02+00:00,,
72,1993-02-17 14:32:54+00:00,184.05211674301802,178.42690608415825
73,1993-03-05 14:33:03+00:00,,
74,1993-04-22 14:33:20+00:00,205.69049201596616,215.9362550010619
75,1993-05-24 14:33:28+00:00,,
76,1993-06-09 14:33:29+00:00,,
77,1993-07-11 14:33:21+00:00,,
78,1993-08-12 14:33:20+00:00,,
79,1993-08-28 14:33:19+00:00,,
80,1993-09-20 14:39:26+00:00,224.38004635813215,
81,1993-09-29 14:33:14+00:00,,
82,1993-10-06 14:39:23+00:00,209.69810893166218,207.95636056368542
83,1993-10-15 14:33:08+00:00,,
84,1994-01-19 14:32:15+00:00,191.108600922227,
85,1994-02-04 14:32:07+00:00,,127.23819353058886
86,1994-03-08 14:31:39+00:00,210.79428429919756,167.2259803625306
87,1994-03-24 14:31:25+00:00,,
88,1994-04-16 14:37:10+00:00,227.86992964885127,183.23080111358558
89,1994-04-25 14:30:50+00:00,190.54075526430015,
90,1994-05-27 14:30:15+00:00,,179.69484888051306
91,1994-06-12 14:29:56+00:00,,
92,1994-06-28 14:29:33+00:00,,
93,1994-07-30 14:28:39+00:00,,
94,1994-08-15 14:28:15+00:00,,
95,1994-09-16 14:27:28+00:00,,
96,1994-10-02 14:27:00+00:00,,
97,1994-10-18 14:26:30+00:00,,
98,1994-12-21 14:24:24+00:00,,
99,1995-02-14 14:28:30+00:00,209.71399091428253,204.99350011399315
100,1995-04-03 14:26:34+00:00,234.88584721421492,187.38145825920463
101,1995-07-08 14:22:15+00:00,,
102,1995-08-02 14:14:57+00:00,239.06481363819358,
103,1995-09-03 14:13:28+00:00,,
104,1995-10-21 14:10:58+00:00,,
105,1995-11-22 14:10:38+00:00,,
106,1996-02-26 14:17:09+00:00,195.82209757047264,184.67932121285853
107,1996-03-04 14:23:47+00:00,208.20272952681745,211.39572272165557
108,1996-03-20 14:24:50+00:00,213.0719514834068,197.9814067976804
109,1996-04-14 14:20:13+00:00,204.89247694862084,210.7029265625348
110,1996-05-16 14:22:06+00:00,177.26074823031234,186.27265468966417
111,1996-06-01 14:23:00+00:00,,218.99821438573068
112,1996-06-17 14:23:53+00:00,200.78866798443073,
113,1996-07-03 14:24:43+00:00,179.72242242471268,
114,1996-07-19 14:25:34+00:00,,248.383353073617
115,1996-08-04 14:26:25+00:00,,
116,1996-08-20 14:27:14+00:00,,
117,1996-09-05 14:28:08+00:00,,
118,1996-10-23 14:30:40+00:00,,
119,1996-11-08 14:31:26+00:00,,
120,1996-11-24 14:32:10+00:00,,
121,1996-12-26 14:33:42+00:00,,
122,1997-01-18 14:40:58+00:00,,
123,1997-02-03 14:41:41+00:00,221.8667106957788,213.04106402911597
124,1997-02-12 14:35:53+00:00,189.99730518725025,190.56967648856048
125,1997-03-16 14:37:10+00:00,,
126,1997-04-01 14:37:46+00:00,,
127,1997-06-04 14:40:02+00:00,,
128,1997-07-06 14:41:07+00:00,,
129,1997-07-22 14:41:40+00:00,,
130,1997-08-23 14:42:42+00:00,,
131,1997-09-15 14:49:32+00:00,205.01438958842905,196.91650395591176
132,1997-09-24 14:43:37+00:00,208.45923519938776,
133,1997-10-10 14:44:04+00:00,,
134,1997-10-26 14:44:30+00:00,,
135,1997-11-11 14:44:54+00:00,,
136,1997-11-18 14:51:13+00:00,208.7330640118058,160.61420886060637
137,1997-12-13 14:45:41+00:00,192.10299020400535,183.03411696887093
138,1998-04-04 14:47:48+00:00,,
139,1998-04-11 14:54:04+00:00,194.88282971511708,197.92323047234905
140,1998-04-27 14:54:16+00:00,,
141,1998-05-06 14:48:15+00:00,,
142,1998-07-09 14:49:08+00:00,,
143,1998-08-10 14:49:22+00:00,,
144,1998-11-30 14:49:56+00:00,,
145,1999-01-01 14:50:02+00:00,,
146,1999-01-17 14:49:56+00:00,,
147,1999-01-24 14:56:10+00:00,217.92220236980586,224.7713221713753
148,1999-02-02 14:50:03+00:00,,
149,1999-02-09 14:56:19+00:00,221.7849439102789,224.05633810656383
150,1999-02-18 14:50:12+00:00,206.00978160759888,213.5090137809844
151,1999-02-25 14:56:22+00:00,227.68487573940803,228.5645796418289
152,1999-03-06 14:50:05+00:00,,
153,1999-03-22 14:49:51+00:00,,
154,1999-04-07 14:49:38+00:00,229.29344278779647,234.30659142644004
155,1999-04-23 14:49:40+00:00,,201.92700166223966
156,1999-05-09 14:49:33+00:00,,
157,1999-05-25 14:49:08+00:00,,
158,1999-07-12 14:48:40+00:00,,
159,1999-07-28 14:48:39+00:00,,
160,1999-10-08 15:03:59+00:00,,
161,1999-11-09 15:03:52+00:00,,
162,1999-11-25 15:03:43+00:00,,
163,1999-12-11 15:03:53+00:00,,
164,2000-01-04 14:46:01+00:00,,
165,2000-02-13 15:03:40+00:00,224.81109783275264,227.20711442293344
166,2000-02-21 14:44:34+00:00,221.6657454371648,223.75080274511433
167,2000-03-16 15:03:31+00:00,214.82237825620624,214.12930215843016
168,2000-03-31 14:51:32+00:00,207.9722254355034,218.1546934477165
169,2000-04-01 15:03:27+00:00,229.7984765326047,233.32214233089934
170,2000-04-08 15:09:31+00:00,217.5371931814538,223.9041373126816
171,2000-04-25 14:46:07+00:00,,
172,2000-05-03 15:03:12+00:00,231.97869102951586,228.8803685724173
173,2000-05-11 14:46:40+00:00,,
174,2000-06-04 15:02:49+00:00,,
175,2000-06-12 14:47:15+00:00,,
176,2000-07-14 14:47:57+00:00,,
177,2000-08-07 15:02:02+00:00,,
178,2000-08-15 14:48:35+00:00,,
179,2000-08-23 15:01:56+00:00,,
180,2000-09-24 15:01:24+00:00,231.77174879596794,226.8721159571026
181,2000-10-10 15:01:17+00:00,247.5233847461185,259.14910107417995
182,2001-01-30 15:01:27+00:00,,
183,2001-02-15 15:01:22+00:00,214.76999384435902,219.21248215807967
184,2001-02-22 15:07:30+00:00,241.02987777654852,245.6071005312591
185,2001-03-11 14:51:03+00:00,225.65636839805933,226.82318343144306
186,2001-04-03 14:57:08+00:00,214.45981905504647,217.69071547577818
187,2001-04-04 15:00:59+00:00,,
188,2001-04-28 14:51:06+00:00,,
189,2001-05-06 15:00:59+00:00,,
190,2001-05-22 15:00:47+00:00,,255.3173253563082
191,2001-05-30 14:51:16+00:00,,
192,2001-07-09 15:00:19+00:00,249.4601375491149,
193,2001-07-25 15:00:11+00:00,,
194,2001-08-18 14:51:14+00:00,,
195,2001-09-03 14:51:07+00:00,,
196,2001-09-11 14:59:31+00:00,,277.40498724079407
197,2001-10-29 14:59:14+00:00,,
198,2001-11-22 14:50:29+00:00,,
199,2002-01-08 15:05:52+00:00,262.5928295971397,260.9083473729014
200,2002-01-09 14:50:00+00:00,229.0830536441107,229.2922537727119
201,2002-01-17 14:59:45+00:00,216.11558174996748,215.75476982712104
202,2002-01-25 14:49:54+00:00,224.04259138368514,226.82881715081857
203,2002-02-02 14:59:47+00:00,,
204,2002-02-09 15:06:02+00:00,242.37510778091516,249.21794845339716
205,2002-02-10 14:49:36+00:00,220.3512342493344,
206,2002-02-18 14:59:47+00:00,234.93289761191113,236.83515052049205
207,2002-02-26 14:49:14+00:00,,
208,2002-03-06 14:59:52+00:00,230.25146100205632,232.07566272549064
209,2002-03-29 15:05:56+00:00,230.0085012109106,232.14003896800608
210,2002-04-07 14:59:45+00:00,226.3896871914864,223.39269530599069
211,2002-05-09 14:59:45+00:00,242.4311499388442,210.71902946815086
212,2002-06-01 15:05:45+00:00,,
213,2002-06-10 14:59:29+00:00,,
214,2002-07-12 14:59:20+00:00,,
215,2002-07-28 14:59:11+00:00,,242.0539070886689
216,2002-11-17 14:58:58+00:00,,
217,2003-01-04 14:59:16+00:00,,
218,2003-01-27 15:05:37+00:00,,
219,2003-02-05 14:59:34+00:00,227.7531446323708,222.523626241647
220,2003-02-21 14:59:37+00:00,210.12577539912354,209.1423924099437
221,2003-02-28 15:05:49+00:00,228.617354796423,229.71703335876728
222,2003-03-25 14:59:34+00:00,,
223,2003-04-01 15:05:51+00:00,218.772054433722,209.4669006778699
224,2003-04-10 14:59:42+00:00,216.00070117494275,210.19970905494375
225,2003-05-12 14:59:40+00:00,263.57181923853705,
226,2003-05-28 14:59:39+00:00,233.36599434301593,
227,2003-07-07 14:47:14+00:00,,
228,2003-07-23 14:47:30+00:00,,
229,2003-08-08 14:47:47+00:00,,
230,2003-09-09 14:48:21+00:00,,
231,2003-10-11 14:48:47+00:00,,
232,2003-10-26 15:05:30+00:00,,
233,2003-10-27 14:48:59+00:00,,
234,2003-11-19 14:55:30+00:00,,
235,2003-12-06 14:59:39+00:00,,
236,2003-12-22 14:59:48+00:00,,
237,2004-01-15 14:49:42+00:00,207.4080999982607,
238,2004-01-23 14:59:59+00:00,237.8806230372257,239.17028073878748
239,2004-01-31 14:49:48+00:00,228.5049851077705,242.2581166834839
240,2004-02-08 15:00:03+00:00,,
241,2004-02-23 14:56:06+00:00,203.68574051065676,223.8075305432383
242,2004-02-24 15:00:02+00:00,,
243,2004-03-03 14:49:57+00:00,283.6109427623957,218.68770915390274
244,2004-03-11 15:00:11+00:00,,235.25532885209998
245,2004-03-19 14:50:03+00:00,,
246,2004-04-04 14:50:18+00:00,,
247,2004-04-12 15:00:08+00:00,,
248,2004-05-06 14:51:14+00:00,,
249,2004-05-22 14:51:41+00:00,306.3271018600566,
250,2004-06-07 14:52:10+00:00,,
251,2004-06-15 14:59:57+00:00,,
252,2004-07-17 14:59:54+00:00,,
253,2004-07-25 14:53:30+00:00,,
254,2004-08-10 14:53:49+00:00,,
255,2004-09-11 14:54:41+00:00,,
256,2004-09-19 14:59:34+00:00,,
257,2004-11-14 14:55:59+00:00,,
258,2004-11-22 14:59:58+00:00,284.54969783924366,238.62073793376453
259,2004-12-07 15:02:40+00:00,236.67820811634417,226.46473751083468
260,2004-12-08 15:00:07+00:00,,
261,2004-12-24 15:00:14+00:00,225.80754562862168,
262,2005-01-09 15:00:20+00:00,,
263,2005-01-24 15:03:22+00:00,,
264,2005-01-25 15:00:20+00:00,225.1666909368558,218.99071424586836
265,2005-02-02 14:57:17+00:00,200.46779931354507,
266,2005-02-10 15:00:31+00:00,223.91735669314696,235.54971043411604
267,2005-02-18 14:57:34+00:00,229.25340310938418,226.73720568535538
268,2005-03-05 15:06:49+00:00,231.96062635461942,234.77163782769685
269,2005-03-22 14:57:58+00:00,226.0699867198809,228.6270295134407
270,2005-03-29 15:04:11+00:00,228.92337642438645,229.75281042883572
271,2005-03-30 15:00:37+00:00,227.8537327238513,218.19960177711667
272,2005-04-07 14:58:02+00:00,222.39375798142797,213.7197519306857
273,2005-04-14 15:04:14+00:00,222.58816340148786,220.67363216666138
274,2005-04-15 15:00:30+00:00,222.4700583636265,208.47924342580083
275,2005-04-22 15:06:40+00:00,,
276,2005-04-23 14:58:06+00:00,222.53047598497847,221.41250362261644
277,2005-04-30 15:04:20+00:00,222.05398528027416,215.28752885739198
278,2005-05-01 15:00:32+00:00,,
279,2005-05-17 15:00:33+00:00,,
280,2005-06-10 14:58:28+00:00,,
281,2005-06-18 15:00:23+00:00,,
282,2005-09-14 14:59:04+00:00,,
283,2005-11-24 15:05:44+00:00,,
284,2005-12-11 15:00:34+00:00,,
285,2006-01-27 15:07:14+00:00,234.03753187447356,235.07892760327553
286,2006-01-28 15:00:55+00:00,,211.14908085479016
287,2006-02-12 15:07:36+00:00,239.69339602032153,237.92330092994501
288,2006-02-13 15:01:00+00:00,,208.07825570608958
289,2006-03-09 15:01:57+00:00,227.0650515771219,232.15088369701314
290,2006-03-17 15:01:03+00:00,,226.50337906978268
291,2006-04-02 15:01:01+00:00,239.8068416831818,173.74197917755563
292,2006-04-10 15:02:33+00:00,210.8877333074409,205.06672762412597
293,2006-04-25 15:07:09+00:00,229.24203504300104,227.16137879460626
294,2006-04-26 15:02:48+00:00,211.15779557315156,209.08354442881782
295,2006-05-03 15:09:05+00:00,203.01015307251208,192.72245483728597
296,2006-05-04 15:01:00+00:00,199.38824462573677,164.80014472419953
297,2006-05-20 15:01:01+00:00,,
298,2006-06-05 15:00:59+00:00,,
299,2006-06-13 15:03:30+00:00,,
300,2006-06-29 15:03:45+00:00,,
301,2006-07-07 15:00:48+00:00,,
302,2006-07-15 15:03:59+00:00,,
303,2006-08-24 15:00:35+00:00,,150.28905467121325
304,2006-09-17 15:04:47+00:00,,
305,2006-10-19 15:05:08+00:00,,
306,2006-10-26 15:11:23+00:00,,
307,2006-11-04 15:05:17+00:00,,
308,2006-12-30 15:01:09+00:00,,
309,2007-01-07 15:05:47+00:00,,
310,2007-01-31 15:01:17+00:00,,
311,2007-02-24 15:05:55+00:00,,
312,2007-03-03 15:12:06+00:00,218.7962898383418,
313,2007-03-04 15:01:27+00:00,,
314,2007-03-12 15:05:53+00:00,,
315,2007-03-19 15:12:03+00:00,225.48602703883836,225.5592584176135
316,2007-03-20 15:01:29+00:00,224.80740043206993,214.86838767138943
317,2007-03-28 15:05:50+00:00,208.44631379230316,212.994284101836
318,2007-04-05 15:01:28+00:00,211.97812826362426,201.1644847560215
319,2007-04-13 15:05:45+00:00,,
320,2007-04-20 15:11:53+00:00,199.30382551587692,189.31921462094311
321,2007-04-21 15:01:26+00:00,,
322,2007-04-29 15:05:38+00:00,,
323,2007-05-07 15:01:22+00:00,,
324,2007-06-16 15:04:58+00:00,,
325,2007-06-23 15:11:01+00:00,,
326,2007-06-24 15:01:12+00:00,,
