,dates,chi0067-0000,chi0067-0001,chi0067-0002,chi0067-0003,chi0067-0004,chi0067-0005,chi0067-0006,chi0067-0007,chi0067-0008,chi0067-0009
0,1985-03-05 14:07:05+00:00,207.13971051796753,209.42810692033788,178.14557536354388,175.5728656971814,181.66852026988838,,,,,
1,1985-03-28 14:13:13+00:00,220.3000492509687,212.88689913967278,182.5703100829999,187.7850410717018,190.74630416526378,184.62554177571693,191.4916993175672,194.09318378315186,206.68088609452383,
2,1985-08-03 14:12:36+00:00,,,168.52770155777563,174.96912405868443,187.42455767290255,185.32977537093214,188.2120247618065,207.62722105501024,,
3,1986-02-04 14:03:35+00:00,212.03738543004903,216.87375686185618,193.8863512800628,188.27217817568118,206.9333845031314,191.9397748127706,205.60669750468998,205.844389936126,219.80633326002663,198.88112055108334
4,1986-04-09 14:02:13+00:00,223.13918687925653,218.90566122785086,195.4158890984915,159.0015730873403,172.2439265910922,177.11657185306922,196.96925449842067,201.658937875273,212.58034826802154,
5,1986-07-21 14:05:23+00:00,218.26077172791332,197.66164380647146,191.58042200582014,192.96738122033435,192.6420820411489,191.6205357884898,192.5358845378521,202.371809758125,205.22100546034187,197.92377725467864
6,1986-07-30 13:58:52+00:00,216.94599662596454,172.55044236101276,,,,,187.62512573648164,,,
7,1986-08-31 13:57:41+00:00,,159.53490285178262,176.20413756965482,198.4187974460206,184.1776722896153,177.4705940074837,175.69087547635644,,190.83514407205965,181.71789403759502
8,1986-09-07 14:03:37+00:00,201.24677718371825,172.40363945377436,187.21651596648536,196.14333559069226,172.97256313271853,171.6109375499938,195.883532882723,204.0144780627067,204.40228165225065,188.40332244343458
9,1986-09-23 14:03:08+00:00,215.33646806626,184.87175963070624,190.51429741175045,198.20187431506085,173.183519275573,172.24590633980776,193.9962360400552,195.49183923395057,196.25822669963324,182.24780008066728
10,1986-10-09 14:02:37+00:00,198.87411319572468,185.49819293769062,189.00805505706072,206.60530094983574,172.6978485122895,169.95479146981106,198.51095995370608,195.7293316517611,180.29237684292258,159.9731284570667
11,1986-10-18 13:56:08+00:00,210.43122088196455,172.947210093414,178.42834859959402,193.11490599375247,175.0245638798164,172.5234036609515,181.01325031532917,185.31540370802415,192.7743092618544,184.65099729349635
12,1986-10-25 14:02:04+00:00,216.54708605881729,187.2395644573022,192.25865980833197,197.5142898858481,170.08551756811778,175.19162595048567,194.31503703561947,200.3424303175515,194.73345077599612,184.2192889490951
13,1986-11-03 13:55:34+00:00,216.42633934530647,198.3976583290867,200.66455888640385,210.71638500235122,178.70850567647366,179.15000146340935,198.5625499420215,197.1749403149841,202.4135363499564,183.8067688510585
14,1986-11-26 14:01:05+00:00,215.68932256770893,187.93568459872245,199.63064723035245,203.57142982223323,174.4313755640319,183.17981412011684,204.28359052601564,209.04766441750618,212.18600824847414,191.55712564433833
15,1986-12-28 14:02:01+00:00,217.6963905163866,191.54777003562123,200.57065544743526,200.35541169563064,180.03626791353318,187.684982303411,193.3268433050514,198.04963428233413,203.36810697307095,194.64866040968866
16,1987-01-06 13:56:06+00:00,212.88693481307587,193.3150945449332,200.25272351943812,192.36987564950712,181.70282378178428,182.03204045116834,190.18108497230548,194.9529560165201,199.11410201465864,190.67421125122576
17,1987-01-13 14:02:29+00:00,221.56775146998484,206.3186056542122,210.32484400361724,203.90851285417196,186.5749825557513,190.45576386474707,192.17040548551427,202.32623846978126,204.52079632294604,191.44967671213018
18,1987-01-22 13:56:34+00:00,219.68050634022387,209.30557346834038,201.47278338246926,193.5047244510458,181.29616044477268,180.382550615463,189.10677964552005,201.28545756405447,211.29347483476027,192.84004308731787
19,1987-01-29 14:02:58+00:00,227.6284805066542,212.1136501566728,207.19139051643415,203.9186761754334,187.93618808615545,189.5911990219259,195.62155249710605,195.52123880602392,204.18257653969866,192.7085014919265
20,1987-02-07 13:57:09+00:00,224.95453297820097,209.81261395088507,204.666377224556,196.89424739337582,182.36807414964446,186.96350245704858,193.60368460721736,197.11784614892304,200.03041642134212,194.99238649011485
21,1987-03-18 14:04:49+00:00,235.20656174983986,227.78177725799324,220.5082063546874,211.14522570309452,191.31532064942454,188.9059566160882,196.69756094110602,205.87080465832133,216.40504197203268,204.6053231296438
22,1987-10-21 14:04:13+00:00,206.80093162922887,213.6764312870873,191.8558899973211,159.65888832496825,170.70284465067857,,,,,
