dates,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083,satname
2007-08-07 22:07:40+00:00,285.62,286.77,281.02,276.21,271.33,276.67,283.75,288.25,288.78,291.38,291.06,288.59,293.24,303.06,320.31,320.77,335.49,341.06,351.54,355.82,344.81,341.08,330.44,317.51,316.48,311.80,303.85,301.58,282.54,280.30,279.30,281.33,276.77,281.41,284.54,289.14,291.99,299.86,307.63,312.88,312.67,319.96,329.75,333.68,345.27,355.37,372.75,399.52,420.50,437.13,428.83,423.14,417.54,413.47,412.98,408.91,404.84,404.29,398.53,,,398.72,400.49,397.74,397.65,394.32,402.10,414.71,421.30,396.54,366.18,360.97,350.31,333.85,,310.67,316.22,320.26,,,,,,,L7
2007-09-16 22:10:40+00:00,291.45,290.24,285.45,279.79,278.68,280.23,286.59,290.56,290.16,290.94,292.38,290.74,292.00,303.68,316.19,320.13,335.07,342.17,353.30,353.94,343.03,340.49,329.55,323.12,318.96,316.14,308.88,302.11,287.39,280.20,279.42,280.13,277.31,282.39,284.66,287.65,293.97,300.64,305.14,311.78,313.38,320.58,331.68,345.87,358.16,371.81,378.91,400.76,423.08,443.86,431.10,428.47,425.19,418.38,420.36,409.45,404.96,414.09,413.49,401.50,411.52,409.77,406.01,400.75,398.45,398.89,409.83,416.95,416.74,406.81,370.53,359.76,350.02,329.21,328.75,323.39,314.58,308.92,,,,,,,L5
2007-10-02 22:10:31+00:00,291.04,289.01,284.29,277.87,279.83,281.38,287.25,288.88,288.55,287.82,289.49,290.91,294.00,296.49,303.92,316.17,334.34,341.81,351.72,354.00,343.37,337.59,328.57,321.77,318.96,316.14,308.88,302.11,287.39,280.20,279.42,280.13,277.31,282.39,284.66,287.65,293.44,300.59,306.26,311.90,313.31,319.94,333.34,344.85,354.81,367.14,376.49,394.98,421.05,438.29,425.98,422.04,424.05,417.36,414.52,406.42,401.72,411.11,410.86,400.00,399.29,403.27,400.78,395.86,394.41,395.72,403.50,410.75,411.33,401.02,368.62,357.57,346.67,329.33,321.88,318.57,312.37,308.92,,,,,,,L5
2007-11-27 22:07:48+00:00,297.13,294.64,288.86,283.68,286.40,287.06,290.65,294.79,288.55,287.82,289.49,290.91,294.00,302.40,309.14,320.41,336.69,342.97,355.11,353.77,345.11,339.02,332.26,326.53,322.54,317.81,310.21,303.82,291.06,284.26,282.80,282.19,281.18,284.15,284.66,287.65,295.78,302.75,307.91,314.46,316.06,322.54,334.54,346.38,356.68,367.76,379.46,396.99,419.77,439.05,428.23,424.21,424.05,417.36,417.39,408.55,404.02,411.67,411.24,405.25,404.17,405.50,403.61,398.52,396.88,398.75,403.81,412.49,413.08,400.67,372.85,359.82,346.54,333.28,323.84,321.55,313.67,309.74,317.13,335.88,355.75,363.93,380.76,404.61,L7
2008-04-03 22:07:44+00:00,316.36,308.60,302.94,298.90,299.11,299.00,298.32,318.41,,,,,,310.47,319.49,327.21,340.73,345.57,368.69,355.22,348.17,341.07,337.86,331.30,321.73,314.01,307.65,300.72,294.77,288.72,286.59,288.37,292.79,289.46,,,305.15,309.23,312.86,322.13,327.04,332.95,339.36,350.96,362.31,369.61,391.35,403.02,415.94,441.35,434.97,430.73,,,426.01,414.94,410.93,413.34,412.38,415.74,413.92,412.21,412.08,396.75,404.29,407.87,404.75,417.68,418.34,397.81,378.36,362.14,346.72,338.47,323.41,323.28,315.44,314.30,318.07,335.88,355.75,363.93,380.76,404.61,L7
2008-05-05 22:07:38+00:00,317.02,310.11,303.20,301.32,300.10,298.04,297.31,307.13,293.07,289.86,296.53,293.87,297.75,308.15,317.71,326.15,336.88,343.85,358.97,349.35,345.15,336.72,333.90,325.78,321.73,314.01,307.65,300.72,294.77,288.72,286.59,288.37,292.79,289.46,,,289.42,300.27,302.12,310.23,317.63,326.41,332.02,342.69,362.31,369.61,391.35,392.25,407.70,429.00,422.12,418.08,400.27,399.36,411.96,401.75,396.44,413.34,412.38,415.74,413.92,412.21,412.08,396.75,404.29,407.87,404.75,417.68,418.34,397.81,378.36,362.14,346.72,338.47,323.41,323.28,315.44,314.30,318.07,335.88,355.75,363.93,380.76,404.61,L7
2008-06-06 22:07:24+00:00,316.54,312.87,304.50,298.51,293.81,292.18,293.82,295.85,293.07,289.86,296.53,293.87,297.75,302.17,314.46,324.18,332.02,341.49,348.69,345.35,338.42,329.65,325.65,318.26,313.74,306.88,301.11,292.48,287.49,281.00,280.23,273.21,272.36,275.05,274.72,280.98,279.31,291.82,294.41,305.15,313.89,323.79,331.04,339.43,352.82,365.77,389.07,381.49,399.46,421.91,414.60,407.31,402.67,403.08,398.83,389.65,386.96,389.58,388.92,393.48,388.85,381.52,391.81,387.00,382.78,385.41,390.11,393.36,397.20,389.09,369.39,352.83,340.33,328.73,317.38,314.73,313.31,317.22,310.64,315.15,329.22,349.43,364.15,410.14,L7
2008-08-09 22:06:47+00:00,313.71,308.54,302.38,296.24,292.00,287.92,288.76,283.18,291.23,289.86,296.53,293.87,297.75,302.17,313.55,322.50,332.59,342.06,350.89,347.95,340.04,332.02,328.56,323.45,318.60,310.19,302.48,292.69,287.71,283.24,281.38,277.55,280.05,280.74,274.72,280.98,279.31,297.52,300.28,308.60,315.80,324.71,331.08,339.49,356.12,366.38,385.35,390.10,407.52,425.38,419.80,413.16,402.67,403.08,398.83,394.37,392.62,394.76,392.97,393.67,389.24,384.07,391.26,386.56,384.32,386.08,392.77,393.36,397.20,385.84,366.91,349.95,336.84,327.08,315.81,311.26,309.96,310.93,309.56,318.44,329.22,349.43,367.05,407.94,L7
2008-09-26 22:06:23+00:00,313.71,308.54,302.38,296.24,292.00,287.92,288.93,285.63,291.07,286.86,295.14,299.55,301.68,304.86,314.99,323.70,334.31,344.45,354.41,350.83,340.04,332.02,328.56,326.78,323.13,313.71,305.97,295.06,290.56,286.40,282.75,280.53,282.86,284.74,283.71,287.51,284.34,299.77,303.49,310.81,316.92,330.63,331.08,339.49,356.61,370.07,388.25,394.70,414.61,430.10,425.31,419.10,411.62,410.20,407.37,400.64,399.38,400.68,392.97,393.67,392.57,386.37,391.77,386.59,384.09,384.65,393.00,396.14,400.50,385.19,367.49,349.10,335.83,327.08,316.01,312.04,310.32,310.77,309.22,319.79,333.34,352.43,370.10,404.42,L7
2008-11-13 22:06:43+00:00,312.18,308.81,303.73,299.88,297.66,288.81,287.44,287.09,293.49,288.50,293.22,303.31,305.90,312.29,317.00,326.50,336.60,348.61,358.81,358.39,338.40,331.34,329.79,335.00,327.15,318.28,310.11,298.20,292.09,290.64,285.95,282.21,284.61,285.83,285.52,290.73,292.83,303.87,308.67,314.02,320.38,334.22,334.27,342.03,356.66,370.67,388.98,403.17,423.64,436.47,432.50,424.78,419.32,418.45,414.88,407.21,407.08,402.03,392.97,393.67,392.57,386.37,391.77,386.39,384.09,384.65,393.00,396.14,400.50,381.58,366.27,346.22,332.00,324.16,316.73,312.26,311.00,308.46,307.00,320.42,333.74,355.87,371.86,403.12,L7
2008-11-29 22:06:55+00:00,312.81,310.12,304.69,302.35,301.70,294.78,293.28,292.71,298.05,295.26,298.77,304.54,308.33,315.65,320.00,327.83,339.11,350.55,358.81,360.28,346.26,339.26,335.21,335.95,328.28,320.20,315.00,298.20,292.09,290.64,288.63,284.56,286.74,287.37,288.92,293.66,295.62,305.58,309.78,315.70,321.98,334.86,337.45,345.31,357.89,372.11,388.98,403.17,425.46,437.63,433.37,425.33,420.86,420.05,417.02,409.25,408.73,403.64,397.69,399.23,395.27,390.50,391.77,386.39,386.11,389.16,395.86,401.37,405.22,385.05,366.54,347.21,334.12,327.72,319.47,315.28,311.00,309.37,308.67,321.84,337.45,358.11,373.61,405.13,L7
2009-06-09 22:08:01+00:00,330.64,327.11,315.11,317.78,314.11,314.33,313.80,301.03,300.42,294.03,301.98,305.38,312.12,,,,,,353.78,351.53,340.45,334.08,323.67,318.46,310.68,303.94,293.65,288.71,283.24,277.62,272.12,271.72,272.22,275.50,281.87,286.63,296.05,,,,308.23,315.30,322.98,334.05,348.93,357.64,374.39,396.10,408.58,428.09,421.56,414.83,409.74,406.62,406.03,,394.22,387.19,386.67,382.79,382.40,383.09,382.58,379.84,381.76,383.58,394.12,390.01,398.79,,,344.21,326.00,317.10,306.01,301.02,300.97,303.12,303.08,317.68,330.41,344.47,,389.49,L7
2009-11-16 22:08:13+00:00,330.64,327.11,315.11,317.78,314.11,314.33,305.24,297.88,299.37,296.14,302.31,307.24,315.06,322.44,330.46,338.38,345.78,346.55,354.23,353.62,344.69,335.51,327.62,325.89,315.89,307.61,300.31,290.19,285.94,289.09,272.12,271.72,272.22,275.65,279.10,282.99,290.75,298.68,304.34,309.06,310.71,319.20,323.83,334.10,347.15,355.30,371.75,392.02,411.73,428.09,421.56,417.23,409.52,401.01,397.95,401.83,391.73,388.10,388.83,389.12,385.19,384.47,384.25,386.10,381.76,383.58,387.11,386.19,396.22,378.67,360.10,343.99,323.85,317.15,307.77,304.22,301.08,305.12,303.08,313.64,331.32,343.20,361.84,384.10,L7
2010-02-12 22:08:30+00:00,340.79,328.45,331.20,328.97,327.82,322.05,306.19,304.31,307.50,306.20,307.02,313.13,320.60,327.19,332.30,342.09,348.27,356.61,368.33,367.33,358.11,348.33,339.99,333.26,322.97,316.63,312.02,301.44,294.79,300.87,300.35,295.67,292.64,285.41,287.56,294.12,299.68,311.15,316.58,319.82,327.14,335.00,338.97,348.12,357.59,367.54,379.02,399.97,424.22,445.75,439.38,428.33,422.52,413.93,408.44,416.76,403.44,400.23,400.55,401.01,392.35,390.00,393.11,399.55,408.40,411.93,397.45,398.36,407.50,393.32,375.17,355.11,338.30,330.76,319.79,316.38,314.10,319.16,330.08,325.14,344.70,353.64,373.53,393.39,L5
2010-03-24 22:09:46+00:00,340.79,328.45,331.20,328.97,327.82,322.05,306.19,304.31,307.50,306.20,307.02,313.02,319.65,328.25,332.30,342.09,348.27,356.61,368.33,367.33,358.11,348.33,339.99,333.26,322.97,316.63,312.02,301.44,294.79,300.87,300.35,295.67,292.64,285.41,287.56,294.12,299.68,311.15,316.58,319.82,327.06,333.85,339.35,349.41,360.78,371.66,385.20,404.50,428.13,444.59,441.33,430.38,424.10,417.13,412.77,417.47,406.48,403.03,401.90,402.88,395.28,393.19,395.29,403.23,405.76,409.76,401.94,404.49,412.39,397.96,379.82,358.91,343.57,325.57,316.36,316.05,313.87,318.96,324.71,322.29,344.21,357.07,375.81,397.02,L7
2010-11-27 22:07:24+00:00,320.31,317.79,312.43,311.06,310.68,310.35,306.29,306.84,302.28,305.93,307.17,315.92,317.53,331.07,333.35,343.93,355.19,368.95,379.91,368.52,363.61,361.27,353.56,351.06,348.82,340.64,319.22,312.55,305.14,305.64,307.39,297.24,298.06,298.07,298.38,300.03,306.20,319.40,327.68,329.25,327.48,338.01,344.71,360.41,379.61,393.39,405.08,414.81,431.98,448.43,436.28,431.23,420.74,416.84,422.02,425.15,429.90,420.30,409.75,402.92,404.77,405.63,402.21,394.60,395.72,393.10,397.55,404.53,408.41,391.89,378.46,366.88,350.88,336.68,330.44,332.49,315.33,,,,,,,,L5
2011-02-07 22:11:00+00:00,320.31,317.79,312.43,311.06,310.68,310.35,309.21,305.83,302.25,304.31,307.30,311.67,318.11,326.31,334.99,345.31,353.91,365.50,373.99,366.92,361.85,357.16,350.22,343.81,339.13,329.79,311.54,308.48,303.32,305.64,307.39,297.24,298.06,292.34,293.48,298.21,306.63,319.26,323.83,323.01,323.87,332.48,345.09,358.28,374.48,388.24,400.91,413.12,424.83,448.43,436.28,427.36,417.50,412.60,415.56,425.15,429.90,420.30,409.75,402.92,404.77,405.63,402.21,394.60,395.72,393.10,397.55,404.53,408.41,391.89,378.46,366.88,350.88,336.68,330.44,332.49,312.26,,,,,,,,L7
2011-02-23 22:11:05+00:00,317.17,315.25,308.49,307.93,306.80,306.68,305.06,302.26,299.80,298.76,302.38,306.38,311.61,320.92,328.97,339.85,346.60,357.62,367.19,361.68,358.58,354.07,350.22,343.81,339.13,329.79,311.54,308.48,303.32,298.76,298.24,290.29,285.88,286.21,290.74,294.66,303.09,313.22,315.69,323.01,323.87,332.48,345.09,358.28,374.48,388.24,400.91,407.97,421.57,436.28,424.92,422.04,412.71,407.51,411.26,413.34,413.91,402.49,396.99,402.92,404.77,396.38,396.35,389.73,385.98,385.77,389.75,395.76,400.31,382.23,366.80,352.50,339.53,328.81,330.44,319.30,310.05,308.39,308.33,321.25,331.62,343.83,356.79,378.27,L7
2011-03-11 22:11:09+00:00,320.24,317.79,312.96,310.33,309.94,310.07,305.76,302.50,302.39,301.97,304.65,309.19,313.79,323.54,330.10,342.04,347.10,358.94,367.13,363.17,360.60,356.61,351.29,344.88,335.42,327.99,311.54,308.48,303.32,298.76,299.55,292.64,289.99,288.66,293.15,296.97,305.55,315.48,317.67,322.94,324.24,332.99,345.97,358.77,374.81,387.27,400.91,407.97,421.57,437.44,426.90,421.88,413.82,410.57,413.96,414.42,411.80,402.71,397.12,400.01,401.75,401.28,396.35,389.73,388.09,387.84,391.90,396.54,402.59,384.86,370.63,353.86,343.35,329.89,328.77,320.40,310.05,308.39,313.79,327.86,338.88,351.85,364.77,393.30,L7
2011-05-30 22:11:11+00:00,321.83,317.35,314.91,312.05,310.44,309.33,306.02,303.48,301.82,301.09,303.16,307.31,312.49,320.03,329.31,341.41,344.41,355.61,362.87,361.35,357.51,352.55,345.56,337.11,326.98,320.31,307.87,304.70,297.48,288.69,291.52,286.88,283.43,284.46,290.44,295.07,303.17,309.51,309.76,319.78,322.62,328.24,342.48,353.57,366.15,378.85,387.31,401.13,412.51,429.26,419.61,417.00,410.59,407.39,408.22,409.06,402.75,393.92,388.63,389.81,390.57,392.42,382.76,381.78,383.76,385.05,388.18,391.05,399.42,381.78,366.71,347.35,334.61,321.10,315.75,307.60,302.76,304.84,310.86,323.58,336.98,350.90,363.94,393.30,L7
2011-09-19 22:10:52+00:00,321.44,314.80,312.40,309.29,308.28,297.14,303.44,310.75,300.02,302.44,301.20,308.41,312.31,317.55,327.25,333.01,341.06,355.58,360.86,358.82,349.76,341.39,335.88,330.55,325.55,318.75,309.75,302.29,289.74,286.45,282.51,279.08,277.35,281.39,287.53,292.41,296.67,298.17,301.31,310.73,316.49,320.86,333.94,342.18,350.74,366.61,379.72,394.93,406.05,426.41,417.80,412.91,407.81,404.13,402.11,402.92,402.13,397.85,387.41,386.81,384.98,379.03,375.05,378.71,382.71,384.72,386.38,388.08,398.88,382.63,,,324.68,310.32,304.39,294.11,293.46,301.29,305.00,315.02,333.17,349.00,362.28,,L7
2011-10-21 22:10:56+00:00,318.60,313.55,314.27,310.58,307.98,297.93,300.73,306.81,301.29,303.78,309.68,313.93,319.22,322.67,330.03,338.87,347.25,359.52,367.45,361.62,349.76,341.39,335.88,335.86,329.94,322.32,311.20,303.64,293.09,289.89,286.81,283.20,280.36,284.62,292.35,297.97,303.66,304.99,309.11,320.66,324.58,320.86,333.94,342.18,353.52,368.59,380.76,396.03,409.78,428.91,421.29,418.00,415.10,411.27,406.09,409.37,406.06,406.67,387.41,386.81,388.82,381.95,378.95,379.90,383.02,385.51,387.39,394.38,402.50,387.06,368.77,350.61,324.68,310.32,307.00,296.79,295.62,300.95,307.68,321.28,340.47,357.54,372.95,403.05,L7
2011-11-22 22:11:15+00:00,317.60,313.24,315.21,311.09,307.53,298.56,300.31,306.85,301.24,303.83,309.65,314.27,319.84,323.79,330.20,339.78,347.21,359.42,369.17,363.00,349.04,341.55,336.90,335.86,329.94,322.32,311.20,304.57,294.50,291.12,287.76,284.62,281.10,285.76,292.93,297.20,304.66,306.59,310.77,320.50,324.61,323.94,334.83,342.30,353.52,368.59,380.76,396.98,412.56,430.17,423.30,419.30,415.47,411.35,405.55,408.20,404.07,404.01,390.14,388.66,391.16,381.95,379.91,380.43,384.32,385.79,387.69,394.40,401.96,386.66,372.02,350.74,326.28,316.15,310.68,296.79,298.14,304.31,309.57,323.84,340.45,358.84,375.12,401.00,L7
2012-02-10 22:11:42+00:00,315.10,321.11,319.03,315.66,312.20,302.90,303.07,308.86,305.55,309.25,315.11,317.97,323.89,326.87,332.12,341.24,349.79,361.62,369.79,361.94,347.93,339.82,337.17,343.22,336.51,327.10,315.40,306.69,298.74,298.99,293.22,288.04,285.65,289.06,294.60,300.50,308.06,310.24,315.50,321.82,326.29,324.03,335.13,341.06,356.36,372.76,385.41,400.41,417.83,434.83,428.02,423.25,418.19,415.74,408.98,406.84,403.37,403.61,393.07,391.72,396.56,390.25,383.18,382.85,387.88,391.79,391.41,399.47,405.48,390.95,374.95,354.96,327.89,321.98,319.16,311.89,306.53,311.03,316.56,331.84,345.88,363.80,379.00,397.34,L7
2012-04-14 22:11:39+00:00,313.76,323.77,323.20,320.10,314.81,308.48,304.24,308.86,305.55,309.25,315.11,317.97,323.89,329.80,334.74,343.98,352.70,363.63,372.76,365.42,347.59,348.43,344.76,347.24,340.96,330.69,319.31,309.06,304.00,300.56,294.50,288.58,284.85,286.44,290.93,297.16,305.15,312.89,317.83,323.63,326.85,328.79,338.15,346.05,361.03,376.59,387.34,403.57,421.55,437.62,430.59,425.66,416.12,413.44,408.47,407.28,401.34,401.07,390.06,389.52,396.38,395.87,383.18,382.21,385.33,387.91,388.23,396.60,402.30,389.62,373.20,354.30,332.90,324.12,319.89,311.89,306.53,310.60,315.93,330.47,345.88,363.80,379.00,397.34,L7
2012-06-01 22:11:59+00:00,304.75,325.90,319.98,316.62,311.52,309.34,307.40,309.21,305.92,308.72,310.00,313.97,318.12,323.23,328.94,337.66,347.23,365.70,371.65,363.65,,350.28,347.35,343.49,337.43,325.26,318.34,309.49,304.81,300.29,290.61,281.51,280.01,280.19,284.61,292.88,300.26,309.75,314.60,320.50,325.02,327.47,339.70,342.82,357.11,372.00,384.55,401.94,419.97,437.20,427.99,421.56,410.95,405.21,402.87,403.01,396.74,390.44,380.01,381.37,390.24,391.20,379.88,380.09,382.84,384.66,384.78,393.97,401.01,389.68,371.03,356.48,337.91,318.75,319.13,311.09,307.23,308.41,314.35,328.34,341.55,357.75,372.80,394.60,L7
2013-05-03 22:13:30+00:00,,,,,,,,,,301.50,,,,,,,,,361.71,362.92,354.78,345.00,339.61,334.03,321.45,316.54,304.99,297.66,288.52,284.50,274.55,274.66,277.12,284.18,290.23,297.47,,,306.42,310.05,314.65,322.10,327.89,335.82,356.30,365.66,375.74,390.83,409.98,428.88,421.45,411.70,405.63,,,398.29,394.57,389.95,386.63,380.56,375.62,377.36,382.23,382.30,383.49,384.42,386.99,387.26,,,359.95,344.08,328.13,315.83,306.39,307.70,311.78,305.29,309.74,319.11,338.34,,,391.93,L7
2013-05-11 22:19:31+00:00,344.70,336.03,324.27,331.15,327.52,322.89,317.98,308.24,302.10,301.44,304.73,303.58,313.20,324.73,326.50,331.26,346.08,360.52,364.90,363.96,358.63,350.06,344.12,338.87,328.81,322.65,313.85,303.98,294.40,289.40,281.49,278.43,283.00,287.12,294.73,300.35,306.77,307.47,308.82,314.69,317.38,326.00,335.36,343.02,356.43,366.73,378.78,396.16,411.32,430.34,423.72,415.78,410.17,410.97,408.33,400.84,398.48,395.69,391.79,389.53,385.94,386.83,388.35,385.97,384.61,387.25,389.87,392.32,404.84,384.72,361.98,345.62,331.72,320.42,306.71,306.30,307.54,303.12,305.74,319.11,338.34,,,391.93,L8
2013-05-19 22:13:27+00:00,338.83,329.14,317.95,320.71,316.17,311.44,311.54,305.19,301.59,300.15,304.57,306.35,314.30,322.84,327.27,332.94,345.99,357.21,365.07,365.26,358.63,350.25,345.56,341.43,328.81,322.65,313.85,303.98,293.57,288.62,282.65,280.40,282.57,286.28,292.99,298.08,302.20,307.60,310.17,314.55,318.21,326.79,333.95,342.38,355.96,366.73,378.78,396.16,409.49,426.47,419.78,413.08,408.04,403.22,403.90,400.91,398.46,395.32,393.78,390.96,389.33,386.83,388.35,383.87,384.78,385.73,389.09,390.62,400.12,385.18,363.46,345.78,332.26,321.60,310.37,306.30,307.54,302.34,305.74,319.11,338.34,,,391.93,L7
2013-05-27 22:19:39+00:00,333.27,328.18,316.60,317.48,314.32,308.83,306.82,302.93,300.35,296.72,297.92,306.35,314.30,322.84,327.27,332.94,345.99,357.21,365.07,365.26,358.63,350.25,345.56,341.43,328.81,322.65,313.85,303.98,293.57,288.62,282.65,280.40,282.57,286.28,292.99,290.03,302.20,307.60,310.17,314.55,318.21,326.79,326.95,337.12,349.19,359.83,372.05,396.16,409.49,426.47,419.78,413.08,408.04,403.22,387.61,400.91,398.46,395.32,393.78,390.96,389.33,386.83,388.35,383.87,384.78,385.73,389.09,390.62,400.12,385.18,363.46,345.78,332.26,321.60,310.37,306.30,307.54,302.34,305.74,319.11,338.34,,,391.93,L8
2013-06-04 22:13:16+00:00,326.06,319.54,310.49,311.13,307.29,303.86,302.11,298.82,296.49,294.84,295.58,301.76,309.90,319.04,323.93,329.75,339.41,352.87,365.07,363.16,358.63,346.03,341.99,341.43,328.81,322.65,313.85,303.98,293.57,288.62,282.65,280.40,282.57,286.28,292.99,290.03,296.11,301.08,307.06,311.79,315.90,322.80,325.62,335.81,346.81,357.98,372.05,396.16,405.93,422.93,415.39,410.07,405.02,399.57,387.62,397.25,395.19,390.10,389.84,386.14,386.55,386.83,388.35,383.87,381.81,382.35,385.05,388.19,391.39,373.55,358.78,343.03,327.92,316.21,305.06,306.30,307.54,302.34,305.74,319.11,338.34,,,391.93,L7
2013-06-28 22:19:33+00:00,328.03,321.79,310.49,315.13,307.29,307.96,306.05,301.67,300.72,297.62,298.80,304.86,312.11,319.88,324.55,331.17,341.19,353.71,365.26,364.32,357.58,348.09,343.79,342.02,330.07,323.29,316.46,305.37,296.47,292.06,286.36,284.91,284.86,289.09,294.21,292.76,300.32,305.05,309.21,314.48,318.11,324.73,328.34,338.17,348.67,361.25,376.42,397.97,408.86,425.49,417.96,411.19,406.07,402.26,391.28,399.55,397.34,393.06,392.13,388.33,388.90,390.26,389.61,385.33,383.42,384.21,386.44,390.31,395.90,376.97,361.44,344.39,329.61,317.95,307.22,309.45,306.50,303.63,307.08,319.65,336.53,342.15,366.91,401.79,L8
2013-08-23 22:12:58+00:00,331.73,321.79,310.49,315.13,307.29,307.96,306.05,301.67,301.79,298.99,300.43,305.27,312.48,319.97,324.16,330.90,340.26,352.56,364.94,364.19,357.58,348.25,342.45,336.27,324.57,319.55,314.70,303.75,295.86,290.88,284.66,284.91,284.86,289.09,292.72,291.01,296.91,301.53,305.36,310.95,316.22,323.41,327.37,338.30,348.71,360.93,377.41,398.15,409.78,426.33,417.96,411.19,407.00,403.53,391.28,399.55,397.34,393.06,392.13,388.33,388.81,390.00,388.78,384.01,382.57,384.21,386.44,390.19,395.67,376.43,361.48,344.30,329.83,318.28,308.20,307.93,305.33,303.91,307.08,319.65,335.80,347.10,365.99,396.93,L7
2013-08-31 22:19:38+00:00,331.45,322.08,312.08,314.82,306.61,308.12,306.02,302.42,301.80,299.13,302.14,307.02,313.51,320.51,324.27,332.44,341.62,353.37,366.11,365.16,357.19,348.52,342.92,336.58,325.92,320.15,314.13,304.71,296.48,291.82,286.06,285.07,285.51,289.73,293.20,292.26,298.68,302.85,306.17,312.42,317.38,324.69,328.71,339.66,350.67,362.94,379.37,399.33,411.40,427.42,419.74,411.66,408.15,404.88,394.31,402.09,399.55,395.93,393.29,389.85,390.45,392.54,391.13,387.07,385.65,386.36,388.90,392.07,398.19,378.66,362.22,344.44,330.01,319.01,308.39,308.96,307.25,305.04,308.01,321.14,337.96,351.28,369.80,401.58,L8
2013-11-03 22:19:20+00:00,331.65,323.29,313.73,315.55,308.87,309.78,307.46,303.69,303.52,301.01,303.69,309.48,315.24,322.66,326.19,334.40,342.88,355.65,369.66,366.79,359.16,349.93,344.38,338.56,329.84,321.79,315.55,304.24,296.61,292.15,288.48,287.16,289.17,293.30,296.42,294.54,300.50,305.26,308.65,314.01,318.95,324.41,329.27,341.15,350.54,363.66,381.17,402.59,413.55,428.66,422.95,414.91,411.04,405.72,395.84,403.57,402.00,399.74,396.29,393.62,394.16,398.55,395.54,391.06,388.40,388.96,392.02,395.31,399.32,379.46,364.87,345.64,331.15,321.25,310.00,311.22,307.69,306.70,311.70,326.41,340.18,355.33,371.93,406.47,L8
2013-12-05 22:19:13+00:00,338.09,332.53,324.42,322.64,316.34,319.67,315.27,309.79,309.57,308.66,312.25,314.05,317.66,326.34,329.89,338.84,346.21,357.80,371.51,369.50,359.84,352.56,345.29,335.02,328.13,319.36,313.11,302.95,297.01,292.48,289.33,288.38,289.98,294.70,295.75,299.67,303.55,308.07,309.85,315.88,321.99,327.05,334.79,346.49,356.11,368.20,385.91,401.23,417.66,432.69,431.02,421.42,416.93,412.12,406.80,406.89,404.51,409.37,402.20,399.99,396.84,398.17,395.52,393.66,392.32,397.76,400.55,401.77,405.76,384.27,371.12,349.20,333.74,325.00,314.30,313.68,310.31,309.99,314.75,326.46,340.70,355.53,371.57,406.12,L8
2014-01-06 22:18:54+00:00,338.63,333.11,324.42,319.81,316.34,318.11,313.09,308.69,307.54,307.95,312.39,314.02,317.39,327.32,330.75,339.70,346.32,359.66,373.51,369.58,360.84,352.13,344.93,335.73,329.86,320.19,311.87,302.97,294.14,289.77,287.11,284.66,288.60,293.31,296.80,300.33,302.98,307.77,309.16,315.17,322.47,326.86,334.58,346.07,355.55,368.23,385.51,401.00,416.74,433.08,431.38,422.81,418.38,412.78,407.59,405.93,404.44,409.21,400.63,398.62,395.59,397.39,395.23,394.23,393.23,400.24,401.44,402.42,404.54,384.49,370.78,350.24,333.89,325.44,314.83,314.02,312.04,311.57,318.30,330.08,343.37,361.63,376.80,406.04,L8
