dates,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083,satname
2008-06-06 22:07:24+00:00,320.06,325.43,311.08,,,,,,,,,,,,315.82,327.21,329.16,341.10,348.78,341.15,332.64,324.20,322.80,,,,,,,,,273.86,273.10,275.63,275.83,282.09,286.03,292.92,298.57,312.55,320.14,328.36,338.14,345.10,353.40,366.30,390.18,,,428.17,421.03,410.49,405.90,407.45,399.75,391.13,392.36,389.58,388.92,393.48,388.85,381.52,391.81,,383.26,385.41,390.11,393.36,397.85,382.80,367.62,347.96,333.34,325.64,314.87,313.37,,,302.27,315.15,330.51,349.43,364.15,410.14,L7
2008-08-09 22:06:47+00:00,305.22,295.55,296.03,291.69,288.38,279.39,278.65,270.51,289.38,,,,,,310.46,317.46,334.30,343.49,354.99,355.63,344.54,338.81,337.05,333.53,323.20,313.06,303.31,292.67,287.70,285.15,282.26,281.58,287.38,286.15,,,,308.63,311.48,315.22,319.34,326.24,330.79,339.30,359.14,366.74,381.08,398.42,415.31,431.84,429.67,424.21,,,,403.62,403.76,399.95,397.01,393.85,389.62,386.62,390.72,385.70,385.64,386.75,395.44,,,379.02,361.96,344.17,329.86,323.79,313.06,304.34,306.61,304.64,307.40,321.74,,,369.95,405.74,L7
2008-09-26 22:06:23+00:00,,,,,,,289.43,290.53,290.75,283.86,293.75,305.23,305.60,310.26,320.33,328.50,341.20,353.70,364.59,362.22,,,,336.46,331.90,320.22,312.31,299.52,296.00,292.35,285.16,286.11,288.06,292.41,292.07,293.42,293.76,306.20,312.46,317.11,319.93,348.00,,,357.27,377.14,393.44,403.58,428.45,443.68,441.19,436.19,429.03,424.06,424.44,419.23,419.43,412.52,,,399.24,390.97,392.78,386.19,383.35,381.80,393.45,398.92,403.41,382.87,369.23,346.54,332.80,,317.07,314.37,311.03,310.46,308.19,322.47,336.72,355.42,376.21,397.37,L7
2008-11-13 22:06:43+00:00,311.27,305.45,304.07,308.06,306.94,298.24,294.25,300.22,300.34,293.13,292.69,301.39,306.20,314.32,321.88,332.82,341.73,356.56,367.30,374.74,,,,334.83,326.18,321.23,314.33,302.24,292.41,294.18,290.24,287.70,290.40,289.51,289.95,297.97,299.99,308.13,312.90,311.60,322.48,,,,357.22,372.86,391.95,407.33,426.96,442.87,438.85,429.10,423.99,424.59,420.45,415.11,413.06,406.08,,,,,,,,,,,,,,,,323.05,321.34,316.96,315.36,310.29,310.13,322.33,335.46,362.75,377.12,399.23,L7
2008-11-29 22:06:55+00:00,314.68,314.06,307.56,307.29,309.79,306.72,310.78,309.58,311.74,308.78,309.88,307.00,313.19,322.36,332.70,333.17,349.17,358.84,,368.09,362.68,355.73,346.54,339.33,332.15,326.83,330.73,,,,297.23,294.58,295.97,294.11,300.14,303.48,305.04,312.98,315.25,322.98,328.93,337.41,344.49,352.49,363.35,378.37,,,431.48,443.18,437.91,428.76,426.24,425.45,423.46,417.82,415.67,410.05,407.13,410.36,403.37,402.88,,,392.63,402.69,404.43,411.83,415.28,396.08,367.34,350.17,340.47,338.41,329.68,327.36,,312.10,315.38,327.49,349.81,364.83,380.60,413.15,L7
2009-06-09 22:08:01+00:00,330.64,327.11,315.11,317.78,314.11,314.33,313.80,301.03,300.42,294.03,301.98,305.38,312.12,,,,,,354.22,351.71,340.95,334.52,324.03,318.86,311.04,304.56,294.41,289.03,283.56,278.06,272.52,272.16,272.72,275.90,282.63,287.39,296.81,,,,308.63,315.74,323.48,334.49,349.33,358.00,375.15,396.50,408.98,428.77,422.32,415.72,410.31,407.06,406.03,,394.49,387.19,386.67,382.79,382.40,383.09,382.58,380.41,382.08,383.58,394.12,390.01,399.23,,,344.21,326.00,317.10,305.44,301.02,300.97,303.12,303.08,317.68,331.28,344.47,,389.49,L7
2009-11-16 22:08:13+00:00,,,,,,,296.68,294.73,298.32,298.26,302.64,309.10,318.01,322.44,330.82,338.38,345.78,346.83,354.99,355.84,349.29,337.27,331.83,333.60,321.36,311.72,307.51,291.89,288.86,300.87,,,,276.08,276.87,279.89,285.98,298.96,304.88,309.34,313.47,323.42,325.04,334.47,345.65,353.22,369.65,388.23,415.15,,,420.27,409.72,395.73,389.88,402.02,389.43,389.01,390.99,395.46,387.98,385.85,385.93,392.76,,,380.09,382.37,393.97,378.99,360.10,343.76,321.70,317.20,309.12,307.42,301.19,307.11,,309.60,332.85,341.92,361.84,378.70,L7
2010-02-12 22:08:30+00:00,340.79,328.45,331.20,328.97,327.82,322.05,315.69,313.88,316.67,314.15,311.40,317.16,323.19,331.94,334.39,345.80,350.76,366.87,382.21,379.04,367.56,359.94,348.59,333.42,325.02,322.32,317.47,311.38,301.13,301.41,300.56,295.90,292.89,295.23,299.18,309.27,314.30,323.83,329.22,330.79,341.31,347.13,353.52,362.31,370.02,382.31,389.32,412.20,433.78,446.10,439.77,437.49,436.03,432.68,427.00,431.83,417.78,411.45,410.11,406.57,396.71,394.16,400.29,407.03,408.57,411.93,414.82,414.34,421.57,408.20,390.23,366.45,354.90,344.32,329.76,325.35,327.00,331.21,330.08,340.68,357.63,365.36,385.23,408.08,L5
2010-03-24 22:09:46+00:00,,,,,,,,,,,,312.80,317.75,330.38,,,,,,,,,,,,,,,,,,,,,,,,,,,326.56,331.19,339.70,351.65,366.84,379.61,396.96,413.24,435.62,442.88,442.67,433.75,426.78,423.16,421.42,418.66,412.35,408.63,404.61,406.61,401.14,399.56,399.66,410.14,402.86,407.60,410.90,416.75,421.81,406.88,389.13,366.52,354.12,315.18,309.94,315.39,313.42,318.56,319.34,316.58,342.53,363.92,380.36,404.27,L7
2010-11-27 22:07:24+00:00,320.31,317.79,312.43,311.06,310.68,310.35,306.29,306.84,302.28,305.93,307.17,315.92,317.53,331.07,333.61,343.93,355.19,369.16,380.14,368.61,363.87,361.50,353.74,351.27,349.00,340.96,319.61,312.72,305.31,305.87,307.60,297.47,298.31,298.28,298.77,300.42,306.59,319.61,328.07,329.46,327.69,338.24,344.96,360.64,379.82,393.57,405.47,415.02,432.19,448.78,436.67,431.69,421.03,417.07,422.02,425.29,430.04,420.30,409.75,402.92,404.77,405.63,402.21,394.89,395.89,393.10,397.55,404.53,408.64,392.12,378.46,366.88,350.88,336.68,330.14,332.49,315.33,,,,,,,,L5
2011-02-07 22:11:00+00:00,,,,,,,312.13,304.83,302.23,302.70,307.42,307.41,318.69,321.56,337.25,346.68,352.64,362.55,368.61,365.55,360.70,353.60,347.32,337.05,329.88,319.70,304.78,304.80,301.90,,,,,287.09,289.50,297.33,308.00,319.61,320.91,317.26,320.75,327.50,346.09,356.70,369.83,383.53,397.67,411.91,418.17,,,424.58,414.97,408.90,409.11,,,,,,,,,,,,,,,,,,,,,,309.20,,,,,,,,L7
2011-02-23 22:11:05+00:00,314.03,312.72,304.54,304.80,302.91,303.00,296.75,295.11,294.88,287.66,292.56,295.82,298.60,310.13,317.26,328.93,331.98,342.11,353.88,351.32,352.37,348.17,,,,,,,,292.18,289.35,283.63,274.02,274.21,285.77,288.04,296.49,301.39,299.89,,,,,,,,,397.94,415.30,424.58,414.06,411.99,403.47,397.63,402.65,401.70,398.09,384.67,384.22,,,387.13,390.48,385.22,376.45,378.45,381.94,387.00,392.50,372.85,355.14,338.11,328.18,320.94,,306.11,305.63,308.39,308.33,321.25,332.18,343.83,356.79,378.27,L7
2011-03-11 22:11:09+00:00,326.37,322.86,321.90,315.12,316.22,316.85,307.87,303.23,310.16,311.57,311.46,317.60,320.34,331.39,333.67,348.62,348.60,363.07,367.12,367.70,366.85,364.40,353.58,347.18,328.15,324.64,,,,,302.31,297.51,298.41,296.16,300.65,304.20,313.22,322.41,323.91,322.94,325.12,334.19,347.93,359.93,375.64,385.48,,,,440.02,431.13,421.73,417.39,419.92,422.07,416.68,407.69,403.17,397.40,397.10,398.72,411.07,,,392.44,391.98,396.22,398.08,407.33,390.31,378.29,356.59,350.98,332.04,326.88,322.59,,,319.25,334.47,346.48,359.87,372.75,408.33,L7
2011-05-30 22:11:11+00:00,325.08,316.47,318.28,316.23,312.19,308.13,307.34,310.75,300.02,302.44,301.20,308.41,312.31,317.04,329.99,,,,,361.14,351.04,344.82,336.19,327.56,323.32,317.31,311.56,304.86,293.32,285.29,283.13,279.75,278.16,281.09,287.20,292.08,296.34,295.36,295.71,,,323.56,334.00,344.59,353.44,367.95,377.54,394.13,404.65,423.57,414.08,411.31,407.56,403.93,399.04,,,,384.28,382.53,382.41,379.05,375.05,378.46,382.57,384.72,386.38,388.08,398.68,382.43,,,324.68,310.32,304.64,294.11,293.46,301.29,305.00,315.02,332.79,349.00,362.28,,L7
2011-09-19 22:10:52+00:00,317.80,313.13,306.52,302.35,304.38,286.16,299.54,,,,,,,318.06,324.33,333.01,341.06,355.62,360.90,356.43,348.32,337.81,335.46,333.41,327.65,319.98,307.68,299.62,286.05,287.45,281.76,278.25,276.37,281.57,,,,300.85,306.66,310.77,316.53,318.00,333.71,339.61,347.91,365.14,381.65,395.59,407.32,429.03,421.26,414.21,,,405.18,402.95,402.16,397.85,390.54,391.09,387.54,379.01,,,,,,,,,,,,,,,,,,,,,,,L7
2011-10-21 22:10:56+00:00,312.91,311.04,318.01,313.16,307.38,299.51,295.32,302.87,302.57,305.13,318.16,319.45,326.13,332.90,335.12,344.73,353.44,363.08,373.61,367.04,,,,346.11,338.38,328.85,313.39,306.01,299.48,296.35,295.04,291.00,285.91,290.70,296.43,302.80,309.92,318.26,323.98,330.21,332.29,,,,358.70,372.22,382.12,397.85,416.85,433.25,427.56,427.32,421.84,417.98,414.06,415.56,409.72,415.48,,,396.51,387.79,382.85,380.54,383.03,386.31,388.40,400.69,405.69,391.06,368.77,350.61,,,310.15,299.47,297.78,300.60,310.35,327.54,346.91,366.09,383.62,403.05,L7
2011-11-22 22:11:15+00:00,314.60,312.33,318.02,312.60,306.16,300.44,299.04,306.93,301.13,303.92,309.60,314.94,321.07,327.17,330.19,341.59,347.14,358.82,372.16,366.99,347.09,341.42,338.56,,,,,307.04,298.40,294.37,290.21,288.45,282.79,288.79,293.34,294.90,305.90,311.00,314.98,319.79,324.27,329.67,336.10,342.10,,,,399.42,420.51,433.24,428.54,422.30,415.64,411.07,403.90,405.59,399.83,398.69,395.60,392.35,398.19,,381.82,380.93,386.60,386.34,388.28,394.43,400.43,385.41,375.28,350.87,327.89,321.98,318.62,,303.17,311.05,313.35,328.97,339.56,361.44,379.47,398.96,L7
2012-02-10 22:11:42+00:00,,347.94,333.57,334.53,330.88,325.50,318.37,316.78,312.96,318.70,317.56,319.53,324.46,329.34,338.88,345.62,357.53,368.97,372.50,357.29,,,,350.56,343.88,333.11,325.93,314.12,311.05,317.79,305.89,294.47,297.58,295.19,293.97,303.74,308.31,310.87,316.43,326.55,332.10,,,,362.88,381.30,393.26,408.80,426.65,443.85,434.77,429.23,417.06,418.15,412.76,403.27,401.80,402.43,,,404.00,403.95,384.87,387.05,394.01,402.71,397.56,403.29,410.29,396.36,380.80,363.40,,,328.74,324.32,318.64,321.44,325.98,339.00,351.11,363.87,373.91,390.02,L7
2012-04-14 22:11:39+00:00,,,,,,,,,,,,,,,,,,,,370.19,,354.59,350.28,345.07,,,,,306.75,293.31,286.48,279.99,272.63,270.69,279.24,286.46,295.72,311.05,315.20,317.58,318.35,327.07,339.24,349.16,361.54,,,407.84,421.82,439.46,430.76,422.93,409.41,406.16,403.16,404.43,393.74,387.68,384.52,386.69,386.84,,,379.78,377.37,376.30,378.66,388.00,392.38,385.22,367.95,352.32,337.91,326.25,322.60,,,309.30,314.03,326.38,,,,,L7
2012-06-01 22:11:59+00:00,304.75,303.86,306.39,298.71,292.17,293.18,296.43,301.64,298.89,298.74,302.44,308.41,311.78,317.11,319.30,329.71,336.92,362.66,,,,344.97,343.61,334.71,331.18,317.76,311.17,305.04,296.53,289.62,279.33,269.91,269.64,274.57,280.37,288.19,296.49,307.20,311.92,317.24,,,,335.49,346.77,362.89,376.27,389.04,411.32,428.04,418.17,412.23,406.19,391.17,392.68,401.25,394.59,381.21,375.51,376.05,379.88,378.46,374.88,373.23,377.04,374.96,378.11,390.62,400.21,387.32,364.35,353.73,,311.26,306.25,297.85,295.81,294.50,303.04,319.63,332.49,351.63,371.68,399.17,L7
2013-05-03 22:13:30+00:00,,,,,,,,,,301.50,,,,,,,,,361.23,362.72,354.25,344.52,339.23,333.60,321.07,315.88,304.18,297.31,288.17,284.02,274.12,274.18,276.58,283.75,289.42,296.66,,,305.61,309.62,314.22,321.62,327.36,335.34,355.87,365.28,374.93,390.40,409.55,428.15,420.64,410.75,405.03,,,398.00,394.28,389.95,386.63,380.56,375.62,377.36,382.23,381.69,383.14,384.42,386.99,387.26,,,359.95,344.08,328.13,315.83,307.00,307.70,311.78,305.29,309.74,319.11,337.40,,,391.93,L7
2013-05-11 22:19:31+00:00,344.70,336.03,324.27,331.15,327.52,322.89,317.98,308.24,302.10,301.38,304.73,303.58,313.20,324.73,327.04,331.26,346.08,360.95,368.57,365.19,363.02,355.61,349.00,344.13,336.54,329.43,323.52,310.64,300.63,294.79,288.85,282.67,289.42,290.50,300.04,304.03,307.58,307.90,312.03,319.75,320.53,330.37,343.36,350.71,356.99,368.18,382.64,401.93,413.09,432.53,426.79,420.82,415.31,411.45,408.33,403.68,402.68,401.43,396.95,398.51,396.27,396.29,394.47,390.25,386.07,390.07,392.75,397.39,405.32,385.20,364.00,347.15,335.30,325.02,306.43,304.90,303.30,300.95,301.74,,,,,,L8
2013-05-19 22:13:27+00:00,332.96,322.26,311.63,310.27,304.83,299.99,305.10,302.15,301.08,297.56,304.41,309.11,315.40,320.95,327.55,334.62,345.89,353.50,364.97,367.69,,350.19,348.09,346.16,,,,,291.60,286.60,284.57,283.92,281.22,284.20,288.74,292.80,296.88,307.33,312.10,313.88,319.47,327.94,330.65,340.64,354.62,,,,405.42,418.06,411.15,406.78,403.20,395.02,399.47,400.77,398.14,394.59,397.77,393.82,396.10,,,379.11,384.81,382.69,387.53,387.20,394.97,385.19,366.42,346.12,333.35,323.95,318.25,,,300.77,,,,,,,L7
2013-05-27 22:19:39+00:00,322.16,326.26,313.89,311.02,310.62,303.60,297.38,298.40,297.88,286.42,284.62,,,,,,,,,,,,,,,,,,,,,,,,,267.13,,,,,,,306.76,322.10,329.56,346.62,359.83,,,,,,,,355.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-06-04 22:13:16+00:00,304.41,293.63,292.15,292.09,286.18,288.95,287.98,286.48,284.88,287.33,288.56,292.58,301.09,311.45,316.69,323.38,326.27,343.76,,356.67,,332.88,330.88,,,,,,,,,,,,,,283.10,287.61,296.90,303.08,308.57,310.32,319.75,330.06,336.85,352.04,,,394.84,411.54,401.40,400.09,395.37,391.79,387.65,385.96,385.08,374.41,378.01,371.67,378.20,,,,372.56,372.22,372.93,380.92,373.44,349.80,344.77,334.77,314.90,300.06,289.74,,,,,,,,,,L7
2013-06-28 22:19:33+00:00,335.94,330.78,,331.13,,324.36,321.83,313.08,317.67,311.52,311.69,314.15,318.76,322.38,326.70,335.41,346.51,356.45,366.10,369.08,355.75,356.56,351.21,344.00,332.80,324.90,322.11,308.33,305.33,302.66,297.70,298.68,292.01,297.73,298.28,304.12,313.38,317.19,318.26,325.46,327.15,332.73,342.23,350.22,358.18,374.55,389.96,401.79,420.77,436.12,428.68,416.15,410.58,410.59,405.90,408.94,406.08,404.94,401.30,397.07,398.30,397.12,392.14,390.01,390.02,391.67,392.00,398.76,409.66,387.49,372.04,349.83,336.36,324.89,315.54,315.76,304.43,307.50,309.76,320.20,335.20,342.15,366.91,411.65,L8
2013-08-23 22:12:58+00:00,350.20,,,,,,,,307.15,307.20,308.56,306.93,313.94,320.35,323.44,329.82,336.54,348.63,364.40,363.81,,349.85,336.37,313.98,308.68,309.39,310.72,299.45,293.98,286.88,278.56,,,,288.05,283.53,284.57,288.11,287.38,293.98,307.46,317.53,322.39,339.81,349.63,359.90,382.65,399.39,415.07,431.69,,,412.58,409.38,,,,,,,388.34,389.24,386.29,379.71,378.87,,,389.58,395.52,375.02,361.68,343.87,330.94,319.92,312.16,303.36,301.81,305.04,,,335.83,352.04,365.06,387.21,L7
2013-08-31 22:19:38+00:00,329.81,323.54,318.48,313.24,303.92,308.93,305.85,306.17,301.85,300.12,312.42,315.76,318.70,323.19,324.26,340.16,348.40,357.00,371.46,370.77,355.50,349.63,345.35,337.69,330.93,321.90,311.00,308.22,299.25,296.04,292.62,285.23,287.57,291.88,294.81,298.93,306.67,309.01,310.20,320.78,323.91,331.89,337.58,348.73,363.95,374.61,388.36,403.61,420.72,433.27,427.81,413.09,414.50,411.14,409.46,414.48,410.33,410.25,399.07,397.47,400.31,402.69,400.53,401.78,403.81,397.06,401.19,403.37,410.34,389.32,366.67,345.24,331.06,323.40,310.10,313.10,314.92,310.69,310.81,324.12,343.47,359.66,377.42,415.53,L8
2013-11-03 22:19:20+00:00,332.99,330.56,321.94,319.98,320.15,319.76,316.09,311.33,315.55,316.57,314.50,324.22,325.57,335.56,338.12,346.15,350.49,369.59,383.33,374.45,363.01,355.17,350.07,346.15,341.34,325.18,312.66,295.51,289.53,286.82,289.35,285.42,295.77,302.31,310.06,313.98,312.02,319.99,324.36,321.46,325.90,320.48,332.71,348.04,355.56,370.99,387.11,407.40,425.26,438.04,441.27,431.78,426.23,411.04,405.04,407.34,409.47,412.81,404.62,403.18,401.58,407.39,404.26,406.62,402.95,400.07,405.71,409.95,406.42,384.58,378.48,352.49,336.13,331.51,317.26,318.96,313.97,315.24,324.51,334.90,347.87,367.46,378.32,411.48,L8
2013-12-05 22:19:13+00:00,341.53,345.24,332.83,326.22,324.96,325.65,317.32,308.58,305.62,307.90,314.08,309.18,311.35,330.20,338.88,342.67,349.09,358.88,374.01,370.06,366.19,353.33,344.86,334.85,328.29,317.85,312.04,304.49,298.21,291.74,289.96,285.16,285.65,287.75,290.49,300.73,304.09,307.60,312.01,319.25,327.06,334.39,340.98,347.40,354.77,362.38,384.43,395.49,408.03,427.00,427.99,426.65,423.00,420.19,406.79,397.40,392.77,409.47,403.80,402.22,395.68,394.41,394.37,392.42,387.22,402.26,403.29,407.21,408.59,386.67,376.75,354.56,334.19,325.26,314.19,317.24,316.43,311.47,313.92,326.64,344.55,356.32,370.13,404.72,L8
2014-01-06 22:18:54+00:00,,,,,,,,,,,,,,,,,347.08,365.90,376.22,369.57,359.92,354.53,349.53,347.64,341.60,329.26,316.13,308.55,291.09,289.26,286.72,283.95,286.68,292.31,303.81,307.68,310.77,315.81,315.04,322.07,329.71,331.91,341.33,348.26,355.51,374.78,388.18,400.77,416.30,438.30,430.37,421.96,418.00,414.01,409.08,405.16,405.87,404.30,395.04,391.60,392.06,393.22,390.68,393.05,394.66,401.56,395.59,401.98,403.72,388.74,370.34,355.05,337.13,327.12,318.04,317.42,313.06,315.40,323.97,334.67,348.81,372.66,393.08,411.28,L8
2014-02-23 22:18:20+00:00,339.19,333.63,329.81,323.18,318.47,315.02,319.34,315.94,312.50,314.65,316.56,316.62,322.44,326.74,327.15,336.97,342.99,357.96,375.13,373.46,361.98,351.73,352.45,348.65,340.02,336.81,315.81,313.24,302.24,287.28,287.99,289.43,291.85,299.12,305.05,306.03,314.65,316.68,319.59,324.95,324.84,336.65,339.64,349.18,357.06,366.46,384.72,400.83,418.43,431.16,423.70,418.29,415.72,409.60,406.19,402.49,402.45,397.74,394.63,389.75,391.67,388.21,388.07,391.53,397.58,398.57,400.96,408.96,413.36,395.63,374.67,366.75,350.43,340.66,332.08,322.58,325.24,326.90,332.92,349.46,,,,,L8
2014-04-28 22:17:22+00:00,333.31,334.86,326.78,320.26,318.88,318.04,314.70,309.95,311.24,306.42,307.37,313.82,314.37,319.74,324.75,326.06,343.64,358.28,366.99,363.70,354.09,343.74,337.19,335.50,318.72,310.16,304.13,289.99,286.67,281.65,280.55,279.36,281.18,288.80,291.16,294.51,300.37,305.11,303.61,305.50,315.73,331.04,335.67,342.35,353.00,364.54,379.73,395.39,416.84,429.36,419.56,413.38,405.58,402.55,398.68,394.51,394.41,388.36,382.44,385.73,381.88,382.15,380.23,383.46,382.62,389.81,390.06,399.99,408.25,385.79,367.57,354.01,334.94,328.66,313.05,308.42,308.27,304.46,311.54,319.58,329.01,350.00,361.82,390.70,L8
2014-05-14 22:17:08+00:00,335.20,331.28,332.40,328.55,328.35,323.73,318.80,320.24,318.16,314.20,312.12,315.61,318.41,321.49,329.95,334.34,347.24,362.17,367.55,365.97,354.02,348.13,341.22,337.51,325.33,314.37,309.30,291.57,286.87,285.13,282.48,283.29,289.70,290.83,295.96,297.95,299.76,305.80,312.49,320.49,322.71,330.15,338.90,345.65,354.68,369.82,387.81,399.47,423.56,429.31,420.48,416.05,409.37,407.40,403.95,400.47,388.49,383.81,384.80,389.20,388.24,388.20,386.39,390.25,385.31,385.94,393.56,393.99,403.46,388.07,370.09,356.38,339.94,327.63,322.14,319.74,311.52,316.62,320.30,325.78,343.04,360.88,373.47,400.31,L8
2014-07-01 22:17:22+00:00,319.64,323.29,315.16,310.55,314.73,312.03,308.99,307.23,306.56,303.32,306.50,305.33,311.37,317.72,319.96,336.01,348.21,349.47,359.09,358.36,352.39,338.96,324.86,325.88,316.10,303.65,295.25,287.76,272.87,270.64,273.24,280.37,282.47,280.54,277.86,286.37,289.80,292.66,295.91,299.61,302.34,322.80,326.72,337.87,340.77,357.06,372.33,382.34,401.10,417.91,409.66,400.76,398.51,397.22,392.23,387.22,383.13,380.97,382.23,383.90,384.88,375.52,380.11,378.06,378.27,384.38,385.79,388.67,398.06,374.81,360.08,342.38,328.52,313.15,308.01,303.79,304.54,303.06,300.85,314.46,329.79,342.54,358.82,387.82,L8
2014-07-17 22:17:28+00:00,333.30,334.42,329.99,328.32,328.39,323.49,318.30,318.89,314.60,319.03,313.74,309.96,316.24,320.27,329.59,333.09,341.73,359.60,367.32,362.98,356.69,351.36,340.17,338.50,329.47,318.93,310.32,294.83,289.99,287.06,284.70,284.65,287.32,292.11,294.58,293.18,294.19,296.14,300.48,315.26,323.37,329.82,343.00,352.11,357.05,376.09,388.89,398.93,415.40,431.04,429.05,420.12,411.10,406.66,402.77,399.08,394.11,390.02,390.52,391.76,388.61,381.34,385.79,384.96,385.36,388.36,390.48,388.26,398.15,389.98,374.69,354.22,337.56,326.90,314.97,311.99,304.85,310.02,313.44,324.02,345.04,360.06,375.70,409.18,L8
2015-06-02 22:16:44+00:00,298.74,293.14,285.96,286.86,283.36,281.23,271.75,268.36,279.37,277.34,279.98,285.44,288.69,295.56,302.97,309.36,315.55,330.59,,345.24,331.93,326.33,318.05,314.10,311.07,295.34,285.13,275.84,268.32,261.41,267.52,262.31,268.14,271.45,275.05,281.70,286.48,287.04,294.35,296.11,303.22,313.02,315.67,329.65,336.95,346.76,358.72,381.68,392.18,406.20,397.89,396.14,391.95,388.44,387.45,380.88,378.65,374.42,376.23,374.98,367.95,369.77,368.19,367.57,363.89,367.91,369.27,373.72,382.96,365.03,350.80,335.12,311.21,301.86,294.53,284.89,284.36,280.50,290.88,298.03,315.85,330.35,345.51,378.63,L8
2015-07-20 22:17:10+00:00,319.00,311.52,304.42,307.50,310.42,307.92,308.10,302.20,294.36,288.99,286.01,290.12,295.07,311.05,319.67,327.42,336.00,351.13,359.86,354.97,349.39,342.06,343.47,340.62,332.72,328.38,313.71,302.93,291.51,289.95,287.32,285.65,284.05,288.01,289.40,299.50,304.17,310.30,308.78,315.87,323.09,331.42,345.20,348.84,360.26,367.59,382.70,400.99,415.06,432.38,419.25,411.69,408.87,415.04,408.82,405.65,405.70,402.70,398.28,398.60,401.78,400.09,394.31,388.96,394.95,392.71,393.33,397.47,404.03,384.38,366.50,349.45,334.47,318.53,312.95,309.39,304.70,306.12,311.25,324.80,340.49,350.61,380.55,411.40,L8
2015-08-05 22:17:13+00:00,,,,,,,,,,,,,,,,,,,340.43,337.97,341.49,333.87,331.51,325.07,315.53,304.50,299.75,288.65,274.81,276.96,272.82,278.20,280.00,280.67,282.45,287.45,289.01,298.71,300.89,308.78,320.32,319.04,324.28,338.07,347.42,359.25,372.26,391.42,404.98,423.12,409.93,403.99,403.66,400.50,401.94,401.44,396.56,391.58,387.73,384.02,384.39,385.23,381.77,387.01,386.17,391.48,387.49,394.69,401.08,383.67,359.84,342.37,327.40,322.82,308.27,309.51,308.06,304.91,309.97,323.00,341.89,355.94,374.67,409.92,L8
2015-12-11 22:17:42+00:00,310.15,313.85,305.12,301.87,305.31,300.73,300.61,298.10,295.81,288.40,289.69,298.76,302.18,312.55,318.49,326.85,335.82,344.88,359.71,353.86,348.59,339.97,337.16,332.06,329.57,331.55,323.44,313.17,305.19,296.71,294.61,292.64,292.45,296.05,299.43,306.72,312.64,317.04,320.26,320.69,326.90,339.26,346.22,350.94,358.53,370.20,380.38,405.72,426.58,440.70,427.72,414.16,406.81,411.79,415.00,414.03,412.75,410.91,402.51,397.44,400.41,402.60,404.23,406.95,402.99,405.62,397.35,407.60,416.45,401.29,382.14,368.16,350.02,339.60,326.60,327.69,329.97,327.16,333.24,343.79,361.78,380.07,393.25,418.49,L8
2015-12-27 22:17:43+00:00,322.66,330.32,323.48,320.02,319.87,318.42,314.87,310.74,308.49,301.19,296.67,303.24,308.89,315.23,322.32,333.17,341.56,359.63,371.26,367.27,358.40,349.96,347.74,344.85,340.78,331.70,330.95,317.35,308.32,303.45,301.53,296.93,299.69,298.87,306.69,311.36,313.33,318.48,326.84,333.56,338.20,347.94,352.33,361.93,373.22,381.58,392.72,414.86,429.17,448.79,436.62,427.62,421.55,420.65,422.15,411.25,417.51,411.00,409.84,411.10,405.04,411.99,407.99,415.30,412.07,418.96,414.42,422.03,427.33,412.94,388.38,371.29,357.81,349.30,336.69,336.19,337.38,330.47,338.98,,,,,,L8
